sample,strategy,imputation,upstream,rmse_test,best_st_rmse,abs_gain,pct_gain,positive_gain
20,MLP,Ground Truth,2,0.9029563069343567,0.9655410051345825,0.06258469820022583,0.06481827065594425,True
20,MLP,Ground Truth,2,0.9029563069343567,1.0006365776062012,0.09768027067184448,0.09761812915686396,True
20,MLP-E2E,Ground Truth,2,1.4744592905044556,0.8347322344779968,-0.6397270560264587,-0.7663859494134843,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.4177229404449463,-0.05673635005950928,-0.04001934964930653,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,0.8109623789787292,-0.6634969115257263,-0.8181599155823839,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,0.7352975606918335,-0.7391617298126221,-1.005255245396371,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.5152157545089722,0.0407564640045166,0.026898125816890234,True
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.1872881650924683,-0.2871711254119873,-0.2418714629313448,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.0810149908065796,-0.393444299697876,-0.3639582272622461,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.0402634143829346,-0.434195876121521,-0.41739031683535477,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.9409770965576172,0.4665178060531616,0.24035204067093083,True
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.0606045722961426,-0.413854718208313,-0.3902064247303247,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,0.9655410051345825,-0.508918285369873,-0.527080965659182,False
20,MLP-E2E,Ground Truth,2,1.4744592905044556,1.0006365776062012,-0.4738227128982544,-0.4735212798554387,False
20,LH,Ground Truth,2,0.857593834400177,0.8347322344779968,-0.022861599922180176,-0.02738794427470118,False
20,LH,Ground Truth,2,0.857593834400177,1.4177229404449463,0.5601291060447693,0.3950906697390219,True
20,LH,Ground Truth,2,0.857593834400177,0.8109623789787292,-0.046631455421447754,-0.0575013793860231,False
20,LH,Ground Truth,2,0.857593834400177,0.7352975606918335,-0.1222962737083435,-0.16632215343306223,False
20,LH,Ground Truth,2,0.857593834400177,1.5152157545089722,0.6576219201087952,0.4340120660386792,True
20,LH,Ground Truth,2,0.857593834400177,1.1872881650924683,0.32969433069229126,0.2776868669171094,True
20,LH,Ground Truth,2,0.857593834400177,1.0810149908065796,0.2234211564064026,0.20667720457761735,True
20,LH,Ground Truth,2,0.857593834400177,1.0402634143829346,0.18266957998275757,0.17559935056556214,True
20,LH,Ground Truth,2,0.857593834400177,1.9409770965576172,1.0833832621574402,0.5581638567909193,True
20,LH,Ground Truth,2,0.857593834400177,1.0606045722961426,0.20301073789596558,0.1914103929011545,True
20,LH,Ground Truth,2,0.857593834400177,0.9655410051345825,0.10794717073440552,0.1117996751669384,True
20,LH,Ground Truth,2,0.857593834400177,1.0006365776062012,0.14304274320602417,0.1429517433274545,True
20,LH-E2E,Ground Truth,2,0.8619030117988586,0.8347322344779968,-0.027170777320861816,-0.03255029121746229,False
20,LH-E2E,Ground Truth,2,0.8619030117988586,1.4177229404449463,0.5558199286460876,0.3920511637285392,True
20,LH-E2E,Ground Truth,2,0.8619030117988586,0.8109623789787292,-0.050940632820129395,-0.06281503820717375,False
20,LH-E2E,Ground Truth,2,0.8619030117988586,0.7352975606918335,-0.12660545110702515,-0.17218260725345458,False
20,LH-E2E,Ground Truth,2,0.8619030117988586,1.5152157545089722,0.6533127427101135,0.43116812953270084,True
20,LH-E2E,Ground Truth,2,0.8619030117988586,1.1872881650924683,0.3253851532936096,0.27405743850589803,True
20,LH-E2E,Ground Truth,2,0.8619030117988586,1.0810149908065796,0.21911197900772095,0.2026909717914592,True
