feature,importance_global,importance_mean,importance_median,importance_variance
SaaCH,0.225581486002306,0.43840433983153015,0.46589493308884766,0.019606895466600348
ETA_dAlpha_B,0.2247244967894737,0.34447567760843095,0.3712064066514312,0.018821341085757715
MDEC-23,0.22217666085109844,0.4656795231333902,0.47812029478502444,0.01571395868823427
EState_VSA4,0.22024388594198996,0.40709366382179335,0.39782240852726153,0.016674694642976873
TopoPSA(NO),0.21750024960690784,0.4254185212185652,0.4507096638105657,0.02055662162685613
SssNH,0.2145096087371119,0.3969627873942582,0.41322487665075675,0.01417854486403199
SMR_VSA5,0.2138689753506271,0.33572767404802917,0.3436163518826685,0.016072394658223712
MINaaCH,0.21313871422656305,0.45267670043277036,0.45375385504440585,0.01753364794044106
MATS1i,0.21191042951830763,0.43455292745042723,0.44285542085372315,0.01870130919862401
nBondsKD,0.2116702227911098,0.4519968364146933,0.4533543283511631,0.013757987169003758
AXp-0d,0.21119695069925903,0.37835566771652285,0.42152354361286337,0.02279032604710295
Xch-7d,0.20987149945618855,0.4113262323994408,0.4110642953008236,0.01489326404245648
AXp-4d,0.2097372152117023,0.4976473703369219,0.5059169684523549,0.015866857445556336
GGI10,0.20916092578817258,0.38015090133060603,0.4001633498861719,0.01720997616617603
VE1_A,0.20744436908490238,0.3719577451471133,0.38685003298461357,0.01611151582120536
AATS1i,0.20651897259380503,0.41119299250328917,0.40355111685094336,0.01441054155249976
SIC5,0.20644473379060857,0.37385138608772656,0.3803833715711695,0.022404905670878137
SssCH2,0.20613933730934786,0.3819575052890077,0.3880060174589361,0.01217571023153853
GGI5,0.20394559165095982,0.33669774131663993,0.3564714691173893,0.021870312421057955
PEOE_VSA11,0.20389953030090258,0.31913170640509886,0.3519412555104527,0.016336735740442886
GATS7p,0.2032416919787341,0.4122954028125995,0.406391552005686,0.014292998925813344
SM1_Dzv,0.20181446943242287,0.3622392294596945,0.39592657498263806,0.016952584638375616
JGI5,0.20138987500424266,0.4455856474104774,0.4408092391082264,0.014734779391408676
MIC2,0.2008260263394539,0.3714584268625124,0.39561581010136027,0.01989960407567454
SlogP_VSA5,0.20047640325049665,0.32088267785426644,0.31984379520671136,0.01575254151775504
ATSC1c,0.19933871619900723,0.42380266928711974,0.43400683637129944,0.01601927010726515
SaaaC,0.19911807947978444,0.3764416094791624,0.38473530541542544,0.011959085641857747
ETA_beta,0.19901232786383094,0.3750732189279802,0.385552923194175,0.011248321389759406
SdsN,0.19883860022067523,0.39263690105325944,0.40352016851309275,0.007797931351306636
MATS1p,0.19742925484769014,0.3385062680062359,0.3592973489298594,0.017321790599091818
VR3_A,0.1973422227587247,0.4341789216213076,0.44196891826567053,0.01336471183212671
SdsCH,0.19690684240668244,0.4222724053650153,0.42830975044359276,0.009154845321500205
SlogP_VSA2,0.1962980056077246,0.3733935093664591,0.378718741195128,0.01629674022847486
GGI6,0.19573462173807377,0.3067785451245917,0.32386212757533395,0.016685275310771876
JGI3,0.1954774456026982,0.39637898374846814,0.3979342107664633,0.016490181103889643
MDEC-22,0.19274962625779368,0.3595810289674497,0.37295841934348944,0.017177048617628164
EState_VSA8,0.19176211581265834,0.3873591442396523,0.41640779339440853,0.026929140076298465
ATSC1i,0.19170578277934114,0.3238585592899501,0.34016913147393935,0.016689424313835122
SM1_Dzp,0.19091061695166545,0.2812536412830824,0.2892803217259763,0.021347883312583964
ATS1p,0.19090842460405577,0.2913135327458968,0.3019814749634006,0.015463188954899482
AATS8v,0.19057116773746285,0.4437608856325768,0.4368733622068331,0.018708647700618763
GGI3,0.18984816147567773,0.3229395286860085,0.3217863846177656,0.016349047948593976
AETA_eta_F,0.18975064237236916,0.3243822520853477,0.34814993105785985,0.01601968465998131
MPC10,0.18948636151271891,0.3961400203570605,0.40701228652155136,0.01892020631907201
VSA_EState3,0.18894709785469344,0.40835796588332934,0.42104520896450154,0.02026538575236026
ETA_dEpsilon_D,0.18882716940143318,0.4018388182826083,0.38884521179634723,0.01961335752710863
Synthetic_Accessibility,0.18722331122841096,0.44283015235592355,0.44037712317639877,0.009518942394826908
AATS7p,0.1859624990981077,0.3315269366899685,0.3418061566213313,0.018447117054197684
SsCH3,0.1854865599467148,0.36907637216627764,0.3597340181907752,0.012356488998676522
BertzCT,0.18528970024340996,0.3525183765764991,0.36189643510719766,0.01700483799105541
PEOE_VSA8,0.18452384971544422,0.33292214378024265,0.34010330108936193,0.01426664492867083
NssCH2,0.1844186017656857,0.3649194810449403,0.36389843972680413,0.011278522585210306
GATS6d,0.1835569261250778,0.30978525939279394,0.3094092699921783,0.01565867792581621
ETA_shape_p,0.18296911589923104,0.38383696212144924,0.3937157073101707,0.015334380111516723
AETA_eta_RL,0.18245838259968972,0.2942054377344404,0.2903900082874739,0.01792354814492685
nBondsS,0.18184854922085547,0.35678496185726877,0.3760613781426835,0.020105364080224567
RotRatio,0.17969458569504893,0.4080656124756944,0.4087738642259847,0.014580874540005694
SMR_VSA4,0.17894575323841821,0.3197498428974746,0.32443345949958396,0.007278715990671175
AATSC0i,0.1785615283995119,0.3830455727168662,0.37322820267100276,0.018175592388906016
C1SP3,0.17815957408068206,0.3366284343569352,0.33648510344884797,0.012826658525919849
EState_VSA7,0.17681368139095088,0.26315644996052806,0.2924706602388735,0.01739635416804551
SIC4,0.17597427976174362,0.3340575110849321,0.3406653301529637,0.018068083866396027
ETA_beta_ns,0.17577598329471344,0.43282640443008846,0.43186458277012174,0.01238117080125728
AETA_dBeta,0.17543139789340056,0.32709609086918817,0.3390411612581429,0.016591043335886124
MDEC-33,0.17526200765675126,0.3029981243321904,0.33697233241580155,0.022911438572572683
ETA_eta_FL,0.17490525401873436,0.3504059905927874,0.351262017685846,0.010710117580273872
ATSC0c,0.17467434453067066,0.30199880268905993,0.3217545169834282,0.015011405769410327
ATSC7v,0.1745994711354948,0.37714282758950723,0.3862987228179803,0.013107132976511839
BCUTse-1h,0.1741201971283366,0.2568837206791848,0.26861670111751584,0.01500432738452567
SsssN,0.1722820246728105,0.37824539862637097,0.3740220609643472,0.0074055998641706375
BCUTp-1l,0.17213181663004917,0.29559209682141574,0.3103160478039236,0.014279779359155203
CIC5,0.17148629701393325,0.3304201671478706,0.3331777650571726,0.01658461715416004
AETA_beta_ns,0.17133121228708736,0.3392102761597931,0.3461391536360928,0.015054103079031178
GATS1are,0.1711430642581,0.32030349696298355,0.3380532713680432,0.014999859665844224
AXp-3d,0.17068156865378326,0.393007599527469,0.39462003475048085,0.014948540769656331
EState_VSA3,0.17060011950927345,0.28256402862883256,0.29951371686763706,0.015936326137611947
MIC1,0.17017085699179546,0.33039071843305845,0.3358915001505335,0.017204063353219754
RNCS,0.16984274403913302,0.3925497634015996,0.40345683976361707,0.016259244479114403
AATS0p,0.16958407159866784,0.2666356220403652,0.27314079588178763,0.013064688078785395
AATS8d,0.16927023058720891,0.3450363952799962,0.3398661813185007,0.013207229638470055
PEOE_VSA1,0.1689764501780342,0.37949365606284546,0.3775191393777314,0.010272946181160128
AATSC7i,0.167611059205778,0.24552891584661185,0.2549371193963351,0.01387251366074858
SlogP_VSA3,0.1675028709830806,0.35170437032217405,0.358883924997599,0.010454122899668964
Xp-6d,0.16736738036482368,0.31920419127462496,0.3398182837087761,0.020511923189543
piPC2,0.1667052652662524,0.3561378867354997,0.35755037885770463,0.01362814566876844
PEOE_VSA9,0.1665281953628024,0.27662910671883634,0.29320666662093686,0.014482404724762598
AATS8dv,0.16648039199753528,0.259796840518761,0.27123811640787865,0.01623157493176076
AATS4d,0.1658152633450487,0.3906250321477236,0.3723987479570605,0.021962996935062783
FCSP3,0.16536279372936935,0.3657502541692598,0.3926273159334542,0.01784337467251347
IC1,0.16501948009237166,0.3411384181775203,0.3392839311724389,0.011687811892238992
AATS8s,0.16484384241941097,0.31693300105635724,0.3217407956131481,0.013413127161849786
GATS3c,0.16440816819627635,0.36295059145964775,0.36489655621658695,0.017923178161118217
ETA_eta_B,0.164390246136064,0.22953934986565933,0.2291210088522499,0.014667212957463864
GATS1pe,0.16410312238529468,0.26608501021247694,0.28779340516207025,0.01468083539826942
GATS1se,0.16395466409383808,0.24635985494651597,0.2643972307164146,0.01765673025600556
PEOE_VSA12,0.16370794131712207,0.29267922043056177,0.2997970256656384,0.007493707357423785
AETA_beta,0.16358087313818848,0.3132694074755829,0.3205500242854375,0.01598306742327675
iLOGP,0.16322829221101243,0.38821853295437403,0.36420476288789433,0.016227774119554537
nRot,0.16317365294991282,0.32554306051578685,0.32070795763020515,0.013221219163536519
AETA_beta_s,0.16285489930041708,0.28440864797853693,0.2954589615368939,0.01324552592713568
Xp-7d,0.16281623828758285,0.268840724294718,0.2879750900403206,0.016898099737896376
MATS7p,0.1622455689528226,0.3168350517373511,0.33262382723316175,0.016106548199241115
GeomRadius,0.16201564690849812,0.3370975115082853,0.3257870570219309,0.015159991410427138
AATS3pe,0.16164562235446933,0.3336017695328224,0.34357910270535635,0.014643164886931126
AATS7dv,0.16107492400451529,0.34376325219871534,0.3312585808372591,0.014652043296747375
SlogP_VSA10,0.1608696709891042,0.3131026578186776,0.32595940922137934,0.012248690935333135
MATS1s,0.16019784897324785,0.3517957850768962,0.35059336164208504,0.014276084862798449
SaaNH,0.15957698288695754,0.2888030078029293,0.30280631206201847,0.011939826380811964
WPSA3,0.15853385419360455,0.3004958401336563,0.3236148063292725,0.01651394370836363
ATSC1v,0.1584377389556031,0.3121673071249796,0.33090670269411077,0.014799981437764233
SM1_Dzi,0.15813399220285662,0.3300519405036189,0.34110835986481924,0.015050019474345536
AATSC1dv,0.1569267925693798,0.3035177314798898,0.31195781081536467,0.013156954330677293
Xpc-6d,0.15670833277891472,0.33930041728176463,0.34185834459213715,0.016073464534270093
AETA_beta_ns_d,0.15655596026963048,0.3210606531213365,0.32646613410769054,0.009194782223449962
TIC2,0.1560419148947516,0.25864525151529827,0.2781112073428288,0.01488691015084672
MINaasC,0.1560043850424755,0.3128469253138737,0.3150478253446768,0.013309214218696748
AETA_eta_FL,0.15349648070206579,0.29856566099302656,0.2939685495863055,0.012540224908120153
mZagreb1,0.153235632051405,0.22405256083920094,0.23398381895709683,0.014440328818256512
AATS7v,0.15246811574916652,0.2508223279733986,0.24049018215953621,0.012981125879646654
ZMIC1,0.15187190884435564,0.27957559897426876,0.2783445924715789,0.013789619600434781
SlogP_VSA1,0.15166141092557917,0.3178602572497903,0.3330121850195735,0.013428028478098852
C2SP2,0.15065044836580377,0.3399875844310359,0.3294202086866384,0.015561444910646705
Xp-1dv,0.15031205385422375,0.2535406217125253,0.25566374116683943,0.013138134276185922
ZMIC5,0.15003852671263251,0.21565242727616374,0.2132318657037429,0.011947031653181023
Mor02p,0.15002965993604933,0.34993722146294504,0.34443267861835825,0.011714712534221293
AETA_eta_L,0.14990468006385127,0.34012480063933753,0.34894523384263243,0.013106353482358956
CIC4,0.14899484869679336,0.29785544499048144,0.30477380712100205,0.015351625583952061
ETA_eta_BR,0.1485726217411023,0.21472721325826258,0.21722465886841777,0.013721522569919367
JGI1,0.14829683273159855,0.26833930690098057,0.27646437272507673,0.013715538067909294
AMID,0.14822051974490025,0.28822537417669636,0.2933866373359813,0.010702505293405646
AATS6i,0.14807020853358877,0.3279116571858572,0.33059847114236907,0.015230508506911248
WPath,0.14798615529950565,0.2614067427564215,0.27773331690898895,0.01420339779216621
IC5,0.14792666022772494,0.36488462109367,0.36179957048622446,0.016459102246390064
AATSC0p,0.14734684693803235,0.3814385607948124,0.373824357926831,0.014473591212965918
ATS2p,0.147319395332965,0.2781448237757117,0.28849486908195615,0.013051741792128814
AXp-3dv,0.14709381316171344,0.29872731801071156,0.2926154664010463,0.013223489553204012
AXp-4dv,0.14671578809906105,0.3415642572098969,0.33901813469850134,0.014133570545039484
PEOE_VSA7,0.14646723838010134,0.30955688381031027,0.3239690214179692,0.013828001199749885
ATSC6d,0.14637849983623363,0.29432608313035785,0.2905450180372504,0.015061183600490484
ETA_dBeta,0.14636318022553318,0.3193766287199368,0.33908824790873326,0.015296612344678382
BCUTdv-1h,0.14617208499129442,0.2212917768238935,0.23327069935072833,0.009670235590850198
AATSC1i,0.14610981988584149,0.3355655949491553,0.3342759879474665,0.016461860698975667
AETA_eta_B,0.145830521330645,0.2657922240648128,0.2625104313903308,0.015406426869520802
Xch-7dv,0.14504251977562665,0.3056398008511099,0.3148136272136662,0.02003721146925577
AATS3v,0.14438647360370904,0.27872575573209846,0.2938466774327448,0.013121089613080346
SM1_Dzse,0.144318965538083,0.20519954673494367,0.2216357336073886,0.011971257502968615
Mor27m,0.14329117277076575,0.29368532069080966,0.285498829061221,0.017234878890994388
WPSA1,0.14317813016141345,0.2834981713260906,0.2799865645183255,0.01794722098398723
GATS3p,0.1430678118555262,0.301791457963572,0.30753795298406994,0.015602031857426986
GATS1dv,0.14292487528083608,0.29346827438092954,0.2933679696843708,0.013699911497864238
ATSC7p,0.1425691328405314,0.36687806117768645,0.3611166219792495,0.016740259721862
EState_VSA9,0.14233362633111968,0.23590580781052017,0.24808147915607745,0.016346637509940632
AXp-1dv,0.1401323680331581,0.2611605166252092,0.2623685548645861,0.013385872857776659
PPSA4,0.14011721894397766,0.2901559281308488,0.28645963054310225,0.014025903920406707
Xpc-5d,0.14003388229131453,0.29923443659953036,0.31342685214375254,0.016284551391324228
Xc-5dv,0.13994121215992017,0.2815544776244584,0.2808258887247995,0.012976902256403262
GATS7v,0.13971116811032624,0.2578230480300139,0.2715810276405701,0.013036024182140935
fragCpx,0.1394293067768566,0.2547379018408526,0.2708636132422206,0.011288353699548954
