pIC50,AATS3p,AATS6s,AATS7d,AATSC0c,AETA_beta_s,AETA_eta_L,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,EState_VSA1,ETA_shape_y,FNSA1,GATS1c,GATS1s,GATS3d,GATS3v,GATS4d,GATS4p,GATS5dv,GATS6c,GATS6d,GATS7c,GATS7v,GATS8s,GGI10,GGI3,GGI4,GGI8,GGI9,JGI2,MATS1c,MATS5s,MAXaasC,MDEC-22,MDEC-23,MINaaCH,Mor08m,Mor10m,Mor12m,Mor23m,Mor24m,PEOE_VSA10,PEOE_VSA3,PEOE_VSA7,PEOE_VSA8,RASA,SaaaC,SdCH2,SdS,SdsCH,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA5,SpMax_A,SsCH3,SsCl,SsOH,SssNH,SsssCH,SsssN,SssssC,VE1_A,VSA_EState1,fMF
7.958607315,1.550384998,3.031848659,3.146341463,0.0157246166,0.671875,0.2094889322,-0.4083836897,0.9110327994,6.027275724,1.424267567,0.0,0.3223684211,0.4023134061,1.549150028,0.58399396,1.051515508,1.008991876,1.112269737,1.041207467,0.9679134186,1.16537344,0.9325317604,1.168789929,0.9396603734,0.9210154176,0.1895724926,1.729166667,1.837777778,0.2711404006,0.269382716,0.05777777778,-0.4788635202,-0.002590437511,0.9753873987,15.67449932,26.52683459,1.942465128,-2.751063629,0.5642247774,1.502192319,-0.7404977699,0.2451598205,12.16293986,14.98529578,42.82867707,23.15437369,0.9035003084,0.0,0.0,0.0,7.355131966,3.14,10.74258,22.77571198,2.479029471,1.969942999,0.0,0.0,3.388982164,0.0,1.732222834,0.0,4.526849527,0.0,0.5384615385
7.236572006,1.546868551,2.744089835,2.904109589,0.02396427595,0.6893939394,0.2122635027,-0.5270965492,0.9871956667,3.515313479,1.424173312,0.0,0.349137931,0.3207065023,1.467114642,0.868635332,1.261744709,0.9469667197,1.296998135,1.108256262,1.154795017,0.853454002,0.7923909579,0.7879618576,0.8160360978,0.9529206713,0.2275257627,2.166666667,2.068888889,0.4011558327,0.309382716,0.07264957265,-0.4221932456,-0.2167273575,0.9310836052,9.857598928,23.997636,1.857941804,-2.631215133,1.150052449,1.66330387,-0.8999377555,0.1284730873,12.16293986,14.98529578,37.26522558,17.46698741,0.8749756315,0.0,0.0,0.0,7.356082999,2.83,20.21630591,17.21226049,2.480066464,5.21020126,0.0,0.0,3.388836661,0.0,1.732637327,0.0,4.664261695,10.9234963,0.5
5.397940009,1.585744614,2.648148148,2.632183908,0.006909341292,0.625,0.2092807627,-0.4286572913,0.992941462,3.040345304,1.399843898,0.0,0.3644859813,0.3332866318,1.194450889,0.8932556346,1.031690681,0.9747042048,1.183351632,0.9735993809,1.163828941,1.471735481,1.16420141,0.9650451815,1.172301398,1.103869226,0.01234567901,1.569444444,1.419444444,0.1456364953,0.065625,0.06790123457,-0.1433039918,0.1520769017,1.26234854,10.99723661,21.16131431,2.012621646,-1.689679101,0.7256466006,0.8367266263,-0.5165295323,0.1505463994,5.693927995,0.0,37.61968013,11.25737949,0.988609627,0.0,0.0,0.0,4.30055839,4.18,0.0,16.95130748,2.529904177,4.118896841,0.0,0.0,0.0,0.0,0.0,0.0,3.992545729,2.050136054,0.5128205128
6.420216403,1.975363773,2.694954451,3.736842105,0.0156180897,0.65625,0.2007314057,-0.5293583159,0.9877778018,3.513558004,0.6049902606,0.0,0.3578621224,0.5510829059,1.363472932,0.8343273305,1.116592345,0.9452846976,0.7628205128,1.139788242,0.9068803068,0.8981836777,1.026873767,1.47724548,1.029673086,1.13245884,0.1030507091,1.701388889,1.255555556,0.1793981481,0.1125,0.07407407407,-0.3973774462,0.01532299881,1.013495682,6.22745723,16.92723598,1.713681632,-1.448137018,0.3333577517,1.397488107,-0.5619087632,-0.162483159,10.75713553,9.499376415,42.46456948,16.1495363,0.9208351659,0.8072543724,0.0,0.0,0.0,5.35,4.736862954,0.0,2.492512437,1.647761911,12.19931621,0.0,0.0,0.0,0.0,0.0,4.15988082,6.943835354,0.5714285714
7.37675071,1.814715801,3.500494918,3.847058824,0.02689214999,0.6666666667,0.250969533,-0.4060531215,0.9725391961,7.009375612,0.6048934242,18.42124142,0.42,0.5362093358,1.626006942,0.6922530943,0.8654359035,0.8368710361,0.9869520598,1.143224693,1.061952688,0.8621264366,1.057625348,0.8792052488,1.050342088,0.8501270073,0.1707050301,3.069444444,1.762222222,0.4613803855,0.4122067901,0.07060185185,-0.6289348213,0.162400935,1.032131168,5.632365142,20.07206199,1.793720513,-1.986045392,1.142050741,1.055188479,-0.2473288575,0.3250726875,15.87291419,9.499376415,31.05039749,17.16874381,0.7348145245,0.7375824358,0.0,5.205926291,1.690547997,3.66,5.733667477,29.46110098,2.557663321,0.0,0.0,9.056324159,0.0,0.48069092,1.086558406,0.0,4.512952422,1.96989914,0.5111111111
8.568636236,1.907957164,2.595061728,3.068181818,0.015439973,0.675,0.2191274243,-0.3622990067,0.9938484478,3.042257683,0.6094208209,0.0,0.3409090909,0.3947281483,1.472080496,0.9189246884,1.200756543,0.9558804023,1.073473282,1.166316014,1.065085311,1.121334217,1.16221374,1.150277453,1.169707571,0.9967312788,0.02,1.034722222,0.9133333333,0.09097064752,0.055625,0.07407407407,-0.4914573448,-0.06670812858,1.11305839,3.689274218,13.53029849,1.720505008,-1.689858583,-0.1834267403,0.626619366,-0.8413175583,0.5181760683,10.70155169,14.95193556,19.05647134,16.63744226,0.8627268051,2.211368234,0.0,0.0,0.0,5.77,0.0,5.693927995,2.459286405,1.99573644,0.0,0.0,0.0,0.0,0.0,0.0,4.186790889,1.179045677,0.6333333333
7.091514981,1.363260334,2.4514419,2.897435897,0.01135436038,0.625,0.2512699138,-0.5248971818,1.734391199,3.510571965,1.212363224,0.0,0.2591792657,0.2581596447,1.221103772,0.7163080072,1.124775718,0.9535737615,0.9324202288,1.012263404,0.959878699,1.185253322,1.04406662,1.054549808,1.02734656,1.018720582,0.09825732068,1.055555556,0.9266666667,0.2091364324,0.154683642,0.06018518519,-0.2549440264,0.007440973481,1.064223635,27.43102552,29.71100222,1.782300108,-2.364387565,1.33399014,0.8965639596,-0.8995190968,0.07984759409,11.44343983,0.0,66.43311571,29.7174337,0.9506577762,0.0,0.0,0.0,0.0,6.38,4.736862954,38.52492974,2.434970856,0.0,0.0,0.0,0.0,0.8415382583,0.0,0.0,4.409315887,6.007219148,0.5333333333
7.494850022,1.567189009,2.478235968,3.025,0.008701300716,0.6153846154,0.2055689007,-0.3791314583,0.9889172072,3.059390398,1.270375394,0.0,0.3174603175,0.3049927662,1.183694953,0.8555390707,1.234101749,0.9871799589,0.9308136261,1.082994387,0.9788693617,1.124598052,1.081429368,0.9764918432,1.057249434,1.311249394,0.09549841853,1.243055556,0.9755555556,0.1977985639,0.117808642,0.07777777778,-0.21108114,-0.06388081266,1.330719821,14.27102878,24.90921771,1.779811543,-1.802243402,0.9160697772,1.004120657,-0.8389653517,0.3194564513,5.693927995,0.0,41.3102773,29.7174337,0.9552681811,0.0,0.0,0.0,0.0,5.56,0.0,25.32883194,2.435728067,4.400650106,0.0,0.0,0.0,0.5233374565,0.0,0.0,4.419661774,0.0,0.5
7.8,1.654815447,3.158436214,2.975,0.01554013594,0.66,0.1823027796,-0.3775061467,0.992940763,8.001918144,1.304329657,0.0,0.375,0.4602380765,1.311149891,0.5619766766,1.199625416,1.074144081,0.9546516942,0.90981976,1.043067884,0.7853929535,1.19145394,0.9246558,1.143691795,1.372285416,0.1025425977,1.5625,1.48,0.1801303855,0.14,0.08333333333,-0.3326541045,-0.0499167105,0.9265405329,5.798023818,19.79947311,1.336615496,-1.877218409,0.7207081383,1.723966556,-0.8074977213,0.2726779214,16.85062228,4.390415048,42.81902403,28.66715822,0.8546243588,1.56205245,0.0,0.0,0.0,4.69,5.316788604,5.563451492,2.432592644,1.929352149,5.992309623,0.0,3.338854875,0.0,0.0,0.0,4.6562983,14.1405207,0.5789473684
5.581698709,1.527121901,3.187830688,2.678571429,0.01420329161,0.6413043478,0.2033804814,-0.4286239526,0.9878633221,8.001918162,1.399828552,0.0,0.3604753521,0.4116191086,1.225921359,0.6772831876,1.037756203,0.8880122343,1.286822943,0.9363856615,1.016109774,1.087316601,1.029559639,0.756819034,1.13941969,1.082794227,0.04122028364,1.569444444,1.459444444,0.1579821744,0.09125,0.06606606607,-0.3192135109,-0.01146308799,0.9887126795,12.70216277,22.82812691,1.443862276,-1.769456163,1.034618293,1.282017986,-0.5701352505,0.1830280918,11.51114884,9.374393569,35.90493987,5.563451492,0.7972031953,0.0,0.0,0.0,4.057336939,3.46,0.0,11.38785599,2.53064632,0.0,0.0,9.302000314,0.0,0.0,0.0,0.0,4.028846043,15.15375426,0.5405405405
6.913640169,1.418454734,2.266134398,3.0,0.009187041706,0.6640625,0.249155046,-0.4411377022,0.9872569004,3.042185699,1.348984601,0.0,0.3376623377,0.2849917075,1.38955716,0.8446024875,1.092593276,0.8623406552,1.043850267,1.053764914,0.8241011926,1.175566169,0.9436127745,1.1402214,0.9640662679,1.236045114,0.1561085604,2.298611111,1.570555556,0.3270817586,0.210632716,0.0697167756,-0.2374891435,0.1104839843,1.161202811,19.2354986,27.25752569,1.974229655,-2.266669987,1.554090676,1.006453843,-0.7646344652,0.2797149167,5.693927995,4.983978521,68.88376791,17.80213589,0.9560398694,2.206759705,0.0,0.0,4.335801706,4.18,0.0,31.65615201,2.546942326,6.47162037,0.0,0.0,0.0,0.0,2.466440121,0.0,4.491588993,4.35392516,0.3709677419
6.910094889,1.664003282,4.587962963,2.886363636,0.03376361953,0.6666666667,0.2336790367,-0.4025985171,0.9574770895,7.00881555,0.6049131424,0.0,0.438538206,0.4862288983,1.309482828,0.7654015448,0.9444552634,0.7848640447,1.018730605,1.160665382,1.266244331,0.8123639499,1.086660175,1.188098878,1.22475968,1.520920716,0.03774920926,2.118055556,1.393333333,0.0987654321,0.06532407407,0.07575757576,-0.474877254,-0.1541534775,1.001924131,3.252752417,13.83625237,1.222631908,-1.392420227,1.043804739,1.133156923,-0.2548429622,0.01173554082,27.89450335,4.983978521,24.97437738,17.54772461,0.6802031566,0.6402546296,0.0,0.0,0.6924886621,2.69,0.0,34.25563817,2.548364003,0.0,0.0,19.28768366,0.0,0.501599268,0.0,0.0,4.030865044,1.534673091,0.53125
6.337242168,1.48300706,2.71807152,2.760869565,0.02276401408,0.7065217391,0.2221076636,-0.4868737681,1.734393944,3.517051553,1.348826331,0.0,0.3588957055,0.2967340724,1.438625798,0.7667975567,1.234106583,0.9022954751,1.299484848,0.9415044863,1.050075232,0.8614995429,1.057805643,0.8808102807,1.137936853,1.230562617,0.004691358025,1.513888889,1.214444444,0.06627928949,0.02500771605,0.06267806268,-0.4410545484,-0.03994217642,1.137333239,12.40239232,21.8866936,1.808747927,-2.082195593,1.238326648,1.191031748,-0.4033257034,0.1565646701,11.51833249,4.983978521,36.75265697,24.72587309,0.8421769682,0.0,0.0,0.0,0.0,3.43,9.473725908,12.24522612,2.538080078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197074624,13.26300729,0.6052631579
5.849857838,1.520636652,2.67337963,2.5390625,0.01148526777,0.64,0.240937234,-0.4346331514,0.9876685073,6.002696249,1.13129629,0.0,0.3268156425,0.3057311426,1.192733714,0.9545478542,1.177559913,1.110240303,1.117429194,0.9288584586,1.317710224,1.08625336,1.342418301,0.9119776849,1.266526346,1.14722319,0.0,3.020833333,1.923333333,0.315696649,0.0625,0.07407407407,-0.2460706911,-0.1675802767,1.094450113,8.380799131,18.73185444,1.792551493,-2.190412308,0.9774364922,0.9702847176,-0.5405870252,-0.08916974791,5.693927995,0.0,42.16764743,36.11372908,0.8870385332,0.0,0.0,0.0,0.0,3.56,0.0,31.15323644,2.603792083,6.353161244,0.0,10.07462764,0.0,0.04326341648,0.0,-0.03033056973,4.098914982,2.051582577,0.4255319149
6.443697499,1.510960136,2.92289272,3.169354839,0.02162683921,0.6640625,0.2034152444,-0.4868826185,0.911336655,6.027276895,1.424214188,0.0,0.3296703297,0.3946664191,1.527046346,0.6378599298,1.112745526,0.9478822678,1.027365372,1.034208225,0.902366271,0.9359519479,1.022522916,1.160715715,0.9715958702,0.8501649858,0.2349760229,1.479166667,1.877777778,0.2590230537,0.221882716,0.06222222222,-0.4931476503,0.02448849151,1.019439111,15.49828796,29.77042714,1.785821801,-2.752312626,1.116676347,1.458846881,-0.8881260184,0.207634501,5.824404498,4.983978521,61.01812524,16.94476576,0.8735018854,0.0,0.0,0.0,0.0,5.38,14.79051451,24.00552118,2.480021592,2.08804807,0.0,0.0,3.351690497,0.0,0.0,0.0,4.550656233,11.01344293,0.5283018868
7.292429824,1.678431619,2.746116255,3.268292683,0.01074368915,0.6323529412,0.1860662197,-0.4272857336,0.9113304311,6.027277283,1.194228955,0.0,0.3227091633,0.4344280275,1.320325732,0.5672036124,1.023422135,1.021366643,1.168915413,0.9258847673,1.068741554,1.214922286,1.120611702,0.9291981877,1.021806087,0.8320966365,0.2142658912,2.284722222,1.945,0.4323664651,0.288757716,0.05450733753,-0.3033830078,-0.01983676127,1.033013917,19.92357471,32.74940545,1.758148041,-2.390437255,0.9090256373,1.749335371,-0.9699097829,0.320648248,10.6824301,0.0,61.01812524,34.72467712,0.961283107,2.003993644,0.0,5.588765249,0.0,5.93,5.316788604,11.25737949,2.477181776,1.968516657,0.0,0.0,3.202282638,0.0,0.0,0.0,4.590853691,1.824998189,0.5555555556
7.769551079,1.545834205,2.946444444,3.108527132,0.02181811829,0.6818181818,0.2100980799,-0.4964113844,0.9776678664,7.008274488,1.434196594,0.0,0.349137931,0.3824473349,1.581013886,0.6498261063,1.12103117,0.9943804193,1.124560635,1.003638588,0.9330959317,1.091947151,0.9512283556,1.161094374,0.9626834421,0.4974798932,0.2556881951,1.854166667,1.957777778,0.2711404006,0.2940740741,0.06837606838,-0.5244068093,0.05246333694,0.9158134779,11.82790416,25.86406442,1.712108471,-2.950510437,0.8013546445,1.798423602,-0.8153272077,0.3668088611,12.16293986,19.77983296,43.33159265,23.15437369,0.8309015566,0.0,0.0,0.0,7.28823688,2.7,10.74258,27.57024916,2.479141095,3.321529192,0.0,0.0,3.311170372,0.0,1.715970631,0.0,4.559241528,4.801673642,0.5185185185
8.517126416,1.671110381,3.552500312,3.495327103,0.01692239715,0.6691176471,0.1903907265,-0.4158684811,0.977831141,8.007391374,1.197955072,11.73975001,0.3314472901,0.5211058169,1.693800806,0.5859879313,1.048387097,0.9965082625,0.9366971168,1.000381158,1.040350064,0.8118291962,0.9907543174,1.244813946,1.118619182,0.5351404479,0.2956881951,2.229166667,2.202777778,0.4348702444,0.267191358,0.07936507937,-0.5276620063,-0.09666841046,0.8355428165,11.99634369,24.65421357,0.9953777345,-2.236616815,1.669456208,1.140500893,-1.239487994,0.4825320756,12.02124807,14.18117935,73.23599868,29.3384529,0.9481499287,0.6656086559,0.0,5.490956541,0.0,4.42,5.316788604,11.25737949,2.489627297,1.888115468,0.0,0.0,2.934908037,0.0,0.0,-4.405643132,4.709614217,41.65313688,0.56
7.91721463,1.45018871,3.414627931,3.247863248,0.01951692235,0.685483871,0.206097908,-0.3746296163,0.9925253564,8.002960574,1.297044256,0.0,0.3757455268,0.3966646616,1.505000946,0.5543362403,1.115925441,0.9833939999,1.040124838,0.9917518123,0.9200525224,0.9790110842,0.9555324881,1.200870746,0.9658674497,0.619044626,0.2645627997,1.791666667,1.908888889,0.4041635173,0.245941358,0.08,-0.4433256323,-0.05133666594,0.6594831297,10.08208983,23.58296898,1.385459126,-2.729151097,1.218255942,2.181332014,-0.7870082005,0.1378311035,23.79738154,23.74119187,37.26522558,11.77305942,0.7783372748,0.0,0.0,0.0,7.427456838,3.55,10.74258,17.21226049,2.483220901,1.616456927,0.0,0.0,6.102862782,-0.09766172153,1.85555765,0.0,4.616454563,27.74123424,0.56
7.431798276,1.580000369,2.712384259,3.070707071,0.01622049363,0.6574074074,0.245972114,-0.3644036887,0.9776267537,7.008271118,0.6094207572,0.0,0.3333333333,0.3593536805,1.608914061,0.6335624934,1.00350537,0.8803640824,0.9880668258,0.9848454751,1.039107772,0.7032975075,1.132159905,1.158524198,1.062384109,0.6806917843,0.1584613815,1.576388889,1.358333333,0.3409312799,0.185941358,0.06878306878,-0.5782421107,-0.07846243571,1.06912436,6.09278728,18.69813734,1.857844414,-2.371183769,0.3108277222,0.6371448548,-0.4810664381,0.6442480118,16.52595619,14.95193556,25.47729296,36.52675749,0.8460125321,2.143746338,0.0,0.0,0.0,6.49,5.316788604,24.35997574,2.482936404,3.64462226,0.0,0.0,2.654100432,0.0,0.0,0.0,4.362765158,1.143089074,0.4130434783
4.912573543,1.628700991,2.596754057,3.0,0.01004014928,0.6666666667,0.2010594842,-0.4664932241,0.9938723241,3.041961411,1.397278957,0.0,0.3706896552,0.2788406322,1.229280533,0.7998350855,1.221219377,0.9483661898,1.207650273,1.050074128,1.044461448,1.13804482,1.01468963,0.7881649699,1.126218693,0.9256352113,0.02479338843,1.986111111,1.254444444,0.1962947216,0.08969907407,0.07046070461,-0.1405069187,-0.004223289938,1.182549131,14.70806892,24.32669293,1.819249864,-1.814130585,1.010725867,1.124974243,-0.8214247546,0.4407393706,5.693927995,0.0,41.97130694,35.90773555,0.9835442722,2.473508677,0.0,0.0,4.304609316,3.15,0.0,5.693927995,2.542257615,2.071118565,0.0,0.0,0.0,0.0,0.0,0.0,4.314852378,4.190114953,0.575
6.718966633,1.632400559,2.718300654,2.831168831,0.009825470008,0.625,0.1812432276,-0.3792163137,0.9938455743,3.059385215,1.427503886,0.0,0.3017241379,0.3385684668,1.152242729,0.817705502,1.187707641,1.019133467,1.188452285,1.017937371,1.127301394,1.288164652,0.9603283174,0.7896347613,1.077112044,0.9431335993,0.04938271605,1.118055556,0.9755555556,0.1395817586,0.08,0.06606606607,-0.2010278609,-0.06445935692,1.219619221,14.12674474,23.05833076,1.776306776,-1.717431671,0.8934605213,1.226051821,-0.8125903502,0.210865493,5.693927995,0.0,42.81902403,29.7174337,0.9489042811,0.0,0.0,0.0,0.0,4.99,0.0,5.563451492,2.434981486,2.085917374,0.0,0.0,0.0,0.0,0.0,0.0,4.319810774,0.0,0.575
5.561457651,1.547153023,2.540855828,2.597014925,0.006932664093,0.6346153846,0.2558672244,-0.4349723905,0.987625614,3.042027938,1.134637064,0.0,0.3433667781,0.3454333446,1.311624759,0.9286006147,1.156627907,1.038924942,1.011337209,0.8695636958,1.198589562,1.263979514,1.350059125,0.9280608417,1.140155782,1.196062144,0.01234567901,2.958333333,1.949444444,0.3408919123,0.148125,0.07575757576,-0.2455749542,-0.0135267323,1.260155738,6.603436335,18.43158883,1.756112843,-2.725461643,0.7735348689,0.3896063268,-0.461435828,-0.1549024156,10.84703781,4.983978521,41.66473186,29.91688551,0.960862579,0.0,0.0,0.0,0.0,5.19,0.0,45.00071083,2.598841631,8.996491366,6.197203282,0.0,0.0,0.3889338992,0.0,0.1717595742,4.136798639,2.156712018,0.4081632653
8.091514981,1.656287155,2.408008658,3.0,0.01189721143,0.652173913,0.2529911733,-0.363784315,0.9878173507,3.0404216,0.6094207858,0.0,0.3399433428,0.3518722491,1.571246268,0.9607083169,0.942464442,0.8315864994,1.087554037,0.986530713,1.273678825,1.173557631,1.35822274,0.9898789738,1.182091742,0.9511339239,0.04,1.451388889,1.358333333,0.2109158478,0.09594135802,0.06606606607,-0.5396529017,-0.1431720247,1.138385299,4.650980454,16.02327091,1.883941746,-2.057322119,-0.02046992176,0.4795217058,-0.8736494963,0.6436521145,16.52595619,14.95193556,25.47729296,23.05826388,0.8986121784,2.230648962,0.0,0.0,0.0,6.97,0.0,24.86289132,2.482383273,4.181982507,0.0,0.0,0.0,0.0,0.0,0.0,4.30402107,1.190195237,0.4871794872
6.27572413,1.550463443,3.291270972,3.156626506,0.03454055879,0.68,0.2278383624,-0.4868751073,0.9728927718,7.008293607,0.6101374033,5.969305288,0.3792134831,0.3818396072,1.523630395,0.7621789764,1.012123234,0.9541379681,1.013156013,1.096429583,0.8667377649,1.071492411,1.191191191,0.8546993794,1.230487041,0.8867638809,0.0908070605,1.451388889,1.518333333,0.2537399219,0.2253240741,0.06666666667,-0.5647065506,0.1813461611,0.9228913402,4.650980454,17.38346181,1.853481487,-2.002301705,0.1996088336,0.967316987,-0.5507356751,0.3286910732,16.52595619,9.967957042,25.12283841,23.05826388,0.6906066905,0.0,0.0,0.0,0.0,4.67,9.473725908,17.93915412,2.483204969,1.928811002,0.0,8.911700783,0.0,0.0,0.0,0.0,4.356167928,10.8028479,0.475
6.886056648,1.41654789,2.903703704,2.776595745,0.0225460053,0.64,0.2391909549,-0.3635937596,0.9778763872,7.008271541,0.6101372261,0.0,0.3305785124,0.351575665,1.591049672,0.7683227531,0.9241642959,0.8971326744,1.036475929,1.040504442,1.079652018,0.8674864806,1.161317568,1.247000768,1.090800532,0.8848861912,0.1025425977,1.444444444,1.452222222,0.283446712,0.2053240741,0.07207207207,-0.604728055,0.01355752718,0.9420876807,5.777470331,16.38359906,1.634673903,-1.965495382,0.369257035,1.016287966,-0.7753167022,0.4468586156,22.27546802,9.967957042,37.6100271,23.05826388,0.7915458123,0.0,0.0,0.0,0.0,4.9,5.316788604,31.28371294,2.464302333,3.913751117,0.0,9.510659254,2.867978762,0.0,0.0,0.0,4.072513451,0.0,0.3555555556
7.37675071,1.749797529,3.363609641,2.983870968,0.01633254477,0.652173913,0.1833207902,-0.3944117671,0.99294228,8.001917922,0.6050204281,0.0,0.3565365025,0.4785068224,1.573447185,0.6763312894,1.011963508,0.9095995767,1.258345428,0.9679742572,0.9859538472,1.512470454,1.072707167,0.9322239333,1.088602627,1.515549026,0.03295582083,1.409722222,1.517777778,0.1315192744,0.098125,0.06606606607,-0.6141739611,0.0812264805,0.8183824641,8.415430261,19.33134772,1.401630714,-1.952840085,0.05701197638,1.327925789,-0.4703776087,0.1981317665,5.817220841,14.35837209,36.39820241,11.76029506,0.789334598,1.614080058,0.0,0.0,0.0,4.74,5.733667477,0.0,2.467094542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291957895,13.52254936,0.6176470588
8.645891561,1.680261638,2.986454047,3.357142857,0.01699097935,0.671875,0.187328697,-0.5291677815,0.9779390634,3.513573785,1.197963246,0.0,0.3426724138,0.384636032,1.42996959,0.8435001875,1.083115828,0.9430902387,1.051579749,1.043231431,0.9886957803,0.8942356688,1.043000427,0.9829463297,1.032409434,0.8277240431,0.1695724926,1.979166667,2.042777778,0.3482221592,0.2940740741,0.06535947712,-0.3996888486,0.02115395503,0.9437374735,11.91980475,24.4497476,1.526526044,-2.062530517,1.20819163,1.52943448,-1.17799465,0.3883533044,17.7707599,14.18117935,61.10326455,35.40481997,0.9175320074,0.7458180862,0.0,5.645589517,0.0,3.42,10.05365156,5.693927995,2.489417402,3.585282635,0.0,0.0,3.218309398,0.0,0.0,0.0,4.635372996,8.659793197,0.5490196078
7.920818754,1.579680176,2.974434612,3.237288136,0.01488613212,0.6640625,0.1777019754,-0.3981347424,0.9113363515,6.027276849,1.429020445,0.0,0.3267973856,0.389586775,1.481348608,0.603371585,1.046371714,0.950084712,1.156723143,1.026694733,0.9950215285,1.235725863,0.9737543945,1.229043147,0.9478654363,0.6132711744,0.185389246,1.659722222,2.025,0.2680933485,0.281566358,0.05777777778,-0.4623449437,0.05018883386,0.9354481408,15.34427918,29.33424017,1.684253049,-2.104013569,1.00747872,2.074800766,-0.9157294885,0.0006638924955,5.824404498,4.983978521,49.38830668,29.3384529,0.8956866279,1.643912856,0.0,0.0,0.0,5.01,5.316788604,17.08178398,2.475258467,1.968061701,0.0,0.0,3.332529078,0.0,0.0,0.0,4.551180229,0.0,0.568627451
8.010550182,1.455194872,3.074668705,3.196581197,0.01838991296,0.6833333333,0.2082598057,-0.374628992,0.9925253564,8.001919071,1.297044508,0.0,0.3478701826,0.3674978304,1.516031733,0.6096643519,1.089242788,0.9903619376,1.033232119,0.9929304645,0.8528037383,1.107692384,0.9957215949,1.205835997,0.963490688,0.7164934165,0.2149760229,1.479166667,1.797777778,0.3053980852,0.205941358,0.06944444444,-0.4342819427,0.03970165349,1.005358063,12.47983454,22.70206157,1.431712569,-2.237041993,1.455679575,1.721835061,-0.8778967481,0.1470175762,17.9801607,19.35077682,37.26522558,17.46044569,0.8320301831,0.0,0.0,0.0,7.618667973,3.13,10.74258,17.21226049,2.482756918,1.655368773,0.0,0.0,6.445015369,-0.05412024617,1.901811093,0.0,4.560493637,13.78062924,0.56
5.236572006,1.437044268,2.788751715,2.297619048,0.01092948001,0.6666666667,0.2108470318,-0.4431094094,0.9938455052,8.001917432,1.348828131,0.0,0.3404864092,0.3321002298,1.411474643,0.5015923567,1.140831203,0.8746388521,1.381216556,0.862009481,1.120447178,1.033617162,1.061273738,0.6687349069,1.20797489,1.396069699,0.01234567901,1.381944444,1.228333333,0.1128826531,0.03,0.06535947712,-0.4228638672,-0.01808517185,1.092572279,13.26955239,20.10785084,1.4925,-1.640075804,0.9280222783,1.065551657,-0.3662594047,0.0434334607,17.33555333,9.374393569,42.81902403,24.72587309,0.8633416364,0.0,0.0,0.0,0.0,4.0,0.0,12.24522612,2.527110816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91853569,15.4244982,0.5714285714
7.8,1.568129555,3.466216216,2.985915493,0.01556156345,0.65625,0.1797893311,-0.3756635129,0.9929434621,8.001917991,1.417757826,0.0,0.3544303797,0.3810511767,1.300891446,0.5647619201,1.139887972,1.068976292,1.08258879,0.9799594203,1.087827353,0.9253166741,0.8626179245,0.9537288474,1.04798031,0.7576560746,0.1025425977,1.5,1.208888889,0.1597222222,0.14,0.0701754386,-0.3165637934,-0.02440400061,0.9859855651,7.83022589,20.03385019,1.461757219,-2.054199607,0.4594685554,1.339232145,-0.7864226082,0.1386010043,16.85062228,4.390415048,37.25557254,23.64452491,0.8517652577,1.594080148,0.0,0.0,0.0,4.06,5.316788604,5.563451492,2.418348561,1.92756137,0.0,0.0,3.303553949,0.0,0.0,0.0,4.527285573,14.09860995,0.5789473684
7.107905397,1.549278599,2.631631632,2.769230769,0.007814272873,0.65,0.2154797521,-0.4357126271,0.9938453721,3.042116129,1.343865392,0.0,0.3636363636,0.3107470361,1.152825219,0.7501959943,1.109475893,0.8317004632,1.329144022,0.9448618492,1.138762887,1.207401251,1.223217783,1.028911168,1.15973288,1.12673936,0.01234567901,1.756944444,1.507777778,0.1529273747,0.056875,0.06349206349,-0.1579593435,-0.02165420923,1.314499244,14.54639206,26.44538367,1.892986111,-2.325863493,1.231894483,1.495115136,-0.6117195274,-0.09996435949,5.693927995,0.0,49.59430021,35.07913167,0.9600122217,2.183056868,0.0,0.0,0.0,4.52,0.0,17.80867761,2.552503364,2.022597212,0.0,0.0,0.0,0.0,0.0,0.0,4.315870367,2.156628874,0.5581395349
5.71219827,1.514867855,2.607142857,2.37755102,0.008359930452,0.6477272727,0.227453123,-0.4352125109,0.9929025382,3.04576716,1.160371354,0.0,0.2735849057,0.2616418338,1.112893347,0.7867095275,0.9232954545,1.200282581,1.056120415,0.677982148,1.458008505,1.278977254,1.412337662,0.7220241921,1.306958352,1.191203545,0.0,2.236111111,1.322222222,0.1471403376,0.03125,0.06006006006,-0.1082221707,-0.1824739989,1.302641723,10.94090161,16.35430171,1.819503456,-1.993442636,0.9689364365,0.9077091012,-0.5280513279,-0.07987314685,5.693927995,0.0,41.66473186,36.39266661,0.9393886377,0.0,0.0,0.0,0.0,3.59,0.0,19.54140239,2.563009046,4.580256677,0.0,0.0,0.0,0.0,0.0,0.2567064673,3.97468675,2.1525548,0.5
