pIC50,AATS3p,AATS6s,AATS7d,AATSC0c,AETA_beta_s,AETA_eta_L,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,EState_VSA1,ETA_shape_y,FNSA1,GATS1c,GATS1s,GATS3d,GATS3v,GATS4d,GATS4p,GATS5dv,GATS6c,GATS6d,GATS7c,GATS7v,GATS8s,GGI10,GGI3,GGI4,GGI8,GGI9,JGI2,MATS1c,MATS5s,MAXaasC,MDEC-22,MDEC-23,MINaaCH,Mor08m,Mor10m,Mor12m,Mor23m,Mor24m,PEOE_VSA10,PEOE_VSA3,PEOE_VSA7,PEOE_VSA8,RASA,SaaaC,SdCH2,SdS,SdsCH,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA5,SpMax_A,SsCH3,SsCl,SsOH,SssNH,SsssCH,SsssN,SssssC,VE1_A,VSA_EState1,fMF
7.677780705,1.624156942,3.265015015,3.318965517,0.01734393257,0.6742424242,0.1982620778,-0.3996313397,0.9108416499,6.028466039,1.421355598,0.0,0.3461538462,0.451816328,1.511438313,0.4992319944,1.145639159,0.9362959552,1.148442072,1.068880855,1.048704955,1.22740737,0.9165394121,1.113552969,0.9482935911,0.6742873691,0.2275257627,2.166666667,2.068888889,0.4011558327,0.309382716,0.07264957265,-0.4667300645,0.06772113045,0.8948460956,13.25552767,27.86004267,1.621552915,-2.266704577,0.5975371706,1.971512741,-0.6792424211,0.1330264511,24.30138249,14.98529578,37.26522558,17.46698741,0.899975212,0.0,0.0,0.0,7.207536416,2.79,10.74258,28.33916347,2.480066464,1.939560434,0.0,0.0,3.22022555,0.0,1.696399817,0.0,4.664261695,0.0,0.56
5.958607315,1.687868017,2.977213839,3.6125,0.02980478062,0.6785714286,0.1994588156,-0.4868774002,0.9730025181,7.008275784,0.6101848837,5.907179729,0.3722084367,0.4205560062,1.562381458,0.7717873141,1.246991979,1.041559954,0.8794688458,0.9322902463,0.9556283104,0.8950641294,1.228044332,0.6867823244,1.11766699,0.9030999491,0.1067258443,1.381944444,1.500555556,0.3442066641,0.208441358,0.07729468599,-0.5685004066,-0.09227384407,0.9184778912,8.982056596,24.8194172,1.684027965,-2.25801377,0.8550668442,1.422660723,-0.8652572053,0.5217735195,16.52595619,9.967957042,30.33183534,28.26726082,0.7315065138,0.0,0.0,0.0,0.0,4.68,15.20739338,10.35798868,2.494860584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585936561,10.90563433,0.5952380952
7.769551079,1.505878609,3.069444444,3.207207207,0.01703470662,0.6833333333,0.2081978856,-0.383282185,0.9929414619,8.001919186,1.434202656,0.0,0.3478701826,0.4187898409,1.569670841,0.5925677984,1.054281988,0.9777729186,1.056209518,1.010743696,0.8360432694,1.206257633,0.9874856487,1.234580138,0.9613096148,0.4847016895,0.2026303438,1.479166667,1.797777778,0.2590230537,0.211882716,0.06481481481,-0.5083152447,0.1013058521,0.9220051186,11.91630315,24.29046293,1.421955869,-2.376581412,0.97251529,1.900150409,-0.9082457213,0.07949335836,17.9801607,19.37571083,49.39795972,23.15437369,0.8205171341,0.0,0.0,0.0,7.288968252,3.13,10.74258,17.21226049,2.478903901,1.956358544,0.0,0.0,3.260132958,0.0,1.71617439,0.0,4.498947703,13.13701162,0.5833333333
7.943095149,1.684515081,2.712488129,3.263636364,0.01766001006,0.6693548387,0.221985203,-0.5293500557,0.9878600702,3.513570969,0.604984461,0.0,0.3252212389,0.3795420362,1.500129729,0.8498054809,1.079307537,0.9803638036,1.063418059,1.296434957,1.013566451,1.240473746,0.9804396712,0.9991037037,1.033646687,0.8015408946,0.1695724926,1.729166667,1.837777778,0.2711404006,0.269382716,0.0589569161,-0.4714963471,0.0651694672,1.12070892,11.86652881,23.88832352,1.937293656,-2.576392418,0.7529964995,1.601448951,-0.642422667,0.2769624433,17.78197519,14.98529578,42.82867707,24.01174382,0.8849481583,0.0,0.0,0.0,7.526216895,3.89,15.47944295,16.13452668,2.479015615,3.658412682,0.0,0.0,3.448656463,0.0,1.769695302,0.0,4.520309251,5.323047129,0.5490196078
8.057991947,1.685800705,2.768715524,3.295238095,0.0126470027,0.6583333333,0.2262521845,-0.3836346575,0.9929414619,3.057284777,0.6049846518,0.0,0.3325791855,0.3938420199,1.61799717,0.8760093448,1.001602564,1.033535669,0.9299089069,1.256064283,0.9759848525,1.396014269,1.047207447,1.410917667,1.073842488,0.8283418253,0.2026303438,1.479166667,1.797777778,0.2590230537,0.211882716,0.06481481481,-0.5396822277,0.1496285497,1.256107699,11.96691268,24.04739053,1.993612103,-2.528190752,0.0126608859,0.8678933804,-0.5827358211,0.4171241241,12.03246336,14.98529578,37.61968013,24.01174382,0.8993123238,0.0,0.0,0.0,7.567211275,4.35,10.74258,21.69797817,2.478903901,4.08824229,0.0,0.0,3.472360166,0.0,1.779671963,0.0,4.498947703,0.0,0.56
7.886056648,1.599325309,2.906944444,2.972222222,0.01385282434,0.6770833333,0.1834707535,-0.4341307323,0.9777466642,7.008279439,1.402655014,0.0,0.3794117647,0.3428917292,1.487265207,0.5771254188,1.171409214,0.9723505488,1.091540404,0.9327323038,1.062608247,0.6854341935,1.067283951,1.038003544,1.212423211,0.7911671924,0.07846138149,1.493055556,1.54,0.2093726379,0.14125,0.08547008547,-0.4756778122,-0.07999421271,0.9217876937,8.650847419,18.22527406,1.532993756,-1.795611318,0.6760388797,1.186857777,-0.6509966146,0.2852378323,0.0,14.64975998,37.25557254,18.30505147,0.860381884,1.267636369,0.0,0.0,0.0,2.43,5.559266895,5.693927995,2.470650007,3.639324927,0.0,0.0,0.0,0.0,0.0,0.0,4.448351521,3.250529415,0.5384615385
8.259637311,1.550402108,2.667882529,3.037383178,0.01543810314,0.6517857143,0.2529558684,-0.3635928517,0.9778532218,7.008271331,0.6094207478,0.0,0.3571428571,0.3546420502,1.642630444,0.6653921038,0.8794630872,0.9734071245,0.9321453367,0.8866068905,1.235129057,1.194228185,0.9885702664,1.251338282,0.9455494357,1.027963121,0.1651872258,1.826388889,1.598333333,0.3162399219,0.3053240741,0.06565656566,-0.5939157582,-0.1039876937,1.034129635,4.153180513,17.53684317,1.849391341,-2.286426813,-0.1440437261,0.6469772845,-0.8196187315,0.5575327574,16.52595619,14.95193556,24.97437738,23.05826388,0.8614739669,2.112255684,0.0,0.0,0.0,6.7,5.316788604,31.78662852,2.483449667,6.036563504,0.0,0.0,2.946834215,0.32606449,0.0,0.0,4.396690103,1.125143988,0.387755102
5.324221658,1.627216969,2.737726098,3.024096386,0.01187001286,0.6875,0.1977619312,-0.4454180085,0.9938723241,3.043383126,1.397986833,0.0,0.3739130435,0.292451012,1.306920982,0.7665435035,1.195616821,0.954156427,1.218933648,0.9863878311,1.056329954,1.049199832,0.9770078859,0.7505159706,1.130872382,1.010531633,0.02479338843,1.986111111,1.254444444,0.1962947216,0.08969907407,0.07046070461,-0.2468319871,-0.07282163223,1.130494615,12.40239232,22.1591619,1.806904185,-1.691626989,0.7550408104,1.143461259,-0.8656018826,0.2597234279,5.693927995,4.983978521,35.90493987,18.80796705,0.9358492208,2.112397566,0.0,0.0,4.268576153,2.59,0.0,5.693927995,2.542257615,2.008618565,0.0,0.0,0.0,0.0,0.0,0.0,4.314852378,4.058595679,0.5897435897
6.882728704,1.609251384,2.883879781,3.308943089,0.01294858835,0.6328125,0.1861552394,-0.4294256781,0.9729366222,7.00827661,1.416541753,5.907179729,0.352173913,0.3780303178,1.445812892,0.728796103,1.040859365,1.028528987,1.131169632,1.02503012,1.068966915,1.058275229,1.031697878,0.7553100092,0.9402414941,0.8124111886,0.1940618304,2.034722222,1.905,0.3754251701,0.353125,0.06100217865,-0.4467305868,-0.04290641363,1.04253963,20.00390291,33.44786919,1.713849957,-2.801247928,1.134617224,1.577229734,-0.9679928285,0.4035800858,5.693927995,0.0,60.51520966,34.60074234,0.8659344189,2.01129617,0.0,0.0,0.0,4.5,5.733667477,21.61536816,2.479390399,1.969434432,0.0,0.0,0.0,0.0,0.0,0.0,4.67741432,1.877209467,0.5283018868
6.619788758,1.541975425,2.399470899,3.282828283,0.01293144357,0.6730769231,0.2665359764,-0.3636977943,0.993844579,3.040434968,0.6094207528,0.0,0.3417721519,0.3398227298,1.536527047,0.9265251942,1.000252589,0.9037005482,0.9349662162,0.9169923201,1.160124318,1.286830601,1.433397683,0.9884551855,1.184768243,0.9500547803,0.05163350679,1.388888889,1.354444444,0.2693609851,0.136257716,0.06718346253,-0.4835805216,-0.00747421647,1.150266204,7.444584377,20.57191057,1.8957916,-2.427310966,0.4014269516,0.4079647642,-0.8389962404,0.657461109,16.52595619,14.95193556,44.98762739,22.5553483,0.9009012406,2.240993002,0.0,0.0,0.0,6.39,5.316788604,30.27788178,2.497208695,2.031169275,0.0,0.0,3.43223749,0.4832821817,0.0,0.0,4.513463657,1.196097884,0.5555555556
6.022276395,1.469547508,3.248015873,3.125,0.02483359852,0.6875,0.1934419779,-0.4868280483,0.9779517541,7.008273483,1.433689841,0.0,0.3266666667,0.380029017,1.656320795,0.6754058364,1.095978492,0.9977960937,1.135301179,0.9854835172,1.01479526,1.067388569,1.051254521,0.934503928,1.11499351,0.7941069156,0.1650851954,1.791666667,1.846666667,0.2915485639,0.3365740741,0.05777777778,-0.6058913888,0.06891933227,0.8931949608,15.24326266,25.20346136,1.828819387,-2.488839006,2.064262432,1.791436649,-0.9609658835,0.261794299,5.693927995,14.76249423,43.32193961,23.64452491,0.8224771622,0.0,0.0,0.0,0.0,3.05,20.10730312,11.38785599,2.478540819,1.938233913,0.0,0.0,5.658246704,0.0,0.0,0.0,4.468967295,12.89609594,0.5660377358
8.142667504,1.620824777,2.953703704,3.164835165,0.02374474647,0.6759259259,0.2349530978,-0.4694063616,0.9779111491,7.008273656,0.6094207635,6.093240071,0.3375,0.3781348568,1.75056619,0.6725037858,0.9904761905,0.8399712747,1.076725522,1.026263622,1.098262314,1.101057092,1.038095238,1.224027729,0.9655855939,1.01551559,0.1356004489,1.576388889,1.518333333,0.2849899219,0.2253240741,0.06878306878,-0.6908796473,-0.01361536979,0.9920025773,3.993947608,16.13367148,1.831460703,-2.257303159,0.1974802041,0.9838493295,-0.935126368,0.6544685748,16.52595619,19.74647275,25.98020854,23.18219866,0.8339410735,2.067772926,0.0,0.0,0.0,5.64,5.316788604,18.44206969,2.483385735,3.791212276,0.0,0.0,2.602376379,0.0,0.0,0.0,4.381949493,6.303321409,0.4318181818
4.606775884,1.636881127,3.864994026,3.404255319,0.02486893947,0.6637931034,0.1846961226,-0.4868797365,0.9113369665,7.008281684,1.400028722,0.0,0.3602941176,0.4598621671,1.3788412,0.5393963713,1.256335341,0.9995297414,1.060593808,1.045803144,1.05762211,0.9145547845,1.265309165,0.8270946931,1.107892757,0.8764434866,0.07356596266,2.111111111,1.891666667,0.3283100277,0.1693904321,0.07092198582,-0.412963751,-0.1025235361,0.6977296968,15.04576359,28.1838859,1.669942317,-2.743629645,1.179422552,1.737297385,-0.4795100704,0.3163503859,0.0,4.681802935,54.09438804,6.196843572,0.807430943,0.0,0.0,0.0,0.0,3.96,15.0329928,5.563451492,2.527327576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526851821,12.30371282,0.6046511628
7.346787486,1.548291537,3.280274657,3.230769231,0.01716509848,0.6574074074,0.2524777201,-0.3616985329,0.9779389747,7.008271333,0.6094207568,0.0,0.3333333333,0.3647941893,1.655945169,0.6428946382,0.8743203012,0.8301245627,0.924212167,0.9591797521,1.102380514,1.232386589,1.295218685,1.557350358,1.024172594,1.321427476,0.09713906744,1.576388889,1.563333333,0.2988394432,0.1753240741,0.07407407407,-0.5913930955,-0.09918943808,0.9673252341,5.304130703,16.64290775,1.832447167,-1.965204645,0.5079986835,0.7970417317,-1.034096218,0.4570928663,10.70155169,14.95193556,25.47729296,23.18219866,0.8532075354,2.059960334,0.0,0.0,0.0,6.49,5.316788604,36.07825012,2.491958451,4.045336169,0.0,0.0,2.916417549,0.0,0.0,0.0,4.420120051,1.094737645,0.4130434783
8.15490196,1.529854629,2.739247312,2.763779528,0.01757093037,0.6333333333,0.1854955342,-0.5266281431,0.9877912755,3.514126327,1.435688978,0.0,0.313225058,0.313277165,1.389697027,0.9262575707,1.219011799,0.9691679685,1.203348943,1.031463497,1.125665171,1.125498439,1.192188852,0.7163086915,1.176219238,0.8414828203,0.1775329048,1.8125,1.6,0.2947845805,0.176875,0.06419753086,-0.3911565367,-0.05953769335,1.062946883,14.82745572,25.18324594,1.757710861,-2.529925213,1.019966261,1.911103468,-0.7858473616,0.09961090892,17.19295166,4.983978521,61.87549537,23.64452491,0.9464858197,0.0,0.0,0.0,0.0,5.32,14.79051451,11.25737949,2.416226907,5.672929043,0.0,0.0,3.383440595,0.0,0.0,0.0,4.505158566,11.68448586,0.4905660377
8.154281982,1.667940475,2.962623796,3.5,0.01444276483,0.6666666667,0.2191237024,-0.3836346177,0.99294184,8.001919132,0.6049849127,0.0,0.3374877009,0.4312945699,1.581313348,0.5777208927,1.013559936,0.9879303619,1.066417363,1.274207815,1.076305354,1.419282925,1.056333682,1.120064557,1.164805311,0.5926583602,0.1695724926,1.729166667,1.797777778,0.2711404006,0.244691358,0.06018518519,-0.5477254325,-0.03427516813,0.978927994,11.86652881,23.88832352,1.437293656,-2.793950429,0.2944533067,1.813198141,-0.585039628,0.2487880678,17.8496842,19.37571083,42.82867707,24.01174382,0.8282324146,0.0,0.0,0.0,7.397627547,4.25,10.74258,16.13452668,2.478964104,1.958451573,0.0,0.0,3.313452381,0.0,1.738445302,0.0,4.505698205,13.48030755,0.5957446809
8.5,1.597344164,3.447553727,3.0,0.01993550183,0.6785714286,0.1797058126,-0.3865783902,0.9776445192,8.001919628,1.304328602,5.817220841,0.3702770781,0.4123642394,1.569890389,0.5498493391,1.126226292,0.9037582254,1.209269663,0.9284951057,1.15235137,1.002590506,1.049580336,1.018159849,1.03511525,0.8650763447,0.1976349352,2.125,1.738888889,0.2380794911,0.24125,0.07575757576,-0.5404631453,-0.04922749659,0.6541964286,7.83022589,21.18674185,1.299373151,-2.010503948,0.2342358519,1.57792771,-0.6873477765,0.3363142826,16.85062228,9.184952232,36.39820241,35.71483021,0.8170086648,1.081401467,0.0,0.0,0.0,2.78,10.63357721,0.0,2.475439514,1.521821937,5.98535589,0.0,5.754883742,0.0,0.0,0.0,4.23232078,15.4035518,0.5238095238
7.055517328,1.495942458,2.526378897,2.788321168,0.01224376414,0.6517857143,0.2283352175,-0.5229839381,0.9878157192,3.510570586,1.343863662,0.0,0.364764268,0.2755952698,1.222994644,0.8013125689,1.161540241,0.7581009069,1.382399229,0.9893831232,1.05447993,0.8302582398,1.043021965,0.7403840651,1.04052498,1.091964846,0.07835935109,1.944444444,1.818888889,0.2867220962,0.177191358,0.07246376812,-0.2416839159,-0.06203098523,1.291380412,13.73277723,27.60406272,1.886233569,-2.599943524,1.564951289,1.751890485,-0.7743182072,-0.04093873715,11.44343983,4.983978521,56.51803741,29.38520368,0.9582446066,2.149387791,0.0,0.0,0.0,4.93,4.736862954,24.73241481,2.555078771,3.9719429,0.0,0.0,0.0,0.0,0.0,0.0,4.432375033,7.811105378,0.48
6.261219442,1.541613285,2.551318267,2.583941606,0.006701377923,0.63,0.2463572446,-0.4349775878,0.9915107246,3.042073608,1.134637089,0.0,0.3636363636,0.2767228595,1.217148304,0.9681448924,1.159317422,1.122866966,1.038062284,0.9389028316,1.201633404,1.241258967,1.442613336,1.062233389,1.226628322,1.326857732,0.0,2.958333333,1.909444444,0.3038548753,0.0625,0.07751937984,-0.1691533402,-0.006512383481,1.313801965,5.189898142,16.6380053,1.881884448,-2.338647341,1.030150518,0.8763296799,-0.4940274022,-0.1527621895,5.693927995,0.0,49.09138463,35.61081351,0.9603202782,0.0,0.0,0.0,0.0,4.69,0.0,43.77090163,2.598536944,11.00297337,0.0,0.0,0.0,0.4324357521,0.0,0.2060728458,4.112844703,2.189591837,0.4081632653
4.642827742,1.56606309,4.445011338,3.166666667,0.01920828775,0.6206896552,0.1800091533,-0.4023963473,0.9726938403,8.002963604,1.394802091,23.10088831,0.4018426648,0.5256126869,1.50297978,0.57249479,1.17371594,0.995102988,1.007446964,1.015850386,1.052315782,0.898234129,1.256477961,0.675819152,1.111650088,1.011572101,0.1693704724,2.541666667,2.056666667,0.4142258755,0.290625,0.08695652174,-0.5373378531,-0.1255792371,0.4429714664,13.93683421,29.75833961,1.235017671,-2.284338899,1.255668883,2.084039715,-0.5608146339,0.299912011,11.63444168,13.46263303,54.09438804,11.12690298,0.6912728181,0.0,0.0,0.0,0.0,4.69,11.29293437,10.35798868,2.525338955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.403136561,29.0938682,0.5227272727
7.769551079,1.532004255,2.913291796,3.11965812,0.01512289503,0.675,0.2153263677,-0.38328166,0.9929414619,3.057287549,1.434202526,0.0,0.3426573427,0.3673626516,1.600987535,0.9030857354,1.043017464,1.028429083,0.992012404,1.039393081,0.9063867099,1.419409606,0.9838084421,1.234855012,0.9539205299,0.8027623524,0.2026303438,1.479166667,1.797777778,0.2590230537,0.211882716,0.06481481481,-0.5002492977,0.1872527403,1.23346881,11.91630315,24.29046293,1.986970789,-2.484321492,0.8571832799,1.177150037,-0.8421257782,0.07559277016,12.16293986,14.98529578,44.18896278,23.15437369,0.8809788871,0.0,0.0,0.0,7.434471211,3.24,10.74258,22.77571198,2.478903901,4.066000909,0.0,0.0,3.426799624,0.0,1.751677348,0.0,4.498947703,0.0,0.5490196078
6.41453927,1.485628527,2.900858175,3.1640625,0.02531805969,0.6666666667,0.2070298978,-0.4868866713,0.9729224913,7.008276949,1.424213939,5.907179729,0.3548387097,0.3863619115,1.612944642,0.7836193035,1.134493685,0.9624173122,0.9926006136,1.068357346,0.8840556274,0.7662450433,1.010031649,1.147745334,0.9709364693,0.8414811931,0.2549760229,1.729166667,1.917777778,0.3084057697,0.221882716,0.06837606838,-0.5648609039,-0.0125664041,1.007363274,13.68110042,30.23940689,1.690914394,-2.841932038,1.166248501,1.913257985,-0.890832582,0.2383026139,5.824404498,4.983978521,61.01812524,22.50821725,0.7831370653,0.0,0.0,0.0,0.0,4.55,20.52418199,28.80005837,2.480081368,2.080033024,0.0,0.0,3.323818237,0.0,0.0,0.0,4.57156931,11.00887229,0.5
6.63638802,1.642406372,2.875,3.398230088,0.008293624389,0.6290322581,0.1817506082,-0.4294243985,0.9113367049,6.027276355,1.417033027,0.0,0.3266666667,0.385977876,1.119614768,0.5350823045,1.027146811,1.022110785,1.164971022,0.9992655869,1.108677643,1.293366728,1.102169349,0.8846832365,1.001904341,0.8094588123,0.1610039792,1.909722222,1.785,0.3441751701,0.273125,0.05442176871,-0.1779764776,-0.07877877878,1.065584898,22.25607564,32.77124234,1.803063462,-2.335577368,0.630870347,1.708844506,-1.048251297,0.2298074409,5.693927995,0.0,60.51520966,29.03729084,0.9635242893,2.041494094,0.0,0.0,0.0,5.33,0.0,16.82083098,2.479001939,1.981398874,0.0,0.0,0.0,0.0,0.0,0.0,4.631280891,1.915285809,0.56
5.647817482,1.609560206,3.028034979,3.462962963,0.0119572228,0.6532258065,0.1788392674,-0.3984033315,0.9113367049,6.027276489,1.401259818,0.0,0.3355704698,0.3988873239,1.422910132,0.5793055915,0.9867521659,0.9587382348,1.178341075,0.9828998619,1.068965517,1.483774085,1.088888889,0.9086790903,0.9685689506,0.942837815,0.1610039792,1.909722222,1.785,0.3441751701,0.273125,0.05442176871,-0.4564159634,-0.08945088397,1.012751919,16.1175846,30.30889664,1.757726527,-2.362502928,0.6173880409,1.951043149,-0.9122324535,0.1370880277,11.51833249,9.967957042,61.01812524,18.31159319,0.9270493051,1.652760156,0.0,0.0,0.0,5.8,0.0,22.64523548,2.479001939,1.966057321,0.0,0.0,0.0,0.0,0.0,0.0,4.631280891,0.0,0.5714285714
7.638272164,1.858157958,2.973381671,2.935483871,0.01492122814,0.652173913,0.1877317429,-0.3944131821,0.9929419474,4.005274654,0.6050198846,0.0,0.343417825,0.5097904863,1.621491961,1.134996113,1.035227037,0.9325094015,1.208998549,1.030876361,1.068253418,1.413549912,0.9951620706,1.261908157,0.9862004227,0.8261943039,0.06172839506,1.284722222,1.517777778,0.1352985639,0.0725,0.07207207207,-0.6333730612,0.1514258902,0.96336446,8.462470418,19.69219069,1.757452657,-2.272945135,-0.112705499,1.063136673,-0.5631071972,0.275493331,0.0,9.967957042,36.39820241,16.78292838,0.8814507007,1.709081227,0.0,0.0,0.0,4.96,5.733667477,0.0,2.465643417,0.0,5.964692814,0.0,0.0,0.0,0.0,0.0,4.283921669,0.0,0.6176470588
7.53165267,1.661766559,3.231040564,3.5625,0.01595587589,0.6693548387,0.2166534607,-0.3836349625,0.9925445055,8.003004566,0.6049847752,11.63444168,0.3647475072,0.4678099884,1.529575001,0.5349663017,1.078939469,0.9623167871,1.055079684,1.267573593,1.094296231,1.257509889,0.9884558235,1.081710314,1.168932448,0.5561428657,0.2275257627,2.041666667,1.908888889,0.3699058327,0.284691358,0.07555555556,-0.5088455435,-0.0820878804,0.8867723818,9.823552408,23.86358443,1.099330693,-2.583451918,0.7429403579,1.892927879,-0.6130626846,0.3670265672,12.03246336,23.76612587,31.19885851,29.57519531,0.7885187336,0.0,0.0,0.0,7.206416412,4.67,10.74258,16.13452668,2.479665346,1.919539727,0.0,0.0,3.114285714,0.0,1.692191859,0.0,4.592143098,27.5406754,0.5957446809
8.397940009,1.617923678,2.733560091,2.888888889,0.01285467479,0.67,0.1903330472,-0.4341321577,0.9777152688,7.008279652,1.400895413,0.0,0.4056338028,0.3282079126,1.504656611,0.58868143,1.176410592,1.026803091,1.173759526,0.8367400712,1.06883267,0.7304488471,1.063807911,0.9027343364,1.206700908,1.396988737,0.07846138149,2.0625,1.78,0.2297808012,0.14125,0.08672086721,-0.480852615,-0.0779251144,1.017009637,6.471547555,18.20753213,1.538202089,-1.894601042,0.8496142056,1.153068004,-0.5375911895,0.289670415,0.0,14.64975998,43.67639416,18.30505147,0.8671669724,1.274166982,0.0,0.0,0.0,2.94,5.559266895,11.25737949,2.492035489,5.651512663,0.0,0.0,0.0,0.0,0.0,0.0,4.487359145,3.294369174,0.5
7.920818754,1.561155083,2.618634259,3.070707071,0.01620156269,0.6574074074,0.2473579341,-0.3640315676,0.9779111491,7.008271111,0.6094207569,0.0,0.3333333333,0.3676936024,1.610225786,0.6434435879,0.977774463,0.8218864025,1.044091233,0.9962458505,1.004620283,1.254295568,1.072121122,1.091604111,1.042686725,0.8837289492,0.1356004489,1.576388889,1.518333333,0.2849899219,0.2253240741,0.06878306878,-0.5778642928,0.06283080431,1.047558133,5.488817875,18.33738983,1.851460703,-2.65206635,0.3596462012,0.5536116794,-0.660343363,0.6871010674,16.52595619,14.95193556,25.98020854,36.02384191,0.8713565536,2.123714284,0.0,0.0,0.0,6.49,5.316788604,24.86289132,2.483385735,3.895903634,0.0,0.0,2.824598601,0.0,0.0,0.0,4.381949493,1.131706392,0.4130434783
7.5,1.677420942,2.671010517,2.923076923,0.01772725376,0.6346153846,0.1807095864,-0.3818395905,0.9929531552,6.002808249,1.304464196,0.0,0.3530070975,0.4395766336,1.367957858,0.9859012343,1.217674155,1.020153614,1.077801381,0.9317702452,1.118048297,0.8304140972,1.15582404,0.8928786477,1.088243416,1.372269866,0.1115192327,1.9375,1.462222222,0.246409675,0.105625,0.07588075881,-0.462831711,-0.1307629018,0.9964455782,11.26381934,25.06022617,1.658726781,-2.294812311,0.8353642376,1.365457277,-0.6872409346,0.2072383398,5.749511833,0.0,48.8853911,28.66715822,0.8823394762,1.42341819,0.0,0.0,0.0,4.83,5.316788604,5.563451492,2.43849921,1.986431231,6.100206976,10.25548433,3.407812736,0.0,0.0,0.0,4.504189134,0.0,0.5476190476
7.677780705,1.526190147,3.018126177,3.12,0.026684431,0.671875,0.1947446665,-0.4868851367,0.972936301,7.008276743,1.430639411,5.907179729,0.3666666667,0.3998106863,1.602021068,0.7907875008,1.106635593,1.018115806,1.082947805,1.064892119,0.9102200954,1.043348349,0.921215594,1.01130255,0.9559684651,0.5313304544,0.2356881951,1.854166667,1.957777778,0.2711404006,0.2940740741,0.06535947712,-0.5606011355,0.08652962401,0.9135910722,11.82790416,28.28433715,1.680214706,-2.539933055,1.281219329,1.84296174,-0.9568408257,0.1989592035,5.824404498,4.983978521,55.45467375,22.50821725,0.7726923918,0.0,0.0,0.0,0.0,4.16,20.52418199,21.87632117,2.479111826,1.952686545,0.0,0.0,3.286112896,0.0,0.0,0.0,4.547271052,10.97545765,0.5283018868
5.750068243,1.90698264,3.09244562,2.772727273,0.01503348894,0.652173913,0.1878159942,-0.3876330503,0.9929419474,4.005274667,0.6050165637,0.0,0.343417825,0.479912648,1.577655479,1.112719455,1.07012233,0.911781923,1.257256894,1.069827703,1.051737393,1.412509701,1.163176446,1.158347712,1.091177662,1.213597965,0.03713906744,1.534722222,1.352777778,0.1385739481,0.0925,0.07207207207,-0.5943088524,0.05640216116,1.052361111,8.857406552,20.15362571,1.611966333,-2.399473009,-0.1937372504,1.265458768,-0.6125296875,0.1655021392,5.693927995,4.983978521,24.26546827,23.34336285,0.8965942281,2.000787282,0.0,0.0,0.0,4.96,5.733667477,0.0,2.487009195,0.0,5.925984915,0.0,0.0,0.0,0.0,0.0,4.261518188,0.0,0.6176470588
5.697236292,1.496981687,2.518864013,2.64516129,0.01206718801,0.6206896552,0.250606547,-0.4922512719,0.9778508232,7.008273305,1.134637091,0.0,0.3533653846,0.2988904237,1.456967563,0.6543513407,1.189074924,1.056713566,1.071884984,0.9303783243,1.269280056,0.7670059865,1.253635973,0.8412844679,1.176291255,0.7398976579,0.1598857259,3.208333333,2.069444444,0.5590986395,0.2909490741,0.08796296296,-0.4214670369,-0.1384942845,1.233510041,7.980633221,21.73132837,1.828967782,-2.752842531,1.118010582,0.7651899355,-0.3828097265,-0.01671795604,5.693927995,4.794537184,49.09138463,23.72004194,0.9290552413,0.0,0.0,0.0,0.0,5.11,0.0,55.35869951,2.598599924,10.63799214,0.0,0.0,0.0,0.3549003585,0.0,0.1394037261,4.177615663,7.25520126,0.3571428571
8.920818754,1.817681677,3.81210897,3.936708861,0.02458257913,0.6666666667,0.2499033731,-0.4060536366,0.972539243,8.001921173,0.6048934911,18.42124142,0.4232245681,0.5880511798,1.572983981,0.5774933337,0.8898063201,0.8007173122,0.968100812,1.175511014,0.9998514131,0.8383571298,1.01029313,0.8676798747,1.033608652,0.9366882819,0.2368207326,2.944444444,1.762222222,0.4694428697,0.3768904321,0.07523148148,-0.6249518054,0.1017057132,0.9965113119,5.651091228,20.47702423,1.34915182,-1.436049127,0.9767480586,1.034924299,-0.1989210391,0.2702281808,21.69013503,13.88979146,43.18313163,11.48135754,0.6905775078,0.6837866119,0.0,5.178010007,1.635157785,4.8,0.0,29.46110098,2.557011231,0.0,0.0,9.03394333,0.0,0.4514792749,1.056189736,0.0,4.503481626,15.28635825,0.5348837209
7.15864053,1.56711025,2.854912764,2.913385827,0.01376833914,0.6517857143,0.211665326,-0.4357126765,0.9729406777,7.008275627,1.343847059,5.907179729,0.405,0.3432404149,1.460436184,0.6911987976,1.081901585,0.8682646925,1.18991194,0.9985329959,1.025314991,0.9097463756,1.168277177,0.8135361603,1.187252743,0.7646017877,0.1101969187,2.069444444,1.938888889,0.3257668808,0.232816358,0.07092198582,-0.4635751236,0.04459695183,1.226651759,12.06427509,28.93790881,1.745528681,-2.397336997,1.744369273,1.843095046,-0.608403271,-0.01204879314,5.693927995,0.0,55.66066728,40.64258317,0.8483788421,1.721297609,0.0,0.0,0.0,3.69,5.733667477,28.16666629,2.556275984,1.986246729,0.0,0.0,0.0,0.0,0.0,0.0,4.472411765,2.095952433,0.5106382979
