SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,AATS8dv,AETA_beta_s,AETA_eta_F,AETA_eta_L,ATSC0i,ATSC0p,ATSC8d,AXp-1d,Ali_Solubility_(mg/ml),BCUTc-1h,BCUTd-1l,BCUTs-1h,ESOL_Log_S,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,FPSA3,GATS1p,GATS3v,GATS4c,GATS5dv,GATS6d,GATS6i,GATS7d,GGI3,GGI5,GGI8,GGI9,IC2,JGI2,JGI5,MATS1c,MATS2s,MATS3s,MDEC-33,Mor06m,Mor08m,Mor11m,Mor16m,Mor23m,PEOE_VSA2,RPCS,SaaaC,SaasC,SdS,Silicos-IT_Log_P,Silicos-IT_Solubility_(mg/ml),SlogP_VSA1,SpMax_A,SsOH,SssNH,SssssC,VE1_A,VSA_EState3,VSA_EState7,XLOGP3,Xc-5d,Xch-5d,Xch-7d,ZMIC1
5.015108728,3.571428571,2.631991051,2.365774534,147.897182,153.2500106,159.8000222,158.4352573,156.5160676,72.73256198,-2.237024793,14.57487603,-10.73586777,49.76772029,0.0274089292,-0.08780878329,-0.05223775724,1.052637781,0.963340124,0.9363942786,0.4693557578,0.9446395246,1.147607674,1.182902024,1.122437907,0.9319946198,0.5839789217,0.9204824621,1.298889625,0.6404486558,0.8226436839,1.345580498,0.8846520018,0.8880320811,0.9492248359,0.969858803,1.093431052,1.163814925,1.168735181,1.184679694,0.9198820902,0.9564230304,1.080397992,1.075039646,1.010904983,0.1554476511,0.110785658,0.6759707009,0.1476931915,0.0,0.6841461785,-0.1081919926,5.51115406,12.46795355,0.0,0.0,0.0,0.0,2.033670292,0.4752688172,0.0,0.0247311828,0.7578431373,0.04430740038,3.659357268,2.122002445,1.00293199,29.99511672,11.05045608,5.098681808,12.13273414,11.21062871,4.794537184,25.06523039,5.733667477,22.51475897,38.74513433,12.96557803,0.0,0.0,59.22490518,5.693927995,2.041327498,0.0,1.636943219,98.72,0.5683446712,0.4010416667,0.03583877996,15.27572621,24.3618497,-3.285621319,-1.615521938,0.04160494237,0.3046910244,-0.1291054674,2401.104149,1.47,0.109,-3.5,21.28443929520895,1.4181064716432596,0.02643411270257201,0.7894212225878685,692.9281861847865,70.94071961677898,108.59501677089587,0.5914294511308971,-0.12524267559539198,1.12781834383485,-0.3301567638253786,-13.656157477950426,16.170181827910724,76.02496000891509,-66.81809565500559,110.82651232529511,100.99488727200524,-84.09595175262355,0.14954141722963088,5.5186109726461385,1.5951534515014227,4.144408094905344,-1.4008973658414345,-4.234004420863248,1.548820853578686,-2.523005106236601,4.798627597068195,2.6183857243619117,2.2676755694431496,4.081306705964847,14.462895094229465,0.0720880288624162,-0.04709183249686882,-4.091463766521908,5.0270452654681215,-1.1085954043879522,-21.19338429652386,1.4819422127628905,-16.618967703482355,10.675281685152422,1.5820190106591345,-4.677858479375213,-10.80575761501567,-525.063067733101,-20.82480343892459,4.942063990960879,-29.88048350585861,-36.432791721638125,-0.006646832930528158,234.40695682716077,1.759965484491341,-83.34273673456461,71.83638408528589,-25.542664088106005,9.271246754978943,-100.87049693299586,80.19789637436742,-31.409475421807876,1.1239349468531108,0.7813832378634684,-1.2230732655773786,48.02278346720566
4.864593247,3.483050847,2.94782104,3.083008447,149.6332189,153.5084168,157.7599988,157.2192571,160.7445904,82.18396586,1.973479652,13.19753086,-7.111111111,47.8684679,-0.11615908,0.02239802629,0.1495119544,0.793187053,1.084199053,0.7390117862,0.4336304974,1.183528418,1.05674659,1.05378825,0.9454974802,0.9128850839,0.6982758621,1.10106383,1.036016949,0.4684992733,1.059406173,0.9981567466,0.9169378448,0.7954671425,0.8361767842,1.033486127,0.8988694408,1.249862736,1.114434772,1.231462965,1.007970944,1.117036366,1.124706416,1.000424952,1.118805803,0.1405155554,0.09542225169,1.040780936,0.1245317625,0.0,0.7005665294,-0.1768189317,5.394398156,11.51864932,0.0,0.0,0.0,0.0,1.952955596,0.481372549,0.01470588235,0.01862745098,0.781981982,0.04252782194,3.836320413,1.918567089,0.9266500003,31.50827223,11.05045608,10.19736362,12.13273414,5.693927995,4.794537184,29.36252149,5.733667477,22.51475897,40.3821381,0.0,13.8474744,5.687386275,28.16193619,0.0,3.784963637,0.0,1.476522243,116.02,0.8736507937,0.7170493197,0.04313034188,128.9502109,33.09550291,-4.48738988,-1.433660259,-0.3981594592,0.2868187101,-0.2885717592,2398.000947,2.22,0.009,-5.63,24.70386020929514,1.4320208497315212,0.28370289899336676,0.7648527506101539,694.3141885615526,79.03114235834613,134.3413694781614,0.603629317997882,-0.36745803840561464,1.0807420632184805,-0.49175880460363586,-16.832108427773278,15.81420630758034,76.24651279979486,-87.76608613484859,112.00318868627457,137.74307293207008,-67.06254230523494,0.1562608258765685,5.394278667585186,1.5720700389036475,4.113479037291429,-1.5252476721955666,-4.632958917293504,1.511685742629016,-3.1571173998765802,4.84582154865209,2.9405204202567536,2.5099714496420096,4.417636563595409,15.03515299704586,0.07043891737153969,-0.04982688698712923,-4.418024661230814,5.407138720714999,-1.4411312912082128,-22.419033568447922,2.9396855829347137,-17.728171561442842,11.879264490427403,2.0460286196305626,-5.240580247004211,-13.836577915871471,-601.6266839411487,-22.449685114532056,10.559017472207627,-24.81889284216599,-39.44065494104306,0.028747092838936936,260.57952705519875,1.6371610500980545,-86.28942121572715,80.80140487695178,-24.456072937940053,10.169817073650078,-86.03275103099463,86.9317725430764,-32.91269470141891,1.2222813868608782,0.7181063132333094,-1.5364303903067995,68.60623204709101
4.899567567,3.3125,2.633499171,2.324404762,145.2236585,149.1514683,154.0889835,152.6440717,161.9569224,43.41666667,-3.444444444,9.592592593,-5.24691358,49.49423033,-0.009073121504,-0.1330254378,0.005526650006,1.165050455,0.9818617667,0.8532268875,0.481025641,1.077631579,1.042631579,1.166075949,1.174328358,1.0,0.5547337278,1.016483516,1.092548077,0.8941783768,1.054548473,0.867221107,1.147146907,0.7998243965,0.8655335382,1.097782018,0.9568820966,1.042223191,1.001194482,1.144084148,0.9261065715,1.117415903,1.225300192,0.9251387058,0.830404064,0.2077652636,0.138308809,0.5306069401,0.09087175382,0.0,0.6791339464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.081466837,0.4818181818,0.0,0.01818181818,0.752173913,0.02055335968,3.205229003,1.964695999,0.9308270835,27.50802119,0.0,5.098681808,24.26546827,11.21062871,0.0,20.16532066,0.0,22.51475897,20.16532066,0.0,6.9237372,0.0,39.1116119,0.0,1.983792569,0.0,1.72006025,54.46,0.3192290249,0.1518920068,0.03140522876,48.49656944,12.03307684,-2.806878962,-1.118763185,-0.2748183316,0.330003265,-0.1698428165,1298.743643,1.98,0.0195,-3.95,15.92098781510397,1.294195847639369,-0.5478557472767265,0.781807931372376,734.4377693668957,50.188519193081696,61.20370777597507,0.5542201375729864,0.22165521875466324,1.1722425382107307,0.5549748870658946,-2.6657086590752073,12.521802731567595,98.13350698210336,-12.885286858241098,90.73911408412107,15.871548530935465,-155.5512871045449,0.11955995303870515,5.181645503659454,1.979885653259706,4.389589492903214,-1.031815104144707,-3.0312528770736398,0.9791956074316231,-1.0077098457535185,3.19872820734786,0.6435732728229561,1.2423622823951979,2.9806818154455934,11.927233960341745,0.07490705976174178,-0.04912199732149545,-3.305792273277798,4.598889795443166,-0.4957168334776898,-30.154730002374087,1.5866125195448415,-12.808880638810205,8.142391050927607,0.7534629411146989,-3.6241299726779985,-27.150603505091667,-132.98901883347784,-18.752068479834136,-13.941899784032437,-36.009257446744215,-25.45278833216256,-0.10580463957765528,173.31681049466695,1.7729409403667917,-77.7935053532338,58.60095569613524,-29.83378760250441,6.98687923384225,-127.65284535444215,56.85119338639471,-21.620664208702333,0.6875410472883553,0.6646283319142462,-1.3804575328702562,-11.84427246061923
4.933105502,3.768292683,2.549450549,2.420833333,146.5154789,153.69586,154.4824564,156.3614444,155.9861939,54.62984878,-60.50558843,11.82117028,-9.504273504,48.68718614,-0.2011455542,0.1363277034,-0.03075848675,1.479755545,0.8994308687,1.141602007,0.4655770391,1.059872436,1.148423363,1.058623428,0.9591910251,1.229550162,0.5210708725,1.011384089,1.249117632,0.9112127984,0.9309523064,1.154399846,1.148325263,0.843559247,0.7578813484,0.9871552647,1.075194469,1.135618409,1.233982263,1.058187476,1.042088171,1.018556236,1.098173712,1.048833616,0.9354415781,0.2065253099,0.07374049156,0.6597440455,0.1397268263,0.0,0.6706519733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.179351852,0.4791666667,0.0,0.02083333333,0.7833333333,0.0,3.426930273,1.858471946,0.6770864604,25.00643644,4.567099648,5.098681808,18.20875424,35.29333391,0.0,24.31554143,7.047671983,22.51475897,24.31554143,13.59242839,0.0,0.0,45.78684481,0.0,0.8086522896,2.014978899,1.673129435,48.53,0.4170521542,0.4244614512,0.03484567901,6.629331589,23.38320668,-2.644903442,-1.225903154,-0.1097559832,0.3438174447,-0.3340264312,1675.99095,2.02,0.045,-3.16,14.053118061513402,1.3633383426500705,-0.7700076095599813,0.8346439736345865,762.631735429197,52.487150390690815,39.68398046669726,0.5547750194130403,0.3715847116839478,1.1764764867688484,0.29178754407269925,-2.3593469548918655,12.753600245577497,91.21339057835579,-14.591498641274796,83.86358379986095,-7.028708567831149,-163.5609417082287,0.10400071522581741,5.601070100057562,1.9317989851540114,5.447277012046424,-1.326625986371886,-3.7090339234393657,1.2868958324167894,-0.8128519408768808,4.607987857191011,0.23931618618677997,1.413685627521271,3.176705017602041,12.369821491756978,0.08272633564010828,-0.06362722579293623,-3.4386176716569095,4.54227665218995,-0.2388422224076925,-29.49219463073321,0.5071147366936991,-12.463838775795914,8.072590317212619,0.6334253374070257,-4.143864511987043,-34.069680136686685,-323.4250363656031,-14.946935024315431,-16.05544995840479,-41.08490249884967,-25.200062234565756,-0.13518366564572942,159.00099766307358,1.8377553853868451,-86.65425811758799,56.7121351094191,-29.60908653354869,7.072187699614709,-148.28219583274915,58.71628792262373,-21.281113442446088,0.7285813615214453,0.84492849016035,-0.8959993810423821,-1.4186426921268378
4.87862781,3.518181818,2.851364522,2.794001967,143.0263923,147.2379897,153.7283912,156.6873333,157.9621341,54.56,-27.08,9.9336,-10.3024,49.59300473,-0.1119247403,0.1267220834,-0.08504151787,1.002611425,1.157469684,0.8636708116,0.480081826,1.092054264,1.084749553,1.092894629,1.064565483,0.9542344104,0.6667444211,1.178708887,1.075450092,0.5120748762,0.7913634388,0.9574627346,1.067443475,0.8006899081,0.9096887762,1.019252084,0.8713394097,0.9366248321,1.063024221,1.122396289,1.04526311,1.068405771,1.164393103,0.8596356559,1.004579115,0.1793978374,0.0886063362,0.8235086609,0.07026332943,0.0,0.6841461785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109014669,0.4838709677,0.0,0.01612903226,0.75,0.01451612903,3.358962553,2.284893636,1.11548875,31.44058453,4.983978521,5.261891555,30.33183534,34.23115751,0.0,19.93591408,0.0,28.71445679,19.93591408,6.420821623,18.25485007,0.0,50.62994439,0.0,1.981682321,0.0,1.764174135,78.25,0.7356462585,0.4462514172,0.03880434783,25.51876313,31.31991702,-3.097626129,-1.657906649,-0.3905481873,0.4828985212,-0.3199275181,2090.993894,2.2,0.00087,-6.06,19.090859990912143,1.3517035825722723,-0.3372953583002696,0.7855132755376704,684.5359512220549,58.105343468435606,63.33804471581049,0.56950885234731,-0.023760858142566153,1.1532437162233076,-0.02602169146276956,-8.314834503266813,13.253255751398514,88.74967823664035,-42.98143954996341,103.97308731531245,67.41135342663961,-125.5277580627736,0.12585512717278946,5.219381006889339,1.8123910553510747,5.792559076678695,-1.5724469263544067,-3.9925850560264005,1.51631932580858,-1.4098293930612784,3.9466532170432034,1.1484276650335263,1.7841314205342278,3.5524322002782798,12.850388467814925,0.0838329866831714,-0.055631821364111496,-4.0980391791728135,4.604087760096578,-0.5915904114520159,-23.79888624095927,1.3156355191700957,-14.164690096640463,9.02965538363724,1.513217768407887,-4.170750344180772,-37.11283471335568,-426.47930550074034,-17.854064646410983,-5.935674385221577,-40.642604611638035,-28.1233186770485,-0.10723911394726789,193.39767848608457,1.764950262938973,-86.28037852969958,61.91924754829018,-26.26276734711176,8.22830989301757,-123.41957725210634,66.66448344297974,-24.625954602947065,0.9676630304612731,0.8946089329752307,-1.2151249922868868,29.88167250702374
4.830967851,3.082644628,2.497516397,2.308666088,146.8104866,154.9455879,161.3904776,160.9577363,159.608501,88.99589002,7.893424036,12.66836735,-6.530612245,51.13517741,-0.1396544643,0.1485603848,-0.02193898849,1.078827989,0.9543023615,0.855673272,0.4705006297,1.020392696,1.035828361,1.118439868,0.872814873,0.8935884108,0.6948367859,0.9854656339,1.148989899,0.6455485653,1.121669844,1.237345569,1.33869002,0.9773250885,0.9440614041,0.8819080523,1.100297595,1.152231848,1.313549791,1.174396416,0.9605082762,1.05234692,1.028396791,0.9848130722,1.056761062,0.1646906487,0.08379878171,0.7368419724,0.07931626887,0.0,0.6974691495,0.1215681455,0.0,11.77331419,10.97043888,0.0,1.587612778,0.0,2.029786661,0.4811111111,0.0,0.01888888889,0.8052083333,0.03368055556,3.772563192,2.03479173,0.8531149556,29.65311583,19.77449303,0.0,6.9237372,5.693927995,14.26826309,20.26872417,0.0,33.45795484,34.196814,11.21535881,6.9237372,0.0,77.20433024,0.0,5.025525567,0.0,1.518409135,89.13,0.6630839002,0.3680909864,0.03703252033,156.0293329,26.87280381,-4.113241296,-1.666890384,-0.08270949534,0.3802555449,0.2006403332,2440.144633,1.53,0.0101,-5.98,15.611192209431287,1.4274289670393796,-0.5549102108672315,0.9259942589984554,687.2217409705999,78.79642370006222,99.80599240181928,0.6132318250389739,-0.15978973715979888,1.2942582230692017,0.14005458172101237,-14.334823353901577,14.648105641916652,54.66130431107253,-56.90148574404496,94.15120712677,31.652543603652617,-74.2517615961279,0.15192246192396539,6.253543740813293,1.4522560225128047,3.849381055383943,-1.1629624314760432,-4.35395628137218,1.751422072926521,-2.393777840270865,4.41931605356335,1.637914360211512,2.0854065885901294,4.00356251384684,14.537274530495912,0.033406124002643575,-0.0643876511319941,-4.164963544036472,5.153273940004564,-1.0979220030973083,-23.474385734631895,2.1949590551355542,-17.915898854182856,10.47848270920361,0.9406974223716189,-4.177646345690281,-34.190889983170266,-545.6202118318828,-24.254676552346425,13.773193701880185,-35.574288685529325,-32.102731480890505,0.06731289194835736,258.11586761938213,1.7051176963192964,-82.65888284562382,72.93450840418747,-24.2142935246948,8.642839591656793,-113.4916956417833,74.4584111138884,-27.0976824748458,0.19899171422030157,0.9023534709206961,-1.3648950704479774,40.6996011181195
4.976090825,3.572815534,2.636087768,2.748248248,146.94792,152.5312104,159.9369804,161.5140242,157.7866144,68.16345679,-11.20296296,10.88345679,-17.80049383,49.30967614,-0.09617441852,0.04674258288,0.0004611167629,0.7991332812,1.064684973,0.8392189399,0.4227900943,1.025702555,1.178381933,1.045881552,0.9651116528,0.996175354,0.6977861788,1.05397066,1.169392328,0.5312802104,0.8352204022,1.011175076,0.8109808117,0.8924210639,0.9502477462,1.037942051,1.040636805,1.164158622,1.21486115,1.172509348,1.103003927,0.9960623896,1.092462978,1.057080007,1.022566517,0.168103657,0.1387698918,0.7957274555,0.1458456799,0.0,0.679730678,0.0,0.0,12.21552075,0.0,0.0,0.0,0.0,2.044765684,0.4743589744,0.01923076923,0.02564102564,0.787654321,0.01875593542,3.670299879,1.821553217,0.7949875002,25.81328012,4.983978521,0.0,18.55355576,23.27208584,0.0,20.37772696,5.917906046,0.0,20.99377639,0.0,18.88348407,5.817862778,35.95872634,12.7481417,1.987411367,0.0,1.63025785,75.98,0.6661678005,0.5043579932,0.04253387534,43.01328283,24.49081827,-3.660197484,-1.241504586,-0.3071880361,0.4700211901,-0.04538118536,1935.60158,3.06,0.0326,-3.68,17.274638067505496,1.3538242956617221,-0.3829558874146277,0.799301578082753,735.9605239781695,60.00150986887399,81.00190941157402,0.583545382258746,0.03434205571363077,1.0591785193377572,0.07011188200893104,-9.16882682550846,13.72405479335031,83.24501693674388,-48.03449673219428,104.89068700639626,47.22458378443976,-134.7094125459338,0.12167741165640877,5.658847518430881,1.7624816512282384,4.875622228123897,-1.1632095361700627,-4.152404348941498,1.4956771131576319,-1.7866473267865608,4.780328886537506,1.3122093543045343,1.7955113355047132,3.623188022679793,13.2459199914503,0.06322676610032858,-0.0626669923201883,-3.648127133573617,4.755819824854036,-0.6509544595473538,-27.589341245492548,2.314610999625496,-15.560100173452216,9.586662478710636,0.2348453654762099,-3.9119060960855645,-24.10646706792393,-398.97233515043513,-20.204358257098626,-5.967302409305881,-39.10764469554584,-31.14688121891619,-0.07617658963623104,206.04552281101192,1.710684900924048,-85.26925339768718,69.93557723994704,-26.82201846567693,8.324355228146853,-119.15858574841266,77.39417384515674,-25.068467973474224,0.7950558442429354,0.5426518701068089,-1.4392089038530882,32.86324851474454
4.782522541,3.305882353,3.010198604,3.040196078,147.6606619,154.64466,163.5888857,162.2767769,160.4872522,67.47658402,-23.52800735,9.641528926,-13.37603306,50.76727958,-0.0203974743,0.01715333706,0.01985879814,0.9750356332,1.06810565,0.8995354701,0.42622798,1.118561244,1.04507822,1.048897097,1.016955088,0.9930200821,0.7402756041,1.054163571,1.123689511,0.5430004698,1.130821924,1.085026067,0.7125822492,0.908847825,0.9386461188,0.8489467275,1.17975814,1.117044226,1.11394938,1.135942566,0.8984430075,1.041720081,0.9137359688,1.049935806,0.9524929355,0.1706753545,0.1075556018,0.681984921,0.06542737998,0.0,0.7124476124,-0.005671073105,0.0,11.68415648,0.0,0.0,1.505444365,0.0,1.959476488,0.4820952381,0.02,0.0179047619,0.8091710758,0.04073368607,3.945131835,1.514299784,0.5343130683,25.40060836,10.30076712,0.0,6.9237372,12.2386844,9.184952232,20.26872417,0.0,21.95893118,20.85911529,11.33929359,12.74095804,4.390415048,28.3797528,23.46952001,4.203868702,0.0,1.477486721,70.67,0.5406349206,0.521789966,0.0427124183,15.79293262,21.45729,-2.730995998,-0.8155418155,-0.06155549106,0.07431723209,0.1671958509,2157.481791,1.68,0.0431,-4.67,16.126041591923528,1.3471418521989378,-0.6116901200066307,0.8417532650992661,748.7766899557865,61.03957774618759,76.03042448750317,0.5846576477029688,0.04516296966084232,1.1249575562471454,0.10973417007761621,-6.857380724402898,13.612879369231008,82.06961655858576,-35.88009997251247,100.63569058806914,23.559955500321344,-132.1470689616544,0.1286194372685143,5.660345129129915,1.8381001760513584,4.5330119108750555,-1.0687890675515015,-3.932442431038659,1.4011786331871323,-1.6000616925858568,4.1867459242012375,0.9607558725114427,1.6640088823764843,3.52488973929366,13.179337025574284,0.05844320478521155,-0.06136580670772961,-3.7947472949865886,4.903683321707359,-0.7084721014582235,-29.97926018607737,2.6397648082757774,-15.35852362845113,9.680460717245724,0.2065837525591704,-3.8043485836697855,-35.73525669745914,-314.1001085076028,-22.617373689343832,-5.309783083568209,-38.55427882365573,-29.724336333563752,-0.03310295242166925,218.27201080030636,1.6778492769889088,-81.5856536861652,72.03850965493858,-27.486060164435763,7.823498259623962,-122.27633859316492,72.23728100857835,-23.88984188150269,0.5237485803667765,0.6079845001397433,-1.4982422571801393,16.85950310354164
5.015075563,3.801801802,2.743405276,2.565118397,145.4483366,151.8452865,157.7991108,154.8832424,155.2950731,60.96,40.68,12.7904,-7.3536,48.50866702,-0.01789490347,-0.05492856553,0.005818675611,1.107962755,0.8795490602,0.8382428825,0.4763888889,0.9810560345,1.195779817,1.041724806,1.016133094,0.871557377,0.5764779202,0.9053616221,1.341606029,0.710762688,0.6923643735,1.149771598,0.6301484994,0.8740111102,0.9003036372,1.016925607,1.132918464,1.129528642,1.150889609,1.159598231,0.8919580082,1.034431385,1.167634127,1.043516976,0.9482045186,0.1932632161,0.142022543,0.6666063312,0.1445717349,0.0,0.6833808251,-0.4733771778,0.0,12.17061795,5.027775736,0.0,0.0,0.0,1.994744098,0.47,0.0,0.03,0.8129032258,0.01709677419,3.695854381,1.948001808,0.8330296891,29.76070055,9.843390349,5.098681808,12.13273414,23.38096217,14.63792753,19.74844179,0.0,22.51475897,44.0380384,17.70244098,0.0,0.0,47.28738284,5.693927995,0.6707660241,0.0,1.625579303,90.13,0.5683446712,0.4010416667,0.03655555556,38.82563308,24.61592899,-3.584926957,-1.219345458,-0.3702908775,0.2236858134,-0.2867259117,2353.989797,1.66,0.0527,-3.81,21.339304758897203,1.4444155069339093,-0.021057011571839368,0.7915341919638008,714.5165969196465,67.93184964559211,99.93508044796667,0.5874422055689876,-0.04901734972328277,1.244064908875622,-0.09861483053431686,-9.360480219678875,15.291564883160882,76.02198216110017,-39.81979336772954,132.1646169913152,114.1715310546646,-100.01689933917903,0.14299591615524343,5.55025499684406,1.560316919857383,4.6773482421625285,-1.4108683686234715,-4.097317348258727,1.6468718956216697,-2.3343552947497592,4.5110329878030075,2.3566020242930317,2.223902020484194,3.956211619790256,14.415120420206765,0.07781417059879811,-0.047615186535602295,-3.8539923539443994,4.667179200900577,-0.854065029787173,-18.762942374966922,0.9080331757913599,-15.842771338879935,9.83419764796309,1.873476455995821,-4.87091815435975,-13.43944030668849,-408.1237612074056,-17.546712790243603,-1.1911135085052127,-33.867420762682755,-32.39362626909309,-0.07098604325047278,213.55051784088374,1.8049179086437377,-84.93768824334295,67.94035313760159,-27.311581021345354,9.143696560179684,-107.39448934235868,69.99073824802672,-29.69192980720709,1.0754188302401393,0.9698896639143607,-1.144568482065779,30.58599185401822
4.859112107,3.673267327,3.069279636,3.01016703,148.0204164,152.3036628,155.6241958,156.38011,158.8298829,57.61651235,9.116898148,9.277777778,-9.638888889,46.40783287,-0.1418998546,0.002369970634,0.1431020664,0.9978933536,1.126749375,0.8043402298,0.4601794321,1.063892821,0.991449361,1.12475115,1.016003688,0.9313135294,0.6778846154,1.125945643,1.120078287,0.5263290549,0.7653077486,1.009087887,1.002180955,0.7739194071,0.8461781675,1.012838732,0.9224867734,1.293880102,1.094092438,1.163808843,0.9937935412,1.105641658,1.096946365,1.013083517,0.9865388069,0.1536834849,0.09195694048,0.8818553705,0.1048899075,0.0,0.6899617195,0.3785173112,0.0,0.0,0.0,0.0,0.0,0.0,1.953568543,0.4854166667,0.015625,0.01458333333,0.7929292929,0.0154040404,3.786967448,1.797995053,0.7767544274,30.77061433,5.316788604,15.45925517,12.13273414,17.3266008,0.0,29.36252149,0.0,28.58398029,34.47495837,0.0,18.25485007,5.687386275,28.16193619,6.327320075,1.941264622,0.0,1.505162424,96.72,0.7772789116,0.6137329932,0.04255787037,33.40773965,26.70073695,-4.59435954,-1.107443043,-0.335460334,0.4681407602,-0.3277556437,1979.218291,2.39,0.00554,-5.68,24.416227409785783,1.4038203616829863,0.11364594434770237,0.7338286139816365,734.6942269495354,65.72825086028546,111.86877443151474,0.5868436419834264,-0.20811627343489508,1.1311326407304305,-0.2117062515962993,-9.755243098763277,14.436771063185974,89.2162868933317,-52.28457441023893,134.55656471314282,136.68045562773926,-109.85136235683805,0.14195260955906605,5.166151531287209,1.734965577919807,4.815949557781271,-1.4264082574250585,-4.191685871533991,1.4087582576051016,-2.4320726143350453,4.028510182032678,2.346366994550198,2.1627692325321317,3.973671531502128,14.149886211034328,0.08415351589196923,-0.04661899603708856,-4.029690624753726,4.930846004672375,-0.9387310733600724,-23.545816452826273,2.768892474794841,-15.953917753073739,10.58665353539877,1.7037671904030454,-4.9112301786558925,-19.923225450511296,-356.0443147336264,-19.77369205575095,-4.331220246755495,-32.344360330956675,-33.71310023689874,-0.0683703673929862,223.84641745208248,1.6593815343961373,-85.26852561611555,75.64336710505732,-28.026682956341936,9.474421480438924,-96.38201019243124,76.14529687745174,-29.130387794808392,1.215686573824212,0.7058645567922368,-1.653663467929115,37.37047459588037
