SpMax_A,VE1_A,AATS7d,AATS6s,AATS8s,AATS3p,AATS1i,AATS3i,AATS4i,AATS6i,ATSC1d,AATSC0c,MATS1c,MATS5s,MATS6s,MATS7s,GATS1c,GATS6c,GATS7c,GATS1dv,GATS3dv,GATS5dv,GATS6dv,GATS3d,GATS4d,GATS6d,GATS1s,GATS2s,GATS8s,GATS2v,GATS3v,GATS7v,GATS4p,GATS8i,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,RNCG,RPCG,Xc-5dv,Xc-6dv,SsCH3,SdCH2,SdsCH,SsssCH,SaaaC,SssssC,SssNH,SsssN,SsOH,SssO,SdS,SsCl,MAXaasC,MINaaCH,ETA_shape_y,AETA_beta_s,AETA_eta_L,ETA_dEpsilon_D,fMF,ZMIC2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA10,SMR_VSA1,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA4,SlogP_VSA5,SlogP_VSA10,EState_VSA1,VSA_EState1,VSA_EState8,VSA_EState9,MDEC-22,MDEC-23,TopoPSA(NO),GGI3,GGI4,GGI6,GGI8,GGI9,GGI10,JGI2,FNSA1,RASA,Mor02m,Mor08m,Mor10m,Mor12m,Mor23m,Mor24m,MOMI-Z,Silicos-IT_Log_P,ESOL_Solubility_(mg/ml),AATS8dv,AATS2i,ATSC1dv,ATSC8d,ATSC0p,ATSC0i,MATS2s,MATS3s,MATS8s,GATS4c,GATS7dv,GATS7d,GATS3s,GATS1p,GATS6p,GATS3i,GATS6i,BCUTc-1h,Xch-5d,Xch-7d,Xc-5d,AXp-1d,SdssC,SaasC,SsNH2,SddssS,MAXaaCH,AETA_eta_F,ETA_epsilon_5,IC1,IC2,CIC2,ZMIC1,PEOE_VSA1,PEOE_VSA2,PEOE_VSA9,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState7,MDEC-33,GGI5,GGI7,JGI5,FPSA3,RPCS,Mor03m,Mor06m,Mor11m,Mor13m,Mor16m,XLOGP3,ESOL_Log_S,Ali_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml),AATS5d,AATS7s,AATSC0v,AETA_alpha,AETA_beta_ns_d,AMID_C,ATSC7d,ATSC8dv,AXp-0d,CIC1,EState_VSA4,EState_VSA5,ETA_dAlpha_B,GATS1d,GATS1i,GATS1v,GATS2c,GATS2d,GATS2i,GATS3c,GATS4dv,GATS4i,GATS4s,GATS5d,GATS5i,GATS5p,GATS6s,GATS7i,GATS7p,GATS8c,GATS8dv,JGI4,MLOGP,Mor26m,Mor30m,Mor31m,RNCS,SMR_VSA3,SMR_VSA4,SaaS,SdO,SlogP_VSA3,SpDiam_A,SssS,Xc-3dv
2.434221777,4.302585104,2.941176471,2.764701105,2.599846551,1.702870641,144.5853473,153.1026674,153.5807316,157.7247293,5.756026297,0.01059569142,-0.2274929273,-0.1639687472,-0.07875068644,0.09425447814,1.155687114,1.106213601,0.8117615668,0.5772477584,1.031820743,1.145958551,1.085549004,1.243237532,1.134395604,1.011133603,0.787980181,1.022431489,0.9647692799,0.8934112415,0.9740305481,1.068063616,1.092931846,1.072104687,-0.3789345633,0.9938435771,3.059383876,1.304720641,0.1958948138,0.1304065059,0.0761440227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960493907,1.03180839,1.763374988,0.2962515115,0.6354166667,0.1765597879,0.01980952381,0.6216216216,27.41466746,0.0,5.098681808,29.8000411,41.9616539,34.74006701,5.693927995,0.0,33.77213846,0.0,20.16532066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27102878,23.22645939,54.46,0.9930555556,0.8955555556,0.3386394558,0.1645408163,0.06655864198,0.06938271605,0.07207207207,0.4227228896,0.9505140753,20.78580455,-1.552496346,0.3805497678,1.010153343,-0.8018663157,0.2031554007,1075.726667,5.11,0.00607,3.973634652,147.5334209,24.58788518,-0.6990504018,8.713859209,61.64254514,-0.1543552752,0.03971528653,0.07734724421,0.8160767427,0.9161377823,0.9417420814,0.8914573085,0.7474778648,0.9531995534,0.9753622811,0.924761903,0.3878201784,0.1178511302,0.5183302655,0.2749716524,0.4373949292,0.0,6.293309103,0.0,0.0,2.042193878,1.049908141,0.7754285714,3.039081406,4.438390527,0.7710628382,53.04696378,0.0,15.06663885,11.38785599,0.0,5.022633314,12.39368714,11.60093989,7.99598147,5.443398661,6.807079415,0.66,0.267396542,0.02,0.04199446313,202.0523482,-2.989268504,1.775843866,0.8454718108,-1.032529073,0.5389920689,3.69,-4.74,-4.52,0.00996,7.82e-07,3.358974359,2.596435488,48.70120046,0.4922619048,0.02083333333,1.667042088,-0.7552958364,1.80999017,0.681465016,2.17037196,33.77213846,0.0,0.007738095238,0.6632554945,0.9760302914,0.7377911271,1.203064985,1.118131868,1.147163524,0.8378701243,1.032748054,1.167375108,0.930581229,1.032121724,1.060573305,0.8577922201,1.110928328,0.9949734926,1.048290646,0.909257988,1.023354559,0.02633986928,2.4,-0.3367807874,0.3599775621,-0.1998300092,51.21686068,20.16532066,0.0,0.0,0.0,0.0,4.814735277,0.0,0.6128188311
2.478936865,4.51049676,3.189655172,2.841861598,2.716021825,1.529342206,149.2712213,158.8721414,159.3910426,162.626687,12.75,0.01999122412,-0.4506544149,0.1515275869,0.03628957905,-0.1641522989,1.503246492,1.103741742,1.290744082,0.4944376026,1.160743934,0.824498344,0.9938092357,1.134920635,1.034482759,1.015037594,0.876613779,0.9183986976,0.7091238839,0.8419023279,0.9742927238,0.9460447433,1.080558625,1.066050342,-0.529345944,0.9878601675,3.513572536,1.434202554,0.1865275199,0.08296766566,0.06365387513,0.0,3.636391248,0.0,7.398095471,0.0,0.0,0.0,3.395337039,1.742801609,0.0,5.218525494,0.0,0.0,0.9842737348,1.921955869,0.3348519362,0.685483871,0.2114118318,0.0312153796,0.5384615385,27.54306817,14.98529578,5.425791397,12.14238718,49.39795972,23.15437369,17.91245169,4.736862954,17.13736782,15.47944295,33.40918099,13.08951281,17.21226049,5.687386275,0.0,5.218525494,2.517724679,1.65707352,11.91630315,24.29046293,92.53,1.479166667,1.837777778,0.5723809524,0.2590230537,0.211882716,0.2226303438,0.06349206349,0.359313175,0.8571948402,28.10094457,-2.322690933,0.7916645007,1.543411854,-1.025139433,0.029394677,1827.899299,2.77,0.035,4.544642857,155.9281231,72.47928994,-3.75,11.23717981,89.00980249,0.0559105301,-0.1081567679,0.1459875054,1.174937941,1.115730281,1.115763547,1.10351367,1.022296129,0.9090188918,1.015169566,1.026370863,0.3984551159,0.2140761751,0.8666591913,0.2749716524,0.4340286995,0.9335681456,6.09654761,0.0,0.0,1.998196912,1.02523956,0.7838383838,3.751632789,4.930457026,0.7699826926,52.39923879,15.03763008,4.983978521,30.73633793,0.0,6.544756406,12.11871007,14.70482,5.138138648,8.185977086,8.797257867,0.785,0.5755385488,0.01825581395,0.04791896434,95.95407789,-4.03750446,0.417188166,0.9966921624,-1.764277142,0.3522864681,2.65,-4.07,-3.95,0.0464,8.34e-05,3.254237288,2.74137931,48.09529404,0.4720430108,0.03225806452,1.551751125,-8.0,14.11242604,0.6841461785,1.948806929,51.77589473,6.338535363,0.02795698925,0.6275510204,1.310011246,0.8866574571,1.218150285,1.118012422,1.159043268,1.050678849,1.018281807,1.115060367,1.115105137,1.06779661,1.13301132,1.051738124,0.9409178916,0.9157697123,0.8903079118,0.6699775892,0.8811422414,0.04273901809,1.72,-0.2438414553,0.4846689175,-0.2053723577,98.77127978,25.38663948,4.992404733,0.0,0.0,6.544756406,4.848604167,0.0,0.7412859105
2.553040383,4.346112611,2.785714286,2.575925926,2.083333333,1.50240302,144.1755027,158.017984,154.4333074,156.6073003,14.1852552,0.007402612772,-0.1642638889,-0.02342428465,-0.1072791578,-0.1395201278,1.172263988,1.203762243,1.056462585,0.4224489796,1.071691822,1.136368367,1.245225455,1.111429832,1.305325528,1.200242718,0.7457312058,0.8214472094,1.078178977,0.9066266955,0.788504403,1.100348041,0.9363896442,0.9758442718,-0.4357096678,0.9879793438,3.042105136,1.343864516,0.1868248023,0.08275355392,0.130682846,0.0,2.13547063,0.0,0.0,0.0,2.189593648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319494992,1.899158951,0.3492063492,0.6442307692,0.2302750424,0.0,0.5217391304,28.08857777,0.0,5.098681808,31.18920547,49.09138463,35.07913167,5.693927995,0.0,22.51475897,0.0,19.74844179,0.0,24.73241481,0.0,0.0,2.166832955,3.120409059,0.0,16.37303072,28.26905539,43.6,1.756944444,1.547777778,0.5251247166,0.1652730537,0.0825,0.03295582083,0.06201550388,0.2970809456,0.9634107722,15.03298775,-2.350826154,1.236992538,1.416519324,-0.6533995773,-0.1546358883,2140.13226,4.89,0.00493,1.6,150.5589706,75.42155009,-15.43478261,10.57459456,74.31829025,0.0765193156,0.08772674932,-0.1654548445,1.110955197,1.279942479,1.196255201,0.9975586595,0.9533465805,1.046094199,0.8944767049,1.097453579,0.3923182374,0.1964185503,0.91913191,0.3957624643,0.4282555964,0.0,6.800047635,0.0,0.0,2.149158951,0.9578564542,0.7615384615,3.320562819,4.534219021,0.9893429349,49.46188487,0.0,14.64975998,11.21062871,0.0,0.0,0.0,10.08266033,6.125179228,5.040464461,11.24058363,0.7852777778,0.3107993197,0.01707125604,0.03488361826,42.82003438,-3.887155129,0.4903875941,0.5007587419,-1.266561708,0.1970270424,3.95,-4.84,-4.57,0.00925,3.71e-06,3.716981132,2.342151675,51.64301269,0.4846153846,0.0,1.78327797,-22.68620038,-91.47826087,0.6734561893,2.202999137,48.40570598,22.20705519,0.01538461538,0.5191747573,1.116322485,0.8858049236,1.296268348,0.9047539337,1.215419546,1.178710955,1.225706499,1.011354493,1.24605682,1.358765342,1.236159887,1.072676271,1.213090146,0.988420928,1.063331499,0.9485384251,1.111969112,0.03599483204,2.88,-0.07221636143,0.2435071712,-0.04124954866,9.847522251,19.74844179,0.0,0.0,0.0,19.38639965,4.996396487,0.0,0.6328934241
2.490628178,4.596945263,3.283333333,3.473958333,3.288839725,1.503021051,150.4984338,161.2261068,162.8661206,164.7062174,9.499807766,0.01893057271,-0.42133715,0.05590577402,-0.1681219488,-0.1102973051,1.482583345,1.278740997,1.154289488,0.4798855102,1.027319164,0.992135392,1.242959272,1.009586225,1.086042449,1.034902597,0.5414841282,0.5540216954,0.9123720535,0.8955665018,1.006614275,0.9965619403,1.007997674,1.006185222,-0.3981345302,0.9113317266,8.001919845,1.29704352,0.1388167936,0.06948652881,0.07802850942,0.0,1.818946474,0.0,7.382088777,-0.1078514162,0.0,0.0,6.304262458,1.846362548,0.0,0.0,0.0,0.0,0.7930057307,1.407326529,0.360343184,0.6796875,0.202022834,0.04584183673,0.5490196078,27.19754195,19.35077682,5.261891555,12.14238718,43.33159265,23.15437369,17.85686786,4.390415048,17.4570773,10.74258,32.46515906,24.07207091,22.77571198,10.07780132,5.817220841,14.7241185,2.180068844,0.0,11.49572378,25.28980124,105.02,1.916666667,2.063888889,0.696462585,0.377196712,0.3140740741,0.2027323742,0.06535947712,0.3940349295,0.8559193304,28.20007841,-2.45339229,1.07618617,2.030228997,-0.8206579485,0.1579998792,2472.979898,3.17,0.0322,5.283185841,156.0894821,53.4982699,-4.096116878,10.96459038,112.0055167,0.002656782564,-0.004140634804,-0.001131945426,1.141479787,1.216360967,1.169974392,0.8073220675,0.9308129705,0.9646473399,0.9863050698,1.102534166,0.4155125621,0.2140761751,0.903371114,0.3587108711,0.4333802246,0.7971611038,3.557144293,0.0,0.0,1.873974622,1.113798555,0.7889795918,4.159965971,5.154653343,0.5177719991,43.80509402,10.30076712,10.43470392,29.5652852,11.85970361,35.01439638,24.53763657,10.24587008,14.2018247,7.274237361,11.54816747,0.9761111111,0.5599135488,0.02033564815,0.04878283571,339.1749571,-4.823220166,1.430265593,0.4496232249,-1.65007987,0.5045228134,2.5,-4.12,-4.35,0.019,5.14e-05,3.527272727,3.361574074,46.37097979,0.4683035714,0.03125,1.510307446,-9.044982699,-12.68858131,0.6899617195,1.512459371,11.2604908,6.066367068,0.03169642857,0.7272145268,1.128686701,0.8271828943,1.186501971,1.166087434,1.104697669,1.025792414,0.9727281184,1.029404689,0.9251575704,1.209550693,1.168894388,1.079753888,1.262669398,0.9752834427,0.9505705768,0.9705372476,0.9744865876,0.04391252955,1.76,-0.1305944872,0.344114732,-0.06549440792,28.04738849,25.38663948,4.992404733,0.0,0.0,6.544756406,4.883058285,0.0,0.8282165237
2.468628887,4.132437192,2.655172414,2.85,2.488636364,1.654814688,145.2967564,153.4703315,152.4166073,161.0598867,7.280991736,0.0115294807,-0.204644982,-0.1404208383,-0.02003442341,0.005857914416,1.135785536,1.17177776,1.091682146,0.5326779538,1.003105251,1.1250375,1.112272763,1.311213518,1.369924571,1.02734255,0.7647478804,1.038540125,1.102811245,0.9146174555,0.881612631,1.02094209,1.049961289,0.8932934114,-0.387978746,1.734391618,3.059378604,1.390175303,0.2101965513,0.1399273102,0.09087175382,0.0,0.0,0.0,0.0,0.0,2.084955541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106484316,1.776239449,0.297029703,0.6428571429,0.1744849237,0.02164502165,0.6363636364,29.94070558,0.0,5.098681808,24.26546827,29.82891977,29.54020642,5.693927995,0.0,22.51475897,0.0,20.16532066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01793638,20.14478228,54.46,1.055555556,0.8766666667,0.2228571429,0.05265810028,0.0225,0.0,0.06734006734,0.3475038432,0.932608777,13.86810706,-1.733820714,0.8748819942,1.485429159,-0.6547522796,0.09241541856,1098.115324,3.97,0.0374,2.727272727,148.118121,25.39669421,-0.2727272727,7.163994932,57.15394241,-0.1899387022,0.05323580034,-0.07274096386,0.7900676438,1.096291832,0.8972932888,0.8633390706,0.819389837,1.046279586,0.9279922672,1.029450452,0.3934846396,0.1178511302,0.524377395,0.3027494302,0.4346938746,0.0,3.850832861,0.0,0.0,2.076258503,1.007267419,0.7545454545,2.838071837,3.99121571,1.053178409,48.70332443,0.0,15.06663885,11.21062871,0.0,0.0,6.196843572,0.0,8.421125992,5.511016471,7.473424937,0.4413888889,0.0893920068,0.01471296296,0.04818046281,188.5240867,-2.2201416,0.2760421436,0.8240355314,-1.123390431,0.5444440815,2.74,-3.86,-3.54,0.0789,1.72e-05,3.38028169,2.663793103,48.15008344,0.480952381,0.0,1.713247672,-1.537190083,-10.50505051,0.670033492,2.206322282,33.41768391,0.0,0.01904761905,0.5256869773,0.9745072262,0.7624110314,1.22230133,0.9794378419,1.133217712,0.815551268,1.073844323,1.123977316,0.8840616196,1.132818416,1.180535525,1.066520408,1.104670109,0.8729698264,0.9729566831,0.8863453375,1.074822501,0.02739583333,1.74,-0.1828242898,0.4020442614,-0.2578306698,46.81610692,20.16532066,0.0,0.0,0.0,0.0,4.89325204,0.0,0.4015074953
2.597850078,4.101665835,2.572519084,2.630704365,2.312396352,1.525601798,145.0869966,153.5821454,162.0972247,153.8110988,17.62630208,0.01284793601,-0.3860697834,0.01533050976,-0.1134696196,0.007532301879,1.314854586,0.9539838686,0.7070326311,0.4774777405,1.057402812,1.188467447,1.383259482,1.148424734,0.9915261547,1.385646218,0.9949710566,0.5107568841,1.024501253,0.8125377887,1.137579186,1.239652506,0.9040648674,1.02037886,-0.4349781178,0.991510793,6.002808208,1.134637098,0.3013639207,0.1738843431,0.4665289338,0.1020620726,8.853357781,0.0,0.0,0.3910761527,0.0,0.1731802327,0.0,0.0,9.67224571,0.0,0.0,0.0,1.258329554,1.7337363,0.3656509695,0.62,0.2419431816,0.01841025641,0.4166666667,27.20665253,0.0,5.098681808,38.9703128,42.16764743,23.72004194,11.44343983,5.106527395,28.26427081,0.0,19.87099066,12.33872767,38.07697363,0.0,0.0,2.145043462,9.756531676,0.0,7.015426052,18.96324038,50.94,2.833333333,1.989444444,0.8785034014,0.3797004913,0.096875,0.01234567901,0.0826873385,0.3225774031,0.8978706103,20.00470256,-2.468484815,1.191478187,0.9054046876,-0.5149506722,-0.120552008,1852.844609,4.26,0.00493,1.26119403,151.630624,86.00520833,-13.83767361,11.16728167,72.82102943,0.1572707599,-0.05661729883,-0.003017361532,0.8128885896,1.156994298,1.169289244,0.9459305761,1.012467805,1.128724974,1.234656487,1.149255504,0.3863274904,0.1466088019,1.229032715,0.7194749337,0.423750376,0.0,6.542281956,0.0,0.0,2.023902759,0.889479317,0.7602564103,3.404520514,4.398802147,1.186160354,44.2804485,5.106527395,9.665781456,11.38785599,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,1.278611111,0.641510771,0.03118563686,0.03849835279,106.4695955,-3.396696076,0.9594036185,0.340268665,-1.014720656,0.006746752774,4.05,-4.83,-4.82,0.005,8.28e-05,3.095238095,2.49173028,52.02985719,0.4813333333,0.02,1.726902799,-25.73480903,-66.89236111,0.7106888094,2.180441986,34.75344337,5.693927995,0.01866666667,0.7772133273,1.135304618,0.9584479136,0.8136231018,1.470557872,1.13458482,0.9565816542,1.01343373,0.9911808129,0.6861882481,1.135710031,0.9233410433,0.7802471478,0.8074267202,1.099788169,1.233874327,0.8559290985,0.9869634458,0.05101139601,2.84,-0.1406615392,0.2256407801,-0.03377800774,119.6945386,14.76446326,5.414990469,0.0,0.0,6.544756406,4.993807265,0.0,1.799994583
2.434934798,4.385913417,2.969387755,2.655838041,2.757309942,1.457857962,148.1880842,156.6762634,161.7812134,163.4394797,11.66666667,0.01537181689,-0.3018627239,-0.005432252056,-0.01504795827,0.09060525831,1.318138821,1.15925914,0.9934224119,0.5347430272,0.9459419758,0.9065277268,1.043252862,1.086335404,0.9013605442,0.914346247,0.7987861163,0.9682289691,1.25345406,0.8280126981,1.035312916,1.050880246,0.8635677563,0.9738365478,-0.5082116703,0.9888932787,3.510694751,1.353642494,0.2107263855,0.09384094428,0.0761440227,0.0,4.105194738,0.0,0.0,0.0,0.0,0.0,0.0,2.136737195,0.0,5.717097266,0.0,0.0,1.012421326,1.765452935,0.2740046838,0.6583333333,0.2046388653,0.01630824373,0.4259259259,27.38642147,4.983978521,5.098681808,6.066367068,56.41145242,48.52540074,5.693927995,4.736862954,39.6521268,4.736862954,57.29619125,0.0,6.420821623,0.0,0.0,5.717097266,1.637248623,4.105194738,16.34728313,23.19568192,79.82,1.118055556,1.015555556,0.4806802721,0.2219860166,0.123433642,0.1230507091,0.06565656566,0.2589018402,0.9156865486,27.98986524,-1.950112645,1.345390583,1.375318711,-0.6005447192,0.1066261733,1445.598246,4.23,0.0351,3.863157895,157.447872,71.20164609,-4.111111111,11.95753629,88.06951334,0.02515173546,-0.01264389202,-0.1206179347,0.8796816186,0.9987624319,1.158892128,0.9951802862,1.104828649,0.8298354502,1.098823359,0.8165905929,0.3999153075,0.1178511302,0.4939224973,0.2749716524,0.4455609072,0.0,6.023239791,0.0,0.0,2.033650872,1.038800498,0.7892473118,3.602395701,4.918567883,0.8363196196,50.02553641,9.636772685,15.06663885,17.99473795,0.0,12.4868703,18.59053071,4.736862954,7.334336201,8.199316713,6.807079415,0.7502777778,0.3732993197,0.01829945799,0.04664962643,78.54248384,-3.772545192,1.403174912,0.702617998,-1.45999706,0.4733523916,2.69,-4.06,-4.02,0.0383,8.84e-07,2.941666667,2.681405896,49.71227209,0.4744444444,0.01666666667,1.585774287,-6.777777778,-52.92318244,0.6920312592,2.152491801,46.73771649,0.0,0.02555555556,0.664160401,1.349440014,0.9733430824,1.395319278,1.155639098,1.016702299,1.052619076,0.8894273648,0.9151619588,0.9548853842,0.8754464286,1.117219713,1.019209046,1.1672429,1.180373069,1.107115173,1.09421181,1.185193382,0.02417989418,1.02,-0.07283733788,0.1797483726,0.03490374476,34.41453474,30.04920891,0.0,0.0,0.0,0.0,4.818008324,0.0,0.7927689883
2.482821465,4.350846645,3.089108911,2.855638284,2.593325999,1.447267104,147.4070993,159.4282346,159.5753832,159.0692396,10.13852422,0.02597623644,-0.5775844303,-0.07837074117,-0.1041934066,0.144789106,1.605467593,1.088203779,0.6876452399,0.4761126836,1.092965953,1.044678273,1.121040945,0.9491930844,0.976001165,1.175777925,0.7504039609,0.5531366355,0.8723137687,0.9073389021,0.9437998209,1.157068894,1.053284437,1.045629855,-0.4868779013,0.9728907128,7.008275244,0.6101363001,0.1701557516,0.08657956477,0.07931626887,0.0,1.969884762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90706604,0.0,0.0,0.9703602135,1.90468281,0.3479381443,0.6666666667,0.2488892211,0.05543209877,0.4042553191,29.48648364,9.967957042,0.0,0.0,37.96448165,29.4790855,16.52595619,14.26826309,33.45795484,15.20739338,27.6520576,6.9237372,30.78079736,0.0,0.0,10.90706604,2.211360909,0.0,7.716486024,19.69235798,103.12,1.576388889,1.438333333,0.6630839002,0.2734158478,0.230632716,0.1267258443,0.06349206349,0.3354667202,0.7728724866,26.29075162,-2.316018587,0.293582343,0.5926671147,-0.5834331711,0.300244724,2049.650148,5.19,0.0627,3.125412541,153.302771,68.15426789,-8.293798099,13.23210525,76.92880526,0.1653705879,-0.1758997899,-0.07615033233,0.8857923409,1.011483187,1.219222152,1.181186102,0.9295679816,1.122823551,0.9711994556,1.036956268,0.4922294455,0.3319273053,0.7727998196,0.2749716524,0.4365785596,-0.2690337063,6.900746184,5.207753169,0.0,2.013860394,0.8527376315,0.7988888889,3.94574861,4.799061724,0.7555271278,37.57162811,20.19137191,4.794537184,5.693927995,12.70012204,6.420821623,11.33678588,20.19137191,2.888677807,2.734028905,9.695001225,0.6216666667,0.3680909864,0.0168018018,0.05222982394,116.5077683,-2.452086792,0.4447858988,0.7507917064,-1.162419945,0.5537179162,2.52,-3.79,-4.92,0.00457,0.000136,3.28,2.864839262,49.99421855,0.4790123457,0.0,1.477254645,-13.25124491,-42.65816609,0.6963983015,1.608840241,64.23875221,0.0,0.02098765432,0.7107492355,1.19593613,0.8817586209,0.9582387431,1.028260792,1.144987996,0.8874448683,0.9435584961,1.092032903,0.8253175845,1.115711009,1.011004441,0.8533178341,0.9372870967,1.000439657,1.218030133,0.9241214459,1.021146207,0.03887387387,0.86,-0.1803428473,0.192549338,-0.01326356245,150.6484075,14.95193556,5.733667477,1.571779222,10.90400864,11.21535881,4.830954496,0.0,0.7480065221
2.474740486,4.498005413,3.053030303,2.901475694,2.850331675,1.466463745,146.2371118,159.6814892,158.7182556,159.3119219,9.108418367,0.01211140675,-0.3160717297,0.05832555545,-0.1226103676,0.004947148333,1.347610444,1.123100306,0.8847044885,0.5041466608,1.14537887,1.080805755,1.117525098,1.034377907,1.181147746,1.088706772,0.6420414758,0.8310504904,0.7585689396,0.9474767049,0.9165954269,1.059053412,1.001831439,1.063932438,-0.4324510555,0.9929796051,7.00214461,1.269246097,0.1550874149,0.0711208106,0.07129411522,0.0,1.961369464,0.0,0.0,-0.9337611023,1.655222388,0.0,3.000267704,0.0,0.0,0.0,0.0,0.0,0.9802223593,1.685472104,0.311440678,0.6515151515,0.2002335208,0.01458704694,0.5535714286,35.89326767,5.106527395,5.098681808,30.33183534,48.8853911,48.5008745,5.693927995,5.106527395,22.51475897,5.316788604,30.96032148,6.9237372,12.11474962,5.687386275,6.227901171,1.826510299,2.447681743,0.0,19.80125865,28.71285941,88.42,1.722222222,2.033888889,0.7152380952,0.2885015117,0.348757716,0.1809019488,0.05664488017,0.3636252832,0.8843739382,32.70441676,-2.367162953,0.7868557918,1.976594455,-0.8427190641,0.1301393751,3569.713311,3.93,0.00473,4.208955224,152.6262586,62.71045918,0.649872449,12.48154746,93.06384547,0.01210087823,-0.1432340133,0.1446873928,0.9744367838,0.9665357195,1.129682997,1.213182463,0.9788436129,1.000488963,0.9581220502,1.043730812,0.4035764363,0.09622504486,0.7728643223,0.2749716524,0.4365675589,0.0,5.237855693,0.0,0.0,2.018874087,1.108666195,0.781372549,3.50616757,4.650057863,1.157297059,61.67874405,5.316788604,19.6337385,16.72732943,0.0,12.96557803,12.39368714,5.098681808,20.32087383,4.805975597,8.760697154,0.7469444444,0.535643424,0.01556134259,0.03893815217,23.91543062,-3.570069368,0.6694022544,0.9378620259,-1.818028877,0.1733570419,3.62,-4.96,-4.75,0.00781,3.23e-07,3.275590551,2.656565657,49.48358974,0.4767676768,0.01515151515,1.64766217,-8.136479592,37.42538265,0.6855377302,2.301187352,44.92947468,0.0,0.02323232323,0.7544668588,1.204648552,0.8866416214,1.239673076,1.118386167,1.265557454,1.288417043,1.069161422,1.024675149,1.066551785,1.160180626,1.072727349,1.005459544,1.286803606,1.041737724,1.06799778,0.7910534362,0.8929164739,0.04327423168,2.01,-0.2273746791,0.6365435664,-0.3243835265,37.38141913,24.73242031,0.0,0.0,0.0,11.6512838,4.874326233,0.0,0.7824687534
2.497208695,4.513463657,3.254901961,2.360414178,1.979451674,1.517425653,143.3032368,157.175487,160.3100729,153.0315294,10.44612476,0.01029213076,-0.5247115456,-0.06716653569,-0.1415036022,-0.1207308503,1.558769959,1.397056959,1.089542371,0.5126350962,0.9278198238,1.215894993,1.421821589,0.9633559584,0.9247572816,1.422643282,0.8710554987,0.7823306164,1.006664352,0.9241295955,0.9099142368,1.15947854,0.8876316398,1.036562165,-0.3637164681,0.993844579,3.040427984,0.6094207479,0.2027589878,0.09974522888,0.1433457877,0.0,2.039433738,0.0,0.0,0.5457821817,2.259257465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165891204,1.902736045,0.3391959799,0.6538461538,0.2839350358,0.01785375119,0.5434782609,34.25414256,14.95193556,0.0,25.32883194,31.89811458,22.5553483,16.52595619,0.0,21.95893118,0.0,19.93591408,6.9237372,49.54034665,0.0,0.0,1.206097884,2.039433738,0.0,9.695575596,21.78580178,54.46,1.388888889,1.354444444,0.5275283447,0.2693609851,0.136257716,0.05163350679,0.06718346253,0.3210047396,0.9150418702,26.5061711,-2.465995537,0.6331751419,0.3223980589,-0.8807086271,0.5787999279,2317.872662,7.34,0.000369,1.900900901,149.0690585,62.35034657,-11.96786389,15.85868953,80.55490752,0.1311527979,0.05028930446,-0.1365893687,1.342566122,1.266030042,1.27248715,0.9236895788,0.7933971055,1.057571989,0.9803026254,1.007401647,0.4013152698,0.3319273053,0.8477628922,0.3583049857,0.4258663194,0.0,6.435338509,0.0,0.0,2.217388353,0.7344747234,0.7641975309,3.566344024,4.404345794,1.119216162,46.32944143,4.983978521,0.0,21.4210879,0.0,5.917906046,22.67357176,9.967957042,3.097874858,6.427993635,11.50557439,0.8822222222,0.3281604308,0.02321637427,0.0345784489,170.3578035,-4.661800971,1.734625415,0.7796556122,-0.9849102367,0.8060284647,5.51,-6.01,-7.6,9.59e-06,1.2e-05,3.46,2.279354609,54.58797248,0.5102564103,0.0,1.627168473,-18.62381853,-73.20541903,0.6734561893,1.957217932,33.4305129,42.36747952,0.0,0.6699029126,1.082230238,0.830745017,0.9903985699,1.025553616,1.158600771,0.966493219,0.9760024301,0.9940132253,1.024557424,1.163956311,0.9348806598,0.7630825257,1.290616726,1.073914654,1.159266704,0.5431522426,1.055001651,0.03564327485,2.64,-0.01769872362,-0.0314787995,0.4252448771,25.11076209,19.93591408,0.0,3.351777586,0.0,0.0,4.845890206,0.0,0.9179788245
