upstream,strategy,imputation,mean_pct_gain,median_pct_gain,count,mean_pct_gain_pct
2,LH,Gaussian,-0.18502419801540923,-0.16145495006894872,600,-18.502419801540924
2,LH,Ground Truth,0.25959131634679683,0.2732154391539941,600,25.959131634679682
2,LH,Mean,-0.40348486222710345,-0.37372843115798804,600,-40.34848622271034
2,LH,Pseudo-Feature,0.04577600852974451,0.06117886495564667,600,4.577600852974451
2,LH-E2E,Gaussian,-0.07730083119564803,-0.08827796518682379,600,-7.730083119564803
2,LH-E2E,Ground Truth,0.15282597577658,0.14590660717951226,600,15.282597577658
2,LH-E2E,Mean,0.004034142300274185,0.009782236406775936,600,0.4034142300274185
2,LH-E2E,Pseudo-Feature,0.25166177733603057,0.2526301522284399,600,25.166177733603057
2,MLP,Gaussian,-0.12453482452775091,-0.11722470931931095,600,-12.453482452775091
2,MLP,Ground Truth,0.21915203305383513,0.23772531600887387,600,21.915203305383514
2,MLP,Mean,-0.38568895325351144,-0.3582745785495951,600,-38.56889532535114
2,MLP,Pseudo-Feature,0.04965414689996572,0.061840799838591344,600,4.965414689996573
2,MLP-E2E,Gaussian,-0.4992695652108389,-0.4681969464063761,600,-49.92695652108389
2,MLP-E2E,Ground Truth,-0.3152427916187301,-0.30346601220967295,600,-31.524279161873007
2,MLP-E2E,Mean,-0.022098073979203492,-0.014489688368602073,600,-2.209807397920349
2,MLP-E2E,Pseudo-Feature,0.2546132517688876,0.25283051774431237,600,25.46132517688876
3,LH,Gaussian,-0.5533966011604037,-0.5510601350328748,600,-55.33966011604037
3,LH,Ground Truth,0.1863025314346181,0.2012290683773557,600,18.63025314346181
3,LH,Mean,-0.344121569158264,-0.31760290972027694,600,-34.4121569158264
3,LH,Pseudo-Feature,-0.0004162238524116369,-0.010437163656982835,600,-0.04162238524116369
3,LH-E2E,Gaussian,-0.31521139740128856,-0.3314749607272005,600,-31.521139740128856
3,LH-E2E,Ground Truth,0.2714928755405667,0.27609362727844555,600,27.149287554056674
3,LH-E2E,Mean,-0.05894115387449781,-0.06936648951571606,600,-5.894115387449781
3,LH-E2E,Pseudo-Feature,-0.02057094250877757,-0.031618796860820794,600,-2.057094250877757
3,MLP,Gaussian,-0.4490491110792228,-0.44250783367648994,600,-44.90491110792228
3,MLP,Ground Truth,0.3958679850439701,0.4187354850554795,600,39.58679850439701
3,MLP,Mean,-0.3325037693823529,-0.3256351510529102,600,-33.250376938235284
3,MLP,Pseudo-Feature,-0.0630441948939554,-0.07314976504516799,600,-6.304419489395539
3,MLP-E2E,Gaussian,-0.46860420836378164,-0.44833394579088515,600,-46.86042083637816
3,MLP-E2E,Ground Truth,0.15411870577221234,0.1543678833632947,600,15.411870577221235
3,MLP-E2E,Mean,-0.2860077162459635,-0.2792620540293379,600,-28.600771624596348
3,MLP-E2E,Pseudo-Feature,-0.4412669632274549,-0.4513671785645982,600,-44.12669632274549
4,LH,Gaussian,-0.511164397902429,-0.47636781586686794,600,-51.11643979024289
4,LH,Ground Truth,0.198240205092347,0.22829448964302562,600,19.8240205092347
4,LH,Mean,-0.6626458220262114,-0.6188085526214304,600,-66.26458220262114
4,LH,Pseudo-Feature,0.00853425033224902,0.0065434838356897874,600,0.853425033224902
4,LH-E2E,Gaussian,-0.35869749906711623,-0.3796583193633987,600,-35.869749906711625
4,LH-E2E,Ground Truth,0.16803134103147824,0.16428182066527497,600,16.803134103147823
4,LH-E2E,Mean,-0.22455208746721458,-0.2227353037925459,600,-22.455208746721457
4,LH-E2E,Pseudo-Feature,0.03069443706199224,0.028721635090723258,600,3.069443706199224
4,MLP,Gaussian,-0.452412728017857,-0.41350192144062725,600,-45.2412728017857
4,MLP,Ground Truth,0.22832711061884828,0.25981995556765036,600,22.83271106188483
4,MLP,Mean,-0.653137697901253,-0.6145059320121562,600,-65.31376979012529
4,MLP,Pseudo-Feature,0.02081501832393607,0.014102242131210342,600,2.081501832393607
4,MLP-E2E,Gaussian,-0.5778814996963378,-0.5629205065805831,600,-57.788149969633785
4,MLP-E2E,Ground Truth,-0.021247765685871823,-0.007230226781997435,600,-2.1247765685871824
4,MLP-E2E,Mean,-0.32628807457668874,-0.30471133710655496,600,-32.62880745766887
4,MLP-E2E,Pseudo-Feature,0.01076560609916714,0.00495193453153418,600,1.076560609916714
