sample,strategy,imputation,upstream,rmse_test,best_st_rmse,abs_gain,pct_gain
10,LH,Gaussian,3,1.9568350315093994,1.6535065174102783,-0.3033285140991211,-0.18344561143562602
10,LH,Gaussian,3,1.9568350315093994,1.2574301958084106,-0.6994048357009888,-0.556217623874808
10,LH,Gaussian,3,1.9568350315093994,0.9065638780593872,-1.0502711534500122,-1.158518642611537
10,LH,Gaussian,3,1.9568350315093994,1.0504869222640991,-0.9063481092453003,-0.8627885697918651
10,LH,Gaussian,3,1.9568350315093994,1.3746296167373657,-0.5822054147720337,-0.4235362076323348
10,LH,Gaussian,3,1.9568350315093994,1.2799991369247437,-0.6768358945846558,-0.5287783991876627
10,LH,Gaussian,3,1.9568350315093994,2.090379238128662,0.1335442066192627,0.06388515738360155
10,LH,Gaussian,3,1.9568350315093994,1.4194787740707397,-0.5373562574386597,-0.3785588536119107
10,LH,Gaussian,3,1.9568350315093994,1.6209832429885864,-0.335851788520813,-0.2071901668160414
10,LH,Gaussian,3,1.9568350315093994,1.1769287586212158,-0.7799062728881836,-0.6626622615644568
10,LH,Gaussian,3,1.9568350315093994,1.156961441040039,-0.7998735904693604,-0.6913571724139068
10,LH,Gaussian,3,1.9568350315093994,0.9696575999259949,-0.9871774315834045,-1.018068059961317
5,MLP,Gaussian,3,1.779240608215332,1.7033003568649292,-0.07594025135040283,-0.044584180966284415
5,MLP,Gaussian,3,1.779240608215332,1.4532341957092285,-0.3260064125061035,-0.22433164143030718
5,MLP,Gaussian,3,1.779240608215332,1.4623578786849976,-0.3168827295303345,-0.2166930093851488
5,MLP,Gaussian,3,1.779240608215332,1.109658122062683,-0.6695824861526489,-0.6034133151821558
5,MLP,Gaussian,3,1.779240608215332,1.8237545490264893,0.04451394081115723,0.024407857315513502
5,MLP,Gaussian,3,1.779240608215332,1.7620255947113037,-0.01721501350402832,-0.009770013304970685
5,MLP,Gaussian,3,1.779240608215332,2.014899730682373,0.23565912246704102,0.11695823810906554
5,MLP,Gaussian,3,1.779240608215332,1.6984295845031738,-0.0808110237121582,-0.047579849320510466
5,MLP,Gaussian,3,1.779240608215332,2.1974754333496094,0.41823482513427734,0.19032514256451208
5,MLP,Gaussian,3,1.779240608215332,1.6303352117538452,-0.14890539646148682,-0.09133422095527259
5,MLP,Gaussian,3,1.779240608215332,1.6429980993270874,-0.13624250888824463,-0.08292310803283622
5,MLP,Gaussian,3,1.779240608215332,1.375045895576477,-0.404194712638855,-0.29394997937097916
10,LH-E2E,Gaussian,3,1.823325276374817,1.6535065174102783,-0.16981875896453857,-0.10270220115643008
10,LH-E2E,Gaussian,3,1.823325276374817,1.2574301958084106,-0.5658950805664062,-0.45004095054563914
10,LH-E2E,Gaussian,3,1.823325276374817,0.9065638780593872,-0.9167613983154297,-1.0112485402328975
10,LH-E2E,Gaussian,3,1.823325276374817,1.0504869222640991,-0.7728383541107178,-0.7356953596766637
10,LH-E2E,Gaussian,3,1.823325276374817,1.3746296167373657,-0.44869565963745117,-0.32641204159591314
10,LH-E2E,Gaussian,3,1.823325276374817,1.2799991369247437,-0.5433261394500732,-0.4244738326585431
10,LH-E2E,Gaussian,3,1.823325276374817,2.090379238128662,0.2670539617538452,0.12775383379377409
10,LH-E2E,Gaussian,3,1.823325276374817,1.4194787740707397,-0.40384650230407715,-0.2845033752395874
10,LH-E2E,Gaussian,3,1.823325276374817,1.6209832429885864,-0.20234203338623047,-0.12482672739612966
10,LH-E2E,Gaussian,3,1.823325276374817,1.1769287586212158,-0.6463965177536011,-0.5492231479761454
10,LH-E2E,Gaussian,3,1.823325276374817,1.156961441040039,-0.6663638353347778,-0.5759602798307234
10,LH-E2E,Gaussian,3,1.823325276374817,0.9696575999259949,-0.853667676448822,-0.8803805348547515
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.7033003568649292,-0.44406044483184814,-0.2607058954940746
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.4532341957092285,-0.6941266059875488,-0.4776426318875541
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.4623578786849976,-0.6850029230117798,-0.4684235870003025
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.109658122062683,-1.0377026796340942,-0.9351553050458147
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.8237545490264893,-0.3236062526702881,-0.17743958628809312
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.7620255947113037,-0.38533520698547363,-0.2186887682801272
5,MLP-E2E,Gaussian,3,2.1473608016967773,2.014899730682373,-0.1324610710144043,-0.06574077558169338
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.6984295845031738,-0.4489312171936035,-0.264321359737104
5,MLP-E2E,Gaussian,3,2.1473608016967773,2.1974754333496094,0.05011463165283203,0.0228055480813464
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.6303352117538452,-0.5170255899429321,-0.3171283955688708
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.6429980993270874,-0.5043627023696899,-0.3069770455463452
5,MLP-E2E,Gaussian,3,2.1473608016967773,1.375045895576477,-0.7723149061203003,-0.5616648205015102
5,LH,Gaussian,3,1.9351308345794678,1.7033003568649292,-0.23183047771453857,-0.13610663367748158
5,LH,Gaussian,3,1.9351308345794678,1.4532341957092285,-0.48189663887023926,-0.331602876049209
5,LH,Gaussian,3,1.9351308345794678,1.4623578786849976,-0.4727729558944702,-0.3232949764113856
5,LH,Gaussian,3,1.9351308345794678,1.109658122062683,-0.8254727125167847,-0.7438982296478471
5,LH,Gaussian,3,1.9351308345794678,1.8237545490264893,-0.11137628555297852,-0.061069778064395015
5,LH,Gaussian,3,1.9351308345794678,1.7620255947113037,-0.17310523986816406,-0.09824218239947088
5,LH,Gaussian,3,1.9351308345794678,2.014899730682373,0.07976889610290527,0.039589511521692676
5,LH,Gaussian,3,1.9351308345794678,1.6984295845031738,-0.23670125007629395,-0.13936477098374025
5,LH,Gaussian,3,1.9351308345794678,2.1974754333496094,0.2623445987701416,0.11938454227460919
5,LH,Gaussian,3,1.9351308345794678,1.6303352117538452,-0.30479562282562256,-0.18695273255966569
5,LH,Gaussian,3,1.9351308345794678,1.6429980993270874,-0.29213273525238037,-0.17780467023791893
5,LH,Gaussian,3,1.9351308345794678,1.375045895576477,-0.5600849390029907,-0.4073209052910773
20,MLP,Gaussian,3,1.6655972003936768,1.07426917552948,-0.5913280248641968,-0.5504467952110291
20,MLP,Gaussian,3,1.6655972003936768,0.9178025722503662,-0.7477946281433105,-0.8147663242104323
20,MLP,Gaussian,3,1.6655972003936768,0.7884331345558167,-0.8771640658378601,-1.1125408451181245
20,MLP,Gaussian,3,1.6655972003936768,0.8281973600387573,-0.8373998403549194,-1.0111114581622567
20,MLP,Gaussian,3,1.6655972003936768,0.9748454093933105,-0.6907517910003662,-0.7085757232321088
20,MLP,Gaussian,3,1.6655972003936768,0.9623938798904419,-0.7032033205032349,-0.730681413501182
20,MLP,Gaussian,3,1.6655972003936768,1.8160083293914795,0.15041112899780273,0.0828251316711766
20,MLP,Gaussian,3,1.6655972003936768,1.2324029207229614,-0.43319427967071533,-0.35150377558062884
20,MLP,Gaussian,3,1.6655972003936768,1.0552637577056885,-0.6103334426879883,-0.5783705146995197
20,MLP,Gaussian,3,1.6655972003936768,0.8216739296913147,-0.8439232707023621,-1.0270780661367775
20,MLP,Gaussian,3,1.6655972003936768,0.7803165316581726,-0.8852806687355042,-1.1345148190751293
20,MLP,Gaussian,3,1.6655972003936768,0.7637892365455627,-0.901807963848114,-1.1807026345733507
5,LH-E2E,Gaussian,3,1.786345362663269,1.7033003568649292,-0.08304500579833984,-0.04875535043695483
5,LH-E2E,Gaussian,3,1.786345362663269,1.4532341957092285,-0.3331111669540405,-0.22922056743336594
5,LH-E2E,Gaussian,3,1.786345362663269,1.4623578786849976,-0.3239874839782715,-0.22155143327132218
5,LH-E2E,Gaussian,3,1.786345362663269,1.109658122062683,-0.6766872406005859,-0.6098159668698039
5,LH-E2E,Gaussian,3,1.786345362663269,1.8237545490264893,0.037409186363220215,0.020512182619744003
5,LH-E2E,Gaussian,3,1.786345362663269,1.7620255947113037,-0.024319767951965332,-0.01380216497703597
5,LH-E2E,Gaussian,3,1.786345362663269,2.014899730682373,0.228554368019104,0.1134321299163115
5,LH-E2E,Gaussian,3,1.786345362663269,1.6984295845031738,-0.08791577816009521,-0.05176298091028155
5,LH-E2E,Gaussian,3,1.786345362663269,2.1974754333496094,0.41113007068634033,0.18709199859388426
5,LH-E2E,Gaussian,3,1.786345362663269,1.6303352117538452,-0.15601015090942383,-0.09569206981771236
5,LH-E2E,Gaussian,3,1.786345362663269,1.6429980993270874,-0.14334726333618164,-0.08724737015513986
5,LH-E2E,Gaussian,3,1.786345362663269,1.375045895576477,-0.411299467086792,-0.2991169010503158
20,MLP-E2E,Gaussian,3,1.7420125007629395,1.07426917552948,-0.6677433252334595,-0.6215791539437457
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.9178025722503662,-0.8242099285125732,-0.8980252980678486
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.7884331345558167,-0.9535793662071228,-1.2094613029478338
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.8281973600387573,-0.9138151407241821,-1.1033784757312173
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.9748454093933105,-0.7671670913696289,-0.7869628189017898
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.9623938798904419,-0.7796186208724976,-0.8100826877257872
20,MLP-E2E,Gaussian,3,1.7420125007629395,1.8160083293914795,0.07399582862854004,0.040746414777367825
20,MLP-E2E,Gaussian,3,1.7420125007629395,1.2324029207229614,-0.509609580039978,-0.41350890319298095
20,MLP-E2E,Gaussian,3,1.7420125007629395,1.0552637577056885,-0.686748743057251,-0.6507839751365594
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.8216739296913147,-0.9203385710716248,-1.120077609639357
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.7803165316581726,-0.9616959691047668,-1.2324434124971861
20,MLP-E2E,Gaussian,3,1.7420125007629395,0.7637892365455627,-0.9782232642173767,-1.28075026121296
20,LH,Gaussian,3,1.8070132732391357,1.07426917552948,-0.7327440977096558,-0.6820861236649602
20,LH,Gaussian,3,1.8070132732391357,0.9178025722503662,-0.8892107009887695,-0.9688474709855169
20,LH,Gaussian,3,1.8070132732391357,0.7884331345558167,-1.018580138683319,-1.2919042770280849
20,LH,Gaussian,3,1.8070132732391357,0.8281973600387573,-0.9788159132003784,-1.1818631167268785
20,LH,Gaussian,3,1.8070132732391357,0.9748454093933105,-0.8321678638458252,-0.8536408499515017
20,LH,Gaussian,3,1.8070132732391357,0.9623938798904419,-0.8446193933486938,-0.8776234045096428
20,LH,Gaussian,3,1.8070132732391357,1.8160083293914795,0.00899505615234375,0.004953202034793461
20,LH,Gaussian,3,1.8070132732391357,1.2324029207229614,-0.5746103525161743,-0.4662520210347214
20,LH,Gaussian,3,1.8070132732391357,1.0552637577056885,-0.7517495155334473,-0.7123806821224207
20,LH,Gaussian,3,1.8070132732391357,0.8216739296913147,-0.985339343547821,-1.1991853555801533
20,LH,Gaussian,3,1.8070132732391357,0.7803165316581726,-1.0266967415809631,-1.3157439320159379
20,LH,Gaussian,3,1.8070132732391357,0.7637892365455627,-1.043224036693573,-1.3658532835731327
10,MLP,Gaussian,3,1.8189737796783447,1.6535065174102783,-0.1654672622680664,-0.10007052317351685
10,MLP,Gaussian,3,1.8189737796783447,1.2574301958084106,-0.5615435838699341,-0.44658032369654826
10,MLP,Gaussian,3,1.8189737796783447,0.9065638780593872,-0.9124099016189575,-1.006448551173343
10,MLP,Gaussian,3,1.8189737796783447,1.0504869222640991,-0.7684868574142456,-0.7315529980686833
10,MLP,Gaussian,3,1.8189737796783447,1.3746296167373657,-0.444344162940979,-0.3232464640152407
10,MLP,Gaussian,3,1.8189737796783447,1.2799991369247437,-0.5389746427536011,-0.42107422357214414
10,MLP,Gaussian,3,1.8189737796783447,2.090379238128662,0.2714054584503174,0.12983551190131581
