,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),2.4410258024832183,2.0,2.75882911491469,0.06418630471265818,0.0020053870343729016,0.009296535921586285
C(strategy),944.0403831683493,3.0,711.2982561376721,3.795754890037136e-195,0.7755617914420833,0.7839740144168653
C(upstream):C(strategy),10.620180076844044,6.0,4.000949378444176,0.0006163659428947111,0.008724844861182031,0.03922462881791269
Residual,260.1326707951094,588.0,,,0.21370797666236185,
