sample,strategy,imputation,upstream,mean_gain,std_gain,prob_positive,n_runs,mean_rmse,mean_best,profile
50,LH-E2E,Mean,3,0.1201440574132295,0.15593312887225075,0.75,120,1.027062749862671,1.2071190973122914,Unstable
50,LH-E2E,Mean,4,0.02990237435674644,0.17040915101589288,0.5833333333333334,120,1.1324025750160218,1.2071190973122914,Unstable
50,LH-E2E,Pseudo-Feature,2,0.36731873096732737,0.11167938289919722,1.0,120,0.7385338127613068,1.2071190973122914,Consistent Positive
50,LH-E2E,Pseudo-Feature,3,0.15516738447911943,0.15049269622170441,0.7833333333333333,120,0.9861797451972961,1.2071190973122914,Unstable
50,LH-E2E,Pseudo-Feature,4,0.20795751473815433,0.14055437093738996,0.925,120,0.9245574116706848,1.2071190973122914,Consistent Positive
50,MLP,Gaussian,2,0.03274931568891541,0.172777930680039,0.625,120,1.12907931804657,1.2071190973122914,Unstable
50,MLP,Gaussian,3,-0.31609231101957247,0.2298910779008767,0.16666666666666666,120,1.5362848877906798,1.2071190973122914,Consistent Negative
50,MLP,Gaussian,4,-0.36375776305882546,0.2383599671001998,0.16666666666666666,120,1.5919251441955566,1.2071190973122914,Consistent Negative
50,MLP,Ground Truth,2,0.2630017914104867,0.13069794644441363,1.0,120,0.860303795337677,1.2071190973122914,Consistent Positive
50,MLP,Ground Truth,3,0.44799344013772113,0.09641457324546777,1.0,120,0.6443615913391113,1.2071190973122914,Consistent Positive
50,MLP,Ground Truth,4,0.2925239781570577,0.12463117884447007,1.0,120,0.8258423149585724,1.2071190973122914,Consistent Positive
50,MLP,Mean,2,-0.3174869063323552,0.2301195039729237,0.16666666666666666,120,1.5379128098487853,1.2071190973122914,Consistent Negative
50,MLP,Mean,3,-0.1930352875945202,0.20851511315036536,0.16666666666666666,120,1.3926394581794739,1.2071190973122914,Consistent Negative
50,MLP,Mean,4,-0.5186660015281265,0.265313468181386,0.0,120,1.7727507472038269,1.2071190973122914,Consistent Negative
50,MLP,Pseudo-Feature,2,0.09119637020252726,0.15872656641506452,0.75,120,1.060853612422943,1.2071190973122914,Unstable
50,MLP,Pseudo-Feature,3,0.0667126032595883,0.1648409204298476,0.7166666666666667,120,1.0894337058067323,1.2071190973122914,Unstable
50,MLP,Pseudo-Feature,4,0.19357401447957043,0.14119810142704592,0.9083333333333333,120,0.9413473844528198,1.2071190973122914,Consistent Positive
50,MLP-E2E,Gaussian,2,-0.31425393905684124,0.237765483420345,0.15,120,1.5341389417648315,1.2071190973122914,Consistent Negative
50,MLP-E2E,Gaussian,3,-0.15403549503144212,0.20177139460280752,0.16666666666666666,120,1.3471146941184997,1.2071190973122914,Consistent Negative
50,MLP-E2E,Gaussian,4,-0.29362033155640016,0.2321046117300852,0.16666666666666666,120,1.5100531697273254,1.2071190973122914,Consistent Negative
50,MLP-E2E,Ground Truth,2,-0.16166654370549327,0.22070040763545945,0.20833333333333334,120,1.3560224771499634,1.2071190973122914,Unstable
50,MLP-E2E,Ground Truth,3,0.20514230821071935,0.14086230046495932,0.9333333333333333,120,0.9278436243534088,1.2071190973122914,Consistent Positive
50,MLP-E2E,Ground Truth,4,0.05260875735107206,0.1778307771727809,0.65,120,1.1058972358703614,1.2071190973122914,Unstable
50,MLP-E2E,Mean,2,0.04627226403898331,0.16734875805722588,0.675,120,1.1132938742637635,1.2071190973122914,Unstable
50,MLP-E2E,Mean,3,-2.9985379281722415e-05,0.17712757329913298,0.48333333333333334,120,1.1673428535461425,1.2071190973122914,Unstable
50,MLP-E2E,Mean,4,-0.017094691122559857,0.18047053577132968,0.4583333333333333,120,1.1872626185417174,1.2071190973122914,Unstable
50,MLP-E2E,Pseudo-Feature,2,0.3656485611289311,0.11127261068210398,1.0,120,0.7404834151268005,1.2071190973122914,Consistent Positive
50,MLP-E2E,Pseudo-Feature,3,-0.19914065553227606,0.2160034843474654,0.175,120,1.3997663021087647,1.2071190973122914,Consistent Negative
50,MLP-E2E,Pseudo-Feature,4,0.16007429504768744,0.15486405373926357,0.8333333333333334,120,0.9804518699645997,1.2071190973122914,Consistent Positive
75,LH,Gaussian,2,-0.3831318033226012,0.20510082000730456,0.008333333333333333,120,1.2029739618301392,0.8815765976905823,Consistent Negative
75,LH,Gaussian,3,-0.9226430604313974,0.23015196083118294,0.0,120,1.6722119569778442,0.8815765976905823,Consistent Negative
75,LH,Gaussian,4,-0.8439962549193791,0.21718630563203567,0.0,120,1.6038091778755188,0.8815765976905823,Consistent Negative
75,LH,Ground Truth,2,0.06293196800267575,0.10991506000691088,0.675,120,0.8150115847587586,0.8815765976905823,Unstable
75,LH,Ground Truth,3,0.026471977934609293,0.15941880578150278,0.6333333333333333,120,0.8467225313186646,0.8815765976905823,Unstable
75,LH,Ground Truth,4,0.040419419106436004,0.13460762882061494,0.675,120,0.8345917940139771,0.8815765976905823,Unstable
75,LH,Mean,2,-0.7648809162617067,0.2069411226293483,0.0,120,1.534998893737793,0.8815765976905823,Consistent Negative
75,LH,Mean,3,-0.6236507388063024,0.19044515057424385,0.0,120,1.4121644496917725,0.8815765976905823,Consistent Negative
75,LH,Mean,4,-1.057311909802832,0.24124291645616786,0.0,120,1.7893397092819214,0.8815765976905823,Consistent Negative
75,LH,Pseudo-Feature,2,-0.2280636973279987,0.1441865129953765,0.08333333333333333,120,1.0681040287017822,0.8815765976905823,Consistent Negative
75,LH,Pseudo-Feature,3,-0.16500561073741685,0.13778069705736368,0.08333333333333333,120,1.013259482383728,0.8815765976905823,Consistent Negative
