sample,strategy,imputation,best,worst,mean,std,mode,median,count
5,FS,Gaussian,1.624961495399475,3.5633857250213623,2.682616984844208,0.6227676233797176,3.048027515411377,2.7319493293762207,30
5,FS,Ground Truth,1.3740886449813843,3.33823299407959,2.3133912960688274,0.6143326848792013,2.931610345840454,2.185012459754944,30
5,FS,Mean,1.3473296165466309,2.422398805618286,1.916453534159167,0.3125863717298871,2.422398805618286,1.9916865825653076,29
5,FS,Not Used,1.4266527891159058,3.518091917037964,2.1036430964867274,0.38118511958546064,1.871526837348938,2.0799511671066284,120
5,FS,Pseudo-Feature,1.083663821220398,2.3979649543762207,1.5935832381248474,0.30579471938267405,1.2349708080291748,1.5285499691963196,30
5,LH,Gaussian,1.4911491870880127,1.9351308345794678,1.7871389706929526,0.11113129061429357,1.9351308345794678,1.809416115283966,30
5,LH,Ground Truth,0.8633506298065186,1.3266021013259888,1.0127796530723572,0.12199854066257142,0.8633506298065186,1.007505714893341,30
5,LH,Mean,1.7878398895263672,2.125734567642212,1.9334247390429178,0.12528795985978675,1.8767098188400269,1.8722135424613953,30
5,LH,Pseudo-Feature,1.1848857402801514,1.5744112730026245,1.3678416768709818,0.1278003029681312,1.2059340476989746,1.4101277589797974,30
5,LH-E2E,Gaussian,1.5428155660629272,2.111755609512329,1.8387404441833497,0.17649180822955426,1.786345362663269,1.8255194425582886,30
5,LH-E2E,Ground Truth,0.9443617463111877,1.5287765264511108,1.1803667704264322,0.16336694892437761,1.159325122833252,1.1687398552894592,30
5,LH-E2E,Mean,1.251750111579895,2.214357614517212,1.6601867198944091,0.31667983707860337,1.4935598373413086,1.6142497658729553,30
5,LH-E2E,Pseudo-Feature,1.0663918256759644,1.921077847480774,1.3743865450223287,0.2239626685158101,1.1123424768447876,1.3210170269012451,30
5,MLP,Gaussian,1.493705153465271,1.816078782081604,1.6884565512339273,0.08947847566600844,1.779240608215332,1.7056965827941895,30
5,MLP,Ground Truth,0.7729660868644714,1.1082849502563477,0.9291082123915354,0.09945836248092263,0.8676085472106934,0.9254575073719025,30
5,MLP,Mean,1.7351027727127075,2.1625311374664307,1.9179239789644877,0.14247675833689208,1.9023898839950562,1.8718773126602173,30
5,MLP,Pseudo-Feature,1.1694276332855225,1.7053792476654053,1.3844351212183634,0.17228818155348158,1.1768889427185059,1.3968934416770935,30
5,MLP-E2E,Gaussian,1.8165435791015625,2.832427978515625,2.272585391998291,0.26746304103930635,2.1473608016967773,2.254643201828003,30
5,MLP-E2E,Ground Truth,1.1488984823226929,2.375645399093628,1.533662740389506,0.30213278283032996,1.683626651763916,1.5181771516799927,30
5,MLP-E2E,Mean,1.293939471244812,2.454009532928467,1.8860179940859476,0.37678770509884624,2.2419955730438232,1.8911960124969482,30
5,MLP-E2E,Pseudo-Feature,1.1209168434143066,2.441882848739624,1.541767962773641,0.42933717617516587,1.2202494144439697,1.3575609922409058,30
10,FS,Gaussian,1.2506792545318604,2.9038238525390625,2.2449714064598085,0.5600812597710275,2.467254400253296,2.4584896564483643,30
10,FS,Ground Truth,1.2100178003311157,2.9534153938293457,2.0572600920995074,0.5251192606631273,2.417546272277832,1.957183837890625,30
10,FS,Mean,1.193615436553955,2.2903780937194824,1.632907470067342,0.27891149150256417,2.2903780937194824,1.6413872241973877,30
10,FS,Not Used,0.9288604855537415,3.3515634536743164,1.674362759788831,0.47014333773815686,1.2998368740081787,1.5548954010009766,120
10,FS,Pseudo-Feature,0.9231284856796265,2.3296725749969482,1.4640606741110485,0.3816842557212872,1.0235735177993774,1.3738983273506165,30
10,LH,Gaussian,1.3003027439117432,2.0109446048736572,1.7475902318954468,0.20840250545740185,1.9568350315093994,1.7933267951011658,30
10,LH,Ground Truth,0.8311839699745178,1.2352831363677979,0.9279097179571788,0.09933604116871896,0.8406581878662109,0.8989892303943634,30
10,LH,Mean,1.5813251733779907,2.0374088287353516,1.7618013540903728,0.1914657171254432,1.6597316265106201,1.6753672361373901,30
10,LH,Pseudo-Feature,1.0693601369857788,1.4854085445404053,1.2723615686098735,0.15596273014948972,1.075761079788208,1.2792128324508667,30
10,LH-E2E,Gaussian,1.3407824039459229,1.9739142656326294,1.6868277549743653,0.20043781216915077,1.823325276374817,1.7562649250030518,30
10,LH-E2E,Ground Truth,0.8044297099113464,1.2044925689697266,1.0187652468681336,0.12305650888354035,1.1641244888305664,1.0250775218009949,30
10,LH-E2E,Mean,1.179067611694336,1.9621963500976562,1.5232426444689433,0.27063433352249316,1.5425279140472412,1.5127863883972168,30
10,LH-E2E,Pseudo-Feature,0.9003207087516785,1.6082446575164795,1.2467325349648795,0.20931608276530408,0.9536256790161133,1.3029577732086182,30
10,MLP,Gaussian,1.236767292022705,1.861266016960144,1.6498794118563334,0.1985919733253414,1.8189737796783447,1.7444674968719482,30
10,MLP,Ground Truth,0.6970444917678833,1.005684494972229,0.8351185520490011,0.09193628296122673,0.8607894778251648,0.8658947944641113,30
10,MLP,Mean,1.5373181104660034,2.0540852546691895,1.7587863564491273,0.19593374979869996,1.678712248802185,1.6850268840789795,30
10,MLP,Pseudo-Feature,1.0667691230773926,1.4629837274551392,1.2944606343905132,0.16470782433092176,1.0685373544692993,1.3898397088050842,30
10,MLP-E2E,Gaussian,1.5990654230117798,2.399578332901001,2.061166830857595,0.2128929256624701,2.1100335121154785,2.1133594512939453,30
10,MLP-E2E,Ground Truth,0.9744017124176025,2.110790967941284,1.3570195357004802,0.30641017729490017,1.6034351587295532,1.2301488518714905,30
10,MLP-E2E,Mean,1.1969510316848755,2.2291853427886963,1.7530438741048178,0.38463643852544754,1.9665883779525757,1.9558565616607666,30
10,MLP-E2E,Pseudo-Feature,0.9125323295593262,2.196225166320801,1.4134050031503043,0.42265244250014194,0.9341884255409241,1.3722429275512695,30
20,FS,Gaussian,0.8347322344779968,2.214057207107544,1.724298923180021,0.3486483937694351,1.8512458801269531,1.7717517614364624,29
20,FS,Ground Truth,1.0606045722961426,1.9880411624908447,1.4307338396708171,0.2508314076437742,1.6027292013168335,1.3701581358909607,30
20,FS,Mean,0.8109623789787292,1.3519831895828247,1.1744775732358297,0.12112436026955746,1.2917722463607788,1.1764608025550842,30
20,FS,Not Used,0.8202522397041321,2.9385194778442383,1.2943615004420281,0.4055969630756892,1.2384636402130127,1.1820398569107056,120
20,FS,Pseudo-Feature,0.7352975606918335,1.7851561307907104,1.1297616044680276,0.28669283569591114,0.8400294780731201,1.1516622304916382,30
20,LH,Gaussian,1.1393499374389648,1.8688040971755981,1.6277215798695883,0.22836980199071974,1.8070132732391357,1.7402454018592834,30
20,LH,Ground Truth,0.8100398182868958,1.1703541278839111,0.9062077701091766,0.07998260593703027,0.857593834400177,0.8798232972621918,30
20,LH,Mean,1.4522265195846558,1.8641841411590576,1.6198553641637166,0.17358053758143094,1.4622598886489868,1.5365577340126038,30
