SpDiam_A,AATS3d,AATS2s,AATS3v,AATS1i,AATS2i,AATS3i,AATS4i,ATSC8dv,ATSC1d,ATSC8d,ATSC0i,AATSC0c,MATS1c,MATS2s,MATS7s,GATS1c,GATS2c,GATS5c,GATS7c,GATS8c,GATS2dv,GATS5dv,GATS7dv,GATS8dv,GATS1d,GATS3d,GATS5d,GATS6d,GATS7d,GATS8d,GATS2s,GATS6s,GATS6v,GATS3p,GATS5p,GATS1i,GATS6i,BCUTs-1h,BCUTs-1l,BCUTi-1h,BCUTi-1l,RPCG,Xch-6d,Xc-5d,Xc-3dv,Xc-4dv,AXp-1d,SsCH3,SdCH2,SdsCH,SsssCH,SaaNH,SdsN,SsOH,SssO,SdS,SaaS,SddssS,MINaasC,AETA_alpha,AETA_beta_ns_d,ETA_epsilon_5,ETA_dEpsilon_C,IC2,ZMIC2,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA11,SMR_VSA5,SMR_VSA6,SlogP_VSA2,SlogP_VSA3,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,VSA_EState7,AMID_C,TopoPSA(NO),GGI5,GGI7,GGI8,GGI9,JGI3,TSRW10,TASA,Mor02m,Mor10m,Mor11m,Mor12m,Mor16m,Mor21m,Mor22m,Mor23m,iLOGP,Silicos-IT_Log_P,SpMax_A,VE1_A,AATS8dv,AATS8s,ATSC1dv,ATSC0p,MATS3s,MATS6s,MATS8s,GATS4c,GATS1dv,GATS3s,GATS2v,GATS3v,GATS1p,GATS6p,GATS3i,GATS8i,BCUTc-1h,BCUTd-1l,Xch-5d,Xch-7d,Xc-5dv,Xc-6dv,SdssC,SaasC,SaaaC,SssssC,SsNH2,SssNH,MAXaaCH,AETA_beta_s,AETA_eta_L,AETA_eta_F,IC1,CIC2,ZMIC1,PEOE_VSA9,SlogP_VSA1,SlogP_VSA10,EState_VSA9,VSA_EState3,VSA_EState8,MDEC-33,GGI3,GGI6,JGI2,JGI5,FPSA3,RPCS,Mor03m,Mor06m,Mor08m,Mor13m,XLOGP3,ESOL_Log_S,ESOL_Solubility_(mg/ml),Ali_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml),AATS5d,AATS6i,AATS7s,AATSC0v,ATSC7d,AXp-0d,CIC1,EState_VSA4,EState_VSA5,ETA_dAlpha_B,ETA_dEpsilon_D,GATS1v,GATS2d,GATS2i,GATS3c,GATS3dv,GATS4dv,GATS4i,GATS4s,GATS5i,GATS6dv,GATS7i,GATS7p,JGI4,MLOGP,MOMI-Z,Mor26m,Mor30m,Mor31m,PEOE_VSA4,RNCG,RNCS,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SdO,SlogP_VSA4,SssS,VSA_EState9
4.848666003,3.598130841,3.373942294,230.3952196,148.0103313,152.3722909,154.5546233,156.7303088,-18.79477979,10.85274894,-4.282199154,92.45596396,0.01850997732,-0.6302646196,0.1324729269,0.005767519995,1.681414535,0.8215734086,0.9064609744,1.002224369,1.054101828,0.8896740737,0.9885072594,0.9998426399,0.9883749645,0.6826911885,1.060376704,1.05589752,1.088348271,1.090964493,1.033431616,0.5458088391,0.6358659936,0.9194099983,1.00261432,1.073250507,1.110554208,1.003844652,7.00827662,0.6049843589,14.63946922,10.31162842,0.09330061666,0.5805272079,0.441638319,0.9984880308,0.0,0.4323245357,1.964201672,0.0,7.4293965,0.0,0.0,4.216933667,0.0,0.0,0.0,1.55389175,0.0,0.4875891807,0.4833333333,0.015625,0.7752380952,-0.09560825648,4.902146665,30.09484751,11.05045608,9.778515705,14.98529578,35.61190719,42.82867707,5.13155848,13.46849361,5.316788604,27.22258466,6.544756406,5.907179729,0.0,12.1082079,28.47843254,8.212963268,1.512680149,110.6,0.9030555556,0.5755385488,0.3084057697,0.211882716,0.03528911565,83.97882496,582.7841872,30.12978517,0.3288324493,1.158076518,1.321220577,0.5252566033,-0.03274755212,-0.4785737167,-0.7717788264,0.0,3.04,2.478998053,4.531737251,4.584097859,2.79533356,55.63018497,13.56880932,-0.05397991054,-0.05169907773,-0.02261969407,1.004024422,0.5078511369,0.9434786902,0.8393745447,1.006611013,0.8155005584,1.129322574,1.070344177,0.9321528286,0.4064642962,0.972936617,0.2140761751,0.8558461486,0.1342464278,0.0,0.5475823573,5.825396003,0.0,0.0,5.318228602,3.385412887,1.980954997,0.6640625,0.2179363445,1.01699684,3.913553022,0.7702786768,52.50129632,10.57107519,16.47624748,5.13155848,10.717646,5.905390308,2.52847988,9.905992134,1.729166667,0.6131972789,0.0697167756,0.0205239899,0.04813019629,92.16356724,-4.488477433,1.265419788,-2.442619558,-1.447384538,2.74,-4.3,0.0221,-5.01,0.00427,0.000288,3.394495413,157.3441764,3.040657645,48.38728898,-8.985390235,0.6899617195,1.75887232,44.39282129,6.338535363,0.01666666667,0.04455357143,0.7856332165,1.128091326,1.064475138,0.9473745822,1.080971481,1.028383718,1.190064268,1.019086578,1.036546346,1.051359349,1.094160162,1.400767819,0.04172839506,2.06,2405.546696,-0.1862766929,0.08490507855,0.1253144694,5.425791397,0.1374346587,130.1286907,4.794537184,20.40266096,10.72607221,11.38785599,11.27195315,13.08951281,0.0,0.0
4.859068625,3.855769231,6.173845194,240.1371359,150.9427908,160.4482422,157.2124529,157.9020027,14.02511854,4.019992311,-5.303344867,156.4491924,0.02245942756,-0.6536291568,0.6036731526,0.0668815408,1.887420931,0.7095128323,0.7450943237,0.7954251957,0.7914746016,0.649129647,1.055717632,0.8214979576,0.8592347762,0.9550071824,1.010103751,1.025165305,0.9774692278,1.065712978,1.039315275,0.2389714991,0.8999561306,0.9018911014,0.9153788709,0.9791477113,0.9801324676,0.8269007663,8.00739318,1.197958066,17.43070964,10.3132174,0.2116435251,0.5680413817,0.3928227826,0.9810426578,0.01102166785,0.4294393512,1.889656709,0.0,0.0,0.0,0.0,0.0,0.0,3.901256179,5.516129509,0.0,0.0,-0.3268286424,0.4663945578,0.02857142857,0.8882275132,-0.1717326475,4.887344949,35.24491142,10.05365156,4.983978521,14.18117935,6.066367068,73.23599868,10.75961411,13.28609606,5.316788604,40.83731723,0.0,6.362358859,10.86194872,22.72241949,16.90908504,0.2665202855,1.385260978,82.16,1.118333333,0.7387329932,0.4348702444,0.3165740741,0.04205974843,87.51665402,684.8115367,35.31762793,1.653231091,1.052793975,1.534696123,0.6946878066,0.1505328645,-0.0007803478146,-1.605944026,3.62,3.97,2.489372579,4.663815541,5.87037037,3.248371056,64.10026058,13.97064726,-0.01486649142,-0.1523244448,0.0008914265502,0.931428181,0.4031347679,0.3930837558,0.8436156063,0.9864553424,0.8432903872,0.9228014981,0.7469597498,0.8264999508,0.6306894568,0.9778299933,0.2140761751,0.8989685443,0.1048899075,0.0,0.2205543089,3.858196548,0.6669152278,-4.758526534,0.0,2.976840435,1.892192041,0.6785714286,0.1881080167,1.219678485,3.84774593,0.7850803925,60.14458531,5.693927995,10.05365156,18.85863142,12.21787344,11.98130094,1.889656709,8.909425461,2.229166667,0.936462585,0.06627680312,0.02110062893,0.03506827481,1.116188182,-6.995584337,2.040648062,-2.184634642,-1.329174799,4.76,-6.0,0.000497,-6.89,6.38e-05,5.57e-06,3.548672566,164.1289162,3.398206382,43.79148084,-10.37216455,0.7022507149,1.824679412,16.82083098,35.27459128,0.03360544218,0.01680650038,0.8176690074,0.9378091156,0.7585598346,0.9615523336,0.8959332676,0.8513537904,0.9514935231,0.5291455474,1.051763149,1.123589503,0.6298950087,1.166448121,0.04609014675,3.04,2678.901008,-0.3600892738,0.5125873085,-0.3143517242,10.19736362,0.1499911517,95.16257694,17.9081081,29.36252149,0.0,28.26427081,0.0,6.9237372,0.0,0.0
4.876787905,3.546218487,3.296985816,225.5138161,144.9101629,149.6235346,155.8896455,156.9936431,3.404663923,9.419753086,0.1234567901,91.64075312,0.01278863019,-0.3691494043,0.02775912726,0.2031939835,1.349563057,1.119943861,1.224695753,0.9409701102,1.129988479,0.8941627778,1.106768635,1.037990752,0.9942266759,0.7145084373,1.023422135,1.096601154,1.120611702,1.107031655,0.9753345916,0.5242962607,1.006327488,0.9314642644,0.946112472,1.028320284,1.08431492,1.063908435,7.008273932,1.420015222,14.69238603,10.93106299,0.1073913263,0.4971938746,0.2749716524,0.8734211479,0.0,0.4364434561,1.935183324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4840531564,0.4774509804,0.01470588235,0.779047619,-0.08189572551,4.759064585,31.41548497,5.316788604,19.44429716,0.0,24.26546827,61.01812524,0.0,13.46849361,5.316788604,25.65562151,11.33929359,0.0,12.45193614,16.94476576,35.14411478,3.634142302,1.663244827,96.49,1.111666667,0.536529195,0.4323664651,0.288757716,0.04310796646,84.36464873,652.6949851,33.12812966,1.227185169,0.2873471083,2.24563283,0.2680654904,-0.5187121316,0.01296560658,-0.8249018884,3.21,4.48,2.477181776,4.590853691,5.032258065,3.167562724,58.8696845,11.84933335,-0.1274503808,-0.05429088354,-0.08520564585,0.9423160517,0.467766953,1.018669106,0.9023353477,0.9855938316,0.8988896109,0.9494643412,0.9679136249,0.9862002432,0.4143829928,0.9113304311,0.09622504486,0.8097178565,0.0761440227,0.0,-0.2401826995,5.218831038,1.929508048,0.0,0.0,2.831912268,2.065915647,0.6397058824,0.179459215,1.225832161,3.594016263,0.9958229169,62.4631437,22.84330152,5.316788604,5.687386275,10.36057336,17.65010495,1.953768374,10.21799068,2.284722222,0.7821315193,0.05450733753,0.02223333333,0.03766325524,60.71308242,-3.081883462,2.087019433,-2.518367903,-1.534784906,3.88,-5.23,0.00261,-5.6,0.00111,9.93e-08,3.43220339,158.3734211,3.504516712,48.09593141,-7.481481481,0.6909702525,2.160871239,33.41768391,0.0,0.02254901961,0.01408963585,0.8198653585,1.178644183,1.178925736,1.161523956,1.107526319,1.0044723,1.066939775,0.8304936262,1.126950269,1.080564591,1.010290272,1.037342373,0.0381372549,1.8,2605.424084,-0.6160345646,0.5371950102,-0.5886256539,10.36057336,0.1418617894,31.66772843,4.794537184,19.74844179,0.0,28.58398029,12.72525549,18.25485007,0.0,0.0
4.85960534,3.767676768,3.197029007,241.2091734,148.0907525,152.6340949,156.313344,155.935428,-1.803665141,9.349932096,-6.400633771,86.70222862,0.0128045106,-0.4572122123,0.07899585575,-0.05264030584,1.527393829,1.060765094,1.162888606,1.288477371,0.8752019406,0.8872323928,1.004651851,1.050246921,0.9720526578,0.6771406928,1.054602488,1.122729478,1.079192979,1.129139511,1.116337296,0.8207385016,1.102958026,0.8330669198,0.9227624651,0.9228518586,1.119452489,0.9258480503,3.066006625,1.197958333,14.69645642,10.31321812,0.0952834448,0.5680413817,0.5106739128,0.9510209052,0.0,0.430872001,1.950410878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.607874885,0.0,0.0,0.5787615209,0.4950844854,0.03225806452,0.8047619048,-0.1105046463,4.702693107,33.21853575,5.316788604,4.983978521,14.18117935,29.8000411,61.10326455,10.75961411,6.9237372,5.316788604,34.47495837,0.0,0.0,0.0,15.82245647,15.2635679,5.268556292,1.487602608,72.93,1.028055556,0.6545493197,0.4157375913,0.229382716,0.03784013605,82.94391709,645.1625866,24.17296101,0.6083393922,1.203734206,1.263741638,0.5832354684,0.002652127421,-0.265611952,-0.7275748455,3.64,4.0,2.489906793,4.649301453,4.915555556,2.698004115,57.14376093,13.02374769,-0.07467250642,-0.02960373967,0.09601494395,1.090028368,0.4978792783,1.070476985,0.8269778698,0.9293751307,0.7256490083,0.9384887949,0.9884900922,1.018935918,0.4090716456,0.9779546959,0.2140761751,0.9233763125,0.1521354666,0.0,0.3998230558,5.493595368,0.7408984465,0.0,0.0,3.159929768,1.965149334,0.6693548387,0.1867741161,1.149699898,3.675785394,0.851895745,56.37970635,16.40394758,5.316788604,5.687386275,28.91749514,13.05776442,1.950410878,9.707599066,1.854166667,0.654829932,0.07555555556,0.02187352246,0.03777012702,51.32102269,-3.575777964,0.3226135707,-2.194956531,-1.324867281,4.21,-5.55,0.00126,-6.13,0.000334,4.55e-06,3.683673469,158.4078371,2.878111885,47.91405002,-8.818469896,0.6894086529,1.878803458,33.85586419,6.327320075,0.004915514593,0.01628264209,0.7596740657,1.096944877,1.209173635,1.08970248,1.085667127,0.9726090351,1.098254649,1.03398087,1.124804477,1.123216775,1.004737849,1.200985308,0.04527777778,3.51,2105.430495,-0.411087694,0.4366559962,-0.202343161,10.19736362,0.1586211913,17.80228604,0.0,29.36252149,0.0,22.51475897,0.0,6.9237372,0.0,0.0
4.855222899,3.546511628,3.273569024,223.4270567,143.9190223,146.1018162,154.0845471,156.1793365,23.72057857,7.159763314,-0.8284023669,62.46764447,0.01916955502,-0.4448537678,-0.02892808684,-0.07506031486,1.346208543,0.805629926,1.396193927,1.108161458,0.7789563773,0.9054252199,1.16427588,0.9763345656,0.9151274974,0.6486344538,1.245981532,0.9945728291,0.930510167,0.8956486704,0.9974083896,0.6888466757,0.777435047,1.040049847,0.9819441881,0.9808211923,1.026975255,1.014867223,6.002807773,1.381899691,14.54937327,10.93671092,0.1603666013,0.3214781694,0.2730118646,0.4949846176,0.0,0.4373949292,0.0,0.0,0.0,0.0,0.0,0.0,10.17030951,0.0,0.0,0.0,0.0,0.2087397831,0.4805555556,0.04166666667,0.7448717949,-0.05746943115,3.899408685,34.60446232,10.423316,9.967957042,0.0,36.39820241,30.33183534,0.0,0.0,5.316788604,15.07448444,0.0,0.0,5.749511833,5.386224214,24.52642128,3.49732946,1.754648317,58.04,0.5833333333,0.2274305556,0.1809019904,0.085625,0.04440789474,58.73923509,467.7143654,21.70862663,1.037471582,0.3039448977,1.434996066,-0.05117055834,-0.300138395,-0.2285010423,-0.7471076458,2.54,3.7,2.427611449,4.188333736,4.672131148,2.93715847,22.382643,8.858345261,-0.06976049983,0.02385848535,0.1155272816,0.7885458936,0.6142379454,0.9765775772,0.9810364011,0.9549870422,0.8166995854,1.044632565,1.116336228,0.8595394201,0.4149287333,0.9938724285,0.0,0.4569100218,0.07183363128,0.0,0.0,3.870485185,1.454085483,0.0,0.0,3.357896589,2.027556322,0.6354166667,0.1709410777,1.080176258,2.819774933,1.385993533,57.60172935,22.2842392,5.316788604,11.37477255,0.0,14.2347555,0.0,7.259024008,1.6875,0.2832653061,0.06006006006,0.01944444444,0.04640514963,112.7616894,-3.085546691,2.093372927,-2.069038732,-1.438764958,4.52,-5.11,0.00243,-5.46,0.00109,4.73e-06,3.071428571,155.8224009,2.797564688,49.63237541,2.733727811,0.681465016,2.465627286,28.14885275,0.0,0.01944444444,0.03707264957,0.7698079347,1.155748663,1.233465343,1.204959618,1.037207473,1.081271842,0.984230107,0.8895244707,0.9548839729,0.9374872512,0.970287972,0.9581702264,0.02705882353,2.39,803.7253948,-0.4270413347,0.341979378,-0.2649037613,0.0,0.2774640505,77.20206121,5.106527395,9.967957042,0.0,17.00689132,0.0,0.0,0.0,0.0
4.848683342,3.5,3.000658899,222.3919265,147.0871539,153.0097775,155.3161335,157.6064265,-35.62968889,9.1536,-5.5012,91.41802687,0.01524651028,-0.4581291007,-0.02481871828,-0.01165692595,1.512611824,1.100022337,0.9665187943,1.173037282,1.127370822,0.9806950651,1.052115352,1.083858226,1.032919741,0.7143690226,1.005312043,1.151394778,1.054408677,1.244650643,1.041509977,0.6109231788,1.222195399,0.9495193098,0.9996044492,1.184225849,1.116281435,0.9489375119,6.027276297,0.6049844314,14.63947942,10.31162855,0.07931505811,0.5805272079,0.2749716524,0.9652946778,0.0,0.4340286995,1.978921121,0.0,7.884040334,-0.01183121803,0.0,4.358917274,0.0,0.0,0.0,1.58805301,0.0,0.6492243223,0.488172043,0.01612903226,0.7686868687,-0.0884610814,4.98875844,28.95208964,5.316788604,15.41868244,9.976383254,35.61190719,42.82867707,11.29733409,19.63426922,5.316788604,27.48118054,6.544756406,0.0,6.165775612,12.1082079,23.74168831,7.872209116,1.556515455,89.23,0.7294444444,0.5130385488,0.2711404006,0.269382716,0.03679078014,82.7928273,646.1699673,26.0884089,-0.2129104467,0.4755866073,1.096332069,0.5650146313,-0.233668316,-0.1195685686,-0.4318516379,3.32,3.87,2.479015615,4.520309251,4.517133956,2.80226722,45.32462222,13.38619907,-0.01841099456,-0.1556879175,0.002441966237,1.042867244,0.5630011431,0.7390460571,0.8523468135,1.017468009,0.8273088911,1.244388507,1.049049177,0.9457989088,0.3997723914,0.9113366495,0.2140761751,0.8666591913,0.1189424619,0.0,1.045911104,6.151958635,0.0,0.0,0.0,6.539359984,1.998284106,0.6612903226,0.2145569101,1.015557798,3.972585734,0.65509775,47.55579436,22.20374799,10.74258,5.13155848,15.2298486,15.29881255,2.563882331,9.113837606,1.729166667,0.614829932,0.0589569161,0.01657828283,0.04667855868,298.8885757,-4.741587516,1.649009064,-2.791245547,-1.320589611,3.59,-4.82,0.0065,-5.74,0.000768,8.51e-05,3.558823529,158.3069203,2.78792735,49.35101703,-13.5864,0.6841461785,1.671270456,38.22704568,0.0,0.01182795699,0.0302378625,0.8008294989,1.136569142,1.043672024,1.040793703,1.024738686,1.027493085,1.114809609,1.009703278,1.178057494,1.16340185,1.1407635,1.374988784,0.04176767677,2.17,2164.998956,-0.3915433617,0.3943534511,-0.005986088748,5.261891555,0.1499062506,25.11631822,0.0,20.40266096,4.992404733,17.4570773,0.0,18.25485007,0.0,0.0
4.853876764,3.828947368,3.856135987,228.7129341,148.3867578,154.5298377,157.8299594,158.049454,15.966759,9.869806094,-3.850415512,62.43560312,0.03115705194,-0.5437894286,0.1304179118,-0.1813356503,1.562736294,1.103380711,0.8046443056,1.048937394,0.8298191316,0.8654672497,0.8969234096,1.065580908,0.974046654,0.6494826312,1.081168831,1.192894554,1.201298701,1.155679763,0.9979619947,0.570451943,0.8503505921,0.8469953429,0.9529762349,0.9864705506,1.30729115,0.8583123023,7.00827491,1.454781307,14.5583261,10.9595763,0.1069876433,0.4847080484,0.441638319,0.6240609067,0.0,0.4301553163,1.89518923,0.0,0.0,0.0,0.0,0.0,0.0,10.74611593,0.0,0.0,0.0,0.1721971844,0.4625,0.0,0.8192307692,-0.1245454545,4.504120605,28.0838837,15.20739338,9.361636832,9.967957042,6.066367068,31.18920547,17.32342816,6.9237372,6.792942306,27.23517873,0.0,5.907179729,12.4868703,23.01735616,10.76394322,1.596443689,1.489651553,92.26,0.83,0.4452947846,0.2524644117,0.120632716,0.03997747748,74.70592296,390.023197,25.45196233,1.131927804,0.6025702551,1.385145633,0.3446451667,-0.07726935451,-0.1319974112,-0.6276550115,2.55,1.99,2.48420259,4.366523009,4.155844156,3.575036075,53.1634349,8.220780949,-0.02700803654,0.0983560962,0.09289080191,0.867832243,0.4450403915,0.9169704156,0.7861405245,0.9663289302,1.032917232,0.8581407419,0.9847756445,1.028884916,0.492444945,0.9729436343,0.2140761751,0.7973892596,0.07796367974,0.0,-0.5940774072,4.317240646,0.0,0.0,5.392358172,0.0,1.89518923,0.6979166667,0.1904836376,1.045968362,3.806588042,0.7438069081,40.54206835,5.687386275,15.20739338,0.0,15.20739338,0.0,2.091165262,8.106047675,1.479166667,0.5845351474,0.07407407407,0.02441176471,0.05543580538,89.64680566,-2.49650876,0.2640580435,-1.930380805,-1.366444018,1.72,-3.25,0.182,-3.27,0.172,0.00535,3.50617284,159.9553103,3.770745429,45.82038352,-12.07756233,0.6950597415,1.441339472,11.38131427,0.0,0.0375,0.04326923077,0.8482350935,1.044711507,1.134489703,0.8590466708,1.104697452,0.9678081916,1.108159132,0.8646933595,1.117266646,1.056090764,1.172168355,1.298529108,0.04515873016,0.88,1961.065231,-0.3375425881,0.2071506407,-0.2579395201,0.0,0.180786494,142.4854841,14.26826309,14.53505669,5.733667477,28.70474243,11.56457095,6.9237372,0.0,0.0
4.814735277,3.679487179,3.563492063,228.947131,145.8395111,149.1260098,155.9424091,155.8651756,6.816654492,5.756026297,-0.6990504018,85.2828526,0.01186379532,-0.254495542,-0.02581789209,0.002589759106,1.15227982,1.140158464,1.315378389,0.8060641106,0.9102081961,0.8586754242,0.9879752431,0.9006085193,1.009877265,0.6632554945,1.243237532,1.032121724,1.011133603,0.9417420814,0.9613522071,0.649900382,0.5451722538,1.054599965,0.9579153283,0.925331737,0.8904795362,0.7821487931,8.001918079,1.427567903,17.42477174,10.9489659,0.1231618762,0.4048115028,0.2749716524,0.4868306735,0.0,0.4373949292,0.0,0.0,0.0,0.0,2.902022936,0.0,0.0,0.0,0.0,0.0,0.0,-0.261872772,0.4744047619,0.02083333333,0.7925714286,-0.08689046802,4.438390527,26.28829917,0.0,15.06663885,4.390415048,6.066367068,54.09438804,0.0,0.0,0.0,20.16532066,0.0,0.0,5.817220841,0.0,24.52642128,5.320734706,1.667042088,54.46,0.66,0.267396542,0.1645408163,0.06655864198,0.02758487654,72.22458624,468.5113479,21.48029924,0.9028826661,0.2710355132,1.348122637,0.506919913,-0.04331267518,-0.2132566125,-0.8292339329,2.02,4.88,2.434221777,4.302585104,4.711864407,3.126177024,26.45288532,8.321909885,-0.05267625989,0.08250262369,-0.01155266623,0.8092087057,0.4943965517,0.974551814,0.9394095453,0.960059429,0.835603608,1.001142391,0.9717390772,1.07666844,0.3903537889,0.9938435771,0.1178511302,0.5183302655,0.0761440227,0.0,0.0,4.877703305,0.0,0.0,0.0,0.0,1.962828798,0.6354166667,0.1723326249,1.072182009,3.039081406,0.7710628382,51.92059549,11.38785599,0.0,4.390415048,0.0,7.221352865,0.0,6.807079415,0.9930555556,0.3386394558,0.07207207207,0.02,0.04501175875,215.6839028,-2.735026769,1.22535521,-1.590183518,-1.255363838,3.16,-4.3,0.0157,-3.97,0.0336,1.58e-06,3.358974359,159.236814,3.053104575,47.12886706,-0.7552958364,0.681465016,2.17037196,33.77213846,12.13273414,0.0255952381,0.02052380952,0.7751567797,1.118131868,1.064096471,0.8321619411,1.086118479,1.054712644,1.022527372,0.8710096819,0.8614573143,0.9333938294,0.980980433,1.087472069,0.02633986928,2.29,1050.000952,0.03743711013,0.320875719,-0.1755826212,5.098681808,0.1850120332,54.46079567,4.390415048,20.16532066,0.0,33.77213846,0.0,5.817220841,0.0,0.0
4.8182335,3.229007634,2.882211538,195.8324633,146.8786299,155.1746061,158.6528003,156.2904256,-7.565096953,9.12773161,-0.8984302862,90.39180594,0.01620044691,-0.2306819413,-0.1324211295,0.008211280229,1.211696035,1.529375006,1.149639132,0.7985112327,0.7836796445,1.147150408,0.9350690234,0.9235996782,0.9141220691,0.6738199193,1.247401128,0.8189539246,1.075867141,1.133682431,0.8941328263,1.184949384,0.9920684756,0.8951572436,0.8833507624,0.859679555,1.273465479,0.8323483099,3.511592327,1.370797007,14.69086714,10.94877949,0.0762695301,0.5068735754,0.2749716524,0.6499918594,0.0,0.4407029439,0.0,0.0,0.0,0.0,2.967866825,0.0,0.0,11.30849591,0.0,0.0,0.0,0.825709174,0.4739583333,0.015625,0.7949494949,-0.07828974678,4.66966611,31.85410782,9.473725908,19.96654858,0.0,6.066367068,54.09438804,0.0,0.0,39.45491511,64.5201455,4.736862954,0.0,0.0,6.606881965,6.196843572,5.497512117,1.638978904,76.16,0.8405555556,0.267396542,0.2091364324,0.154683642,0.02245862884,81.45550337,645.7779872,29.37696883,1.512481377,0.7182672636,1.036960535,0.269895088,-0.5322672296,-0.1788724259,-0.7893227442,2.87,4.61,2.434970856,4.409315887,3.576576577,2.501001001,54.77685442,12.8519211,-0.01413077618,0.06174106542,-0.008110525552,0.7192558466,0.5912875909,1.027427955,0.9154022444,0.9326848435,1.081461232,0.8448537724,0.8757702946,1.156320629,0.3922887091,1.734391199,0.1178511302,0.5660912809,0.0761440227,0.0,0.0,6.494769123,0.0,0.0,0.0,0.0,2.07498404,0.6640625,0.2176551115,1.008652749,3.50248497,1.163223904,57.50377507,24.60161992,4.736862954,0.0,9.473725908,7.372103262,5.152574264,6.807079415,1.055555556,0.4594557823,0.06018518519,0.01954780362,0.04762865395,345.6728331,-3.870197062,2.254027002,-2.772017007,-1.838195709,2.7,-4.26,0.0234,-3.95,0.0477,9.06e-07,2.781690141,161.2481328,2.552440291,49.94361528,-6.692828563,0.6746676532,2.330405045,72.36968344,0.0,0.02604166667,0.01546717172,0.9456111293,1.166384809,1.10941333,1.059888593,1.103346646,0.8086092715,1.173879285,0.7674418605,0.9454193246,1.052657083,1.084677029,1.122538287,0.02106060606,1.03,1542.281613,-0.34687003,0.2519738644,-0.2451770319,5.098681808,0.1982969523,47.56430947,9.473725908,25.06523039,0.0,39.52165029,0.0,0.0,0.0,0.0
4.850482361,3.73,3.430268447,229.7246182,145.6016788,150.0506471,153.5691813,156.2608888,-51.97010031,12.71527778,-11.52256944,80.33790092,0.02608007179,-0.5825456676,0.1299780216,0.09690111473,1.596394061,0.9898112517,0.894966913,0.7817706475,0.9247795837,0.8213680164,0.9050781394,1.051860615,1.022502629,0.619348618,1.131142061,0.9855994114,1.274280409,1.116258613,1.071824643,0.5864162261,0.5082660007,0.8839893732,0.9095839575,1.012241449,1.063573607,1.036432143,7.008276203,0.6101347224,14.55664939,10.31169965,0.08845103879,0.6360827635,0.5249716524,0.8292978265,0.0,0.4299566129,2.077230178,0.0,0.0,0.0,3.423005244,0.0,0.0,10.97242517,0.0,1.565653204,0.0,0.4528102575,0.4811111111,0.0,0.7898989899,-0.1062627033,4.727436262,33.6282067,20.19137191,4.794537184,9.967957042,19.05647134,36.75265697,11.49902367,13.34455882,6.792942306,27.6520576,6.420821623,5.907179729,6.792942306,17.13736782,23.46952001,0.8628142772,1.552570798,103.12,1.118333333,0.458404195,0.4306264172,0.284066358,0.03619976359,82.95372815,526.6326495,27.98266268,0.8175392811,0.6706587931,1.385204446,0.8735272517,-0.09692809308,-0.2616827812,-0.882198599,3.17,5.58,2.501030012,4.686156221,4.46728972,2.851563401,61.31095679,13.36759567,-0.01747574688,0.04083244293,-0.07805928516,1.037248282,0.4754457172,0.8873882821,0.8231498296,0.9462658541,0.8359406241,0.9983187868,1.115426163,0.9880345329,0.4923995778,0.9729256188,0.3319273053,0.948466846,0.1175920237,0.0,-0.46054313,7.828221058,0.0,0.0,5.351517682,0.0,2.050362583,0.6666666667,0.2176646508,1.035711674,3.943030336,0.8575262387,47.97125364,11.38785599,15.20739338,0.0,25.17535043,2.893670879,2.297886851,13.86918007,1.701388889,0.6580498866,0.07709750567,0.02662698413,0.05159556022,100.4216409,-3.529088996,1.236209308,-2.584315429,-1.354446688,3.64,-4.94,0.0048,-6.09,0.000343,7.9e-06,3.481132075,153.0057518,3.358447044,48.90457884,-12.75173611,0.6888187153,1.641932165,45.38664412,0.0,0.01888888889,0.04898989899,0.7804455049,1.041264494,1.045856727,0.7825058064,1.065607886,1.047478451,1.195692121,1.05113391,0.9747227459,0.9673508262,0.9630225719,1.189049847,0.03890123457,1.58,3088.005551,-0.4607607371,0.2275395924,-0.1550751089,0.0,0.1616503696,157.9266082,14.26826309,14.95193556,5.733667477,44.84581083,11.37057927,0.0,0.0,0.0
