,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),10.393799326224071,2.0,82.11366907899102,3.550542124263443e-32,0.17857110883767846,0.21832141671443905
C(strategy),8.227077481331127,3.0,43.330675439973334,2.6129917585056665e-25,0.1413456525592269,0.18104940104446043
C(upstream):C(strategy),2.3705167792617554,6.0,6.242562648782951,2.2702149126533663e-06,0.04072676376607275,0.05988496915425587
Residual,37.21398685729542,588.0,,,0.6393564748370218,
