,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),25.686303196346575,2.0,309.2915596005162,1.6561659027364257e-92,0.3569786918546786,0.5126734406914643
C(strategy),9.349806323033345,3.0,75.05468725254481,4.119098206316831e-41,0.12994013209210162,0.2768986879116962
C(upstream):C(strategy),12.502257329630453,6.0,50.18034499359667,8.191230278961123e-50,0.17375172412497394,0.33864373170250833
Residual,24.416357011099272,588.0,,,0.3393294519282457,
