upstream,strategy,imputation,mean_pct_gain,median_pct_gain,count,mean_pct_gain_pct
2,LH,Gaussian,-0.1751863310996785,-0.19529528847727323,50,-17.518633109967848
2,LH,Mean,-0.12810606135620328,-0.14974023544768975,50,-12.81060613562033
2,LH,PseudoFeature,-0.20255840802132594,-0.24498537869390957,50,-20.255840802132592
2,LH,RealValue,-0.19550371117244794,-0.2221484407252809,50,-19.550371117244794
2,LH-E2E,Gaussian,-0.0990311615650565,-0.07634846451554389,50,-9.90311615650565
2,LH-E2E,Mean,0.08712265695769723,0.11825723207280493,50,8.712265695769723
2,LH-E2E,PseudoFeature,0.036147483756024314,0.09531643482941787,50,3.6147483756024315
2,LH-E2E,RealValue,0.0465403321025722,0.0514596575011089,50,4.65403321025722
2,MLP,Gaussian,-0.14767579026854535,-0.13209643819110595,50,-14.767579026854536
2,MLP,Mean,-0.0004147289055923259,-0.004550033557160339,50,-0.04147289055923259
2,MLP,PseudoFeature,-0.20448710515264829,-0.24998434680042708,50,-20.44871051526483
2,MLP,RealValue,-0.13146862468501957,-0.1361889640111534,50,-13.146862468501958
2,MLP-E2E,Gaussian,-0.10232082021971171,-0.08808806375077759,50,-10.232082021971172
2,MLP-E2E,Mean,0.09166858787502268,0.1329558025134207,50,9.166858787502267
2,MLP-E2E,PseudoFeature,0.0378912163714522,0.09258323856977727,50,3.78912163714522
2,MLP-E2E,RealValue,0.033528638457088526,0.09659254043793139,50,3.3528638457088524
3,LH,Gaussian,-0.15505898862760256,-0.11785091664901018,50,-15.505898862760256
3,LH,Mean,-0.03169021362051829,-0.0407158771836999,50,-3.1690213620518293
3,LH,PseudoFeature,-0.2353721224762534,-0.23075801473278357,50,-23.537212247625337
3,LH,RealValue,-0.16430361987204914,-0.1465508322042211,50,-16.430361987204915
3,LH-E2E,Gaussian,-0.11880270037608309,-0.13306881193668613,50,-11.880270037608309
3,LH-E2E,Mean,0.06663719810652462,0.08103506261711912,50,6.663719810652462
3,LH-E2E,PseudoFeature,-0.1587475695136677,-0.0839543745173924,50,-15.87475695136677
3,LH-E2E,RealValue,0.018863617427683128,-0.007652881481863862,50,1.8863617427683128
3,MLP,Gaussian,-0.15092837717264793,-0.14103741000785058,50,-15.092837717264793
3,MLP,Mean,-0.03358067509692217,-0.04421304157811905,50,-3.358067509692217
3,MLP,PseudoFeature,-0.2484997066998593,-0.24346475971808373,50,-24.84997066998593
3,MLP,RealValue,-0.16613893020452677,-0.16192899111613168,50,-16.61389302045268
3,MLP-E2E,Gaussian,-0.12128031669957189,-0.06435189429639832,50,-12.128031669957188
3,MLP-E2E,Mean,0.07067991563787443,0.10296596118462156,50,7.067991563787443
3,MLP-E2E,PseudoFeature,-0.16046874481361884,-0.06982724635075796,50,-16.046874481361883
3,MLP-E2E,RealValue,0.05008448103210036,0.1264422442556779,50,5.008448103210036
4,LH,Gaussian,-0.2702717052023233,-0.33051347533076697,50,-27.02717052023233
4,LH,Mean,-0.06645085524876229,-0.12643889172775596,50,-6.6450855248762295
4,LH,PseudoFeature,-0.20366112066151892,-0.25344745517469636,50,-20.366112066151892
4,LH,RealValue,-0.13399919380989198,-0.16872008363247246,50,-13.399919380989198
4,LH-E2E,Gaussian,-0.22583033195490274,-0.309329854477551,50,-22.583033195490273
4,LH-E2E,Mean,0.0930808607959929,0.05652262344953782,50,9.30808607959929
4,LH-E2E,PseudoFeature,-0.023157449773897068,-0.09042426239096565,50,-2.315744977389707
4,LH-E2E,RealValue,0.04346357509824093,0.051246477062087695,50,4.3463575098240925
4,MLP,Gaussian,-0.2818752449524341,-0.2640511189173893,50,-28.18752449524341
4,MLP,Mean,-0.05397904616637221,-0.09202333612649635,50,-5.397904616637221
4,MLP,PseudoFeature,-0.21303650823537867,-0.2679439677518164,50,-21.30365082353787
4,MLP,RealValue,-0.12870869462973933,-0.17821872470273514,50,-12.870869462973932
4,MLP-E2E,Gaussian,-0.22275276761916454,-0.29100773226265975,50,-22.275276761916455
4,MLP-E2E,Mean,0.11337887854068628,0.12014465049056774,50,11.337887854068628
4,MLP-E2E,PseudoFeature,-0.011929528535760561,-0.06542738891197261,50,-1.192952853576056
4,MLP-E2E,RealValue,0.049815230445450887,0.09132918959409109,50,4.981523044545089
