AATS1i,AATS2i,AATS3i,AATS3p,AATS4i,AATS5d,AATS6i,AATS6s,AATS7d,AATS7s,AATS8s,AATSC0c,AATSC0v,AETA_alpha,AETA_beta_ns_d,AETA_beta_s,AETA_eta_L,AMID_C,ATSC1d,ATSC1dv,ATSC7d,ATSC8dv,AXp-0d,Ali_Log_S,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,CIC1,CIC2,ESOL_Solubility_(mg/ml),EState_VSA1,EState_VSA4,EState_VSA5,ETA_dAlpha_B,ETA_dEpsilon_D,ETA_epsilon_5,ETA_shape_y,FNSA1,Formula_x,GATS1c,GATS1d,GATS1dv,GATS1i,GATS1s,GATS1v,GATS2c,GATS2d,GATS2i,GATS2s,GATS2v,GATS3c,GATS3d,GATS3dv,GATS3i,GATS3s,GATS3v,GATS4d,GATS4dv,GATS4i,GATS4p,GATS4s,GATS5d,GATS5dv,GATS5i,GATS5p,GATS6c,GATS6d,GATS6dv,GATS6p,GATS6s,GATS7c,GATS7dv,GATS7i,GATS7p,GATS7v,GATS8c,GATS8dv,GATS8i,GATS8s,GGI10,GGI3,GGI4,GGI6,GGI7,GGI8,GGI9,IC1,JGI2,JGI4,MATS1c,MATS5s,MATS6s,MATS7s,MATS8s,MAXaaCH,MAXaasC,MDEC-22,MDEC-23,MINaaCH,MLOGP,MOMI-Z,Molecule,Mor02m,Mor03m,Mor08m,Mor10m,Mor12m,Mor13m,Mor23m,Mor24m,Mor26m,Mor30m,Mor31m,PEOE_VSA1,PEOE_VSA10,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RASA,RNCG,RNCS,RPCG,SMILES,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SaaS,SaaaC,SdCH2,SdO,SdS,SddssS,SdsCH,SdssC,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SpDiam_A,SpMax_A,SsCH3,SsCl,SsNH2,SsOH,SssNH,SssO,SssS,SsssCH,SsssN,SssssC,TopoPSA(NO),VE1_A,VSA_EState1,VSA_EState8,VSA_EState9,Xc-3dv,Xc-5dv,Xc-6dv,ZMIC2,fMF
145.0869966,151.630624,153.5821454,1.7808624631924033,162.0972247,3.095238095,153.8110988,3.376284127073874,2.9557845156443765,2.49173028,2.312396352,0.0120073839332992,52.02985719,0.4813333333,0.02,0.6680136249642346,0.2141452488388135,1.726902799,17.62630208,86.00520833,-25.73480903,-66.89236111,0.7106888094,-4.82,-0.4413072823754884,1.2178580032553168,6.008924381269187,1.5646080929906796,2.180441986,1.186160354,0.00493,2.0942539966439964,34.75344337,5.693927995,0.01866666667,0.01841025641,0.7602564103,0.2574934934454301,0.2861149537716692,C21H23N3O,1.2271419325568127,0.7772133273,0.4774777405,1.135304618,0.6790385526444109,0.9584479136,0.8136231018,1.470557872,1.13458482,0.5107568841,0.8125377887,0.9565816542,1.1942706182211835,1.057402812,1.234656487,0.9459305761,1.029471937218934,1.1215240393347925,1.01343373,0.9911808129,1.158181577188843,0.6861882481,1.135710031,1.1990734725337604,0.9233410433,0.7802471478,1.162980303846567,1.3524911559890556,1.383259482,1.128724974,0.8074267202,0.978989329510104,1.156994298,1.099788169,1.233874327,1.1357529639998856,0.8559290985,0.9869634458,1.02037886,0.67715882143291,0.1512800645248585,2.2352160381229296,1.043386689148798,0.8785034014,0.641510771,0.2490925582995514,0.1302690065398482,3.404520514,0.0608834660454806,0.05101139601,-0.080632062168545,-0.0220249204094041,-0.1134696196,0.007532301879,-0.003017361532,2.023902759,0.7345317705123499,13.989856228142695,21.30641131894676,1.6067267557312483,2.84,1844.765861,4k_a46,19.71787636,-3.256377732,-3.51968443235225,1.036481224830135,1.4650931789584662,-1.21846473,-0.2721183639967977,0.0693520790464472,-0.05172541729,0.1774534813,0.009248698229,5.106527395,14.48822745880072,12.053038678057607,5.098681808,38.9703128,37.47383676057284,17.701868285051557,11.38785599,0.8440499245024369,0.3013639207,119.4858903,0.1738843431,Oc1ccc(cc1)c1c(nn2c1[C@H](C)C(C2)(C)C)c1cccc(n1)C,5.106527395,14.76446326,5.414990469,28.26427081,0.0,0.5256714918210106,0.0359349233680067,0.0,2.213737595847909,0.0,1.071294524776753,0.0,4.594348687647662,12.929214556411306,0.0,19.87099066,6.544756406,12.33872767,17.88929387199073,4.993807265,2.5140634880121326,0.9655324700911112,-0.613164815856927,0.0,-2.075303771664992,1.4676277432162754,0.0,0.0,0.0109406292179859,-0.1099301574079439,0.2682971272662777,50.94,4.437654499035101,-2.59977063851421,9.756531676,0.0,1.799994583,0.4665289338,0.1020620726,27.20665253,0.5510234630595118
146.6826228,153.8360163,154.393322,1.4351363863437878,155.5745751,3.354545455,158.4971807,3.2964714632440324,3.122149921130341,2.765855725,2.653451178,0.0198326278722696,49.79497264,0.4860215054,0.03225806452,0.6667040783289346,0.2141176148664879,1.551471636,12.51557093,65.71322995,-10.23529412,-9.547396301,0.6841461785,-5.44,-0.449649606297806,1.2649166049918208,5.732611026573034,0.6310865741388851,1.908587457,0.7850803925,0.00508,5.642807380135671,50.14233313,0.0,0.01397849462,0.01596102151,0.7947916667,0.3203153457376457,0.3178348286205404,C23H20N6OS,1.3383721771024473,0.6231671554,0.5229137409,1.192605992,0.5929387084401897,0.850069437,1.154989437,1.066308244,1.032417708,0.9945878704,0.7856842935,1.051754668,1.13249524348774,1.086841448,1.062812281,1.036202292,1.0358432466678344,1.2750659453062478,0.9933038209,1.204043191,1.0307164760541008,1.124858731,1.074963343,1.0637538253048695,1.08234411,1.094985792,0.8814777521135175,1.3047963177760131,1.074392778,1.042817834,1.179787543,0.9861676980831772,0.9371297311,1.216995818,1.444234896,1.1484843798145536,0.8145217849,0.9601867527,0.9243527456,0.989943272960687,0.231613571836151,1.3631293541555216,2.174934119374752,0.5723809524,0.5755385488,0.2894745387200153,0.1209682528304125,3.763837885,0.0762314570652407,0.04273901809,-0.4331486042995617,0.0933792083193584,-0.09346467055,0.08357969071,0.05190511898,2.043666788,0.9578708888499072,3.4096081375686165,24.09048214036662,1.588626361127085,2.51,2348.487522,12k_a30,29.51563794,-4.40313787,-2.9929408949305447,-0.4914650132649345,1.4925874390847298,-1.630922844,-0.7069449174464102,0.1262883155834442,-0.1549428418,0.3293047376,0.1962706546,10.05365156,0.5331930420372579,11.619299589550248,5.425791397,35.61190719,57.60487770228072,12.642819085831812,17.68087273,0.9582295431873614,0.202199992,91.84114925,0.08993796578,COc1ccc(cc1)CNc1sc(c(n1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,4.736862954,20.40266096,4.992404733,17.13736782,1.602924671,0.0868458506051423,0.3984305703699197,0.0,1.1034184439526746,0.0,0.9000860554935232,1.019725553,5.357441626431706,4.5444651450598,5.13155848,28.42520247,6.544756406,13.08951281,11.447689473115364,4.848604167,2.4868122476847714,2.804252438063666,4.781246308206963,0.0,-4.255350771032343,0.2390703542638621,5.234125561,0.0,0.0876365350243713,2.4356267282629687,-0.6248304169994202,76.74,4.0332238183789855,6.060559754904634,2.652372549,1.66852335,0.9242705142,0.1146045727,0.0,28.80703149,0.4784320284860712
148.4885439,154.5722891,158.9896464,1.397988769871801,159.1024899,3.138461538,162.7737755,3.2984844628904115,3.777004305774404,2.598621878,2.623352166,0.0153895749154676,49.59307996,0.4774193548,0.01612903226,0.6322894911734266,0.1824167726162145,1.612736344,14.19753086,82.0,-2.546296296,-57.0,0.6841461785,-4.61,-0.4408265280460578,1.151920939708824,4.147766562107931,0.6413780095265812,2.04735632,0.8665553244,0.0109,-0.7771491653530842,52.44720452,5.563451492,0.02258064516,0.02971652004,0.7606060606,0.3749779987462033,0.2601220030698794,C24H23N7,1.4580793024254397,0.6075489282,0.4710273729,1.273040708,0.8081939948867706,0.8958941687,1.132674117,1.098690443,1.187985996,0.7862587419,0.9031476427,1.007721208,1.081986660887584,1.10899004,0.9995576389,1.023980623,0.9050807378791494,1.1506807938195396,1.08837712,1.130326292,1.0427865781151997,1.105977208,0.9982952183,1.0031747817955,1.126691111,1.07261661,1.0673217045702657,1.0208578523113818,0.8696387818,0.9195151966,0.9024530485,1.1458693858525164,1.107608088,0.8913461082,0.8241019034,1.1392906704111307,1.178607732,1.119408527,1.005424227,1.1876478038180254,0.0375667944732066,1.85135789172101,2.604609342781938,0.5331972789,0.5538548753,0.3595921042470427,-0.016601626083785,3.707531182,0.0862244147283277,0.0390617284,-0.4394987530879616,-0.0782859694101014,0.1409532813,-0.02441645532,-0.09221780131,2.144178091,0.9989011521867284,9.07583265394091,32.11781364175201,1.906969666543808,2.45,2317.426478,12f_a36,29.11265259,-3.47326956,-2.927078513869471,-0.0138395195634503,1.200054181602847,-1.729343433,-0.5560100590819624,-0.0358572983125198,-0.1333336245,0.2697267306,-0.1275928476,10.30076712,-0.0454258154392324,18.11079913573505,5.425791397,37.26522558,48.64610888040646,22.490435934301367,23.62654039,0.8370610169404971,0.1578230799,14.63916453,0.09235507944,CCc1ccccc1NCc1nc(c([nH]1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,0.0,25.38663948,4.992404733,11.38785599,0.0,2.318782496755424,0.517136768669818,0.0,0.1707652668579455,0.0,7.5840712411027456,0.9516337554,5.982509897068532,0.6782817965176449,5.687386275,26.29938345,12.96557803,13.08951281,-5.992593764660072,4.849116668,2.520542824790017,3.649718810546621,2.1134995956518625,0.0,-0.1397729383479755,3.518187955014108,0.0,0.0,-0.1317296197433766,1.5782528053832414,-0.8547121478247626,83.3,4.448165219511326,12.181505083129478,4.735971546,0.0,0.7641420517,0.09311665768,0.0,29.21815788,0.5490482082030246
147.5978611,157.8321886,157.1610552,1.5873383961067289,160.7924871,3.30075188,161.2686912,2.9933245097677377,2.550485938602992,2.445249597,2.30734127,0.0186598029640201,50.93265931,0.48,0.0,0.6113872942161844,0.2147099848674777,1.659158216,17.59183673,95.75510204,-23.42091837,-134.0714286,0.6888187153,-3.99,-0.3634242694837745,1.0190780339299732,5.947928294975792,1.2902743736053028,2.315494246,0.9627883386,0.0144,1.1397905911408062,70.99110724,0.0,0.02,0.0,0.78,0.3613669438962688,0.3877444169840538,C24H26N6,1.771616040921176,0.6028183716,0.4872254059,1.418977275,1.064074110634647,0.9924155931,1.635793006,1.086986778,1.047773367,0.8086185044,0.7696552482,1.101169241,1.167170064880807,0.9891450263,1.078228218,1.092232767,1.066505958726452,1.1543930126929385,0.9209003747,0.8969788832,0.9522572880384425,0.9377631241,1.045489507,1.063434126004304,1.176815358,1.028415375,1.0762390013220444,0.932722463994075,1.128760745,0.8508560912,1.183776933,1.004786076177998,1.149116523,1.135099677,1.148701918,1.0914786661128804,1.092100555,1.230211318,1.091952783,1.0604372203511772,0.1755543021328865,1.564796988138409,1.699338178031768,0.8187301587,0.6345663265,0.157190339657034,0.1674126376536079,3.491860676,0.0611546339733119,0.03414251208,-0.4448344904773801,-0.0163654771174762,-0.09325959212,0.07908645055,-0.2040327227,2.251293462,0.9555172025337134,10.227636934630674,17.950510542766672,1.7847524638165326,2.3,2137.502982,17a_a50,25.76288881,-2.833120026,-2.243636494462001,0.7998707417726454,1.0031919080375402,-1.712049124,-0.7876009735847147,0.3169243528599741,-0.3516320659,0.3456944555,-0.1783070703,9.467009379,15.93781964713369,18.186272178503984,5.098681808,18.20875424,31.452725123028983,26.59264066794036,35.29333391,0.7749704837091287,0.1662440571,3.860452175,0.05993567359,CN(CCCn1cnc2c1cc(cc2)c1c2C=CCn2nc1c1cccc(n1)C)C,0.0,29.21545116,0.0,22.51475897,0.0,0.0221404593143995,-0.2324672664634481,0.0,-0.8162266532572673,0.0,6.740442963078742,0.0,2.048683529115884,9.04277894555992,0.0,49.85555154,13.08951281,6.9237372,39.408678485670656,4.945982674,2.558109668950701,5.89929967381093,1.0079844078141256,0.0,0.2280642326279953,3.2186207626489223,0.0,0.0,0.0520359702483356,0.7178285285060597,-1.303486835208609,51.77,4.467186793149206,31.260298854413627,4.838045859,4.220524565,1.067258904,0.1288113406,0.0,27.46169931,0.607972127717279
144.7629259,147.7589175,153.50475,1.6378535255592914,153.9041889,3.307692308,157.9388272,2.571732047829548,3.2994105875298296,2.595588235,2.598870056,0.013106076933839,49.22976446,0.4826086957,0.0,0.6681464679243936,0.234239681981855,1.735372024,6.734842951,26.51862673,-1.685902118,-0.1607012418,0.6732572563,-3.87,-0.5420603155699609,0.886228593198094,4.4984747045743205,1.3137939861308572,2.434591481,1.11403462,0.0207,2.3531620858520816,33.77213846,0.0,0.01739130435,0.01956521739,0.75,0.338510629885621,0.2944443393125401,C19H14N4,1.374966704206832,0.5911242604,0.563096817,0.97878136,0.5753884517018049,0.7846235028,1.233316744,1.079036348,1.152129437,1.03106203,0.9533476093,0.8490926167,1.225028257012556,1.017292389,0.975662232,0.8978491903,0.937988342150916,1.2194976778969189,1.040318302,1.155467498,0.9857576827098796,0.9035789474,1.086253983,1.1094175873558871,1.053043714,0.9340563371,0.842785522889846,1.108848994356907,1.090552143,1.007845284,1.115573061,1.1469155894306444,0.9179279139,0.9989757454,1.090007646,1.062042019816872,0.9127689359,1.025513645,1.077909055,0.976852735055654,0.0414249729391248,2.2217397494789872,1.4455940763938795,0.2586394558,0.1962159864,0.2146496381559057,0.1792357696410128,2.774861885,0.0720880508564788,0.02134680135,-0.4136776716286512,0.1509756942385857,-0.1005165051,0.09118856424,0.07486897859,2.076018519,0.8309874954566775,20.185069367276217,28.44817541682732,1.3816706724640002,1.91,1329.437404,GW6604_a52,20.9493021,-2.789726047,-2.45748684411282,0.9342926489483352,1.5317289332656223,-1.178525788,-0.6752059548169375,0.3694037520356511,-0.09450641028,0.3661234005,-0.2843668516,0.0,14.607608734864217,13.11295031895008,5.098681808,36.39820241,45.54404161896958,29.93232910594721,11.38785599,0.8353566993897874,0.1934537568,53.96419523,0.1287815026,c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,0.0,20.16532066,0.0,33.77213846,0.0,0.2890712018597243,-0.1399597564485701,0.0,-0.6427655927319977,0.0,8.538289713978052,0.0,2.761283236746761,2.6200661956111366,0.0,20.16532066,0.0,0.0,18.751089353991805,4.808350992,2.4826969959452425,4.206686097449213,-3.2326424180466224,0.0,2.526731068514996,0.1581133351833059,0.0,0.0,-0.4064976061220387,1.4343502892876518,-1.8866744521111631,54.46,4.994128401344283,-6.3038561060982925,0.0,0.0,0.4238365946,0.0761440227,0.0,30.60576651,0.4930516359671819
145.817401,151.454821,156.37978,1.5899643861933437,158.4776418,3.427272727,159.5420573,3.035269660846044,2.625142827638564,2.864942529,2.993569959,0.017039152565335,48.00479604,0.4731182796,0.01612903226,0.6590623113193639,0.1886431911232909,1.629061707,9.9336,56.6336,-7.0656,-22.4928,0.6841461785,-5.51,-0.3554218629141393,0.8829312799796761,5.0494566109377,1.3143762473109062,1.961800927,0.959483369,0.00417,3.1194997886957303,45.60046608,0.0,0.02688172043,0.0311502118,0.7828282828,0.3446765370070396,0.3663054995610503,C24H19N5O2,1.502152692924003,0.6667444211,0.4979332692,1.169962633,0.7458401670242109,0.8296626622,1.194764311,1.1269372,1.106385139,0.6376763403,0.8657354966,0.8824120773,1.1408956065240217,1.086578615,1.006789333,0.7756154388,0.980141828431354,1.044313506935554,1.034689303,1.158187527,1.0892699892276143,1.004462757,1.145588142,1.0554129784283754,1.157114002,1.020508794,1.3809031161507257,0.8420644535894175,1.002944024,0.9589293484,0.9369932415,0.9770860429685024,1.06648165,0.9809719636,0.9574142706,1.066768101583024,0.941498962,0.9993731107,0.960657298,1.194583416634806,0.0460262656011024,1.8790212039490823,2.725334678629552,0.614829932,0.5130385488,0.3343615567130407,0.2698570607845968,3.682055263,0.0622050123615383,0.04176767677,-0.4616931052967609,-0.0712237024963678,-0.1041976237,-0.05203226847,0.09083916499,1.97940729,0.9551657343485824,10.49931720068693,30.58102782837782,1.7134999587891422,1.29,2452.50927,13a_a6,28.84626541,-3.322802922,-2.9297970212216806,0.7006695191732888,1.1025269824123505,-1.754984888,-0.3626738926915864,-0.0414764588343673,-0.4622425229,0.5825388497,-0.4711483017,19.77449303,11.373670416867723,15.15090456365766,5.261891555,12.13273414,56.9192470005637,37.19189577097984,35.25921319,0.911920045446696,0.1687985428,152.9772102,0.0858889825,N#Cc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2c(c1)OCO2,9.473725908,14.95193556,0.0,40.21348046,0.0,0.962488144872965,0.4773532547723144,0.0,3.939112045768821,0.0,1.327068359405414,0.0,5.701562180771418,4.416638630971397,5.687386275,21.74487787,6.544756406,18.25485007,21.4095491477197,4.848683342,2.4826977005434947,4.397166227103298,-2.8874563070962544,0.0,-0.8144814359630697,4.404214635621252,10.98059471,0.0,0.0114782498245352,1.5037791501860882,-0.5573167887669317,95.85,4.4117976376968135,21.878562671300323,2.658324812,0.0,0.7589589384,0.06263564417,0.0,31.26935238,0.6658430246262366
144.3174032,148.2158062,155.5005704,1.356155351152467,160.1483726,3.685714286,150.6606291,2.6765779344813114,2.959723899925872,2.659451998,2.451205173,0.0156593537606292,48.70120046,0.4922619048,0.04166666667,0.6511670948844539,0.243718373746791,1.668598938,4.756026297,25.58788518,-9.604821037,-1.629665702,0.681465016,-4.26,-0.5027968393995705,1.0840761180064349,8.946262260534382,1.0252881416604471,2.168617053,1.005926512,0.00759,2.877391337950455,28.66745114,0.0,0.007738095238,0.01980952381,0.7754285714,0.3240448351449237,0.4925432335817958,C19H13ClN4,1.4609448630820143,0.7089972527,0.5698652577,1.132512957,0.962544224144033,0.7501828975,0.8817985326,1.103610675,1.140049471,0.869590542,0.929009831,1.403654175,1.0855625710026735,0.9912602227,1.228018363,1.003693386,0.9779218901261324,0.9865155128303006,1.127954012,1.046167488,1.1545995535038962,1.164775022,1.254631083,1.054509871025168,0.8716138248,0.650734107,1.2543400101261963,1.1343186561156433,1.165705981,0.9815847903,0.9397280068,1.0103588251550946,1.023766761,1.040063116,1.084202037,1.0622913415591506,0.4955967438,0.9505280413,0.9511288463,0.200658135203634,0.0855839657458753,2.1944812831388085,1.1952719307223207,0.3844897959,0.2725694444,0.5063988632242049,0.0666948265939003,3.040836313,0.0760598135967659,0.0375,-0.5218869812804924,0.1548351770606098,-0.08592558512,-0.08702436199,0.0002973963039,2.004462449,1.0611419766019448,0.9289240057312718,20.365491872989715,1.8360745206881035,3.58,1372.303956,3b_a12,21.92741253,-3.326694307,-2.436598979538212,0.0748701821514842,2.2507443924630084,-1.232877387,-1.2275362699667565,0.1408274100479783,-0.44083332,0.4441419449,-0.1631997952,5.316788604,3.7070130199808418,12.909157949605795,0.0,29.8000411,42.91886831298129,32.8414900331005,5.687386275,0.9640240703632104,0.2216261846,29.63332311,0.1305005678,Clc1ccc(cc1)C1=N[C](c2c([N]1)cccc2)Nc1ccncc1,0.0,10.30076712,4.992404733,0.0,0.0,-0.2839156722916768,0.6407081063941076,0.0,0.548311890642439,0.0,2.705943268936558,0.6545581381,3.924622567596882,15.265720134336318,11.37477255,10.81959831,0.0,6.165775612,16.41658066315832,4.8884035,2.56052086150477,2.8083775963258213,1.7023081892338454,0.0,2.5762909906718185,4.057972029874542,0.0,0.0,-0.2036889285380221,0.034643105295003,-0.0224354043186542,51.38,4.520103733632663,10.795155403941887,0.0,0.0,0.5982691087,0.05143799709,0.0,29.99218522,0.4976044484163464
146.3467283,151.2254929,157.186806,1.583480660867008,159.0318735,3.0234375,156.633458,3.463677845548831,3.4175158444407385,2.528490028,2.638383838,0.0231969357829529,49.47834402,0.4739583333,0.015625,0.6654233728487147,0.2067783374753836,1.646727263,8.479338843,50.20297521,1.247933884,43.61818182,0.6797656753,-4.15,-0.445125135001138,1.0685971713010909,8.27915180014068,1.0718613033564035,2.087874319,0.8823513639,0.0256,4.458899142167496,52.30116798,0.0,0.02604166667,0.0300245098,0.7803921569,0.3517043207124209,0.4793609941867811,C25H23N5O2,1.6676293662069035,0.7281739687,0.5436466395,1.131669773,0.7296247136357186,0.8795727074,1.098436452,1.186132075,1.171715426,0.7414861039,0.9889053603,1.016168077,0.9519253520406884,1.043135494,1.015878179,1.053732652,0.947044193449783,0.9614589679826232,1.043135494,1.08278471,1.0053779459837728,1.393481191,0.9923349057,0.9734017678283308,0.8995710157,0.8184946154,1.0322959003959622,1.068539284802068,0.9738463563,1.048252812,0.8417966211,0.5767137673250653,0.777126301,1.089856057,1.146973605,1.1986079381829633,0.7786952573,0.8916458408,1.026381936,1.107870818901346,0.0601104106050107,2.3849488313861724,1.6897736977206708,0.3786394558,0.3785076531,0.2719370788965672,0.0550494593156383,3.693485395,0.0579842420506163,0.02737588652,-0.5181288298362313,0.0524637405877938,-0.07109127655,0.0355086687,0.144729708,2.034631883,1.011385927097595,1.934204000015555,22.13415133963428,2.04634893831756,1.37,1432.418675,14a_a5,29.60938638,-4.556060394,-2.072089248906523,0.468694752734448,0.7504529675744213,-1.438365411,-0.6486552110298756,-0.0409320859821738,-0.2568511041,0.2918328058,-0.2183428283,10.05365156,7.646404360264745,6.318992272155232,5.098681808,18.19910121,62.810338908296856,25.48397323211997,11.38785599,0.8776850886550905,0.1606741544,142.3191854,0.09569664158,O=C(C1CCOCC1)Nc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,9.531400138,20.16532066,5.917906046,33.77213846,0.0,0.430736480757816,0.2370747935064319,12.45432442,1.84141294476239,0.0,-2.790111456037085,0.0585009185,3.482350098639084,12.334067626556342,5.687386275,39.28626432,9.531400138,5.917906046,9.002379882258463,4.821864782,2.525681947557343,5.797102527194684,-5.235131735144997,0.0,7.187690679057148,2.121751136307034,5.337351856,0.0,0.2190905479442228,-0.1873044083261661,-0.2710261719063282,92.79,4.446367554015575,17.925518949869108,1.301084642,0.0,0.7104330604,0.1056068053,0.0,29.45497848,0.5333890853636029
146.1247147,151.1860971,158.7179693,1.4438271139830332,158.6785616,3.371900826,159.4257582,2.9291045680567844,3.116989733395413,2.744929453,2.780939476,0.0179950114663356,48.76662659,0.4787878788,0.01515151515,0.6597094165695874,0.1873834170773996,1.654040529,11.32441701,64.76680384,-8.49382716,-53.96707819,0.6855377302,-5.56,-0.4532275491838812,1.214769931113977,2.9901210965646654,1.2348955706204805,2.123059313,0.9254475639,0.0038,6.366152388899538,57.3051773,0.0,0.02121212121,0.02770562771,0.7571428571,0.3690717136389093,0.3843099459448619,C26H21N7,1.897253857171621,0.6424311093,0.4684334539,1.193380188,0.8126861869126114,0.8329574266,1.15952663,1.120631709,1.21712373,0.5735563184,0.9297753277,0.9908573102,0.9768622723288442,1.08262818,0.9367748703,0.7354402211,1.0209944597558895,0.8491494018391001,1.136644661,1.095910684,0.970859589538809,1.106012103,1.158449171,0.977671427394609,1.129738505,1.046671151,1.0824027103725131,1.0240454355733122,1.001028816,0.979257006,0.6014069537,1.1852697125462657,1.110977255,0.9470969825,0.9256106712,1.1431844060951246,0.9957910982,1.090981533,0.9988111824,0.7504841331900081,0.0923742273484408,2.195221287889272,1.7486806669834212,0.5731972789,0.6606788549,0.3483908500048627,0.2444416993102826,3.631828189,0.0716677807963939,0.04393617021,-0.4460442781649849,-0.0652465080561889,0.04574526033,-0.08135202692,-0.02560021309,2.026312773,1.0473969713365494,12.03356733870694,18.312175919788487,1.8890967552314573,1.13,3358.107916,13h_a6,31.66904098,-2.969454678,-2.061660438638292,1.0939684904750209,2.114330366770816,-1.710474999,-0.2558381691424387,0.0504420909193727,-0.3975811033,0.4440482265,-0.2810697766,10.30076712,10.197066401841743,14.547874376244224,5.261891555,19.05647134,60.339373777262814,25.40890399560802,46.29261463,0.9590468128361254,0.1593193784,26.0493072,0.0708162659,CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1ccc(cc1)C#N,0.0,24.9198926,0.0,28.71445679,0.0,1.0626799857916998,-0.2818651462238078,0.0,-0.7615601018308649,0.0,6.288497013064043,0.0,2.8299267036799733,8.396203034172126,5.687386275,24.9198926,12.96557803,11.33111287,15.015031545802044,4.877336081,2.472597772281248,3.54266801856355,3.805231684339248,0.0,3.560990728639129,2.0195130693672283,0.0,0.0,0.1552090333120386,0.5995558530879901,-0.5827376172264956,103.17,4.197707109087662,7.739881227340183,2.591937797,0.0,0.7323949012,0.06541342195,0.0,30.95983989,0.4881872738503194
150.1287662,155.577371,160.8336168,1.6706721063833023,160.1387595,3.341463415,162.5521344,2.605915126016912,2.782044748754617,2.748106061,2.791894353,0.0184687621764418,47.59726111,0.4707070707,0.0303030303,0.6820472688677435,0.2333184640999988,1.519969228,11.33190083,75.49586777,-3.483636364,-2.421487603,0.6904812668,-3.54,-0.4025078715833092,1.1030964081427772,7.255963862017381,1.147868977839669,2.01541337,0.9098018185,0.0997,4.256069578173911,51.71376917,13.26227256,0.02929292929,0.04335016835,0.7768518519,0.2953529115610868,0.3800799675173695,C24H22N8O,1.372692403386711,0.7054229688,0.4701755915,1.310822657,0.5761908471909628,0.871503092,0.9983987644,1.141330729,1.247799371,0.5704406583,0.9051268693,1.185920903,1.0536663135933586,1.182222662,0.9763069501,1.312861561,1.0196392989580136,1.3393817961557002,0.9728418609,1.056870471,1.0209267457612958,0.6390663656,1.109865471,0.8968777834815291,1.169295384,1.094277983,1.1190952004435135,0.8663401236232456,0.9583467224,0.9608184825,0.7748292652,1.0662868139397728,1.052699229,0.8864739701,0.9262473304,0.780617051968902,1.1312054,0.9470689873,1.061783366,0.4347924280708466,0.1197076562319619,1.994760199218598,2.17909297321658,0.7356462585,0.5130385488,0.2751988489850734,0.2978383107501325,3.765946344,0.0610587610348618,0.0399537037,-0.5176473128515893,0.0454816484387215,0.02791545152,-0.06188380767,-0.06019558339,1.980502618,0.912373212501939,14.913671849587828,22.50714604231596,1.858001849316776,1.49,2410.562961,12af_a36,31.04069865,-3.435346892,-3.18670753677877,1.192520991297538,1.3134048590680918,-1.670162037,-0.6786717925568518,0.3458476207821692,-0.2684374989,0.3533697405,-0.2098917096,15.61755573,2.558518500378277,0.0120142335371493,5.425791397,18.20875424,58.86194972549677,32.66989167637407,23.62654039,0.7786474524639857,0.1343410739,33.44055909,0.07858035979,CC(=O)Nc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,4.794537184,25.38663948,4.992404733,11.38785599,0.0,0.4864046815892981,0.7493548696342751,11.33939598,-0.7432809939936216,0.0,-1.7321160894685663,0.7953104794,3.613076785100146,-0.0186531333852162,11.37477255,32.20656318,11.33929359,13.08951281,-0.4598834008775121,4.84872166,2.5160310467125027,0.6796120182203054,0.4400188990890183,0.0,0.7637133082777358,2.9063334447519145,0.0,0.0,0.1088933437735753,1.288874855767823,-1.0998558436733143,112.4,4.704581825387841,-0.2848364825414791,3.918105847,0.0,0.8586399347,0.06365387513,0.0,29.638011,0.5456283831212716
