,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),151.6471718313732,2.0,22.172243253680026,2.877610377132304e-10,0.015790324850779632,0.018231170277625833
C(imputation),978.2961346083994,3.0,95.35739927851318,2.7259582267878736e-58,0.10186549197835298,0.10697998283931656
C(upstream):C(imputation),307.4907176264455,6.0,14.98601195377235,6.705905689428792e-17,0.03201759888618265,0.036286972246047426
Residual,8166.369144295184,2388.0,,,0.8503265842846847,
