,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),1.52394610123941,2.0,39.45521175122161,8.338488034300151e-17,0.0878361471907557,0.11832237242300972
C(strategy),3.8381266049273095,3.0,66.24648024067012,6.5044851648099344e-37,0.22121927614957593,0.2526115133361336
C(upstream):C(strategy),0.6321368020045335,6.0,5.455374779668952,1.6598060189132554e-05,0.03643466205294683,0.05273167093819318
Residual,11.355664660715307,588.0,,,0.6545099146067217,
