,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),0.10022132673525137,2.0,1.5273033735323804,0.2179804371581021,0.0041366643021231025,0.005168061820676995
C(strategy),4.7461424700149335,3.0,48.21860869904352,7.148147367086283e-28,0.1958984057391794,0.19744035459011428
C(upstream):C(strategy),0.08898859866032922,6.0,0.45204146784337285,0.8436483274577176,0.0036730301959240004,0.004591489024542164
Residual,19.292218278819387,588.0,,,0.7962918997627735,
