,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),1.4890293227575822,2.0,27.005132070642368,6.019969240170166e-12,0.08237792658837075,0.08412679229283927
C(strategy),0.3427124421562674,3.0,4.143636672667065,0.006388027775577575,0.018959962688032628,0.02070331458723288
C(upstream):C(strategy),0.033050999410826384,6.0,0.19980502074177944,0.9768017551488825,0.0018284883726098378,0.0020346783855586742
Residual,16.210793553816377,588.0,,,0.8968336223509868,
