sample,strategy,imputation,best,worst,mean,std,mode,median,count
5,FS,Not Used,5.372191905975342,7.197570323944092,6.587859829266866,0.42745641981173094,6.550002574920654,6.652778387069702,120
5,LH,Gaussian,2.548844337463379,4.510406970977783,3.4625295321146647,0.4356811174267056,3.782632827758789,3.461211681365967,30
5,LH,Mean,1.878347635269165,2.7546465396881104,2.231662472089132,0.25983926421600295,2.7052974700927734,2.197799801826477,30
5,LH,PseudoFeature,0.9483616948127747,3.7494850158691406,1.9751462082068125,0.7353986570206767,1.1490529775619507,2.097572088241577,30
5,LH,RealValue,1.2498661279678345,3.3339531421661377,1.9984078844388327,0.6059519793069591,1.9015483856201172,1.8720587491989136,30
5,LH-E2E,Gaussian,1.7004013061523438,6.749497413635254,3.6710545937220256,1.609490719412978,2.1559367179870605,3.3917453289031982,30
5,LH-E2E,Mean,1.812707543373108,3.497180223464966,2.4978891690572103,0.5559683224992531,1.9212353229522705,2.3318679332733154,30
5,LH-E2E,PseudoFeature,0.9057698845863342,4.780716896057129,1.9379285077253978,0.8832444693714921,0.9057698845863342,1.7529453039169312,30
5,LH-E2E,RealValue,1.0072481632232666,4.226873397827148,1.9110291957855225,0.7934946352508949,1.6387354135513306,1.6483961343765259,30
5,MLP,Gaussian,5.630731105804443,6.662599086761475,6.336982870101929,0.23814987615503264,6.414388656616211,6.396862030029297,30
5,MLP,Mean,5.397272109985352,6.646054267883301,6.103411722183227,0.2853341641007294,6.199501037597656,6.08964204788208,30
5,MLP,PseudoFeature,3.030327558517456,6.2348952293396,4.972783446311951,0.93873651530623,3.030327558517456,5.209500789642334,30
5,MLP,RealValue,4.683311939239502,6.253819942474365,5.604218689600627,0.4525819305196868,5.3798675537109375,5.62147855758667,30
5,MLP-E2E,Gaussian,5.785463809967041,6.774308204650879,6.409280459086101,0.23135502327270357,5.785463809967041,6.437356948852539,30
5,MLP-E2E,Mean,4.4156904220581055,6.832923889160156,5.783931382497152,0.6488585846619563,5.274234294891357,5.769296169281006,30
5,MLP-E2E,PseudoFeature,1.2044554948806763,6.390801906585693,4.202033213774363,1.5862655997015207,2.3812122344970703,4.391984701156616,30
5,MLP-E2E,RealValue,3.670971632003784,6.3650031089782715,4.919242374102274,0.7489058657704353,5.222224712371826,4.90025520324707,30
10,FS,Not Used,4.661200046539307,7.195017337799072,6.380484986305237,0.5928388525170727,6.26118803024292,6.439378023147583,120
10,LH,Gaussian,2.4465491771698,4.422026634216309,3.421637002627055,0.4303673509727255,3.7843081951141357,3.4616456031799316,30
