,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),43.58701840627726,2.0,16.414639909057286,1.1564042472226211e-07,0.020932677350988454,0.05287972214798346
C(strategy),1096.6209207308013,3.0,275.3210808892672,1.3775047209875084e-111,0.526652493089452,0.5841476056403077
C(upstream):C(strategy),161.35957787325268,6.0,20.25572034604902,1.356840015446307e-21,0.07749298081435299,0.171287446279767
Residual,780.6801417784785,588.0,,,0.37492184874520645,
