,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),306.9705012772508,2.0,169.61122017619402,6.996121538922932e-59,0.16011688101040825,0.36584796224675886
C(strategy),1043.727865460746,3.0,384.46247235724405,3.730631921344045e-138,0.5444120843725208,0.6623382055965673
C(upstream):C(strategy),34.37149865960591,6.0,6.3304582499875695,1.8164629688054373e-06,0.017928293233814323,0.06067699074817707
Residual,532.0952663494769,588.0,,,0.2775427413832567,
