,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),151.64717183137196,2.0,22.172243253679845,2.877610377133122e-10,0.01579032485077954,0.018231170277625688
C(imputation),978.2961346083828,3.0,95.35739927851155,2.725958226793917e-58,0.1018654919783515,0.10697998283931494
C(upstream):C(imputation),307.4907176264408,6.0,14.986011953772122,6.705905689433175e-17,0.03201759888618225,0.0362869722460469
Residual,8166.369144295184,2388.0,,,0.8503265842846868,
