,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),43.58701840627739,2.0,16.414639909057335,1.1564042472226211e-07,0.02093267735098847,0.05287972214798361
C(strategy),1096.6209207308061,3.0,275.3210808892684,1.3775047209864904e-111,0.5266524930894532,0.5841476056403087
C(upstream):C(strategy),161.35957787325248,6.0,20.255720346048996,1.3568400154463648e-21,0.07749298081435273,0.17128744627976683
Residual,780.6801417784785,588.0,,,0.3749218487452057,
