,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),117.82103969590705,2.0,252.9052590975422,7.192765992695222e-107,0.057465757129812674,0.06574252342176788
C(strategy),227.45271212132337,3.0,325.4879164759811,3.55604477194038e-198,0.11093725150462434,0.11959925102201119
C(upstream):C(strategy),30.671082134499155,6.0,21.94536729616318,1.0003493537402683e-25,0.014959441551345378,0.017988811535718185
Residual,1674.3377270133055,7188.0,,,0.8166375498142177,
