,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),117.79118727075911,2.0,224.46265004265118,2.7552170796320247e-95,0.05544878053808832,0.0587835133178909
C(strategy),85.5698172821771,3.0,108.70778137627838,7.817778044762311e-69,0.04028095928991121,0.04340138286173487
C(upstream):C(strategy),34.941074288383994,6.0,22.194547011058607,4.907425169151268e-26,0.016448089240565806,0.018189351087845383
Residual,1886.0221376280963,7188.0,,,0.8878221709314347,
