,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),303.83277313218156,2.0,876.0739498003894,0.0,0.16754830739747836,0.19598645562441097
C(strategy),110.54170782466454,3.0,212.49125430258383,4.556209259446768e-132,0.060958124602284405,0.08146136351888834
C(upstream):C(strategy),152.5879659792403,6.0,146.65780419204933,4.274913503417962e-176,0.08414449555750647,0.10906700852427662
Residual,1246.4415668173485,7188.0,,,0.6873490724427308,
