,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),364.2690724444397,2.0,683.1011019699636,1.436800525645774e-290,0.04357617040880715,0.04530719117355458
C(strategy),261.85312932618166,3.0,327.36270105075624,4.902103708066543e-209,0.03132452752309218,0.032989089577073784
C(upstream):C(strategy),57.52735707106667,6.0,35.95968290231301,1.2300434252524807e-43,0.006881786307234339,0.00743897038063892
Residual,7675.714493278355,28788.0,,,0.9182175157608663,
