AATS1i,AATS2i,AATS2s,AATS3d,AATS3i,AATS3v,AATS4i,AATS5d,AATS6i,AATS7s,AATS8s,AATSC0c,AATSC0v,AETA_alpha,AETA_beta_ns_d,AMID_C,ATSC0i,ATSC1d,ATSC1dv,ATSC7d,ATSC8d,ATSC8dv,AXp-0d,AXp-1d,Ali_Log_S,BCUTi-1h,BCUTi-1l,BCUTs-1h,BCUTs-1l,CIC1,CIC2,ESOL_Solubility_(mg/ml),EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,ETA_dAlpha_B,ETA_dEpsilon_C,ETA_dEpsilon_D,ETA_epsilon_5,Formula_x,GATS1c,GATS1d,GATS1dv,GATS1i,GATS1v,GATS2c,GATS2d,GATS2dv,GATS2i,GATS2s,GATS2v,GATS3c,GATS3d,GATS3dv,GATS3i,GATS3p,GATS3s,GATS4dv,GATS4i,GATS4s,GATS5c,GATS5d,GATS5dv,GATS5i,GATS5p,GATS6d,GATS6dv,GATS6i,GATS6p,GATS6s,GATS6v,GATS7c,GATS7d,GATS7dv,GATS7i,GATS7p,GATS8c,GATS8d,GATS8dv,GATS8i,GGI5,GGI6,GGI7,GGI8,GGI9,IC1,IC2,JGI3,JGI4,MATS1c,MATS2s,MATS6s,MATS7s,MATS8s,MAXaaCH,MINaasC,MLOGP,MOMI-Z,Molecule,Mor02m,Mor03m,Mor10m,Mor11m,Mor12m,Mor13m,Mor16m,Mor21m,Mor22m,Mor23m,Mor26m,Mor30m,Mor31m,PEOE_VSA1,PEOE_VSA11,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,RNCG,RNCS,RPCG,SMILES,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SaaNH,SaaS,SdCH2,SdO,SdS,SddssS,SdsCH,SdsN,SdssC,Silicos-IT_Log_P,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SpDiam_A,SsCH3,SsNH2,SsOH,SssO,SssS,SsssCH,TASA,TSRW10,TopoPSA(NO),VSA_EState7,VSA_EState8,VSA_EState9,Xc-3dv,Xc-4dv,Xc-5d,Xc-5dv,Xc-6dv,Xch-6d,ZMIC2,iLOGP
145.0869966,151.630624,3.2353179257959064,3.694333265834555,153.5821454,215.11110439070544,162.0972247,3.095238095,153.8110988,2.49173028,2.312396352,0.0120073839332992,52.02985719,0.4813333333,0.02,1.726902799,119.61237221724444,17.62630208,86.00520833,-25.73480903,0.2002398175809272,-66.89236111,0.7106888094,0.4312653413568661,-4.82,15.421636670041504,11.090701814882264,5.212965328256994,1.6285115693443706,2.180441986,1.186160354,0.00493,6.760881785980409,5.185853744236888,12.30984285818052,34.75344337,5.693927995,4.651033547054167,0.01866666667,-0.1755929410340134,0.01841025641,0.7602564103,C21H23N3O,1.2271419325568127,0.7772133273,0.4774777405,1.135304618,0.9584479136,0.8136231018,1.470557872,0.9815090112750005,1.13458482,0.5107568841,0.8125377887,0.9565816542,1.1116635548370584,1.057402812,1.234656487,0.995655571529322,0.9459305761,1.01343373,0.9911808129,0.6861882481,1.1475638796178578,1.135710031,1.1686823894678982,0.9233410433,0.7802471478,1.3524911559890556,1.383259482,1.1044029080323512,1.128724974,0.8074267202,1.0672638701542247,0.978989329510104,1.0460858206153585,1.156994298,1.099788169,1.233874327,0.8559290985,0.8585195234746146,0.9869634458,1.02037886,0.7777043664491837,0.8785034014,0.641510771,0.3676798416438946,0.0348755469005386,3.404520514,4.752063099401306,0.0386024273124428,0.05101139601,-0.080632062168545,0.0681392463786953,-0.1134696196,0.007532301879,-0.003017361532,2.023902759,0.3085082328098191,2.84,1844.765861,4k_a46,19.71787636,-3.256377732,0.4286358330629102,0.2482980679826773,1.178955827402714,-1.21846473,-0.383696744469129,-0.1094746600467535,-0.1762787964603899,-0.2721183639967977,-0.05172541729,0.1774534813,0.009248698229,5.106527395,1.0296797441062626,10.349228624386514,11.5126527718523,5.098681808,38.9703128,51.207847907859474,11.38785599,0.3013639207,119.4858903,0.1738843431,Oc1ccc(cc1)c1c(nn2c1[C@H](C)C(C2)(C)C)c1cccc(n1)C,5.106527395,14.76446326,5.414990469,5.6578094590150485,10.265230997073177,28.26427081,-0.11853326525549,0.0,0.1985951038510748,0.0,-2.419963956479012,0.0,1.1553497596020723,2.738517622125845,0.0,4.594348687647662,0.0,19.87099066,6.544756406,12.33872767,4.993807265,1.9694659916387007,0.0,-0.779661780682557,0.0,0.0,-0.0692146047787671,572.4857598649886,74.403865346425,50.94,5.804260002711356,9.756531676,0.0,1.799994583,0.0018167895944343,0.4019727853324819,0.4665289338,0.1020620726,0.4617631467732954,27.20665253,1.3726365773067346
146.6826228,153.8360163,1.998950781721074,3.562578761151185,154.393322,223.92283466957704,155.5745751,3.354545455,158.4971807,2.765855725,2.653451178,0.0198326278722696,49.79497264,0.4860215054,0.03225806452,1.551471636,58.75266574335159,12.51557093,65.71322995,-10.23529412,-0.7360054044458129,-9.547396301,0.6841461785,0.4339510868417349,-5.44,15.268254829112642,10.289600362831797,4.877585274354079,1.7423464657393737,1.908587457,0.7850803925,0.00508,0.0978445140510846,1.9761222483304035,20.21072641364947,50.14233313,0.0,14.087556913051298,0.01397849462,-0.1174300792341456,0.01596102151,0.7947916667,C23H20N6OS,1.3383721771024473,0.6231671554,0.5229137409,1.192605992,0.850069437,1.154989437,1.066308244,0.871789230520868,1.032417708,0.9945878704,0.7856842935,1.051754668,1.2390026594707884,1.086841448,1.062812281,1.0074007088062078,1.036202292,0.9933038209,1.204043191,1.124858731,0.8743315127922001,1.074963343,1.1019248269424355,1.08234411,1.094985792,1.3047963177760131,1.074392778,0.9920422950933788,1.042817834,1.179787543,1.074704488044656,0.9861676980831772,0.978840591647663,0.9371297311,1.216995818,1.444234896,0.8145217849,1.0167759342948486,0.9601867527,0.9243527456,0.9158044029475024,0.5723809524,0.5755385488,0.1767971979316604,0.3292705309087846,3.763837885,4.7336832710836045,0.0419876787482838,0.04273901809,-0.4331486042995617,0.2321406428329345,-0.09346467055,0.08357969071,0.05190511898,2.043666788,0.2725548120582201,2.51,2348.487522,12k_a30,29.51563794,-4.40313787,1.4413021906403445,0.3953901920559449,2.002474022552105,-1.630922844,-0.0391810646379653,-0.7406521390016261,-0.1667236177872782,-0.7069449174464102,-0.1549428418,0.3293047376,0.1962706546,10.05365156,8.5836070022681,10.342511330270373,3.86301696385776,5.425791397,35.61190719,50.28358435891143,17.68087273,0.202199992,91.84114925,0.08993796578,COc1ccc(cc1)CNc1sc(c(n1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,4.736862954,20.40266096,4.992404733,0.1425440691466803,-6.880938275121561,17.13736782,-1.2107056949181143,1.602924671,-0.130529987144708,0.0,-0.0862854006345252,0.0,-0.8380213669790959,1.5438866719538362,1.019725553,5.357441626431706,5.13155848,28.42520247,6.544756406,13.08951281,4.848604167,0.8538360128496492,0.0,5.299436336442381,5.234125561,0.0,0.3620400100309754,650.566613218923,73.7908706081611,76.74,-0.6980293000428901,2.652372549,1.66852335,0.9242705142,-0.0013192242359716,0.5536635653124544,0.1146045727,0.0,0.5621979190555944,28.80703149,1.7311179258448934
148.4885439,154.5722891,3.2674497844280888,3.725659612730766,158.9896464,258.6079315655586,159.1024899,3.138461538,162.7737755,2.598621878,2.623352166,0.0153895749154676,49.59307996,0.4774193548,0.01612903226,1.612736344,52.21340479058345,14.19753086,82.0,-2.546296296,-0.7123918422562117,-57.0,0.6841461785,0.4262692992220959,-4.61,14.388505959164307,10.298431957675914,5.232292726044456,1.4690096181509658,2.04735632,0.8665553244,0.0109,-2.9744624193646705,-6.714046060606882,5.916639890096299,52.44720452,5.563451492,20.757099642700272,0.02258064516,-0.0668213146634642,0.02971652004,0.7606060606,C24H23N7,1.4580793024254397,0.6075489282,0.4710273729,1.273040708,0.8958941687,1.132674117,1.098690443,0.8226705732655751,1.187985996,0.7862587419,0.9031476427,1.007721208,1.1358445429954536,1.10899004,0.9995576389,0.9989192185620048,1.023980623,1.08837712,1.130326292,1.105977208,1.0547156076338908,0.9982952183,1.0473427240324713,1.126691111,1.07261661,1.0208578523113818,0.8696387818,1.0026821020189418,0.9195151966,0.9024530485,0.9219958698094024,1.1458693858525164,1.1469580970553843,1.107608088,0.8913461082,0.8241019034,1.178607732,1.116806512232966,1.119408527,1.005424227,1.313989235314682,0.5331972789,0.5538548753,0.2836608339664255,0.4410592435555349,3.707531182,4.250665571299312,0.0478656863870016,0.0390617284,-0.4394987530879616,-0.0118136175589628,0.1409532813,-0.02441645532,-0.09221780131,2.144178091,0.9048907944168326,2.45,2317.426478,12f_a36,29.11265259,-3.47326956,2.10064138526688,0.1277629666345693,1.1285484726772024,-1.729343433,0.0038961093082411,-0.5433503966478341,-0.2683887482628814,-0.5560100590819624,-0.1333336245,0.2697267306,-0.1275928476,10.30076712,5.221938412994195,2.636638333963188,11.304501763832024,5.425791397,37.26522558,64.11645432043349,23.62654039,0.1578230799,14.63916453,0.09235507944,CCc1ccccc1NCc1nc(c([nH]1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,0.0,25.38663948,4.992404733,10.878201746764308,-7.591871446483583,11.38785599,0.851140055330825,0.0,-0.2152433587811903,0.0,0.3424413105772204,0.0,4.482445063631285,0.5404127165313787,0.9516337554,5.982509897068532,5.687386275,26.29938345,12.96557803,13.08951281,4.849116668,6.528106609945981,0.0,2.2930851992597785,0.0,0.0,0.2167883116930836,461.9611548717834,64.72390522529629,83.3,2.7842549284937865,4.735971546,0.0,0.7641420517,0.1211108755835866,0.603337639904787,0.09311665768,0.0,0.6083790799021243,29.21815788,0.7102183746214359
147.5978611,157.8321886,3.3255997957880594,3.907288077543744,157.1610552,193.64401071899576,160.7924871,3.30075188,161.2686912,2.445249597,2.30734127,0.0186598029640201,50.93265931,0.48,0.0,1.659158216,85.54546576394473,17.59183673,95.75510204,-23.42091837,-4.292081259390839,-134.0714286,0.6888187153,0.4327044224324587,-3.99,15.387777676814684,10.855282345156123,8.344036394901433,1.1476622372657352,2.315494246,0.9627883386,0.0144,3.6724811600776,15.908562294782612,10.184722165359826,70.99110724,0.0,41.54585423277658,0.02,-0.0794229472690226,0.0,0.78,C24H26N6,1.771616040921176,0.6028183716,0.4872254059,1.418977275,0.9924155931,1.635793006,1.086986778,0.8715300121598717,1.047773367,0.8086185044,0.7696552482,1.101169241,1.138923250561002,0.9891450263,1.078228218,0.9548111191847912,1.092232767,0.9209003747,0.8969788832,0.9377631241,1.0633709256129826,1.045489507,1.1393961748249073,1.176815358,1.028415375,0.932722463994075,1.128760745,0.9228804431225052,0.8508560912,1.183776933,1.1105133787824737,1.004786076177998,1.346804184243806,1.149116523,1.135099677,1.148701918,1.092100555,1.052443049600862,1.230211318,1.091952783,0.6112394848414493,0.8187301587,0.6345663265,0.2209382814197364,0.2055346133449086,3.491860676,3.957297789518166,0.0308981960098371,0.03414251208,-0.4448344904773801,0.0761819101313174,-0.09325959212,0.07908645055,-0.2040327227,2.251293462,0.6621266664056977,2.3,2137.502982,17a_a50,25.76288881,-2.833120026,0.446527597360604,0.7195765230068355,0.6807217549890046,-1.712049124,0.450900154377035,-0.2072158007145763,-0.3368049991193512,-0.7876009735847147,-0.3516320659,0.3456944555,-0.1783070703,9.467009379,-1.229668863597638,10.486505232968993,17.51386416743089,5.098681808,18.20875424,64.27728138031316,35.29333391,0.1662440571,3.860452175,0.05993567359,CN(CCCn1cnc2c1cc(cc2)c1c2C=CCn2nc1c1cccc(n1)C)C,0.0,29.21545116,0.0,15.35033611404477,12.046305288581287,22.51475897,1.035421227645751,0.0,-0.3806206453402443,0.0,-0.1108791544031074,0.0,3.996388329854334,-0.5215261803404884,0.0,2.048683529115884,0.0,49.85555154,13.08951281,6.9237372,4.945982674,0.6893349729532174,0.0,1.0472522172577543,0.0,0.0,0.0710198387171507,596.0793169047241,76.85193043276855,51.77,3.492117786631099,4.838045859,4.220524565,1.067258904,0.1056581940738405,0.289656574474228,0.1288113406,0.0,0.7312559429742617,27.46169931,2.9313985885552656
144.7629259,147.7589175,4.936489677241707,3.542682310638265,153.50475,233.3116446616707,153.9041889,3.307692308,157.9388272,2.595588235,2.598870056,0.013106076933839,49.22976446,0.4826086957,0.0,1.735372024,94.43786977059948,6.734842951,26.51862673,-1.685902118,-9.237586260622727,-0.1607012418,0.6732572563,0.4166474442998021,-3.87,14.58318442694734,10.875465699653468,1.162468366223789,0.8262990483098558,2.434591481,1.11403462,0.0207,-1.4314011791927514,5.615270381820483,12.8863038673113,33.77213846,0.0,0.6149647740810735,0.01739130435,-0.1005841926724858,0.01956521739,0.75,C19H14N4,1.374966704206832,0.5911242604,0.563096817,0.97878136,0.7846235028,1.233316744,1.079036348,0.9088142898027018,1.152129437,1.03106203,0.9533476093,0.8490926167,1.1929174335959245,1.017292389,0.975662232,0.9276548738189436,0.8978491903,1.040318302,1.155467498,0.9035789474,0.8367760117729052,1.086253983,1.2019206337296369,1.053043714,0.9340563371,1.108848994356907,1.090552143,0.9524110742165892,1.007845284,1.115573061,0.9604264170994898,1.1469155894306444,0.9651335862085444,0.9179279139,0.9989757454,1.090007646,0.9127689359,1.0101526461664336,1.025513645,1.077909055,1.131961835401317,0.2586394558,0.1962159864,0.3647301467900731,0.139517945595545,2.774861885,4.753927584968388,0.0357150517142975,0.02134680135,-0.4136776716286512,0.3139913029926865,-0.1005165051,0.09118856424,0.07486897859,2.076018519,-0.1385282120505085,1.91,1329.437404,GW6604_a52,20.9493021,-2.789726047,1.167918653473264,0.2869232837904084,1.1162561167428664,-1.178525788,0.3110317110873346,-0.1516876162980649,-0.1531206341567522,-0.6752059548169375,-0.09450641028,0.3661234005,-0.2843668516,0.0,4.05792555788788,15.233803883005343,5.403621217561915,5.098681808,36.39820241,53.46643543372413,11.38785599,0.1934537568,53.96419523,0.1287815026,c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,0.0,20.16532066,0.0,18.991191802485897,10.411911507216267,33.77213846,2.1870205022779774,0.0,-0.5955302388389818,0.0,-1.4120945847068986,0.0,-0.9693765529723746,-0.3348933989465675,0.0,2.761283236746761,0.0,20.16532066,0.0,0.0,4.808350992,1.3679551598203152,0.0,-3.7316172384871695,0.0,0.0,0.1924091180878305,465.7111450949578,77.63117025832443,54.46,9.61164408085585,0.0,0.0,0.4238365946,0.1385892301340003,0.3283674844236871,0.0761440227,0.0,0.6388018107165572,30.60576651,3.2618188434090345
145.817401,151.454821,3.156272058762044,3.5426857172352726,156.37978,197.59829657379515,158.4776418,3.427272727,159.5420573,2.864942529,2.993569959,0.017039152565335,48.00479604,0.4731182796,0.01612903226,1.629061707,86.0077305353253,9.9336,56.6336,-7.0656,-3.800042209447856,-22.4928,0.6841461785,0.4312841678131343,-5.51,14.889035076871377,10.875965367060582,8.665751012035566,0.8183228379094242,1.961800927,0.959483369,0.00417,-0.0037342912211109,6.939931382738087,14.592561122028302,45.60046608,0.0,31.32326817845632,0.02688172043,-0.0948755611901516,0.0311502118,0.7828282828,C24H19N5O2,1.502152692924003,0.6667444211,0.4979332692,1.169962633,0.8296626622,1.194764311,1.1269372,0.8650263109498117,1.106385139,0.6376763403,0.8657354966,0.8824120773,1.0476294398389,1.086578615,1.006789333,0.9320148350309004,0.7756154388,1.034689303,1.158187527,1.004462757,1.3590843984358698,1.145588142,1.111002679777014,1.157114002,1.020508794,0.8420644535894175,1.002944024,1.0436572749689408,0.9589293484,0.9369932415,1.009654599575608,0.9770860429685024,1.0982588517735388,1.06648165,0.9809719636,0.9574142706,0.941498962,1.120315654665914,0.9993731107,0.960657298,1.2377590707354502,0.614829932,0.5130385488,0.2897157895906863,0.4724683850257706,3.682055263,4.626429079523163,0.0457505908325684,0.04176767677,-0.4616931052967609,-0.0017773939962245,-0.1041976237,-0.05203226847,0.09083916499,1.97940729,0.5205954264035634,1.29,2452.50927,13a_a6,28.84626541,-3.322802922,0.5158319678879162,0.6201594882106468,1.6684677048142198,-1.754984888,0.0021180743784595,-0.2481947147813206,-0.3022827250228948,-0.3626738926915864,-0.4622425229,0.5825388497,-0.4711483017,19.77449303,8.326332454879822,4.150162481321583,23.612259767915297,5.261891555,12.13273414,57.80915406968863,35.25921319,0.1687985428,152.9772102,0.0858889825,N#Cc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2c(c1)OCO2,9.473725908,14.95193556,0.0,26.90541346676062,6.438459908301129,40.21348046,0.5131207285144104,0.0,-0.1056506413243501,0.0,-0.1145516582296061,0.0,5.920049866129646,4.59490793566158,0.0,5.701562180771418,5.687386275,21.74487787,6.544756406,18.25485007,4.848683342,3.0799885035612204,0.0,-3.342618293305697,10.98059471,0.0,0.2041713838741411,470.1834116447827,83.60384477279322,95.85,3.659083974250161,2.658324812,0.0,0.7589589384,0.006501781442148,0.5866897372241113,0.06263564417,0.0,0.6492062381330959,31.26935238,0.6748390737746834
144.3174032,148.2158062,3.4873698337895536,3.918945729703476,155.5005704,215.3197582971589,160.1483726,3.685714286,150.6606291,2.659451998,2.451205173,0.0156593537606292,48.70120046,0.4922619048,0.04166666667,1.668598938,44.84928112578704,4.756026297,25.58788518,-9.604821037,-8.00768794979641,-1.629665702,0.681465016,0.4237494204012189,-4.26,17.052156091902976,10.627884421383026,2.740947801577946,1.3048927943517143,2.168617053,1.005926512,0.00759,8.617612737379913,4.452028181826974,14.053504647344187,28.66745114,0.0,19.246496634870702,0.007738095238,-0.1139771759996056,0.01980952381,0.7754285714,C19H13ClN4,1.4609448630820143,0.7089972527,0.5698652577,1.132512957,0.7501828975,0.8817985326,1.103610675,0.8642940540432463,1.140049471,0.869590542,0.929009831,1.403654175,0.999695002836686,0.9912602227,1.228018363,0.9278848810806504,1.003693386,1.127954012,1.046167488,1.164775022,1.2362395545827942,1.254631083,1.0512070315194526,0.8716138248,0.650734107,1.1343186561156433,1.165705981,1.101245350605106,0.9815847903,0.9397280068,1.0070620849909746,1.0103588251550946,1.2675078681211955,1.023766761,1.040063116,1.084202037,0.4955967438,0.6174292519227789,0.9505280413,0.9511288463,0.7310313404510964,0.3844897959,0.2725694444,0.3587638039778158,0.0743915690041786,3.040836313,4.515617659224634,0.0601726061181287,0.0375,-0.5218869812804924,0.3194760337330464,-0.08592558512,-0.08702436199,0.0002973963039,2.004462449,0.7640693889205237,3.58,1372.303956,3b_a12,21.92741253,-3.326694307,1.429977088495149,1.205551975532155,2.044266932850458,-1.232877387,0.3246933820009754,-0.5067054123602474,0.0967613830282684,-1.2275362699667565,-0.44083332,0.4441419449,-0.1631997952,5.316788604,3.072861335380697,17.537893923739492,5.883393484673919,0.0,29.8000411,53.03217008035955,5.687386275,0.2216261846,29.63332311,0.1305005678,Clc1ccc(cc1)C1=N[C](c2c([N]1)cccc2)Nc1ccncc1,0.0,10.30076712,4.992404733,22.1626957636572,-2.9813524370584537,0.0,2.211849315882279,0.0,0.0914576949471805,0.0,0.9927979445473594,0.0,5.358260877439227,0.9466282457655,0.6545581381,3.924622567596882,11.37477255,10.81959831,0.0,6.165775612,4.8884035,-0.0887540071389501,0.0,1.829703219828705,0.0,0.0,-0.044721776875487,508.6318634477672,70.21381376417824,51.38,-2.222580119255576,0.0,0.0,0.5982691087,0.0317585389191165,0.6550475921693093,0.05143799709,0.0,0.5624232439217538,29.99218522,1.822658823297488
146.3467283,151.2254929,3.261954220759728,3.750506282701827,157.186806,239.5672220479415,159.0318735,3.0234375,156.633458,2.528490028,2.638383838,0.0231969357829529,49.47834402,0.4739583333,0.015625,1.646727263,84.86637138817909,8.479338843,50.20297521,1.247933884,1.225414864134576,43.61818182,0.6797656753,0.438554357615518,-4.15,16.681842356504244,10.66785117812914,5.059479125694384,1.2674491766179607,2.087874319,0.8823513639,0.0256,6.287941453317711,0.7576700235421336,17.57474489733282,52.30116798,0.0,27.015927955912243,0.02604166667,-0.0883689715640748,0.0300245098,0.7803921569,C25H23N5O2,1.6676293662069035,0.7281739687,0.5436466395,1.131669773,0.8795727074,1.098436452,1.186132075,0.7985300391172561,1.171715426,0.7414861039,0.9889053603,1.016168077,0.978914500172408,1.043135494,1.015878179,1.0536412905618295,1.053732652,1.043135494,1.08278471,1.393481191,1.0207188167856416,0.9923349057,0.9067919625849712,0.8995710157,0.8184946154,1.068539284802068,0.9738463563,0.9697063557317096,1.048252812,0.8417966211,0.9710021283764024,0.5767137673250653,1.0855943471393863,0.777126301,1.089856057,1.146973605,0.7786952573,1.0764425515651437,0.8916458408,1.026381936,0.8187632813979664,0.3786394558,0.3785076531,0.4004534087146347,0.2030462200588486,3.693485395,4.71570823589397,0.0405175004551398,0.02737588652,-0.5181288298362313,0.1739954627733362,-0.07109127655,0.0355086687,0.144729708,2.034631883,1.181744515660045,1.37,1432.418675,14a_a5,29.60938638,-4.556060394,0.237343917469502,1.144422995613622,1.4215487699573908,-1.438365411,0.5631003271878763,-0.3440208928309849,-0.4246402681059553,-0.6486552110298756,-0.2568511041,0.2918328058,-0.2183428283,10.05365156,10.536892746869704,8.558472312820287,9.654354091477671,5.098681808,18.19910121,38.989050429425134,11.38785599,0.1606741544,142.3191854,0.09569664158,O=C(C1CCOCC1)Nc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,9.531400138,20.16532066,5.917906046,14.14169099183538,1.858870004011776,33.77213846,4.522094738696948,0.0,-0.000150115749412,12.45432442,0.4728951768811015,0.0,2.216684538696325,2.3379205947400434,0.0585009185,3.482350098639084,5.687386275,39.28626432,9.531400138,5.917906046,4.821864782,1.7281119447664273,0.0,-5.988273017434314,5.337351856,0.0,-0.0823229359905976,483.87261926775335,69.44629006774028,92.79,-1.6047665011674512,1.301084642,0.0,0.7104330604,-0.0689123198435585,0.4861422478866269,0.1056068053,0.0,0.7256737187492095,29.45497848,0.6782665485434991
146.1247147,151.1860971,2.501785373922633,3.493854507002476,158.7179693,223.64951953909244,158.6785616,3.371900826,159.4257582,2.744929453,2.780939476,0.0179950114663356,48.76662659,0.4787878788,0.01515151515,1.654040529,60.282533371475616,11.32441701,64.76680384,-8.49382716,-5.045415513637781,-53.96707819,0.6855377302,0.4363173478600941,-5.56,13.74589571383892,10.807759027709167,4.733743979150561,1.6210415137265253,2.123059313,0.9254475639,0.0038,3.1586721974774736,3.753662360755475,21.82126007822957,57.3051773,0.0,15.917389678519594,0.02121212121,-0.0722895782041227,0.02770562771,0.7571428571,C26H21N7,1.897253857171621,0.6424311093,0.4684334539,1.193380188,0.8329574266,1.15952663,1.120631709,0.8019919614699977,1.21712373,0.5735563184,0.9297753277,0.9908573102,0.8857712015788788,1.08262818,0.9367748703,1.0025113139576896,0.7354402211,1.136644661,1.095910684,1.106012103,1.069353552775387,1.158449171,0.9337400470362952,1.129738505,1.046671151,1.0240454355733122,1.001028816,0.9392783903256952,0.979257006,0.6014069537,1.0573636022449104,1.1852697125462657,1.150466564278949,1.110977255,0.9470969825,0.9256106712,0.9957910982,0.8956191958025485,1.090981533,0.9988111824,0.6291794026706294,0.5731972789,0.6606788549,0.3589257764809224,0.2183720613014192,3.631828189,4.635511370357248,0.0469266769176358,0.04393617021,-0.4460442781649849,0.0067168275352407,0.04574526033,-0.08135202692,-0.02560021309,2.026312773,0.8693892313558191,1.13,3358.107916,13h_a6,31.66904098,-2.969454678,1.140189073074298,0.703650115899941,2.0083685633979425,-1.710474999,0.5699212721148448,-0.0857273144287655,0.0493529282081942,-0.2558381691424387,-0.3975811033,0.4440482265,-0.2810697766,10.30076712,9.609693258709408,3.84393532416777,4.891018059202271,5.261891555,19.05647134,56.52414463450121,46.29261463,0.1593193784,26.0493072,0.0708162659,CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1ccc(cc1)C#N,0.0,24.9198926,0.0,14.059852143135888,4.992798722131274,28.71445679,2.705169829438182,0.0,-0.1150184326702334,0.0,0.8491758855162954,0.0,2.0508002157433216,-0.4627085384384491,0.0,2.8299267036799733,5.687386275,24.9198926,12.96557803,11.33111287,4.877336081,3.3347070315152845,0.0,4.1995408101683696,0.0,0.0,0.050982715458562,515.2317174585012,81.92876731761623,103.17,4.601986085315445,2.591937797,0.0,0.7323949012,0.0973799309962269,0.2689854216695536,0.06541342195,0.0,0.6025317393050053,30.95983989,1.2535757040045563
150.1287662,155.577371,4.051329647811827,3.7038460336531407,160.8336168,205.9087827898017,160.1387595,3.341463415,162.5521344,2.748106061,2.791894353,0.0184687621764418,47.59726111,0.4707070707,0.0303030303,1.519969228,100.21507123033668,11.33190083,75.49586777,-3.483636364,-8.836600476019456,-2.421487603,0.6904812668,0.4346954600585401,-3.54,16.113869629532235,10.733077160782882,6.772788298936767,1.3509029322898731,2.01541337,0.9098018185,0.0997,-3.5282897535203506,-3.957199534070491,17.123143189951147,51.71376917,13.26227256,7.173446579954382,0.02929292929,-0.1405412508444007,0.04335016835,0.7768518519,C24H22N8O,1.372692403386711,0.7054229688,0.4701755915,1.310822657,0.871503092,0.9983987644,1.141330729,0.7364829161982781,1.247799371,0.5704406583,0.9051268693,1.185920903,1.2923426438164844,1.182222662,0.9763069501,0.6680313622917002,1.312861561,0.9728418609,1.056870471,0.6390663656,1.1049680644205024,1.109865471,1.0167383389778295,1.169295384,1.094277983,0.8663401236232456,0.9583467224,0.9834126381408924,0.9608184825,0.7748292652,1.0557810023479888,1.0662868139397728,0.9657602687407808,1.052699229,0.8864739701,0.9262473304,1.1312054,0.7358918310507189,0.9470689873,1.061783366,0.8372651749768621,0.7356462585,0.5130385488,0.3150487820601236,0.330352540975312,3.765946344,4.949028949005574,0.0407909370662354,0.0399537037,-0.5176473128515893,0.1640731759779364,0.02791545152,-0.06188380767,-0.06019558339,1.980502618,0.8076243770512179,1.49,2410.562961,12af_a36,31.04069865,-3.435346892,0.4402018639636074,0.6840347638643988,0.7072418179170157,-1.670162037,-0.1659137943297189,-0.0450163800627725,-0.2289955814373425,-0.6786717925568518,-0.2684374989,0.3533697405,-0.2098917096,15.61755573,9.055307926683325,15.009873302755537,10.944122931864053,5.425791397,18.20875424,25.54938114536049,23.62654039,0.1343410739,33.44055909,0.07858035979,CC(=O)Nc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)C1=CN2[C](C=C1)N=C[N]2,4.794537184,25.38663948,4.992404733,21.97562296785249,-4.392476254685032,11.38785599,1.30377376892981,0.0,-0.3055808942443163,11.33939598,-0.5616922725893485,0.0,3.489692811768544,-0.4430414112645829,0.7953104794,3.613076785100146,11.37477255,32.20656318,11.33929359,13.08951281,4.84872166,1.8696376622262687,0.0,0.4071975430264,0.0,0.0,0.167763449236341,541.7986821503863,85.44803498949781,112.4,6.372008167179397,3.918105847,0.0,0.8586399347,-0.0495330910241266,0.7005121719360106,0.06365387513,0.0,0.4461455671664561,29.638011,3.1135049714058702
