,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),11.121462816271732,2.0,71.13594302554368,2.150140783497061e-28,0.13930454323587407,0.1948204343733075
C(strategy),18.43605025456371,3.0,78.61470756682043,9.034114711736792e-43,0.2309251581570785,0.2862727501501046
C(upstream):C(strategy),4.313847110969867,6.0,9.1975185691664,1.2149364075059215e-09,0.054034124045608777,0.08579973391111606
Residual,45.96424717121966,588.0,,,0.5757361745614387,
