,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),70.6103214620835,2.0,26.519014530694793,9.399360306170619e-12,0.05915370316879553,0.08273772640142438
C(strategy),326.00116000608267,3.0,81.62385064216615,3.7163160949819613e-44,0.2731070394862611,0.29400878365948624
C(upstream):C(strategy),14.250742686232217,6.0,1.7840434870527095,0.10002280347160611,0.01193854078753815,0.017879045834459442
Residual,782.8131956345611,588.0,,,0.6558007165574052,
