pIC50,AATS1i,AATS2i,AATS3i,AATS4i,AATS5d,AATS6i,AATS7s,AATS8s,AATSC0v,AETA_alpha,AETA_beta_ns_d,AMID_C,ATSC1d,ATSC1dv,ATSC7d,ATSC8dv,AXp-0d,Ali_Log_S,CIC1,CIC2,ESOL_Solubility_(mg/ml),EState_VSA4,EState_VSA5,ETA_dAlpha_B,ETA_dEpsilon_D,ETA_epsilon_5,GATS1d,GATS1dv,GATS1i,GATS1v,GATS2c,GATS2d,GATS2i,GATS2v,GATS3c,GATS3dv,GATS3i,GATS3s,GATS4dv,GATS4i,GATS4s,GATS5d,GATS5i,GATS5p,GATS6dv,GATS6p,GATS6s,GATS7dv,GATS7i,GATS7p,GATS8c,GATS8dv,GATS8i,GGI6,GGI7,IC1,JGI4,MATS6s,MATS8s,MAXaaCH,MLOGP,MOMI-Z,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,RNCG,RNCS,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SaaS,SdO,SddssS,SdssC,SlogP_VSA10,SlogP_VSA3,SlogP_VSA4,SpDiam_A,SsNH2,SssS,VSA_EState8,VSA_EState9,Xc-3dv,Xc-5dv,Xc-6dv,ZMIC2
6.583359493,145.045857,151.7808163,154.5847109,162.0658088,3.066666667,153.7869852,2.466666667,2.283702409,52.22564214,0.4820512821,0.01923076923,1.737281155,18.88696655,91.43252595,-25.21607074,-111.1868512,0.7105510391,-5.28,2.368428181,1.346490872,0.0027,41.174265,5.693927995,0.01794871795,0.01761633428,0.7580246914,0.7604015041,0.4745684031,1.151053834,0.9811979846,0.8204296587,1.435418941,1.150658022,0.847892995,0.923798806,1.043212565,1.213894295,0.8992749702,1.08311348,0.9923983499,0.7568720209,1.159934498,0.9381128886,0.8060504642,1.36831172,1.15128987,0.7937709652,1.206264518,1.083114681,1.17929948,0.9197600469,1.110483351,0.9984535941,0.8785034014,0.6823270975,3.303997161,0.04949864499,-0.09577186839,-0.001318857314,2.055152759,3.06,1856.890625,-3.597444181,-1.302169865,-0.04458693,0.1663626326,0.09362744359,5.106527395,5.098681808,45.89405,11.38785599,0.2926393097,124.1941533,5.106527395,14.76446326,5.414990469,28.26427081,0.0,0.0,0.0,0.0,0.0,12.96557803,5.414990469,4.99633447,0.0,0.0,9.890925645,0.0,1.762182231,0.4665289338,0.1020620726,28.37327328
8.0,149.6517217,156.7887235,165.1300249,161.1284905,3.280898876,163.1065269,2.793103448,2.854642314,47.50931806,0.4686813187,0.03846153846,1.51914289,11.26608978,74.27852893,1.135208221,75.41319632,0.6959864369,-3.57,1.682895999,0.7237073367,0.0436,34.64685839,6.066367068,0.03131868132,0.01982091982,0.8153439153,0.6450498108,0.3869798971,1.170095256,0.9001993602,1.31642711,1.044650369,1.250283439,0.853075442,1.322431658,1.039052346,0.8916500422,0.9604706502,1.026194743,1.005423611,0.9095742073,1.297543257,1.067359088,1.036944541,1.266190829,1.049558482,1.485893777,0.9712334693,0.9758674735,1.070124523,1.016702807,0.7252172632,0.8242227403,0.5111564626,0.2803996599,3.743368755,0.04253753754,-0.1940148838,0.08640454012,1.907275554,1.75,1305.357101,-2.989518449,-1.516796498,-0.1333143151,0.3854469559,-0.08393550899,5.316788604,5.098681808,0.0,17.57815784,0.1832797149,32.21497008,4.390415048,24.73242031,0.0,11.38785599,0.0,0.0,0.0,0.0,15.7651876,6.544756406,12.74095804,4.83287049,0.0,0.0,4.618875901,0.0,0.6617085363,0.05720369498,0.0,28.33828488
6.970616222,144.7629259,147.7589175,153.50475,153.9041889,3.307692308,157.9388272,2.595588235,2.598870056,49.22976446,0.4826086957,0.0,1.735372024,6.734842951,26.51862673,-1.685902118,-0.1607012418,0.6732572563,-3.87,2.434591481,1.11403462,0.0207,33.77213846,0.0,0.01739130435,0.01956521739,0.75,0.5911242604,0.563096817,0.97878136,0.7846235028,1.233316744,1.079036348,1.152129437,0.9533476093,0.8490926167,1.017292389,0.975662232,0.8978491903,1.040318302,1.155467498,0.9035789474,1.086253983,1.053043714,0.9340563371,1.090552143,1.007845284,1.115573061,0.9179279139,0.9989757454,1.090007646,0.9127689359,1.025513645,1.077909055,0.2586394558,0.1962159864,2.774861885,0.02134680135,-0.1005165051,0.07486897859,2.076018519,1.91,1329.437404,-2.789726047,-1.178525788,-0.09450641028,0.3661234005,-0.2843668516,0.0,5.098681808,36.39820241,11.38785599,0.1934537568,53.96419523,0.0,20.16532066,0.0,33.77213846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.808350992,0.0,0.0,0.0,0.0,0.4238365946,0.0761440227,0.0,30.60576651
5.823908741,144.7227279,147.4050701,155.2240072,159.9378992,3.534883721,154.4561001,3.873677249,3.404320988,46.23770573,0.4686067019,0.01851851852,1.639376376,6.431290898,25.69303986,-7.850684117,26.10826889,0.6963983015,-4.98,2.190931349,1.160085922,0.00673,11.12690298,24.26546827,0.03139329806,0.03741409718,0.805090312,0.7253674469,0.495530168,0.9275797067,0.7567441633,0.7177619018,1.150452718,1.073783433,0.9711726078,0.7433106859,1.036737698,1.104481501,0.8028411052,1.161312321,1.004902277,0.9775436168,1.094322982,0.7977153753,0.7845234312,0.9090909091,0.9408536473,0.41702611,0.8598944628,0.8818053521,1.074461045,0.8252219138,0.8661781211,0.9201523475,0.4570521542,0.2795493197,3.166620655,0.03757834758,0.0584850184,-0.03699110817,1.873950546,2.78,1771.427832,-3.050304278,-1.346285933,-0.239957759,0.343601045,-0.205236377,10.09050592,0.0,18.19910121,22.64523548,0.2140199639,133.7769021,14.29147963,14.95193556,0.0,34.03309147,0.0,11.04215076,0.0,-0.9841012049,4.390415048,0.0,5.817220841,4.814805348,0.0,0.0,0.0,0.0,0.5974907466,0.08259517058,0.0,33.70273077
6.970616222,142.568784,147.0264186,150.228361,156.1724908,3.465517241,159.8089967,2.506858711,2.574133074,51.19414657,0.5112554113,0.02272727273,1.613859381,6.387543253,37.25823401,-10.49134948,-42.15075398,0.6865492513,-6.13,1.743653309,0.9045555148,0.000727,31.81196091,5.563451492,0.0,0.0,0.7978354978,0.702740662,0.5496909568,0.9601897125,0.7324090131,1.054521134,1.076825843,1.168403169,0.7950806361,0.9514008569,0.9484975008,1.072127304,1.01926616,0.9355006689,1.140327832,1.03888694,1.046033514,1.156503074,0.8949825732,1.28728987,1.429588173,1.590509625,1.498679609,0.9274549705,1.141796019,0.7659585896,1.328864352,0.7764336092,0.3788208617,0.3411635488,3.343809532,0.04555555556,-0.1232475129,-0.3969541693,2.137281307,4.07,390.8279117,-4.431175036,-0.4233779371,-0.2706113907,0.3611107697,-0.1605658084,0.0,5.098681808,58.8330126,11.89077157,0.1752600273,98.50396462,0.0,14.59805822,0.0,21.82845468,1.592402954,0.0,0.0,0.0,0.0,0.0,6.9237372,4.773957061,0.0,0.0,2.084179544,0.0,0.9040054457,0.09878289721,0.0,29.43827486
7.657577319,145.9770422,152.953981,152.6842497,157.4450447,3.345132743,164.3073057,2.631858711,2.624958292,51.38666017,0.4913978495,0.01612903226,1.606975805,13.71306515,79.47213322,-8.124599502,-37.51675171,0.6894086529,-6.04,2.104484741,1.194041746,0.00148,45.37412621,16.69035448,0.008602150538,0.01518817204,0.7708333333,0.663694868,0.4977187343,1.160368181,0.8593066484,1.005233256,1.126869159,1.018835717,0.7802333168,1.119522259,1.033742759,1.129072193,1.13598634,1.029176312,1.079834249,0.9583783785,0.9829832107,1.329678525,1.32374746,0.8970563132,0.8180613897,1.173372775,0.9653634742,1.146837014,1.260601618,1.156194186,1.080027722,1.020986166,0.696462585,0.5130385488,3.623435714,0.04419753086,-0.009400924818,-0.001069349544,2.204546418,3.25,2128.759623,-4.681897176,-1.321207125,-0.3160646832,0.214884952,0.2585630642,5.316788604,5.425791397,52.80517724,10.57107519,0.1655533624,24.93919058,0.0,20.40266096,4.992404733,11.38785599,1.628356245,0.0,0.0,1.035422336,5.13155848,6.544756406,26.93698721,4.84886367,0.0,0.0,6.966363136,0.0,1.189562466,0.1146045727,0.0,33.67938053
6.189767482,143.9205754,148.497033,155.7072841,157.6903983,3.638554217,156.1471078,2.775983348,2.513594118,49.36971113,0.4938271605,0.01851851852,1.645994822,8.611111111,47.5648778,-11.11111111,-49.07432603,0.6747025075,-5.7,1.971019137,1.017358475,0.00211,44.70847628,0.0,0.006172839506,0.01728395062,0.7666666667,0.6357555488,0.4925806497,1.097914098,0.7586816813,0.928830155,1.046116046,1.162316982,0.8736319481,1.359112878,1.046212291,1.069299139,1.059650804,1.096330246,1.153244123,1.134986036,1.09849187,1.001694662,0.9087220074,1.262825586,0.7062011674,1.36756626,1.087030257,0.9636005185,0.9363242298,0.8892957006,1.06378838,0.945521376,0.4734240363,0.3871527778,3.421298286,0.03834795322,-0.3256048181,-0.2231714005,2.091736636,2.83,2341.143937,-4.349804826,-1.364894195,-0.2638964467,0.3145197949,-0.1177401881,5.316788604,0.0,24.26546827,21.41454618,0.1884334693,20.66219208,0.0,15.28474565,4.992404733,0.0,1.623420283,0.0,0.0,0.6099706843,11.37477255,0.0,13.08951281,4.903407469,0.0,0.0,1.966259719,0.0,0.7609291239,0.09332482137,0.0,31.3110809
4.945386945,147.1889596,150.5716193,153.3000036,156.5291915,3.472727273,157.0717226,3.905328798,3.804257529,45.48331132,0.4644444444,0.01666666667,1.557441303,10.59924386,39.74102079,-11.68809074,-35.96030246,0.6888187153,-4.4,2.017017473,0.9830278467,0.0292,0.0,4.681802935,0.03555555556,0.05050505051,0.8050505051,0.6291793313,0.4916131253,1.035286165,0.7707667714,1.060415245,1.077760892,1.106167404,0.8555152636,0.7549113867,1.000354625,1.142212589,0.8753185132,1.047029998,1.19186736,1.101000288,1.029566179,0.9991903616,0.8821284576,0.9582893529,0.8639818236,1.008770503,0.9766345731,0.9850828399,1.070424328,0.922099812,1.03765017,0.9372538201,0.6815419501,0.454010771,3.506544483,0.04024305556,-0.0008832956259,0.08903173059,1.850266211,1.9,2079.53101,-3.363356727,-1.700926633,-0.4891252624,0.2840054021,-0.4165042679,15.20739338,0.0,12.13273414,22.63869376,0.1536183472,166.0474505,14.26826309,14.76446326,5.733667477,39.70116891,0.0,24.77564615,0.0,-0.5318461614,0.0,0.0,0.0,4.91143227,5.31165637,0.0,0.1482791863,0.0,0.7090739295,0.1275821809,0.0,33.15744284
5.795880017,144.1027622,150.3402747,157.2832898,158.2228931,3.753846154,154.7643358,2.794797178,2.942307692,50.02006968,0.49138322,0.02380952381,1.606288741,6.644628099,38.23385369,-3.049586777,35.15559637,0.6778019067,-3.8,1.68640862,0.7167116501,0.0287,40.09928197,12.13273414,0.008616780045,0.0,0.8229024943,0.6111111111,0.449132869,0.9994501054,0.7963795128,1.176492564,0.9166666667,1.080802063,0.9313135829,1.021465435,1.051293869,0.9801829355,0.9090066247,1.258961491,0.8785771904,0.9275138058,1.379881657,0.8789046908,0.8808674439,1.02689219,1.207712225,0.6093650198,0.8366360391,0.999384296,1.335756738,0.3819553817,0.9559527936,1.171450206,0.2719274376,0.2777777778,3.3579855,0.04094444444,-0.02647993937,-0.01540645135,1.954116119,2.52,1654.378846,-3.695747383,-0.7633718554,0.00284819115,0.07937513201,0.00896802514,4.567099648,0.0,17.82825202,11.38785599,0.2313117594,4.069284137,4.390415048,14.53505669,0.0,22.64523548,0.0,0.0,0.0,0.0,4.390415048,6.544756406,5.817220841,4.88992845,0.0,1.745355463,0.9231580688,0.0,0.5242119621,0.1086331621,0.0,26.16116463
6.950781977,146.3467283,151.2254929,157.186806,159.0318735,3.0234375,156.633458,2.528490028,2.638383838,49.47834402,0.4739583333,0.015625,1.646727263,8.479338843,50.20297521,1.247933884,43.61818182,0.6797656753,-4.15,2.087874319,0.8823513639,0.0256,52.30116798,0.0,0.02604166667,0.0300245098,0.7803921569,0.7281739687,0.5436466395,1.131669773,0.8795727074,1.098436452,1.186132075,1.171715426,0.9889053603,1.016168077,1.043135494,1.015878179,1.053732652,1.043135494,1.08278471,1.393481191,0.9923349057,0.8995710157,0.8184946154,0.9738463563,1.048252812,0.8417966211,0.777126301,1.089856057,1.146973605,0.7786952573,0.8916458408,1.026381936,0.3786394558,0.3785076531,3.693485395,0.02737588652,-0.07109127655,0.144729708,2.034631883,1.37,1432.418675,-4.556060394,-1.438365411,-0.2568511041,0.2918328058,-0.2183428283,10.05365156,5.098681808,18.19910121,11.38785599,0.1606741544,142.3191854,9.531400138,20.16532066,5.917906046,33.77213846,0.0,12.45432442,0.0,0.0585009185,5.687386275,9.531400138,5.917906046,4.821864782,0.0,0.0,1.301084642,0.0,0.7104330604,0.1056068053,0.0,29.45497848
