sample,strategy,imputation,upstream,mean_gain,std_gain,prob_positive,n_runs,mean_rmse,mean_best,profile,cluster
50,LH,Ground Truth,3,0.08985456341771093,0.21753532717133353,0.7333333333333333,120,0.8406809210777283,0.9632539302110672,Unstable,2
50,LH,Ground Truth,4,0.07631234572051043,0.2063391778178429,0.725,120,0.8531895637512207,0.9632539302110672,Unstable,2
50,LH,Mean,2,-0.6844330174073419,0.35127664178900014,0.0,120,1.5558729887008667,0.9632539302110672,Consistent Negative,1
50,LH,Mean,3,-0.5296159458829249,0.31902597830240076,0.075,120,1.4128719329833985,0.9632539302110672,Consistent Negative,1
50,LH,Mean,4,-0.9353094529804588,0.40360097180736915,0.0,120,1.787601923942566,0.9632539302110672,Consistent Negative,1
50,LH,Pseudo-Feature,2,-0.14923988296223203,0.23970032620108345,0.25,120,1.0615270972251891,0.9632539302110672,Unstable,2
50,LH,Pseudo-Feature,3,-0.10399219285878064,0.23125846854993656,0.25,120,1.0197328209877015,0.9632539302110672,Unstable,2
50,LH,Pseudo-Feature,4,-0.026813428032435287,0.21484656652915257,0.5333333333333333,120,0.948444527387619,0.9632539302110672,Unstable,2
50,LH-E2E,Gaussian,2,-0.04411303647128284,0.2200568611607083,0.4166666666666667,120,0.9644237875938415,0.9632539302110672,Unstable,2
50,LH-E2E,Gaussian,3,-0.431863038331777,0.2988271396225386,0.08333333333333333,120,1.3225797653198241,0.9632539302110672,Consistent Negative,1
50,LH-E2E,Gaussian,4,-0.4825004562500633,0.3114509771528631,0.075,120,1.3693524122238159,0.9632539302110672,Consistent Negative,1
50,LH-E2E,Ground Truth,2,0.009299468689008206,0.20985351810192596,0.5583333333333333,120,0.9150878548622131,0.9632539302110672,Unstable,2
50,LH-E2E,Ground Truth,3,0.1008290729996467,0.18884261965192672,0.7916666666666666,120,0.8305440127849579,0.9632539302110672,Unstable,2
50,LH-E2E,Ground Truth,4,0.0433446722005789,0.2004331692592427,0.6,120,0.8836410641670227,0.9632539302110672,Unstable,2
50,LH-E2E,Mean,2,-0.1730390721389362,0.2455990353884816,0.25,120,1.083509874343872,0.9632539302110672,Unstable,2
50,LH-E2E,Mean,3,-0.11192778548228614,0.23431323297572237,0.25833333333333336,120,1.027062749862671,0.9632539302110672,Unstable,2
50,LH-E2E,Mean,4,-0.225971721475017,0.2567147971611347,0.19166666666666668,120,1.1324025750160218,0.9632539302110672,Consistent Negative,1
50,LH-E2E,Pseudo-Feature,2,0.20044197198538086,0.16800661841769277,0.9166666666666666,120,0.7385338127613068,0.9632539302110672,Consistent Positive,2
50,LH-E2E,Pseudo-Feature,3,-0.06766666429226102,0.22581178312041256,0.375,120,0.9861797451972961,0.9632539302110672,Unstable,2
