AATS1i,AATS2i,AATS3i,AATS3p,AATS4i,AATS5d,AATS6i,AATS6s,AATS7d,AATS7s,AATS8s,AATSC0c,AATSC0v,AETA_alpha,AETA_beta_ns_d,AETA_beta_s,AETA_eta_L,AMID_C,ATSC1d,ATSC1dv,ATSC7d,ATSC8dv,AXp-0d,Ali_Log_S,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,CIC1,CIC2,ESOL_Solubility_(mg/ml),EState_VSA1,EState_VSA4,EState_VSA5,ETA_dAlpha_B,ETA_dEpsilon_D,ETA_epsilon_5,ETA_shape_y,FNSA1,GATS1c,GATS1d,GATS1dv,GATS1i,GATS1s,GATS1v,GATS2c,GATS2d,GATS2i,GATS2s,GATS2v,GATS3c,GATS3d,GATS3dv,GATS3i,GATS3s,GATS3v,GATS4d,GATS4dv,GATS4i,GATS4p,GATS4s,GATS5d,GATS5dv,GATS5i,GATS5p,GATS6c,GATS6d,GATS6dv,GATS6p,GATS6s,GATS7c,GATS7dv,GATS7i,GATS7p,GATS7v,GATS8c,GATS8dv,GATS8i,GATS8s,GGI10,GGI3,GGI4,GGI6,GGI7,GGI8,GGI9,IC1,JGI2,JGI4,MATS1c,MATS5s,MATS6s,MATS7s,MATS8s,MAXaaCH,MAXaasC,MDEC-22,MDEC-23,MINaaCH,MLOGP,MOMI-Z,Mor02m,Mor03m,Mor08m,Mor10m,Mor12m,Mor13m,Mor23m,Mor24m,Mor26m,Mor30m,Mor31m,PEOE_VSA1,PEOE_VSA10,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RASA,RNCG,RNCS,RPCG,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SaaS,SaaaC,SdCH2,SdO,SdS,SddssS,SdsCH,SdssC,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SpDiam_A,SpMax_A,SsCH3,SsCl,SsNH2,SsOH,SssNH,SssO,SssS,SsssCH,SsssN,SssssC,TopoPSA(NO),VE1_A,VSA_EState1,VSA_EState8,VSA_EState9,Xc-3dv,Xc-5dv,Xc-6dv,ZMIC2,fMF
147.897182,153.2500106,159.8000222,1.5762792779273873,158.4352573,3.571428571,156.5160676,4.084953828350033,3.2076584752640214,2.631991051,2.365774534,0.02044964332054485,49.76772029,0.4752688172,0.0,0.669640495416814,0.1841742310042568,1.636943219,14.57487603,72.73256198,-10.73586777,-2.237024793,0.6841461785,-3.5,-0.45871587714063206,0.8260271705942439,4.079604324474863,1.1412259209347915,2.122002445,1.00293199,0.109,10.26891628870016,59.22490518,5.693927995,0.0247311828,0.04430740038,0.7578431373,0.2480826166095515,0.36077164190475264,1.1737976364488227,0.5839789217,0.4693557578,1.168735181,1.0186335420440193,0.8880320811,1.052637781,0.9204824621,1.184679694,0.6404486558,0.9492248359,0.963340124,1.0323694063976907,0.9446395246,0.9198820902,0.8226436839,0.8872198676553725,1.1206865008584121,1.147607674,0.9564230304,0.9127190790885646,1.345580498,1.298889625,1.0139795729840706,1.080397992,0.969858803,0.9152683253364513,0.8263893841198428,1.182902024,1.093431052,0.8846520018,1.0796336386046437,1.122437907,1.075039646,1.163814925,1.1155684897921303,0.9363942786,0.9319946198,1.010904983,1.136334119273899,0.07382099298186445,1.2494397581043142,1.7634308894442574,0.5683446712,0.4010416667,0.19854803328995602,0.09518390851841374,3.659357268,0.08282072465568466,0.03583877996,-0.5441750039595231,0.056883054070562336,0.0274089292,-0.08780878329,-0.05223775724,2.033670292,0.9803149405324502,11.52301207319141,23.665855174107225,1.605203278478937,1.47,2401.104149,24.3618497,-3.285621319,-1.8115109250297927,0.7514706866330378,1.5242917676443601,-1.615521938,-1.0289839567504484,0.3961664280855196,0.04160494237,0.3046910244,-0.1291054674,11.05045608,6.3051985769886105,0.8995259318884496,5.098681808,12.13273414,59.981980873929984,45.89933556098545,11.21062871,0.8525721818896784,0.1554476511,15.27572621,0.110785658,4.794537184,25.06523039,5.733667477,22.51475897,0.0,0.12956427662931835,0.0,12.46795355,-1.311723221004113,0.0,0.04732154321418247,-0.1081919926,5.253756199376854,7.444339839913277,0.0,38.74513433,12.96557803,0.0,3.912493145418461,5.015108728,2.4176807967933174,1.2736075077155404,-1.7820996880741249,5.51115406,-5.5370576303869035,2.3017980250035306,0.0,0.0,0.06172153366440673,0.41302303948288377,-1.1718378353127548,98.72,4.484220660899823,-1.329689943083535,2.041327498,0.0,0.6759707009,0.1476931915,0.0,29.99511672,0.5472070576543765
149.6332189,153.5084168,157.7599988,1.760019744424263,157.2192571,3.483050847,160.7445904,2.179430290013974,2.8335408227920116,2.94782104,3.083008447,0.010319575127202128,47.8684679,0.481372549,0.01470588235,0.6587664974345984,0.17637795740811063,1.476522243,13.19753086,82.18396586,-7.111111111,1.973479652,0.7005665294,-5.63,-0.4980429461840444,0.9774931380177035,4.286368783172662,1.1413417667066466,1.918567089,0.9266500003,0.009,1.537045434196144,28.16193619,0.0,0.01862745098,0.04252782194,0.781981982,0.3519946190181889,0.27832214261665067,1.1215411455283921,0.6982758621,0.4336304974,1.114434772,0.8557366239816807,0.7954671425,0.793187053,1.10106383,1.231462965,0.4684992733,0.8361767842,1.084199053,1.1659605116899496,1.183528418,1.007970944,1.059406173,0.8977045500382979,1.0750078349786931,1.05674659,1.117036366,0.9929238949486681,0.9981567466,1.036016949,1.0170728104530593,1.124706416,1.033486127,1.3711218713850692,0.9699000734702943,1.05378825,0.8988694408,0.9169378448,1.2329799804384112,0.9454974802,1.000424952,1.249862736,0.9872212642930903,0.7390117862,0.9128850839,1.118805803,0.834427331454888,0.0333327533767023,2.036798188136788,1.5094552489831594,0.8736507937,0.7170493197,0.3463469901014879,0.1402573925429822,3.836320413,0.06058009626801093,0.04313034188,-0.4126163181863243,-0.030310086398972057,-0.11615908,0.02239802629,0.1495119544,1.952955596,0.8233837055604685,13.607441327503736,22.705770394606645,1.8273059986966933,2.22,2398.000947,33.09550291,-4.48738988,-2.1435101851522753,1.3780149463089977,1.2307733957346787,-1.433660259,-0.7292392019993897,0.23882121508506884,-0.3981594592,0.2868187101,-0.2885717592,11.05045608,8.726376304936881,2.2850204183570897,10.19736362,12.13273414,52.63729014891613,14.08423233228752,5.693927995,0.7688342885100694,0.1405155554,128.9502109,0.09542225169,4.794537184,29.36252149,5.733667477,22.51475897,0.0,0.9487741438865919,0.0,11.51864932,1.0760908813920949,0.0,1.3209693469760047,-0.1768189317,3.432490773210823,4.430142969436453,5.687386275,40.3821381,0.0,13.8474744,12.49244922662529,4.864593247,2.546089953607458,3.2710527862915675,-2.787632995996644,5.394398156,1.1003612124910003,-0.2026007619484964,0.0,0.0,0.10779833558130898,-0.031478972659059856,-0.9706450490626338,116.02,4.817324151483028,13.353693537753184,3.784963637,0.0,1.040780936,0.1245317625,0.0,31.50827223,0.6121882144242279
145.2236585,149.1514683,154.0889835,1.4278670229586978,152.6440717,3.3125,161.9569224,3.103227672480886,2.8430187018625137,2.633499171,2.324404762,0.014374043142873877,49.49423033,0.4818181818,0.0,0.6329876455003615,0.2188152208019344,1.72006025,9.592592593,43.41666667,-5.24691358,-3.444444444,0.6791339464,-3.95,-0.4410126011365422,1.3291515161512295,9.74793720017286,1.061177198161692,1.964695999,0.9308270835,0.0195,2.3214874994676675,39.1116119,0.0,0.01818181818,0.02055335968,0.752173913,0.33050928581592853,0.41495257115315226,1.7883697868198032,0.5547337278,0.481025641,1.001194482,0.8210432761821893,0.7998243965,1.165050455,1.016483516,1.144084148,0.8941783768,0.8655335382,0.9818617667,0.9785507456138463,1.077631579,0.9261065715,1.054548473,1.053572161559112,1.1160343021907981,1.042631579,1.117415903,0.9191304353623433,0.867221107,1.092548077,1.0186554795042384,1.225300192,1.097782018,1.2291057630212292,1.0311147484464176,1.166075949,0.9568820966,1.147146907,1.433607772475732,1.174328358,0.9251387058,1.042223191,1.1033088956294275,0.8532268875,1.0,0.830404064,0.2018488352077591,0.06388036401318663,1.674262402042557,1.894879357446623,0.3192290249,0.1518920068,0.2975921895634221,0.11123189620500955,3.205229003,0.06146694119589661,0.03140522876,-0.5185446944876437,0.12386869646070155,-0.009073121504,-0.1330254378,0.005526650006,2.081466837,1.3157322080751421,16.668722156815875,24.08594798003789,1.6798558353520603,1.98,1298.743643,12.03307684,-2.806878962,-2.274887460028671,0.33534467062578377,1.3713033574032976,-1.118763185,-0.539293717737549,0.04326656153076597,-0.2748183316,0.330003265,-0.1698428165,0.0,9.13338214816814,6.3325358047807825,5.098681808,24.26546827,49.10682761002099,8.430440501255593,11.21062871,0.933634190411512,0.2077652636,48.49656944,0.138308809,0.0,20.16532066,0.0,22.51475897,0.0,1.1974136147905527,0.0,0.0,-0.8473139308211102,0.0,6.6992401590833595,0.0,3.9828298201107883,8.789621116918578,0.0,20.16532066,0.0,6.9237372,22.605580292964465,4.899567567,2.454376339570541,5.287492516582495,-3.377779029648203,0.0,0.15568827594048684,-0.00607989434354117,0.0,0.0,0.24560027132098916,-0.3606377679871978,1.5394991377723102,54.46,4.701617066999278,7.187643105445143,1.983792569,0.0,0.5306069401,0.09087175382,0.0,27.50802119,0.5824722291587813
146.5154789,153.69586,154.4824564,1.589225304364958,156.3614444,3.768292683,155.9861939,4.050972452193915,3.4268466661037102,2.549450549,2.420833333,0.0206038354258889,48.68718614,0.4791666667,0.0,0.646233703177783,0.19215026243153024,1.673129435,11.82117028,54.62984878,-9.504273504,-60.50558843,0.6706519733,-3.16,-0.46291227235999055,0.7239364366135592,5.706125415417947,1.5426348218492967,1.858471946,0.6770864604,0.045,0.10249414599756879,45.78684481,0.0,0.02083333333,0.0,0.7833333333,0.3944709411009028,0.44764452077841993,1.525016985481106,0.5210708725,0.4655770391,1.233982263,0.7712145842078507,0.843559247,1.479755545,1.011384089,1.058187476,0.9112127984,0.7578813484,0.8994308687,1.106707858986371,1.059872436,1.042088171,0.9309523064,1.018608698788108,1.2850537893765095,1.148423363,1.018556236,1.0776074016468908,1.154399846,1.249117632,1.0380296999998386,1.098173712,0.9871552647,0.9994239154594242,1.3464222364499823,1.058623428,1.075194469,1.148325263,1.2183305132375346,0.9591910251,1.048833616,1.135618409,0.9783904332708615,1.141602007,1.229550162,0.9354415781,0.8330277476259427,0.028688613353839404,1.8470702018477898,1.3284507040408782,0.4170521542,0.4244614512,0.3953781858568115,0.14799446387791218,3.426930273,0.06068418325836424,0.03484567901,-0.4782780594611904,-0.131721626406689,-0.2011455542,0.1363277034,-0.03075848675,2.179351852,0.9236710787449391,8.027035525088852,20.76871602347782,1.826492301085,2.02,1675.99095,23.38320668,-2.644903442,-1.897528952084443,0.5769289980541117,1.4000422731527924,-1.225903154,-0.6484579241053948,0.09476278254554624,-0.1097559832,0.3438174447,-0.3340264312,4.567099648,3.373992550437533,18.155044714700203,5.098681808,18.20875424,46.735059745603785,26.14889515237204,35.29333391,0.9452308990298309,0.2065253099,6.629331589,0.07374049156,0.0,24.31554143,7.047671983,22.51475897,0.0,0.960885453557313,0.0,0.0,0.6770060905143257,0.0,-1.1078896956366209,0.0,4.6741373100733545,10.317454575091569,0.0,24.31554143,13.59242839,0.0,17.794033991689346,4.933105502,2.465037040551532,1.5742020049781642,1.7212325897268355,0.0,-4.379724683232211,0.02357765475783591,0.0,0.0,0.11685694015775595,0.4426685795990114,-0.8342905041076731,48.53,4.489538630824111,15.823888786959884,0.8086522896,2.014978899,0.6597440455,0.1397268263,0.0,25.00643644,0.5939970673554463
143.0263923,147.2379897,153.7283912,1.4501555762401617,156.6873333,3.518181818,157.9621341,3.0115176538879207,2.74945021033583,2.851364522,2.794001967,0.021487486747481865,49.59300473,0.4838709677,0.0,0.6548102099525336,0.231640328561375,1.764174135,9.9336,54.56,-10.3024,-27.08,0.6841461785,-6.06,-0.5827332358299482,0.8450500091865556,7.247493482043573,1.085044682610606,2.284893636,1.11548875,0.00087,7.688962282959212,50.62994439,0.0,0.01612903226,0.01451612903,0.75,0.34611655998916724,0.3379601253129858,1.301387805887186,0.6667444211,0.480081826,1.063024221,0.6958421383679204,0.8006899081,1.002611425,1.178708887,1.122396289,0.5120748762,0.9096887762,1.157469684,1.203151022938728,1.092054264,1.04526311,0.7913634388,0.9577649209658223,1.2115814803220455,1.084749553,1.068405771,0.9445929100850241,0.9574627346,1.075450092,1.096368594699085,1.164393103,1.019252084,0.992086450032569,1.1640392669879083,1.092894629,0.8713394097,1.067443475,1.0496905091304343,1.064565483,0.8596356559,0.9366248321,1.1922129875391803,0.8636708116,0.9542344104,1.004579115,0.6675855316051116,0.24194377685245583,2.1471263679957118,1.1849660875908714,0.7356462585,0.4462514172,0.3204032141190568,0.1791391680849099,3.358962553,0.07346590087754977,0.03880434783,-0.19349329783991484,0.05426075849531696,-0.1119247403,0.1267220834,-0.08504151787,2.109014669,1.153298243262034,13.798581611089194,22.07437643070956,1.8468018839401654,2.2,2090.993894,31.31991702,-3.097626129,-2.2714160646682857,0.12963370979703737,1.0123581028523674,-1.657906649,-0.7555024282750187,0.11650788766286847,-0.3905481873,0.4828985212,-0.3199275181,4.983978521,7.14454659510345,9.443333977422588,5.261891555,30.33183534,51.22363881781712,27.590303494149612,34.23115751,0.7340612706363578,0.1793978374,25.51876313,0.0886063362,0.0,19.93591408,0.0,28.71445679,0.0,-0.12140793307813158,0.0,0.0,-0.2653206698001478,0.0,6.536944880054831,0.0,2.1435041377912234,-2.8546507487686474,0.0,19.93591408,6.420821623,18.25485007,7.562094269203159,4.87862781,2.467495469859134,1.0415138563140895,0.1197900048001822,0.0,2.2366477087512453,2.051855052598899,0.0,0.0,-0.1200346131934364,0.828998714135741,1.4059889971716637,78.25,4.345040853873553,8.348525181983147,1.981682321,0.0,0.8235086609,0.07026332943,0.0,31.44058453,0.5527657884733207
146.8104866,154.9455879,161.3904776,1.631353180131796,160.9577363,3.082644628,159.608501,2.910067598779441,3.5782067133152498,2.497516397,2.308666088,0.014909954506213456,51.13517741,0.4811111111,0.0,0.6291258751569861,0.2322618467455791,1.518409135,12.66836735,88.99589002,-6.530612245,7.893424036,0.6974691495,-5.98,-0.3307119152650167,1.240614006069868,4.144766499088161,0.7134159423485554,2.03479173,0.8531149556,0.0101,11.819015624151811,77.20433024,0.0,0.01888888889,0.03368055556,0.8052083333,0.3089806049602548,0.40724446842778694,1.5507975617976777,0.6948367859,0.4705006297,1.313549791,0.9221783145391336,0.9773250885,1.078827989,0.9854656339,1.174396416,0.6455485653,0.9440614041,0.9543023615,1.0357606597017286,1.020392696,0.9605082762,1.121669844,0.9295953373017596,1.1971645324511178,1.035828361,1.05234692,1.2564085120271735,1.237345569,1.148989899,1.1389554900295815,1.028396791,0.8819080523,1.1483152704031923,0.9048055853083796,1.118439868,1.100297595,1.33869002,1.2229861667459798,0.872814873,0.9848130722,1.152231848,1.188246329363624,0.855673272,0.8935884108,1.056761062,0.5198385388410549,0.25885452255457325,1.2809825273194029,1.0366323391058854,0.6630839002,0.3680909864,0.1883318246040585,0.277216201166785,3.772563192,0.07125373399715287,0.03703252033,-0.2422467925023811,-0.06464014946930571,-0.1396544643,0.1485603848,-0.02193898849,2.029786661,1.0511089581630682,8.3720607399915,13.345429606306634,2.2151390541859532,1.53,2440.144633,26.87280381,-4.113241296,-1.3815898735065604,0.38278519474473405,1.6638320403393225,-1.666890384,-1.1206432912604882,0.16594263453279212,-0.08270949534,0.3802555449,0.2006403332,19.77449303,5.352799528865193,0.8884185004731009,0.0,6.9237372,48.456469822641964,29.671258630973252,5.693927995,0.9349830194466071,0.1646906487,156.0293329,0.08379878171,14.26826309,20.26872417,0.0,33.45795484,1.587612778,0.9711505976197733,0.0,11.77331419,-2.355575767796083,0.0,0.7471057312288596,0.1215681455,1.6572597828777105,4.305661150432805,0.0,34.196814,11.21535881,6.9237372,16.873339306900927,4.830967851,2.5508505400654196,-1.7453583508052803,1.635439336022059,0.0,3.2294025613232185,0.668381567173957,10.97043888,0.0,0.233191211468516,2.3750801903084318,-0.3732524073809834,89.13,4.612642356849342,-6.419674463440138,5.025525567,0.0,0.7368419724,0.07931626887,0.0,29.65311583,0.4426712972340456
146.94792,152.5312104,159.9369804,1.6900234513155181,161.5140242,3.572815534,157.7866144,2.823786944741161,2.8339595253392114,2.636087768,2.748248248,0.016189519094042662,49.30967614,0.4743589744,0.01923076923,0.6456341910924359,0.24136407060356643,1.63025785,10.88345679,68.16345679,-17.80049383,-11.20296296,0.679730678,-3.68,-0.3794832994124219,1.2965279138040746,4.1665550770318305,0.9738920723891447,1.821553217,0.7949875002,0.0326,4.578325315037656,35.95872634,12.7481417,0.02564102564,0.01875593542,0.787654321,0.34398903224907124,0.3580864057568814,0.9871717774113441,0.6977861788,0.4227900943,1.21486115,0.7565846310977925,0.8924210639,0.7991332812,1.05397066,1.172509348,0.5312802104,0.9502477462,1.064684973,1.0159654548826322,1.025702555,1.103003927,0.8352204022,0.8100518727054099,1.0329439661353266,1.178381933,0.9960623896,1.151385297909614,1.011175076,1.169392328,0.974646537444412,1.092462978,1.037942051,1.1818550496746854,1.1543775314768998,1.045881552,1.040636805,0.8109808117,1.0269509737336242,0.9651116528,1.057080007,1.164158622,1.1350198147684136,0.8392189399,0.996175354,1.022566517,0.6180111228554717,0.16085775711701336,1.526869798041528,0.8851880949932857,0.6661678005,0.5043579932,0.2047820088963011,0.16915624154915065,3.670299879,0.06639025793272975,0.04253387534,-0.6287775778602285,0.14823124851332126,-0.09617441852,0.04674258288,0.0004611167629,2.044765684,0.8549905372581075,16.239161107282637,28.67113974564369,1.588282016620696,3.06,1935.60158,24.49081827,-3.660197484,-2.948418162073645,0.2932197973176456,1.607763082492925,-1.241504586,-0.9222986965285173,0.28889907499865247,-0.3071880361,0.4700211901,-0.04538118536,4.983978521,9.441009223977458,17.924267519341164,0.0,18.55355576,31.294296510728117,22.85325076826907,23.27208584,0.8121290141008408,0.168103657,43.01328283,0.1387698918,0.0,20.37772696,5.917906046,0.0,0.0,2.0902439438918847,0.0,12.21552075,-3.078944322714967,0.0,5.671979608763194,0.0,4.652593617655991,5.987754669959489,5.817862778,20.99377639,0.0,18.88348407,0.1809958369829765,4.976090825,2.40233739413317,2.778436604166697,2.4298627589412884,0.0,1.6722673874446907,2.7719489978941025,0.0,0.0,0.27390686424986743,-0.8481799870537077,-0.14340859064876182,75.98,4.245746168959448,9.829757194614448,1.987411367,0.0,0.7957274555,0.1458456799,0.0,25.81328012,0.5192429782381056
147.6606619,154.64466,163.5888857,1.5434026682948911,162.2767769,3.305882353,160.4872522,2.9150398101633743,3.284322709938342,3.010198604,3.040196078,0.007867259778690875,50.76727958,0.4820952381,0.02,0.6724400304770781,0.18805552947695675,1.477486721,9.641528926,67.47658402,-13.37603306,-23.52800735,0.7124476124,-4.67,-0.45358964105414934,0.9921605216412062,7.8389430842023,1.1791916612488254,1.514299784,0.5343130683,0.0431,2.813566594295441,28.3797528,23.46952001,0.0179047619,0.04073368607,0.8091710758,0.31337070148086144,0.3715656443498075,1.4563519384592525,0.7402756041,0.42622798,1.11394938,0.4274143688795475,0.908847825,0.9750356332,1.054163571,1.135942566,0.5430004698,0.9386461188,1.06810565,1.0630929962042024,1.118561244,0.8984430075,1.130821924,0.881050568092975,0.9791785930849479,1.04507822,1.041720081,1.0459884335416096,1.085026067,1.123689511,0.914989328021751,0.9137359688,0.8489467275,1.1283287493813061,0.8757831229075781,1.048897097,1.17975814,0.7125822492,1.000604317730008,1.016955088,1.049935806,1.117044226,1.117891969220646,0.8995354701,0.9930200821,0.9524929355,0.9537291861065414,0.23274080211162107,2.0391565418050495,1.4924132338194709,0.5406349206,0.521789966,0.2914475419128506,0.05119317357543102,3.945131835,0.060305284927664946,0.0427124183,-0.31702299620716856,0.17323648754605356,-0.0203974743,0.01715333706,0.01985879814,1.959476488,1.0157248510298267,12.742925617705637,25.29029494156729,1.4294945691975718,1.68,2157.481791,21.45729,-2.730995998,-2.534669027637834,1.3910187332405415,2.117298905230933,-0.8155418155,-0.7004749196881837,0.38314764543019897,-0.06155549106,0.07431723209,0.1671958509,10.30076712,7.592188135071972,14.344426067253876,0.0,6.9237372,46.28861667828166,25.37220910324205,12.2386844,0.9266405395986711,0.1706753545,15.79293262,0.1075556018,9.184952232,20.26872417,0.0,21.95893118,1.505444365,1.1870447186689579,0.0,11.68415648,0.8769619535216794,0.0,-2.4957272298992152,-0.005671073105,4.812610615677705,9.017020194341258,4.390415048,20.85911529,11.33929359,12.74095804,29.290974618259668,4.782522541,2.625456352602766,7.010324412637029,1.344839272707854,0.0,-0.08320346471143891,-3.5153834285217265,0.0,0.0,0.4952302809006275,1.5401656634865857,0.8571694049671421,70.67,4.544490236439973,20.190274007156127,4.203868702,0.0,0.681984921,0.06542737998,0.0,25.40060836,0.5998041401542188
145.4483366,151.8452865,157.7991108,1.2985820733459166,154.8832424,3.801801802,155.2950731,3.71557423617959,3.001345256183495,2.743405276,2.565118397,0.014547077040324135,48.50866702,0.47,0.0,0.6873706530797415,0.2198484170393239,1.625579303,12.7904,60.96,-7.3536,40.68,0.6833808251,-3.81,-0.4336036516930611,0.8159123795028049,3.042802547653372,1.556091480311085,1.948001808,0.8330296891,0.0527,2.5929235265407717,47.28738284,5.693927995,0.03,0.01709677419,0.8129032258,0.3600716799327438,0.19860599440960114,1.5140314993488542,0.5764779202,0.4763888889,1.150889609,0.5601620028270803,0.8740111102,1.107962755,0.9053616221,1.159598231,0.710762688,0.9003036372,0.8795490602,1.1994540738762478,0.9810560345,0.8919580082,0.6923643735,1.1027754508856356,1.207843933138411,1.195779817,1.034431385,1.1337580942395966,1.149771598,1.341606029,0.9323610749472644,1.167634127,1.016925607,1.1512811673798347,1.236127095480927,1.041724806,1.132918464,0.6301484994,0.9188720995118117,1.016133094,1.043516976,1.129528642,1.2586114739089833,0.8382428825,0.871557377,0.9482045186,1.2576404238614658,0.14599910901108185,2.77536086148094,1.5697051261448787,0.5683446712,0.4010416667,0.058442473033139375,0.3054752215092191,3.695854381,0.06840058751280338,0.03655555556,-0.319707565202788,-0.07936071098379753,-0.01789490347,-0.05492856553,0.005818675611,1.994744098,1.1454775133555661,13.463561585885598,19.919172874178674,1.7307407505359642,1.66,2353.989797,24.61592899,-3.584926957,-2.3604950502814,0.5370390215218688,1.9828445761623863,-1.219345458,-0.9172839899653534,0.2216219083441134,-0.3702908775,0.2236858134,-0.2867259117,9.843390349,2.5577662231430054,13.027199119102601,5.098681808,12.13273414,30.685127281781327,31.197422226324452,23.38096217,0.8630895809539852,0.1932632161,38.82563308,0.142022543,14.63792753,19.74844179,0.0,22.51475897,0.0,1.644500152227003,0.0,12.17061795,-0.3920727317173808,0.0,3.461254557620525,-0.4733771778,6.53697605322953,14.571216016766124,0.0,44.0380384,17.70244098,0.0,14.576964234452443,5.015075563,2.5373798012483055,3.158090448394466,2.3463271323017394,0.0,2.833043956612475,0.23553770307045951,5.027775736,0.0,-0.13084693338115122,1.3736154033059083,1.0459607573480099,90.13,4.550488670771919,8.714252224673684,0.6707660241,0.0,0.6666063312,0.1445717349,0.0,29.76070055,0.5284921122959048
148.0204164,152.3036628,155.6241958,1.6128879383854091,156.38011,3.673267327,158.8298829,1.8680273134455427,3.2740207750183847,3.069279636,3.01016703,0.021725029224548116,46.40783287,0.4854166667,0.015625,0.6517914681998642,0.22360988677848623,1.505162424,9.277777778,57.61651235,-9.638888889,9.116898148,0.6899617195,-5.68,-0.49382030034953434,1.3334873562912044,4.885788824149793,1.3314555504899703,1.797995053,0.7767544274,0.00554,-9.022554214610027,28.16193619,6.327320075,0.01458333333,0.0154040404,0.7929292929,0.3544639779889151,0.3687315945557334,1.6200674803193407,0.6778846154,0.4601794321,1.094092438,0.7056328975273062,0.7739194071,0.9978933536,1.125945643,1.163808843,0.5263290549,0.8461781675,1.126749375,1.1041518998704436,1.063892821,0.9937935412,0.7653077486,0.8654670659571279,1.198018949313652,0.991449361,1.105641658,1.1422627174028295,1.009087887,1.120078287,0.9921698283430492,1.096946365,1.012838732,1.4308272963385211,1.0232338713784712,1.12475115,0.9224867734,1.002180955,1.3358609128837409,1.016003688,1.013083517,1.293880102,1.0814961705380994,0.8043402298,0.9313135294,0.9865388069,1.0045232916570057,0.1277251699848841,1.7720216327903164,1.4520498819625411,0.7772789116,0.6137329932,0.4428525910791596,0.12102463289889354,3.786967448,0.05512469412030219,0.04255787037,-0.6066229913232013,-0.05948564900160655,-0.1418998546,0.002369970634,0.1431020664,1.953568543,0.9857804927442528,8.165701352816932,33.30468427233278,1.464702620933053,2.39,1979.218291,26.70073695,-4.59435954,-2.10685549122092,0.9515888030137909,1.0674219467814123,-1.107443043,-0.6970149737266476,0.23579605797183978,-0.335460334,0.4681407602,-0.3277556437,5.316788604,23.241598569811398,14.239997824268094,15.45925517,12.13273414,46.77637308005817,38.09684531591564,17.3266008,0.8697660536440166,0.1536834849,33.40773965,0.09195694048,0.0,29.36252149,0.0,28.58398029,0.0,0.5760533652570357,0.0,0.0,-0.37843974056462115,0.0,-0.49271291297924735,0.3785173112,4.446374172260831,2.924847329971234,5.687386275,34.47495837,0.0,18.25485007,28.946693385159605,4.859112107,2.5021432063069335,2.50400645103235,0.48891373000142113,0.0,3.115836203340062,-0.2699025652050737,0.0,0.0,0.06923416850574508,-0.1930005923846897,-0.24936148006691805,96.72,4.664789488168306,17.276252669552676,1.941264622,0.0,0.8818553705,0.1048899075,0.0,30.77061433,0.5640715906699498
