,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),11.32055462528026,2.0,64.69804398819849,4.0159348695437295e-26,0.018612678965180353,0.18036910173484838
C(strategy),529.5421969229656,3.0,2017.5892721499422,5.393568566289754e-309,0.8706462921731157,0.9114560219161002
C(upstream):C(strategy),15.911901846746082,6.0,30.312676357091135,9.67220925100216e-32,0.026161538069660893,0.2362406990306373
Residual,51.44271533834157,588.0,,,0.08457949079204295,
