,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),147.54121128426536,2.0,708.8931511699852,2.114674293737133e-157,0.3155953686186129,0.7068481326679551
C(strategy),124.51541154512834,3.0,398.8405304575718,2.820105234029249e-141,0.2663424467186401,0.6704999239893252
C(upstream):C(strategy),134.25464872931863,6.0,215.01834452110998,1.0919055279234283e-144,0.287174986471121,0.686919307716833
Residual,61.189921282188585,588.0,,,0.13088719819162606,
