,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),85.06609057567965,2.0,572.0860779433447,1.1250303348942974e-138,0.16681605837763086,0.6605418243205705
C(strategy),349.0836787054878,3.0,1565.1039583705597,8.397504887097593e-280,0.6845590637999943,0.8887061725865708
C(upstream):C(strategy),32.07348765553681,6.0,71.90015682569464,4.371836549023667e-67,0.06289665779762448,0.4231906442526656
Residual,43.716202147688996,588.0,,,0.08572822002475025,
