,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),19.29228944129334,2.0,194.303359905827,1.6570653780369552e-65,0.37492889179266636,0.3979152630514356
C(strategy),2.208508819876928,3.0,14.828745801599789,2.5592221602908072e-09,0.04292045103669537,0.07033550261478275
C(upstream):C(strategy),0.7639420129704226,6.0,2.5646947423402486,0.018457486352628817,0.014846549611877357,0.02550293369766923
Residual,29.191122060314648,588.0,,,0.5673041075587609,
