,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),16.767558878481136,2.0,243.01460885011113,1.1972963101146305e-77,0.36357724707310174,0.45252886019333627
C(strategy),5.285320717242103,3.0,51.0672684897638,2.416885306226064e-29,0.11460358482709455,0.20669378344578074
C(upstream):C(strategy),3.7799481567298026,6.0,18.261108239599235,1.7013804958147546e-19,0.08196202887151312,0.15706979329635698
Residual,20.28545663818103,588.0,,,0.43985713922829056,
