,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),48.316842623959005,2.0,396.1631876178706,2.6410827715087803e-149,0.15051646250133066,0.249133667979913
C(imputation),56.05750996991222,3.0,306.42071009538864,2.76058630364181e-168,0.17463016288072386,0.2779526067401937
C(upstream):C(imputation),71.01008596812241,6.0,194.0771270251333,8.461920549617252e-202,0.22121037636960955,0.32779027962161905
Residual,145.62259163931637,2388.0,,,0.4536429982483358,
