SpMax_A,VE1_A,AATS8dv,AATS8s,AATS2i,ATSC1dv,ATSC8d,ATSC0p,ATSC0i,MATS1c,MATS2s,MATS3s,MATS6s,MATS7s,MATS8s,GATS4c,GATS1dv,GATS5dv,GATS7dv,GATS6d,GATS7d,GATS2s,GATS3s,GATS2v,GATS3v,GATS1p,GATS6p,GATS3i,GATS6i,GATS8i,BCUTc-1h,BCUTd-1l,BCUTs-1h,RPCG,Xch-5d,Xch-7d,Xc-5d,Xc-5dv,Xc-6dv,AXp-1d,SdssC,SaasC,SaaaC,SssssC,SsNH2,SssNH,SsOH,SssO,SdS,SddssS,MAXaaCH,AETA_beta_s,AETA_eta_L,AETA_eta_F,ETA_epsilon_5,IC1,IC2,CIC2,ZMIC1,PEOE_VSA1,PEOE_VSA2,PEOE_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA10,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState7,VSA_EState8,MDEC-33,TopoPSA(NO),GGI3,GGI5,GGI6,GGI7,GGI8,GGI9,JGI2,JGI5,FPSA3,RPCS,Mor02m,Mor03m,Mor06m,Mor08m,Mor11m,Mor13m,Mor16m,Mor23m,XLOGP3,Silicos-IT_Log_P,ESOL_Log_S,ESOL_Solubility_(mg/ml),Ali_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml),GATS1i,GATS2c,AXp-0d,JGI4,GATS7i,GATS4s,RNCS,AATS7s,GATS5d,ETA_dAlpha_B,SlogP_VSA3,GATS4i,Mor30m,GATS2d,SMR_VSA1,VSA_EState9,AATS3i,ATSC8dv,EState_VSA5,GATS1v,AETA_beta_ns_d,Mor26m,GATS4dv,AATS6i,ETA_dEpsilon_D,MLOGP,Mor31m,AATS1i,PEOE_VSA6,EState_VSA4,GATS8c,Xc-3dv,GATS3dv,SpDiam_A,SaaS,AATS4i,ZMIC2,ATSC1d,GATS3c,AMID_C,MOMI-Z,GATS5i,AATSC0v,SMR_VSA3,CIC1,GATS6dv,GATS8dv,SMR_VSA9,ATSC7d,GATS7p,SdO,SMR_VSA4,SssS,AETA_alpha,GATS5p,SlogP_VSA4,GATS1d,GATS6s,GATS2i,AATS5d,RNCG,PEOE_VSA4
2.490706047,4.620469972,5.231404959,3.32943067,156.7351567,56.98079561,-2.228052126,11.61110254,114.0013341,-0.5185708697,0.07245773566,-0.03386782787,-0.1623035497,-0.1093070911,0.04833863975,1.089153567,0.4894009097,0.958151992,1.152196339,0.9828429933,1.091713606,0.5398933786,0.9089690061,0.9031922897,1.017631264,0.9279479968,0.9537171154,1.018539409,1.097870355,1.00283175,0.4183733827,0.9728800211,8.001920628,0.07819892105,0.2140761751,0.8925580713,0.5253775377,0.09767036445,0.0,0.4317396456,0.2742860106,3.183277389,0.0,0.0,5.364958865,6.260327211,0.0,0.0,0.0,0.0,1.823974622,0.6818181818,0.2056796817,1.120791221,0.7810776942,4.162476745,5.228843577,0.5260439251,44.90876884,16.0344346,15.22924111,17.9326124,16.47624748,38.37233879,10.07780132,11.72440057,11.85970361,40.70178265,30.60400364,10.717646,5.052628794,7.211522207,2.121413265,12.88139624,124.32,2.041666667,1.094166667,0.696462585,0.6224135488,0.377196712,0.3387654321,0.071278826,0.02188333333,0.05420381674,111.4725695,27.69541695,-3.010574723,1.198201388,-2.366666077,0.6376624065,-1.821614808,0.2845487246,-0.7882961459,1.65,2.34,-3.62,0.107,-3.87,0.0594,0.000175,1.143959367,1.008924349,0.6954248033,0.044569161,0.9745596721,0.9310426425,40.98885041,3.287898363,1.176825163,0.03578643579,6.544756406,1.064853784,0.2591413225,1.173592127,9.184952232,0.0,161.3589707,8.067215364,6.066367068,0.828040126,0.0303030303,-0.4118230567,0.9695585633,165.637776,0.07289055973,1.65,-0.1449220669,152.173094,12.14238718,5.57310453,0.767428568,0.8871420888,1.065944091,4.883136552,0.0,162.7599018,27.30672217,11.04663923,0.9559385598,1.469144204,2684.020059,1.160971691,46.38091466,25.38663948,1.592410757,1.219466172,0.9284571988,11.38785599,-6.04218107,0.9347054829,11.44836776,10.72607221,0.0,0.4642135642,1.074718558,12.74095804,0.7419260572,1.175104999,1.132525863,3.396694215,0.1189959443,0.0
2.483395363,4.386364923,3.431192661,2.706252124,155.0645298,80.92444444,-6.1984,13.9790527,80.64015974,-0.5446602296,0.08948502374,-0.1393061523,-0.1289186064,-0.006207897104,0.06607105588,1.180094038,0.4622641509,0.9330119543,0.9426781327,1.068579533,1.102839335,0.6593134562,1.193276982,0.8888264994,0.8792207831,0.9886093634,1.133082268,0.9672479546,1.086583941,1.057369849,0.4922483201,0.9778942015,7.008271469,0.08662531897,0.3319273053,0.7727998196,0.2749716524,0.07931626887,0.0,0.4398503739,0.03659497968,6.639652932,0.0,0.0,0.0,2.897630052,0.0,10.91816041,0.0,0.0,2.005263525,0.6696428571,0.2542886346,0.8600118525,0.8122222222,3.90875844,4.99856294,0.6452932501,37.46216708,19.77449303,4.794537184,5.693927995,14.79051451,34.196814,0.0,0.0,12.70012204,25.13591149,11.33678588,14.45770443,5.752987422,1.857327904,4.930674447,10.36511981,89.13,1.576388889,0.6216666667,0.6370068027,0.4930909864,0.2849899219,0.2500154321,0.06718346253,0.01554166667,0.04678417383,113.9918604,26.25728492,-3.691155992,1.500672542,-2.53167326,0.5379259473,-1.007788161,0.5899027679,-0.6396500628,3.1,5.64,-4.16,0.0277,-5.23,0.00233,2.31e-05,1.296946821,1.074288642,0.6967807472,0.04098290598,1.072513561,1.299504363,149.8301512,2.565011223,1.141993394,0.02023809524,11.21535881,1.071160207,0.08726707662,0.9866539203,14.26826309,0.0,160.896256,-14.47111111,0.0,0.9349215564,0.0,-0.3358099826,1.021569069,158.7162361,0.03658730159,1.08,0.05767876071,147.0894303,6.9237372,45.64759713,0.7166677786,0.7368419724,1.089411468,4.831548831,1.556913509,160.3959673,28.07245217,12.1472,1.005293604,1.483786682,2150.663284,0.979311847,50.47104599,20.26872417,1.73509775,1.071683992,1.002477064,33.45795484,-7.976,1.165465064,11.94474877,0.0,0.0,0.4797619048,0.8966614791,6.9237372,0.6722678095,1.351455628,1.146875719,3.288461538,0.1702456728,0.0
2.441492375,4.128881734,2.766233766,2.456709957,148.4413028,27.51862673,-1.454346238,8.186775266,62.6425527,-0.5649659201,-0.001361911724,-0.004686814693,-0.1185549812,-0.07084027315,-0.02173188653,1.247870648,0.5557360743,1.276563092,1.043548333,1.435587489,1.159800764,0.8832706767,1.005481086,0.9885639883,0.9577570423,0.8723425979,0.9832985118,1.223888227,0.8770825645,0.9491015781,0.3792650187,1.734223195,3.046910785,0.1290186608,0.0,0.3880585814,0.2194160968,0.05143799709,0.0,0.4384222879,0.7091260393,3.847961756,0.0,0.0,0.0,3.365952145,0.0,0.0,0.0,0.0,2.021458333,0.652173913,0.1836231201,1.007078672,0.75,2.772711092,3.813145574,1.396307791,54.32737274,5.316788604,4.983978521,5.687386275,10.63357721,10.81959831,11.37477255,0.0,0.0,5.835619786,12.39368714,4.992404733,8.050240693,4.299852608,0.0,6.332486322,51.38,1.0,0.6597222222,0.306122449,0.1944444444,0.07306626354,0.0225,0.05079365079,0.02061631944,0.04268168322,34.05672018,21.50704852,-2.974298323,0.9240683243,-1.64655331,0.2877989147,-1.290994202,0.138908524,-0.5671370622,3.15,3.43,-4.06,0.0263,-3.6,0.0745,9.33e-06,1.132765982,0.9094261638,0.6732572563,0.03254480287,1.042024036,1.12998615,29.58315444,2.670886076,1.322992392,0.01739130435,0.0,1.036106275,0.4168821087,1.06339814,0.0,0.0,155.8926008,-7.184075968,0.0,0.7968822267,0.02173913043,-0.2210766627,1.135104007,150.9225805,0.01956521739,3.49,-0.1924848583,144.4949818,48.53093655,28.66745114,0.5697285665,0.4092868722,0.9771385942,4.88298475,0.0,160.4675738,34.66167566,5.734842951,1.413119118,1.737052101,1274.145052,0.8681751391,49.22976446,10.30076712,2.436742274,1.196646457,0.9482930862,0.0,-11.30679328,1.195547787,0.0,4.992404733,0.0,0.4826086957,0.7160716106,6.165775612,0.6403846154,0.9602960526,1.145128951,3.628571429,0.2191094953,0.0
2.499718172,4.249168262,5.834074074,2.484929127,144.7685562,16.51851852,-3.844953174,9.610442604,49.61697204,-0.5138705267,-0.1803827414,0.07073666988,-0.1125027034,-0.2680479268,0.02645264164,0.9606450851,0.6365624317,1.153933692,1.219950434,0.9368131868,1.127272727,1.10849702,0.9547922598,0.7439936355,1.047725877,0.5846429941,0.9425170789,0.9907602704,1.113154136,0.7100875226,0.4165903853,0.992888764,3.041832401,0.1736077036,0.1924500897,0.9039451225,0.4118661866,0.1842762654,0.0,0.4262237182,0.0,5.422759883,0.7472530864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847137275,0.65625,0.2022214977,0.9572573777,0.8753968254,3.239316973,3.873235826,1.080960484,67.78066644,0.0,0.0,21.93603819,0.0,14.59805822,0.0,0.0,0.0,20.09053325,28.78086617,46.40375956,7.59371682,1.827653359,0.0,9.158745986,30.19,2.263888889,1.132777778,0.3313378685,0.4844104308,0.1728395062,0.1625,0.07777777778,0.04045634921,0.02019520985,44.08779962,18.85621371,-4.962129682,4.825956686,-1.557533857,1.720294592,0.5645131203,0.6489139289,-0.3425198847,6.68,6.58,-7.11,3.25e-05,-7.71,8.09e-06,1.7e-06,0.9348512015,0.9645121787,0.7018571043,0.0402020202,0.8875963323,1.137025269,103.9738123,2.504364634,1.021978022,0.0,0.0,1.255649134,0.1661478382,1.006837607,0.0,0.0,150.3493614,-13.58024691,11.33678588,0.5924521781,0.08333333333,-0.6002476217,0.9497162982,156.9660705,0.0,5.07,-0.1639613556,141.7851802,57.74054544,26.7893276,0.2945214183,1.231318752,0.985188197,4.84116039,1.43896947,153.125529,55.8047709,1.648283039,1.046820803,1.412106674,864.54982,1.183761591,41.8827768,14.59805822,1.714879337,1.349796424,1.080223048,21.82845468,-3.030176899,1.271303513,0.0,0.0,0.0,0.5371031746,1.152308195,0.0,0.8205882353,1.508315129,1.250519086,3.857142857,0.1775619387,5.098681808
2.438964785,4.376840904,5.440677966,3.533898305,149.1260098,27.45288532,-1.699050402,8.321909885,85.2828526,-0.2319565314,-0.05462112231,-0.01519665213,-0.05978758705,-0.003180045358,0.1227472924,0.741774305,0.4880172414,1.174447392,0.8912271805,1.011133603,0.9551955398,0.6779251465,0.9381383658,0.9394095453,0.9293592126,0.835603608,1.005047639,1.020131312,0.8923068656,1.013810398,0.3939997149,0.9938719867,8.001917987,0.1197287114,0.1178511302,0.5183302655,0.3559047457,0.08900986808,0.0,0.4380185126,0.0,4.088822166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914798511,0.6354166667,0.1723870095,1.082568992,0.7925714286,3.039081406,4.309880054,0.8995733112,51.92059549,0.0,15.06663885,11.38785599,0.0,20.16532066,4.390415048,0.0,5.817220841,11.25737949,30.59278835,0.0,7.182250094,5.210220847,0.0,7.879637421,54.46,1.368055556,0.5766666667,0.3394557823,0.2395833333,0.1839490426,0.05530864198,0.07207207207,0.01696078431,0.04616591067,221.2269284,20.71401969,-2.839431909,1.274253882,-1.65460158,0.279329633,-1.368625703,0.3513965923,-0.8307165736,3.16,4.88,-4.3,0.0157,-3.97,0.0336,1.58e-06,0.8904795362,1.180016733,0.681465016,0.02487654321,0.980980433,1.102835408,56.85503868,3.035947712,1.04385038,0.0255952381,0.0,1.135033817,0.486706061,1.060047096,4.390415048,0.0,155.8277695,32.78962747,6.066367068,0.7751567797,0.02083333333,0.08778137725,1.080229885,159.7563551,0.02052380952,2.29,-0.2023314081,145.8395111,18.19910121,22.51475897,0.8689478473,0.4672265175,0.9945181256,4.831061693,0.0,157.1804689,29.04376798,6.756026297,0.9101760104,1.666401298,1061.393602,1.02857786,47.12886706,20.16532066,2.17037196,1.03915608,0.9298655757,33.77213846,-0.5661066472,1.087472069,0.0,0.0,0.0,0.4744047619,0.9324432809,5.817220841,0.6175137363,0.8527312186,1.064096471,3.384615385,0.1798547815,5.098681808
2.418348561,4.527285573,7.063829787,3.848699764,153.258031,21.88408163,1.387755102,7.75632666,105.0823435,-0.3324012605,-0.02169575001,-0.1081313449,-0.01968392072,-0.0715585851,-0.08538551804,1.089008379,0.4601770353,0.9315510049,1.08450463,0.9153846154,0.8920945025,0.6202766102,1.018143669,0.9444248896,1.014361302,0.8368997701,1.085396937,1.035552176,0.9791559722,0.9369920743,0.4247310126,0.9929434621,8.002958195,0.1033284893,0.1178511302,0.6300052608,0.3003491901,0.06856204604,0.0,0.433463331,0.0,0.8684125251,1.484493371,0.0,0.0,3.209803949,0.0,0.0,0.0,0.0,1.795023673,0.6666666667,0.1708787285,1.093148184,0.8318681319,3.449454802,4.514718017,0.6145650001,45.98540298,5.316788604,15.06663885,17.57815784,5.316788604,20.16532066,20.15560264,11.63444168,5.563451492,11.38131427,30.59278835,0.0,10.0397995,4.821923051,0.0,8.191064404,66.49,1.5,0.4894444444,0.373968254,0.2395833333,0.1597222222,0.14,0.0701754386,0.01631481481,0.04440518404,97.3913209,21.3750784,-2.51038916,0.6789827158,-2.136900752,0.4039750615,-1.43538768,0.07917260982,-0.7740210525,2.91,3.97,-4.13,0.0241,-3.97,0.0349,5.27e-06,0.9053093647,1.069622565,0.6882623788,0.03663299663,0.8594661414,0.9951615971,23.83749463,3.650537634,0.9936619718,0.03869047619,0.0,0.9467409464,0.405878845,1.173239437,8.780830095,0.0,162.5512898,10.85061224,6.196843572,0.7492704424,0.0625,0.0641237676,1.016903808,161.3424918,0.04432234432,2.49,-0.1713657521,150.3940387,0.0,34.91988892,1.005143915,0.5368188969,1.085488219,4.80790263,0.0,164.5912769,28.92622508,4.346938776,1.102051696,1.501922875,752.8986437,0.8213331104,43.18323228,20.16532066,1.679828215,0.9181616639,1.008157239,11.25737949,2.979591837,0.9491700916,0.0,0.0,0.0,0.4613095238,0.9791375787,11.63444168,0.7277613047,0.8378158588,1.117826901,3.3,0.1920508422,5.098681808
2.533386305,4.178865078,3.496031746,3.208608907,149.954192,44.96447468,-11.47619048,12.26192507,69.16305479,-0.2456306312,0.2624800041,-0.121282804,-0.03983422946,-0.01338615685,0.1525500432,0.8767575996,0.5248710988,1.095719662,1.04521224,0.9441030218,1.187325428,0.5528026341,1.189044845,0.8571149249,0.925310936,1.135467489,0.8028284398,0.9465578477,0.9286010659,1.141077507,0.4190694894,0.9685373377,7.014207244,0.1101141885,0.1964185503,0.7966578997,0.7153728633,0.2864797176,0.03402069087,0.426131127,0.0,5.799885492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.21497177,1.966767272,0.63,0.2024891453,1.045718155,0.82,3.427333494,4.499227542,0.8930898811,48.31310623,0.0,9.665781456,22.82809587,0.0,29.43802943,0.0,9.837253136,0.0,4.895483476,12.13273414,5.098681808,4.723065437,5.320165443,2.683848503,7.746935681,64.85,2.069444444,0.8411111111,0.5723809524,0.5312145692,0.4238000756,0.1996990741,0.07936507937,0.02273273273,0.03325924235,10.05838765,27.86921957,-3.980524097,1.958722018,-2.170402474,0.7322180087,-1.564400883,0.8716503981,-0.1030529687,2.62,2.97,-3.97,0.0373,-3.81,0.0547,0.000284,1.115633952,1.205024884,0.7041633411,0.04051169591,1.004994808,0.9411622673,12.01574795,2.546021948,0.9775039946,0.012,16.38200954,1.097951429,0.236586397,1.131440891,8.417796984,-3.21497177,155.3082346,35.73015873,6.255769184,0.8849630192,0.0,-0.3348172684,1.06488473,157.3703611,0.0,2.16,-0.280895464,142.8976294,24.27512131,40.44737137,0.6284471325,1.540954964,1.197808492,4.929626073,0.0,153.6443467,28.55705665,10.3962585,1.20291437,1.581657699,1853.028796,1.080302284,51.10677835,14.76446326,1.964983929,1.102387125,0.8094063704,22.51475897,-14.56462585,1.048205747,23.41233371,0.0,0.0,0.488,0.7887706615,6.9237372,0.831884058,0.4373580456,1.198778246,3.319148936,0.1637947843,5.098681808
2.530454796,4.024228194,2.092105263,2.346856725,152.1379724,64.0,-7.9525,9.201441785,63.23795837,-0.2284308993,0.0100156216,-0.07079465754,-0.2045825682,0.03891696362,0.09084778149,0.8317885182,0.4655813953,1.008977273,1.079302326,1.081483688,1.257850959,0.9741131281,1.14020417,0.7986610069,0.9090461351,0.9975457326,0.969569037,0.9781315071,0.9818039775,1.156196877,0.3895731845,0.9878632894,3.513557971,0.0751275622,0.1964185503,0.8139167982,0.2823601614,0.08579236005,0.0,0.433013519,0.0,7.059662875,0.0,0.0,0.0,0.0,0.0,5.262617148,0.0,0.0,2.07157124,0.6413043478,0.2042675015,0.9555802056,0.7855072464,3.35869497,4.43418372,0.8877443751,43.99955858,4.736862954,9.665781456,25.04240994,4.736862954,21.87426081,0.0,0.0,0.0,0.0,7.109797541,9.835544762,4.781466286,4.258602372,2.810050081,7.746935681,39.94,1.569444444,0.6605555556,0.4907482993,0.3628472222,0.1768864953,0.09031635802,0.06606606607,0.01887301587,0.04156603479,79.23985106,19.85100612,-2.773666826,0.4320660674,-1.715121593,0.43463328,-1.14055932,0.3992095628,-0.7134927165,3.36,3.7,-4.19,0.0197,-3.88,0.0403,0.000352,1.130489772,1.406506256,0.6874430569,0.0429248366,0.9295683845,1.006819973,60.23096123,2.441860465,1.173807944,0.02028985507,6.544756406,1.10983699,0.3286265004,0.9940910671,4.736862954,1.678040052,155.1948001,-23.0,0.0,0.8966358068,0.02173913043,-0.1804695507,1.060119048,158.2651642,0.0,2.32,-0.2772871577,144.6883738,24.27512131,46.1968832,0.7615056901,0.5986859824,1.154337349,4.905393638,0.0,153.6483872,24.98785342,12.976875,1.118724544,1.71971739,1762.835961,1.178190239,50.83098864,14.76446326,1.963233125,1.165714286,0.9664473684,28.26427081,-16.97125,1.123510297,0.0,0.0,0.0,0.4797101449,1.011681137,6.9237372,0.5485365085,1.187171078,1.144450052,3.363636364,0.3131896757,5.098681808
2.490442419,4.555414393,4.612612613,3.002252252,156.5904547,52.96,-7.8464,10.97385598,107.2989672,-0.4202252355,0.004326923077,0.005777815934,-0.1122882851,-0.1037721893,-0.05414934165,1.167312387,0.5115740741,0.9509345794,1.253205128,1.080628088,1.215277778,0.6401148504,0.914438101,0.9278108045,0.9903619376,0.9564817584,0.9355966879,0.9832937806,1.121348594,1.059105987,0.4137662936,0.992943462,8.001919069,0.07200113532,0.2140761751,0.8576887674,0.3587108711,0.07802850942,0.0,0.4314657775,0.8371918829,3.456045648,0.0,0.0,0.0,6.396193674,0.0,0.0,0.0,0.0,1.9842524,0.6833333333,0.2082598057,1.048430577,0.7822510823,3.917487984,4.93366069,0.7101955001,46.44748412,10.30076712,10.43470392,17.9326124,10.74258,32.46515906,10.07780132,5.817220841,11.85970361,23.75701689,12.40490243,4.983978521,5.201479277,7.402531227,2.307401952,10.61792428,81.23,1.604166667,0.9136111111,0.614829932,0.5599135488,0.345946712,0.229382716,0.06481481481,0.02030246914,0.05011381306,327.5428108,28.21357374,-2.744730193,1.028934719,-2.151474605,0.5674930319,-1.874259233,0.3424920767,-0.6294296932,2.78,3.13,-4.17,0.0272,-4.14,0.029,5.61e-05,1.153810694,1.21092118,0.6833808251,0.04262273902,0.960534506,0.9168901822,29.59329576,3.201566952,1.218772466,0.03047619048,6.544756406,1.023862668,0.3172031566,1.140491453,4.390415048,0.0,162.2205903,-33.16,6.066367068,0.8561746053,0.03333333333,-0.2545010027,0.9550438596,164.9364602,0.04822510823,2.4,-0.1918444578,150.7422912,24.27512131,16.9544188,1.018428032,0.7448831904,1.0390625,4.882871891,0.0,163.0500826,29.07485563,9.5504,1.038419754,1.539717744,2402.054046,1.192883695,47.73520052,25.38663948,1.726368206,1.219036697,1.029279279,11.38785599,-11.1008,0.9360394825,0.0,4.992404733,0.0,0.4695238095,1.055214205,12.74095804,0.7167022792,1.362455893,1.143195637,3.495327103,0.1438542817,0.0
2.483449667,4.396690103,3.826241135,2.919687418,154.1759132,76.34756803,-2.127659574,15.72844069,83.84194442,-0.7136435401,0.2170828951,-0.1803477634,-0.0504215878,0.03401200358,-0.003188883497,1.42349923,0.461425221,1.150491068,0.9199227544,0.9880417397,1.068748119,0.5278331227,1.074437107,0.8073625475,0.8840345331,0.8494735194,1.164447335,0.8530166895,1.131452663,0.959770983,0.4971974104,0.9778532218,7.008273877,0.164494661,0.3319273053,0.7727998196,0.2749716524,0.1110709264,0.0,0.4352001174,-0.4669698351,5.080503178,2.075726759,0.0,0.0,2.724611993,0.0,5.113341032,0.0,0.0,2.091976726,0.6696428571,0.2405056069,0.8938416615,0.8088888889,4.019717246,4.894598426,0.6599904257,40.93168864,15.03763008,0.0,34.0698107,5.316788604,32.13312054,4.794537184,6.093240071,12.64872279,5.824404498,22.67357176,9.720841475,5.559915611,-0.6409053451,5.817368447,11.30118547,92.79,1.826388889,0.6216666667,0.7186394558,0.4930909864,0.3162399219,0.3053240741,0.06565656566,0.01594017094,0.04188420003,35.61576529,26.96809765,-4.755622155,1.803393642,-2.230653121,0.2011773843,-0.9534186082,1.04773413,-0.9379002644,3.66,5.86,-4.75,0.00736,-6.48,0.000136,4.09e-05,1.216827225,0.8648518715,0.7026070582,0.03995833333,1.080738466,1.229233282,30.42700184,2.656921865,1.014280943,0.005952380952,11.28161936,1.112929637,0.08870986175,1.033621046,9.531400138,0.0,159.0164246,-30.45626478,0.0,0.8501072829,0.0,-0.2027626441,1.070832099,156.7590167,0.03634920635,1.12,0.231291263,146.7345417,6.066367068,37.86947981,0.9696128599,1.065517403,1.211046317,4.831606468,3.144098498,159.3037088,31.38312842,11.54866455,1.288728689,1.407369913,2726.359613,0.9808856936,51.10387772,25.25270269,1.534871606,0.9340591517,1.05741742,21.95893118,-5.996378452,0.8871398016,11.78782843,0.0,0.0,0.494047619,0.8333790794,6.9237372,0.7352677279,0.8931009322,1.091767795,3.494505495,0.1804790733,0.0
2.434221777,4.302585104,3.973634652,2.599846551,147.5334209,24.58788518,-0.6990504018,8.713859209,61.64254514,-0.2274929273,-0.1543552752,0.03971528653,-0.07875068644,0.09425447814,0.07734724421,0.8160767427,0.5772477584,1.145958551,0.9161377823,1.011133603,0.9417420814,1.022431489,0.8914573085,0.8934112415,0.9740305481,0.7474778648,0.9531995534,0.9753622811,0.924761903,1.072104687,0.3878201784,0.9938435771,3.059383876,0.1304065059,0.1178511302,0.5183302655,0.2749716524,0.0761440227,0.0,0.4373949292,0.0,6.293309103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042193878,0.6354166667,0.1765597879,1.049908141,0.7754285714,3.039081406,4.438390527,0.7710628382,53.04696378,0.0,15.06663885,11.38785599,0.0,20.16532066,0.0,0.0,0.0,5.022633314,12.39368714,11.60093989,7.99598147,5.443398661,0.0,6.807079415,54.46,0.9930555556,0.66,0.3386394558,0.267396542,0.1645408163,0.06655864198,0.07207207207,0.02,0.04199446313,202.0523482,20.78580455,-2.989268504,1.775843866,-1.552496346,0.8454718108,-1.032529073,0.5389920689,-0.8018663157,3.69,5.11,-4.74,0.00607,-4.52,0.00996,7.82e-07,0.9760302914,1.203064985,0.681465016,0.02633986928,0.9949734926,0.930581229,51.21686068,2.596435488,1.032121724,0.007738095238,0.0,1.167375108,0.3599775621,1.118131868,0.0,0.0,153.1026674,1.80999017,0.0,0.7377911271,0.02083333333,-0.3367807874,1.032748054,157.7247293,0.01980952381,2.4,-0.1998300092,144.5853473,29.8000411,33.77213846,0.909257988,0.6128188311,1.031820743,4.814735277,0.0,153.5807316,27.41466746,5.756026297,0.8378701243,1.667042088,1075.726667,1.060573305,48.70120046,20.16532066,2.17037196,1.085549004,1.023354559,33.77213846,-0.7552958364,1.048290646,0.0,0.0,0.0,0.4922619048,0.8577922201,0.0,0.6632554945,1.110928328,1.147163524,3.358974359,0.1958948138,5.098681808
2.478936865,4.51049676,4.544642857,2.716021825,155.9281231,72.47928994,-3.75,11.23717981,89.00980249,-0.4506544149,0.0559105301,-0.1081567679,0.03628957905,-0.1641522989,0.1459875054,1.174937941,0.4944376026,0.824498344,1.115730281,1.015037594,1.115763547,0.9183986976,1.10351367,0.8419023279,0.9742927238,1.022296129,0.9090188918,1.015169566,1.026370863,1.066050342,0.3984551159,0.9878601675,3.513572536,0.08296766566,0.2140761751,0.8666591913,0.2749716524,0.06365387513,0.0,0.4340286995,0.9335681456,6.09654761,0.0,0.0,0.0,3.395337039,0.0,5.218525494,0.0,0.0,1.998196912,0.685483871,0.2114118318,1.02523956,0.7838383838,3.751632789,4.930457026,0.7699826926,52.39923879,15.03763008,4.983978521,30.73633793,15.47944295,33.40918099,5.687386275,0.0,0.0,6.544756406,12.11871007,14.70482,5.138138648,8.185977086,2.517724679,8.797257867,92.53,1.479166667,0.785,0.5723809524,0.5755385488,0.2590230537,0.211882716,0.06349206349,0.01825581395,0.04791896434,95.95407789,28.10094457,-4.03750446,0.417188166,-2.322690933,0.9966921624,-1.764277142,0.3522864681,-1.025139433,2.65,2.77,-4.07,0.035,-3.95,0.0464,8.34e-05,1.310011246,1.218150285,0.6841461785,0.04273901809,0.9157697123,1.115105137,98.77127978,2.74137931,1.06779661,0.02795698925,6.544756406,1.115060367,0.4846689175,1.118012422,4.736862954,1.65707352,158.8721414,14.11242604,6.338535363,0.8866574571,0.03225806452,-0.2438414553,1.018281807,162.626687,0.0312153796,1.72,-0.2053723577,149.2712213,12.14238718,51.77589473,0.6699775892,0.7412859105,1.160743934,4.848604167,0.0,159.3910426,27.54306817,12.75,1.050678849,1.551751125,1827.899299,1.13301132,48.09529404,25.38663948,1.948806929,0.9938092357,0.8811422414,17.13736782,-8.0,0.8903079118,0.0,4.992404733,0.0,0.4720430108,1.051738124,13.08951281,0.6275510204,0.9409178916,1.159043268,3.254237288,0.1865275199,5.425791397
2.553040383,4.346112611,1.6,2.083333333,150.5589706,75.42155009,-15.43478261,10.57459456,74.31829025,-0.1642638889,0.0765193156,0.08772674932,-0.1072791578,-0.1395201278,-0.1654548445,1.110955197,0.4224489796,1.136368367,1.279942479,1.200242718,1.196255201,0.8214472094,0.9975586595,0.9066266955,0.788504403,0.9533465805,1.046094199,0.8944767049,1.097453579,0.9758442718,0.3923182374,0.9879793438,3.042105136,0.08275355392,0.1964185503,0.91913191,0.3957624643,0.130682846,0.0,0.4282555964,0.0,6.800047635,2.189593648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149158951,0.6442307692,0.2302750424,0.9578564542,0.7615384615,3.320562819,4.534219021,0.9893429349,49.46188487,0.0,14.64975998,11.21062871,0.0,19.74844179,0.0,0.0,0.0,0.0,0.0,10.08266033,6.125179228,5.040464461,3.120409059,11.24058363,43.6,1.756944444,0.7852777778,0.5251247166,0.3107993197,0.1652730537,0.0825,0.06201550388,0.01707125604,0.03488361826,42.82003438,15.03298775,-3.887155129,0.4903875941,-2.350826154,0.5007587419,-1.266561708,0.1970270424,-0.6533995773,3.95,4.89,-4.84,0.00493,-4.57,0.00925,3.71e-06,1.116322485,1.296268348,0.6734561893,0.03599483204,0.988420928,1.24605682,9.847522251,2.342151675,1.358765342,0.01538461538,19.38639965,1.011354493,0.2435071712,0.9047539337,0.0,0.0,158.017984,-91.47826087,22.20705519,0.8858049236,0.0,-0.07221636143,1.225706499,156.6073003,0.0,2.88,-0.04124954866,144.1755027,31.18920547,48.40570598,0.9485384251,0.6328934241,1.071691822,4.996396487,0.0,154.4333074,28.08857777,14.1852552,1.178710955,1.78327797,2140.13226,1.236159887,51.64301269,19.74844179,2.202999137,1.245225455,1.111969112,22.51475897,-22.68620038,1.063331499,0.0,0.0,0.0,0.4846153846,1.072676271,0.0,0.5191747573,1.213090146,1.215419546,3.716981132,0.1868248023,5.098681808
