,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),0.3283552997875663,2.0,5.649916858308763,0.0035649994091314532,0.0039305066734659855,0.0047096380193189956
C(imputation),10.980028652013777,3.0,125.95350021934782,9.719056139794124e-76,0.13143407741403568,0.13661589243858985
C(upstream):C(imputation),2.840308591169167,6.0,16.290795775620726,1.8154061239862967e-18,0.03399930465418338,0.039322128180814805
Residual,69.39150394218574,2388.0,,,0.8306361112583149,
