,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),0.32835529978756695,2.0,5.380096101167163,0.0046633967192795675,0.003930506673466037,0.004485730685923734
C(strategy),9.799724934351955,3.0,107.04555288316772,5.037777534578274e-65,0.11730550497440256,0.11853837554639596
C(upstream):C(strategy),0.5405131097072225,6.0,2.9520994240557275,0.0071348024195572665,0.006470096222520485,0.007362723448252911
Residual,72.87160314130857,2388.0,,,0.8722938921296108,
