pIC50,AATS8dv,AETA_beta_s,AETA_eta_F,AETA_eta_L,ATSC0i,ATSC0p,ATSC8d,AXp-1d,Ali_Solubility_(mg/ml),BCUTc-1h,BCUTd-1l,BCUTs-1h,ESOL_Log_S,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,FPSA3,GATS1p,GATS3v,GATS4c,GATS5dv,GATS6d,GATS6i,GATS7d,GGI3,GGI5,GGI8,GGI9,IC2,JGI2,JGI5,MATS1c,MATS2s,MATS3s,MDEC-33,Mor06m,Mor08m,Mor11m,Mor16m,Mor23m,PEOE_VSA2,RPCS,SaaaC,SaasC,SdS,Silicos-IT_Log_P,Silicos-IT_Solubility_(mg/ml),SlogP_VSA1,SpMax_A,SsOH,SssNH,SssssC,VE1_A,VSA_EState3,VSA_EState7,XLOGP3,Xc-5d,Xch-5d,Xch-7d,ZMIC1
7.086186148,4.208955224,0.6515151515,1.108666195,0.2002335208,93.06384547,12.48154746,0.649872449,0.4365675589,0.00781,0.4035764363,0.9929796051,7.00214461,-4.96,6.227901171,0.0,12.96557803,12.39368714,5.098681808,0.03893815217,0.9788436129,0.9165954269,0.9744367838,1.080805755,1.088706772,1.043730812,1.129682997,1.722222222,0.7469444444,0.2885015117,0.348757716,4.650057863,0.05664488017,0.01556134259,-0.3160717297,0.01210087823,-0.1432340133,8.760697154,0.6694022544,-2.367162953,0.9378620259,0.1733570419,-0.8427190641,19.6337385,23.91543062,1.655222388,5.237855693,0.0,3.93,3.23e-07,5.316788604,2.474740486,0.0,3.000267704,0.0,4.498005413,20.32087383,4.805975597,3.62,0.2749716524,0.09622504486,0.7728643223,61.67874405
7.920818754,1.900900901,0.6538461538,0.7344747234,0.2839350358,80.55490752,15.85868953,-11.96786389,0.4258663194,9.59e-06,0.4013152698,0.993844579,3.040427984,-6.01,0.0,0.0,5.917906046,22.67357176,9.967957042,0.0345784489,0.7933971055,0.9099142368,1.342566122,1.215894993,1.422643282,1.007401647,1.27248715,1.388888889,0.8822222222,0.2693609851,0.136257716,4.404345794,0.06718346253,0.02321637427,-0.5247115456,0.1311527979,0.05028930446,11.50557439,1.734625415,-2.465995537,0.7796556122,0.8060284647,-0.8807086271,0.0,170.3578035,2.259257465,6.435338509,0.0,7.34,1.2e-05,0.0,2.497208695,0.0,0.0,0.0,4.513463657,3.097874858,6.427993635,5.51,0.3583049857,0.3319273053,0.8477628922,46.32944143
7.677780705,5.685185185,0.6742424242,1.148152996,0.1982620778,93.58964786,10.19025518,-1.7008,0.4366629633,0.00726,0.4133242828,0.9108416499,6.028466039,-4.25,0.0,0.0,29.18345016,23.20801373,4.983978521,0.04262659704,0.9058353135,0.9362959552,1.202366006,1.048704955,0.9165394121,1.019232201,1.035186967,2.166666667,0.9030555556,0.4011558327,0.309382716,4.90875844,0.07264957265,0.01881365741,-0.4667300645,0.006346952584,-0.03015287212,11.14244263,-0.3432327804,-2.266704577,0.9508689612,0.2320885383,-0.6792424211,4.983978521,91.40022729,0.0,5.048433425,0.0,2.79,8.24e-05,10.74258,2.480066464,0.0,3.22022555,0.0,4.664261695,23.66560348,7.95088263,2.67,0.4110544159,0.2140761751,0.8931456284,52.19077508
5.958607315,4.953488372,0.6785714286,1.057362289,0.1994588156,72.50901465,11.70435507,-2.244897959,0.4277085371,0.00238,0.4923694617,0.9730025181,7.008275784,-4.34,5.907179729,6.792942306,17.13736782,18.32957771,20.19137191,0.05700467706,0.7882021252,1.041559954,0.989678964,0.9556283104,1.228044332,0.9779253842,0.9070667614,1.381944444,1.038333333,0.3442066641,0.208441358,4.57311809,0.07729468599,0.02662393162,-0.5685004066,0.08152655303,-0.03354439741,12.11288487,1.058598812,-2.25801377,0.5501311811,0.9302140494,-0.8652572053,4.794537184,101.0997443,0.0,6.705520273,0.0,4.68,4.32e-05,15.20739338,2.494860584,0.0,0.0,0.0,4.585936561,2.720661619,1.749436657,2.8,0.5249716524,0.3584137424,0.8366628452,48.33617507
7.769551079,4.990291262,0.6833333333,1.033605074,0.2081978856,105.8936756,10.45330553,-5.696180556,0.4309705789,0.0515,0.3981657459,0.9929414619,8.001919186,-4.16,0.0,5.817220841,6.544756406,17.14164666,4.983978521,0.04407485129,0.9485478828,0.9777729186,1.299710637,0.8360432694,0.9874856487,0.9140232855,1.12238806,1.479166667,0.7225,0.2590230537,0.211882716,4.84987474,0.06481481481,0.01720238095,-0.5083152447,0.04917585201,-0.09257670132,8.797257867,0.5690587875,-2.376581412,0.9270940329,0.416880813,-0.9082457213,4.983978521,82.7083534,0.0,4.627354468,0.0,3.13,5.58e-05,10.74258,2.478903901,0.0,3.260132958,0.0,4.498947703,4.976307347,8.055372164,2.78,0.2749716524,0.2140761751,0.8910669595,51.41882102
7.943095149,4.62305296,0.6693548387,0.9755060074,0.221985203,89.71233885,13.86120267,-5.429065744,0.4340286995,0.00154,0.3995174659,0.9878600702,3.513570969,-4.93,0.0,0.0,6.544756406,29.79403131,14.70482,0.04609592103,0.8990521753,0.9803638036,1.008970027,1.013566451,0.9804396712,1.017029955,1.059384164,1.729166667,0.7294444444,0.2711404006,0.269382716,4.848129263,0.0589569161,0.01657828283,-0.4714963471,0.005501978195,-0.0942052769,9.113837606,1.700859876,-2.576392418,0.5784417399,0.4888090538,-0.642422667,4.983978521,81.96156679,0.0,6.466182081,0.0,3.89,7.87e-05,15.47944295,2.479015615,0.0,3.448656463,0.0,4.520309251,6.046882566,8.331651359,3.84,0.2749716524,0.2140761751,0.8666591913,52.82386638
8.057991947,4.253968254,0.6583333333,0.9390733007,0.2262521845,88.63630452,13.68585075,-7.512,0.4309705789,0.000912,0.3974983444,0.9929414619,3.057284777,-5.15,0.0,0.0,0.0,22.68423376,9.967957042,0.04054699953,0.8589312009,1.033535669,1.092274391,0.9759848525,1.047207447,1.048958227,1.105769231,1.479166667,0.7225,0.2590230537,0.211882716,4.643074189,0.06481481481,0.01720238095,-0.5396822277,0.08951957786,-0.09124840464,8.797257867,1.311168992,-2.528190752,1.055772919,0.3388759581,-0.5827358211,4.983978521,74.69962134,0.0,7.0906703,0.0,4.35,4.02e-05,10.74258,2.478903901,0.0,3.472360166,0.0,4.498947703,6.115521358,8.383151436,4.23,0.2749716524,0.2140761751,0.8910669595,53.35132066
7.886056648,4.0,0.6770833333,1.069426756,0.1834707535,66.93814597,8.444372968,1.153846154,0.4307788997,0.204,0.4604655527,0.9777466642,7.008279439,-3.7,0.0,5.559266895,10.90292493,17.92631849,0.0,0.04141418958,1.023158032,0.9723505488,1.130762001,1.062608247,1.067283951,0.8382244229,1.058813443,1.493055556,0.7013888889,0.2093726379,0.14125,4.537677617,0.08547008547,0.02191840278,-0.4756778122,0.03647737234,0.003470700596,6.623108809,0.6674062408,-1.795611318,0.2474763463,-0.05705847771,-0.6509966146,4.794537184,53.89078206,1.267636369,3.438915801,0.0,2.43,0.00046,5.559266895,2.470650007,0.0,0.0,0.0,4.448351521,4.964785735,3.26007142,2.18,0.4743298844,0.1178511302,0.6795381294,42.52935101
8.259637311,3.193877551,0.6517857143,0.8533547377,0.2529558684,86.6028529,16.36677442,-5.87755102,0.4352001174,0.000183,0.4046849895,0.9778532218,7.008271331,-4.78,0.0,5.907179729,18.88348407,22.67357176,4.983978521,0.03774364435,0.8333418369,0.9734071245,1.300646402,1.235129057,0.9885702664,1.090807648,1.135946811,1.826388889,0.6216666667,0.3162399219,0.3053240741,4.940841477,0.06565656566,0.01594017094,-0.5939157582,0.09171240073,-0.154798447,11.30118547,1.901098409,-2.286426813,0.3857845696,0.4994260875,-0.8196187315,4.794537184,54.59106677,2.112255684,5.324635831,0.0,6.7,8.78e-06,5.316788604,2.483449667,0.0,2.946834215,0.0,4.396690103,5.833387833,0.5080783922,3.72,0.2749716524,0.3319273053,0.7727998196,40.9146709
5.324221658,2.808219178,0.6875,1.001635753,0.1977619312,67.74146102,8.506962668,-8.44312952,0.4217736817,0.215,0.400224482,0.9938723241,3.043383126,-3.84,0.0,0.0,0.0,6.196843572,5.098681808,0.04440196128,0.9528772497,0.954156427,0.8972277958,1.056329954,0.9770078859,0.9664765945,0.9641156418,1.986111111,0.6916666667,0.1962947216,0.08969907407,4.608315758,0.07046070461,0.01921296296,-0.2468319871,-0.03973342556,0.03331726646,8.644681517,0.09282506621,-1.691626989,0.5250201482,0.7347790704,-0.8656018826,9.665781456,84.25406154,2.112397566,5.184943731,0.0,2.59,0.00101,0.0,2.542257615,0.0,0.0,0.0,4.314852378,4.788676934,7.91916294,2.5,0.446626588,0.2926435952,1.032629881,44.32790562
6.882728704,4.495934959,0.6328125,1.17023076,0.1861552394,87.14913321,11.92201463,-4.071555714,0.4323245357,0.00305,0.4048926624,0.9729366222,7.00827661,-5.02,5.907179729,0.0,12.1082079,18.32957771,15.81632781,0.04411511257,0.8742496458,1.028528987,0.9122049329,1.068966915,1.031697878,0.9251496395,1.142917764,2.034722222,0.9519444444,0.3754251701,0.353125,4.675572577,0.06100217865,0.01983217593,-0.4467305868,0.1401240263,-0.07975590172,10.62580301,0.9554089527,-2.801247928,0.5606407804,0.3451169527,-0.9679928285,19.44429716,79.21150091,2.01129617,6.012902746,0.0,4.5,2.78e-07,5.733667477,2.479390399,0.0,0.0,0.0,4.67741432,5.93504747,3.815631016,3.63,0.441638319,0.09622504486,0.7989048138,63.71302094
6.619788758,2.149847095,0.6730769231,0.7804457413,0.2665359764,81.74365716,15.36483264,-9.842469136,0.4258663194,0.00072,0.4014509885,0.993844579,3.040434968,-4.73,0.0,0.0,5.917906046,22.67357176,9.967957042,0.03687815373,0.7826955065,0.9037005482,1.243927124,1.160124318,1.433397683,1.036662603,1.241554054,1.388888889,0.8822222222,0.2693609851,0.136257716,4.791635874,0.06718346253,0.02321637427,-0.4835805216,0.04996448418,-0.02857421398,11.50557439,1.866936489,-2.427310966,0.5479085695,0.8109263232,-0.8389962404,0.0,41.40625833,2.240993002,6.313272182,0.0,6.39,2.04e-05,5.316788604,2.497208695,0.0,3.43223749,0.0,4.513463657,6.504487348,2.244384606,3.46,0.3583049857,0.3319273053,0.8477628922,41.02673629
6.022276395,4.8,0.6875,1.119317751,0.1934419779,85.77805657,11.74832638,0.8045567818,0.4348055467,0.0104,0.4925480184,0.9779517541,7.008273483,-4.48,0.0,19.36881322,23.01735616,0.0,14.45770443,0.04920675834,1.042028031,0.9977960937,1.072098735,1.01479526,1.051254521,0.8891218375,1.126529536,1.791666667,0.6947222222,0.2915485639,0.3365740741,4.580587713,0.05777777778,0.015102657,-0.6058913888,0.09867989841,-0.135066269,8.17537485,1.122557814,-2.488839006,0.4744740958,0.8097048744,-0.9609658835,4.567099648,73.23571024,0.0,5.981239366,0.0,3.05,3.53e-06,20.10730312,2.478540819,0.0,5.658246704,0.0,4.468967295,5.658246704,1.888570484,3.05,0.2749716524,0.2140761751,0.8209768448,58.55775547
8.142667504,3.948412698,0.6759259259,0.903750547,0.2349530978,80.06494255,14.905172,-4.0,0.4378453864,0.000366,0.4971086973,0.9779111491,7.008273656,-4.41,6.093240071,6.606881965,12.3691609,11.33678588,4.736862954,0.04368348774,0.8296425021,0.8399712747,1.408610428,1.098262314,1.038095238,1.110603655,1.161067504,1.576388889,0.6216666667,0.2849899219,0.2253240741,4.998871107,0.06878306878,0.01635964912,-0.6908796473,0.1728244911,-0.09004121589,10.36511981,1.382973465,-2.257303159,0.3801247142,1.171608117,-0.935126368,0.0,37.21675878,2.067772926,4.948961893,0.0,5.64,4.13e-05,5.316788604,2.483385735,0.0,2.602376379,0.0,4.381949493,5.419800529,-0.4646550203,3.23,0.2749716524,0.3319273053,0.7727998196,39.6678898
4.606775884,4.95959596,0.6637931034,1.164684435,0.1846961226,70.99946306,9.317179907,-1.886425095,0.4315610527,0.00522,0.4931928377,0.9113369665,7.008281684,-4.64,0.0,12.3522092,45.26462041,42.59504598,14.73561746,0.04904827868,0.9105617615,0.9995297414,1.070585497,1.05762211,1.265309165,0.8907326628,1.012132772,2.111111111,1.313055556,0.3283100277,0.1693904321,4.514188454,0.07092198582,0.02854468599,-0.412963751,-0.04390532768,0.02607640661,10.98762628,0.972992531,-2.743629645,0.5922709573,0.225132652,-0.4795100704,14.87719751,72.70521853,0.0,4.807362706,0.0,3.96,2.05e-05,15.0329928,2.527327576,0.0,0.0,0.0,4.526851821,12.19242918,1.676712492,3.24,0.4630500236,0.1964185503,0.8745363335,55.22657502
7.346787486,2.736263736,0.6574074074,0.8741822004,0.2524777201,82.81560826,15.55058893,-11.71030246,0.4384066114,6.03e-05,0.4425900844,0.9779389747,7.008271333,-4.99,0.0,5.907179729,18.0630889,11.33678588,0.0,0.03816628182,0.8131694162,0.8301245627,1.427590529,1.102380514,1.295218685,1.071984845,1.302945265,1.576388889,0.8994444444,0.2988394432,0.1753240741,4.952591032,0.07407407407,0.02306267806,-0.5913930955,0.09199943117,0.1154995469,11.50557439,1.554167205,-1.965204645,0.5429455944,0.7047105363,-1.034096218,4.794537184,33.04663754,2.059960334,4.534752972,0.0,6.49,8.86e-06,5.316788604,2.491958451,0.0,2.916417549,0.0,4.420120051,5.705320608,1.974278969,4.17,0.3928227826,0.3319273053,0.8051091726,40.52094163
8.15490196,2.682170543,0.6333333333,1.113575107,0.1854955342,80.95689489,12.35953818,1.309718761,0.4434958058,0.000238,0.4093286927,0.9877912755,3.514126327,-5.83,0.0,0.0,11.49902367,13.30664111,14.45770443,0.04103201545,1.025226937,0.9691679685,1.261330354,1.125665171,1.192188852,0.9878742594,1.004666083,1.8125,0.9236111111,0.2947845805,0.176875,4.345199464,0.06419753086,0.02052469136,-0.3911565367,0.05913805087,0.002404933084,9.553682194,1.225714545,-2.529925213,0.8020970047,-0.08561899905,-0.7858473616,4.983978521,97.87464045,0.0,7.457047619,0.0,5.32,5.99e-08,14.79051451,2.416226907,0.0,3.383440595,0.0,4.505158566,3.383440595,1.757710861,5.29,0.3860827635,0.0,0.4770976616,62.79385773
8.154281982,5.02020202,0.6666666667,0.9830758949,0.2191237024,107.0934377,12.99265248,-6.646446356,0.4309705789,0.00171,0.3992512341,0.99294184,8.001919132,-5.01,0.0,5.817220841,6.544756406,11.07527959,4.983978521,0.04287116885,0.8375250905,0.9879303619,1.119795879,1.076305354,1.056333682,0.8653919547,1.1506354,1.729166667,0.6669444444,0.2711404006,0.244691358,4.761307734,0.06018518519,0.01587962963,-0.5477254325,0.03365632384,-0.09006112418,9.113837606,0.9120135501,-2.793950429,0.9787200843,0.5678756608,-0.585039628,4.983978521,75.80499741,0.0,4.847706813,0.0,4.25,5.26e-05,10.74258,2.478964104,0.0,3.313452381,0.0,4.505698205,5.793800083,8.178135472,3.97,0.2749716524,0.2140761751,0.8910669595,52.7732406
8.5,5.837138508,0.6785714286,1.168532097,0.1797058126,93.97687081,9.754294105,5.219954649,0.4375123208,0.00975,0.4547574529,0.9776445192,8.001919628,-4.52,5.817220841,6.031114512,38.68818678,30.59278835,11.60093989,0.04497874467,0.8536678582,0.9037582254,1.210119989,1.15235137,1.049580336,1.020939688,0.8358710759,2.125,0.7986111111,0.2380794911,0.24125,4.653756708,0.07575757576,0.01947831978,-0.5404631453,0.01128590817,-0.01132449971,9.637872057,2.301585698,-2.010503948,1.105106427,-0.1227245037,-0.6873477765,9.967957042,70.91017706,1.081401467,1.997975874,0.0,2.78,9.22e-06,10.63357721,2.475439514,0.0,5.754883742,0.0,4.23232078,10.25361861,4.681348312,3.16,0.4169635037,0.09622504486,0.7500749593,46.99823699
7.055517328,2.322033898,0.6517857143,0.9809112522,0.2283352175,79.21107982,11.47484895,-10.6688,0.4299484842,0.00818,0.4011094834,0.9878157192,3.510570586,-4.85,0.0,0.0,6.606881965,0.0,14.81952328,0.03668234226,1.024948238,0.7581009069,1.137730744,1.05447993,1.043021965,1.024990966,1.123645947,1.944444444,0.9241666667,0.2867220962,0.177191358,4.860631001,0.07246376812,0.01886054422,-0.2416839159,0.08587895363,0.06968520097,12.78883177,0.9896238536,-2.599943524,0.3271301768,0.1927953281,-0.7743182072,9.665781456,78.95067947,2.149387791,7.200781019,0.0,4.93,3.15e-06,4.736862954,2.555078771,0.0,0.0,0.0,4.432375033,6.103509693,4.056231838,3.85,0.5136135945,0.1964185503,0.9675314367,46.40825086
6.261219442,0.8169014085,0.63,0.8553539836,0.2463572446,76.31959106,11.27644075,-15.77675968,0.423750376,0.0149,0.3826714505,0.9915107246,3.042073608,-4.63,0.0,5.414990469,5.917906046,0.0,10.08266033,0.03024505646,1.081703135,1.122866966,0.9525095586,1.201633404,1.442613336,1.129497106,1.306897684,2.958333333,1.198611111,0.3038548753,0.0625,4.315755957,0.07751937984,0.02853835979,-0.1691533402,0.2863211845,-0.1581777167,10.61269411,0.8559216197,-2.338647341,0.4001970177,0.02673924933,-0.4940274022,14.64975998,73.60937711,0.0,7.649645337,0.0,4.69,2.12e-05,0.0,2.598536944,0.0,0.0,0.2060728458,4.112844703,4.987931311,1.881884448,3.74,0.7194749337,0.1466088019,1.229032715,42.13468465
4.642827742,5.029411765,0.6206896552,1.226446339,0.1800091533,114.0499102,10.29811502,0.722107438,0.4360124218,0.00239,0.4678151522,0.9726938403,8.002963604,-5.0,23.10088831,16.82083098,16.81428926,30.33183534,5.733667477,0.04468188563,0.7961956382,0.995102988,1.128738995,1.052315782,1.256477961,0.8472390291,1.013834762,2.541666667,1.615555556,0.4142258755,0.290625,4.100921675,0.08695652174,0.03437352246,-0.5373378531,0.04325583401,-0.05751765617,12.24127284,0.7971112289,-2.284338899,0.7273665935,-0.02584798514,-0.5608146339,14.68775618,69.38265073,0.0,0.8911359866,0.0,4.69,4.43e-06,11.29293437,2.525338955,0.0,0.0,0.0,4.403136561,2.939511291,0.0,3.82,0.6301225756,0.07856742013,0.7603311548,68.0774777
7.769551079,4.107142857,0.675,0.9938801974,0.2153263677,88.13276405,11.09802099,-4.997308727,0.4309705789,0.0274,0.3958603924,0.9929414619,3.057287549,-4.3,0.0,0.0,6.544756406,11.34744789,9.967957042,0.04318789896,0.971553153,1.028429083,1.252328352,0.9063867099,0.9838084421,1.017568554,1.086864479,1.479166667,0.7225,0.2590230537,0.211882716,4.769697891,0.06481481481,0.01720238095,-0.5002492977,0.1579474895,-0.1246480383,8.797257867,0.2783573258,-2.484321492,1.088131584,0.2279725905,-0.8421257782,4.983978521,84.90785877,0.0,6.666194204,0.0,3.24,4.27e-05,10.74258,2.478903901,0.0,3.426799624,0.0,4.498947703,5.178476973,8.231487368,3.04,0.2749716524,0.2140761751,0.8910669595,52.05239872
6.41453927,4.2578125,0.6666666667,1.103596468,0.2070298978,89.5251863,12.49979577,-11.08418367,0.4351807591,0.00144,0.4924274589,0.9729224913,7.008276949,-4.77,5.907179729,6.792942306,17.85771973,12.13273414,25.17535043,0.05230438304,0.9740275837,0.9624173122,1.111848026,0.8840556274,1.010031649,1.051811488,1.126911884,1.729166667,0.9655555556,0.3084057697,0.221882716,4.879244771,0.06837606838,0.02099033816,-0.5648609039,0.1274250473,-0.02547054696,12.06999029,0.6995565448,-2.841932038,0.4815872699,0.2084749497,-0.890832582,9.778515705,112.5828078,0.0,7.862756806,0.0,4.55,5.7e-07,20.52418199,2.480081368,0.0,3.323818237,0.0,4.57156931,3.323818237,0.8442910175,3.39,0.441638319,0.2140761751,0.8314383804,55.90945696
6.63638802,4.49137931,0.6290322581,1.163444263,0.1817506082,83.54265275,11.14478171,-4.4856,0.4340286995,0.000997,0.3953065213,0.9113367049,6.027276355,-5.53,0.0,0.0,12.1082079,6.196843572,10.08266033,0.0371848665,0.8842718507,1.022110785,1.003286552,1.108677643,1.102169349,0.9311478557,1.221381373,1.909722222,0.8894444444,0.3441751701,0.273125,4.56836744,0.05442176871,0.01933574879,-0.1779764776,0.00772005772,-0.05210925211,9.281050037,0.3756909255,-2.335577368,0.492261304,0.4139617502,-1.048251297,14.64975998,88.3790055,2.041494094,6.374804274,0.0,5.33,8.2e-08,0.0,2.479001939,0.0,0.0,0.0,4.631280891,15.16599458,3.854580846,4.47,0.2749716524,0.09622504486,0.8097178565,62.11673187
5.647817482,4.898148148,0.6532258065,1.166863695,0.1788392674,84.94540225,10.6509001,-7.869221158,0.4340286995,0.00177,0.407743989,0.9113367049,6.027276489,-5.08,0.0,0.0,11.98427311,12.26321064,9.967957042,0.03719502238,0.8873353118,0.9587382348,1.16492685,1.068965517,1.088888889,0.9755322518,1.224006488,1.909722222,0.8894444444,0.3441751701,0.273125,4.562393052,0.05442176871,0.01933574879,-0.4564159634,0.02859190825,-0.04487972802,12.0015532,0.2686755366,-2.362502928,0.6800026809,0.3952594706,-0.9122324535,9.967957042,88.00738908,1.652760156,6.501530727,0.0,5.8,2.9e-08,0.0,2.479001939,0.0,0.0,0.0,4.631280891,9.191168578,2.330615952,3.75,0.2749716524,0.09622504486,0.8097178565,63.51628651
7.638272164,3.576519916,0.652173913,1.005539912,0.1877317429,60.55942475,10.20247191,-2.706747405,0.4309042284,0.001,0.4029322745,0.9929419474,4.005274654,-4.93,0.0,0.0,10.15419179,6.196843572,17.33460737,0.04110819135,0.6553535276,0.9325094015,0.9543306174,1.068253418,0.9951620706,1.185605669,1.037478346,1.284722222,0.74,0.1352985639,0.0725,4.263933429,0.07207207207,0.02387096774,-0.6333730612,-0.05345755507,0.006267967712,8.89826536,2.192340336,-2.272945135,0.6872236128,0.2422176014,-0.5631071972,4.983978521,77.4280142,1.709081227,4.761116453,0.0,4.96,1.11e-05,5.733667477,2.465643417,0.0,0.0,0.0,4.283921669,1.200407102,1.757452657,3.88,0.2749716524,0.09622504486,0.6851267072,52.04987833
7.53165267,5.727272727,0.6693548387,1.027240781,0.2166534607,128.7701358,13.12962953,-5.918967859,0.430872001,0.00141,0.4206632128,0.9925445055,8.003004566,-5.17,11.63444168,12.1082079,10.82548647,11.07527959,4.983978521,0.04149068343,0.8367681157,0.9623167871,1.048930552,1.094296231,0.9884558235,0.8117000099,1.079192979,2.041666667,0.7780555556,0.3699058327,0.284691358,4.81512316,0.07555555556,0.01809431525,-0.5088455435,-0.008068502838,0.1615835453,11.14244263,0.8443464473,-2.583451918,1.175768706,0.4027773184,-0.6130626846,4.983978521,80.15096319,0.0,2.280654181,0.0,4.67,3e-05,10.74258,2.479665346,0.0,3.114285714,0.0,4.592143098,5.38578738,7.945697676,4.07,0.5072794607,0.2140761751,0.933003347,51.47683571
8.397940009,3.180722892,0.67,1.066952658,0.1903330472,70.67231409,9.213385757,-1.378117914,0.4300612106,0.0882,0.4605325071,0.9777152688,7.008279652,-3.99,0.0,5.559266895,10.90292493,7.047671983,0.0,0.0392373595,1.043864189,1.026803091,1.195422831,1.06883267,1.063807911,0.820321137,1.255574372,2.0625,0.8091666667,0.2297808012,0.14125,4.540545101,0.08672086721,0.02247685185,-0.480852615,0.06139817629,0.01319425256,8.853338631,0.7353364802,-1.894601042,0.2867786564,-0.180418357,-0.5375911895,4.794537184,53.40577087,1.274166982,4.528381977,0.0,2.94,0.0002,5.559266895,2.492035489,0.0,0.0,0.0,4.487359145,5.068396846,3.348613087,2.55,0.530216844,0.09622504486,0.7481252959,40.9735532
7.920818754,3.21875,0.6574074074,0.8594640835,0.2473579341,82.81560826,15.55058893,-6.571833648,0.4378453864,0.000583,0.4029097836,0.9779111491,7.008271111,-4.39,0.0,5.907179729,19.38639965,22.67357176,4.983978521,0.03664978808,0.8131694162,0.8218864025,1.333808667,1.004620283,1.072121122,1.037241261,1.139437333,1.576388889,0.6216666667,0.2849899219,0.2253240741,4.952591032,0.06878306878,0.01635964912,-0.5778642928,0.07559704626,-0.1717098445,10.36511981,1.92839383,-2.65206635,0.6853099342,0.494572619,-0.660343363,4.794537184,55.02879743,2.123714284,5.473545227,0.0,6.49,8.86e-06,5.316788604,2.483385735,0.0,2.824598601,0.0,4.381949493,5.728828307,0.9692483938,3.22,0.2749716524,0.3319273053,0.7727998196,40.52094163
7.5,3.430555556,0.6346153846,1.095571887,0.1807095864,65.44647248,10.27412048,1.036281179,0.4349721911,0.000438,0.4154057208,0.9929531552,6.002808249,-5.64,0.0,5.749511833,10.40885753,18.32957771,11.60093989,0.03939318105,0.7652575482,1.020153614,0.9763347598,1.118048297,1.15582404,1.01939035,1.116742923,1.9375,0.8055555556,0.246409675,0.105625,4.552217125,0.07588075881,0.02301587302,-0.462831711,0.0139562579,-0.0438877128,10.57255592,3.8542825,-2.294812311,0.7823228515,-0.06984228701,-0.6872409346,9.967957042,112.5876439,1.42341819,5.330378929,0.0,4.83,5.81e-07,5.316788604,2.43849921,10.25548433,3.407812736,0.0,4.504189134,15.02436381,3.541983545,4.96,0.3908629948,0.0,0.5778298392,50.57652967
7.677780705,4.887931034,0.671875,1.121737967,0.1947446665,85.77805657,11.74832638,-3.775720897,0.4323245357,0.00398,0.4924155771,0.972936301,7.008276743,-4.48,5.907179729,6.792942306,17.85771973,18.19910121,20.19137191,0.0539884115,0.9532208902,1.018115806,1.086462157,0.9102200954,0.921215594,1.035014325,1.059245552,1.854166667,0.8475,0.2711404006,0.2940740741,4.785011616,0.06535947712,0.01842391304,-0.5606011355,0.1284766729,-0.08145988302,12.63363653,0.9661740602,-2.539933055,0.3126525959,0.2737405393,-0.9568408257,9.778515705,109.6724575,0.0,7.541137489,0.0,4.16,1.36e-06,20.52418199,2.479111826,0.0,3.286112896,0.0,4.547271052,3.286112896,0.0,2.95,0.441638319,0.2140761751,0.8558461486,55.69970689
5.750068243,2.530651341,0.652173913,1.016538198,0.1878159942,60.55942475,10.20247191,1.901384083,0.4315517958,0.00124,0.4004804232,0.9929419474,4.005274667,-4.87,0.0,0.0,10.15419179,18.46005421,17.33460737,0.04315033613,0.6553535276,0.911781923,0.8730503513,1.051737393,1.163176446,1.225628315,1.01161103,1.534722222,0.7991666667,0.1385739481,0.0925,4.274183887,0.07207207207,0.02283333333,-0.5943088524,-0.09716905219,0.0358123543,10.03449688,1.720719075,-2.399473009,0.9069631829,0.9853328887,-0.6125296875,9.967957042,69.75164499,2.000787282,4.645130877,0.0,4.96,1.11e-05,5.733667477,2.487009195,0.0,0.0,0.0,4.261518188,2.161453085,3.41022744,3.79,0.3027494302,0.09622504486,0.6671049694,51.26722781
5.697236292,2.486842105,0.6206896552,0.929820573,0.250606547,83.16138053,13.00787885,-10.375,0.4316780917,0.00109,0.4530551462,0.9778508232,7.008273305,-5.28,0.0,11.38429576,18.0882395,0.0,14.81952328,0.03368695195,1.112886485,1.056713566,0.9910189029,1.269280056,1.253635973,1.15968988,1.074719159,3.208333333,1.431388889,0.5590986395,0.2909490741,4.424749173,0.08796296296,0.03045508274,-0.4214670369,0.1846627854,0.009932086773,11.37671506,0.9909259987,-2.752842531,0.1894269716,-0.221886627,-0.3828097265,9.665781456,37.0831799,0.0,6.683248912,0.0,5.11,9.32e-06,0.0,2.598599924,0.0,0.0,0.1394037261,4.177615663,4.974017014,0.0,4.63,0.8373260639,0.1466088019,1.193811904,49.64284681
8.920818754,6.066395664,0.6666666667,0.9521822128,0.2499033731,103.1467401,16.94219821,-16.82152515,0.4235849189,2.85e-05,0.4607138258,0.972539243,8.001921173,-5.15,18.42124142,10.13775493,32.73522296,22.72415214,17.32440084,0.03483942761,0.679306435,0.8007173122,1.196959095,0.9998514131,1.01029313,0.8240548744,1.188479851,2.944444444,1.171111111,0.4694428697,0.3768904321,4.877203348,0.07523148148,0.02390022676,-0.6249518054,0.1127417698,-0.09166087096,13.31539718,2.325318767,-1.436049127,0.08153660668,1.038578099,-0.1989210391,14.4889841,30.90967378,0.6837866119,2.477555156,5.178010007,4.8,0.0226,0.0,2.557011231,9.03394333,0.0,0.0,4.503481626,14.71528848,3.838860287,3.87,0.6015447178,0.4890621455,1.472161476,44.88038942
