Molecule|SMILES|Formula_x|SpMax_A|VE1_A|AATS8dv|AATS8s|AATS2i|ATSC1dv|ATSC8d|ATSC0p|ATSC0i|MATS1c|MATS2s|MATS3s|MATS6s|MATS7s|MATS8s|GATS4c|GATS1dv|GATS5dv|GATS7dv|GATS6d|GATS7d|GATS2s|GATS3s|GATS2v|GATS3v|GATS1p|GATS6p|GATS3i|GATS6i|GATS8i|BCUTc-1h|BCUTd-1l|BCUTs-1h|RPCG|Xch-5d|Xch-7d|Xc-5d|Xc-5dv|Xc-6dv|AXp-1d|SdssC|SaasC|SaaaC|SssssC|SsNH2|SssNH|SsOH|SssO|SdS|SddssS|MAXaaCH|AETA_beta_s|AETA_eta_L|AETA_eta_F|ETA_epsilon_5|IC1|IC2|CIC2|ZMIC1|PEOE_VSA1|PEOE_VSA2|PEOE_VSA9|SlogP_VSA1|SlogP_VSA2|SlogP_VSA10|EState_VSA1|EState_VSA2|EState_VSA3|EState_VSA6|EState_VSA9|VSA_EState3|VSA_EState7|VSA_EState8|MDEC-33|TopoPSA(NO)|GGI3|GGI5|GGI6|GGI7|GGI8|GGI9|JGI2|JGI5|FPSA3|RPCS|Mor02m|Mor03m|Mor06m|Mor08m|Mor11m|Mor13m|Mor16m|Mor23m|XLOGP3|Silicos-IT_Log_P|ESOL_Log_S|ESOL_Solubility_(mg/ml)|Ali_Log_S|Ali_Solubility_(mg/ml)|Silicos-IT_Solubility_(mg/ml)|pIC50
1l_a5|CC(c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)C|C22H20N4|2.435728067|4.419661774|3.3|2.583333333|149.6808312|59.41398866|-4.111531191|10.57459456|74.31829025|-0.21108114|0.03300170163|0.06358575774|0.0647087092|0.08090229906|-0.1744699482|0.761344676|0.5080385295|0.9788693617|1.072633701|1.081429368|1.092694257|0.8698811343|0.8416496978|0.8949545526|0.9871799589|0.9231413293|0.8996472356|1.013272831|0.8873555863|1.043662247|0.3873629752|0.9889172072|3.059390398|0.1194464028|0.1178511302|0.4831094546|0.441638319|0.1723690676|0.0|0.4386326445|0.0|7.173221676|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.172144799|0.6153846154|0.2055689007|1.003723493|0.7444444444|3.307143543|4.522711956|1.00085|52.04992968|0.0|15.06663885|11.38785599|0.0|20.16532066|0.0|0.0|0.0|5.917906046|6.196843572|0.0|7.352379035|5.531015771|4.400650106|7.971116459|54.46|1.243055556|0.785|0.4202721088|0.298646542|0.1977985639|0.117808642|0.07777777778|0.02242857143|0.04172629303|220.5921662|21.57875153|-2.92944833|1.333434731|-1.802243402|0.4014621572|-1.345942514|0.4512117674|-0.8389653517|4.19|5.56|-4.98|0.00356|-5.04|0.00308|5.02e-07|7.494850022
1m_a5|Clc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C19H13ClN4|2.434221777|4.302585104|3.973634652|2.599846551|147.5334209|24.58788518|-0.6990504018|8.713859209|61.64254514|-0.2274929273|-0.1543552752|0.03971528653|-0.07875068644|0.09425447814|0.07734724421|0.8160767427|0.5772477584|1.145958551|0.9161377823|1.011133603|0.9417420814|1.022431489|0.8914573085|0.8934112415|0.9740305481|0.7474778648|0.9531995534|0.9753622811|0.924761903|1.072104687|0.3878201784|0.9938435771|3.059383876|0.1304065059|0.1178511302|0.5183302655|0.2749716524|0.0761440227|0.0|0.4373949292|0.0|6.293309103|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.042193878|0.6354166667|0.1765597879|1.049908141|0.7754285714|3.039081406|4.438390527|0.7710628382|53.04696378|0.0|15.06663885|11.38785599|0.0|20.16532066|0.0|0.0|0.0|5.022633314|12.39368714|11.60093989|7.99598147|5.443398661|0.0|6.807079415|54.46|0.9930555556|0.66|0.3386394558|0.267396542|0.1645408163|0.06655864198|0.07207207207|0.02|0.04199446313|202.0523482|20.78580455|-2.989268504|1.775843866|-1.552496346|0.8454718108|-1.032529073|0.5389920689|-0.8018663157|3.69|5.11|-4.74|0.00607|-4.52|0.00996|7.82e-07|7.366531544
1n_a5|COC(=O)c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C21H16N4O2|2.436061184|4.456399566|4.985714286|3.126984127|150.4848425|43.52731206|-3.353704705|9.544189792|70.54434784|-0.3939284164|0.01726181728|0.06558104592|0.01149262604|0.2095101722|-0.0136860111|0.8784513626|0.4962137681|1.082052305|0.7647357724|0.94426136|0.9519382817|0.6912024681|0.6986724035|0.8332714568|0.9790336444|0.9324311554|1.02979836|1.057432885|0.9631189509|1.127859064|0.4531357|0.9776987655|7.008273079|0.161504408|0.1178511302|0.4831094546|0.3928227826|0.09003291159|0.0|0.4419450498|-0.3595741398|5.729128643|0.0|0.0|0.0|0.0|0.0|4.734228103|0.0|0.0|1.990517999|0.6388888889|0.1786401136|1.113237487|0.7976190476|3.372688882|4.559190045|0.8670747097|53.92900668|4.736862954|15.06663885|24.06110502|0.0|33.24442349|0.0|0.0|5.969305288|5.563451492|24.52642128|4.736862954|7.265467355|5.353372531|0.0|7.971116459|80.76|1.243055556|0.8127777778|0.4602721088|0.298646542|0.1977985639|0.127808642|0.08130081301|0.02196696697|0.05109322484|52.3649934|23.94676767|-3.296369624|1.045216516|-1.621227195|0.5450368701|-1.127342013|0.4447495598|-0.7628300459|2.91|4.41|-4.18|0.0234|-4.27|0.0193|3.01e-06|7.568636236
1o_a5|N#Cc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C20H13N5|2.434728389|4.343468478|4.709677419|3.012544803|147.1845898|26.32132964|-0.527700831|8.06207247|67.10732775|-0.231165601|-0.08711686703|0.04014407635|0.004109316397|0.1677132632|-0.003561205067|0.7923774643|0.5131335902|1.14141734|0.8730252443|1.048289494|0.9251764257|0.5969988156|0.6318258466|0.9192167334|0.979527938|0.8137246918|1.021982049|0.986513263|0.9192355864|1.059000147|0.3909162229|0.9113434367|6.027274563|0.1212104278|0.1178511302|0.4939224973|0.2749716524|0.0761440227|0.0|0.4409881389|0.0|6.026750596|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.012573696|0.63|0.1685414456|1.10214506|0.7615384615|3.134670605|4.497155803|0.7507717109|51.90653473|0.0|15.06663885|23.02052879|0.0|20.16532066|0.0|0.0|0.0|5.563451492|24.52642128|5.261891555|16.19211551|5.391367854|0.0|6.807079415|78.25|0.9930555556|0.7225|0.3386394558|0.267396542|0.1768864953|0.08218364198|0.0701754386|0.02125|0.04510976282|217.1282915|21.12362719|-2.496167851|1.249450655|-1.526441807|0.2709497591|-1.114003004|0.5184772485|-0.7383534232|2.78|4.48|-4.08|0.027|-4.08|0.0269|2.54e-06|7.455931956
11a_a5|C1CCC(CC1)CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C27H28N4O|2.434970856|4.409315887|3.146551724|2.375|150.320413|67.01777778|-2.777777778|13.96957233|92.36692616|-0.2549440264|0.07470262557|0.1433401104|0.06818106135|0.0111483425|-0.03722097351|0.9047828001|0.548251652|0.959878699|1.03298317|1.04406662|1.074446387|0.8879121921|0.8225992686|1.047948975|0.9535737615|1.016844473|0.8937099643|0.9705975622|0.8694272582|1.125863101|0.3916367227|1.734391199|3.510571965|0.08915318716|0.1178511302|0.5660912809|0.2749716524|0.0761440227|0.0|0.4407029439|0.0|6.653062014|0.0|0.0|0.0|0.0|0.0|6.007219148|0.0|0.0|2.093485026|0.625|0.2512699138|0.9223919635|0.7595959596|3.333275655|4.568494554|1.338396042|61.74249516|4.736862954|15.06663885|17.99473795|4.736862954|26.77220262|0.0|0.0|0.0|0.0|6.196843572|4.736862954|7.392746814|13.58968151|0.8001351475|6.999128773|63.69|1.055555556|0.8405555556|0.4594557823|0.267396542|0.2091364324|0.154683642|0.06018518519|0.01954780362|0.0426121437|296.2361395|28.39889319|-4.475596898|2.45064358|-2.364387565|0.8165463797|-1.733657177|0.422009738|-0.8995190968|6.13|6.38|-6.4|0.000167|-7.25|2.39e-05|5.02e-08|7.091514981
11c_a5|CC(=O)COc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C22H18N4O2|2.434987024|4.391028702|4.367088608|2.718706048|150.6142273|48.92438563|-1.884688091|10.32970731|74.40034618|-0.269653478|-0.04586740534|-0.1096004394|-0.02482699162|-0.04657048201|0.03008587098|0.9975985884|0.5009480565|0.9552872861|0.8870872404|0.9861451049|0.8848363175|0.7564420335|1.340935981|0.9013067383|0.9820213868|0.9560249657|1.047841496|0.9832045458|0.9630119569|1.042534085|0.4040766798|0.9729522094|7.008271862|0.09015818944|0.1178511302|0.4939224973|0.2749716524|0.0761440227|0.0|0.4420487077|-0.01179028347|6.014776924|0.0|0.0|0.0|0.0|0.0|5.416356525|0.0|0.0|2.016593259|0.6339285714|0.1842839566|1.087213094|0.7942528736|3.5254445|4.756513858|0.7670480982|51.89864598|4.736862954|19.86117603|11.38785599|4.736862954|32.55544757|0.0|0.0|12.39012691|5.749511833|12.39368714|4.736862954|7.290200368|5.392220783|1.572168719|7.238886727|80.76|0.9930555556|0.8613888889|0.4194557823|0.3229520975|0.2262692114|0.112183642|0.06878306878|0.02153472222|0.04510615375|291.0594611|24.84350472|-3.220402971|1.250028196|-1.744620654|0.290697516|-1.358320487|0.3658094751|-0.713038085|2.78|4.79|-4.1|0.0294|-4.13|0.0273|1.26e-06|7.602059991
11d_a5|CN(CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)C|C23H23N5O|2.434945982|4.387577002|3.257425743|2.428492849|155.7885873|63.32544379|1.967825444|11.72186606|83.79381542|-0.2289771402|-0.04082462253|-0.04580192166|0.09957844023|-0.01883468835|-0.0187474845|0.8090260936|0.5597102411|1.056221759|0.9383617194|1.170131589|0.9838822705|1.030291812|1.071923503|0.8158761012|1.034162189|1.05843951|0.9990981912|1.012618695|0.9620940693|1.083197075|0.3914409253|0.988894721|3.510570761|0.08841663484|0.1178511302|0.4939224973|0.2749716524|0.0761440227|0.0|0.4438596856|0.0|6.490425961|0.0|0.0|0.0|0.0|0.0|5.773625043|0.0|0.0|2.068650872|0.6465517241|0.197375028|1.048911235|0.7788888889|3.478842728|4.738149333|0.9622903849|53.11944004|9.636772685|15.06663885|11.38785599|4.736862954|52.31221273|0.0|0.0|0.0|6.606881965|6.196843572|4.736862954|7.348873435|5.486224961|1.547149728|6.807079415|66.93|1.118055556|0.8613888889|0.4806802721|0.3264243197|0.2177028219|0.132183642|0.06718346253|0.02153472222|0.04527549998|298.8776925|24.98676725|-3.706464521|1.932743298|-2.1797098|0.885339346|-1.624794046|0.4806930767|-0.8638370103|3.07|4.41|-4.29|0.0198|-4.14|0.0278|8.91e-07|7.823908741
11e_a5|C1CCN(C1)CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C25H25N5O|2.434977084|4.410912534|3.311926606|2.418450561|153.6895128|60.08163265|-1.115752551|12.72897963|89.44916006|-0.2344338595|-0.009629217301|0.08619328053|0.04626458178|0.009595526771|-0.04884313498|0.8443822756|0.5654174284|0.9853747715|0.9880307682|1.070130425|1.118278529|0.9807370472|0.9208240258|0.9551000222|0.9511299171|1.036024357|0.8580676032|0.9115843519|0.8467504109|1.137339254|0.3918051442|1.734391235|3.510571743|0.08645485876|0.2621886975|0.5660912809|0.2749716524|0.0761440227|0.0|0.4390087423|0.0|6.582305014|0.0|0.0|0.0|0.0|0.0|5.924736155|0.0|0.0|2.08385978|0.6532258065|0.2246163215|0.9854264545|0.7739583333|3.484529921|4.770942422|1.0364125|55.83040606|4.736862954|19.96654858|11.38785599|4.736862954|51.30638157|0.0|0.0|0.0|0.0|6.196843572|4.736862954|7.377293574|8.132112165|4.115641778|6.807079415|66.93|1.090277778|0.8302777778|0.4251247166|0.2830569728|0.2061287478|0.138742284|0.06146572104|0.01976851852|0.04373302332|306.3704624|28.77571467|-4.205435538|1.29906056|-2.197095679|0.8270864052|-1.629130332|0.1527864051|-0.764341013|3.56|5.03|-4.72|0.00782|-4.65|0.00919|4.64e-07|7.397940009
11f_a5|O1CCN(CC1)CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C25H25N5O2|2.434970856|4.409315887|3.576576577|2.501001001|155.1746061|54.77685442|-0.8984302862|12.8519211|90.39180594|-0.2306819413|-0.1324211295|-0.01413077618|0.06174106542|0.008211280229|-0.008110525552|0.7192558466|0.5912875909|0.9350690234|0.9235996782|1.075867141|1.133682431|1.184949384|1.027427955|0.9154022444|0.9326848435|1.081461232|0.8448537724|0.8757702946|0.8323483099|1.156320629|0.3922887091|1.734391199|3.511592327|0.0762695301|0.1178511302|0.5660912809|0.2749716524|0.0761440227|0.0|0.4407029439|0.0|6.494769123|0.0|0.0|0.0|0.0|0.0|11.30849591|0.0|0.0|2.07498404|0.6640625|0.2176551115|1.008652749|0.7949494949|3.50248497|4.66966611|1.163223904|57.50377507|9.473725908|19.96654858|24.60161992|4.736862954|64.5201455|0.0|0.0|0.0|6.606881965|6.196843572|9.473725908|7.372103262|5.497512117|5.152574264|6.807079415|76.16|1.055555556|0.8405555556|0.4594557823|0.267396542|0.2091364324|0.154683642|0.06018518519|0.01954780362|0.04762865395|345.6728331|29.37696883|-3.870197062|2.254027002|-2.772017007|0.7182672636|-1.838195709|0.269895088|-0.7893227442|2.7|4.61|-4.26|0.0234|-3.95|0.0477|9.06e-07|7.920818754
12a_a5|C1CCN(C1)Cc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C24H23N5|2.435579376|4.489073469|3.622222222|2.379012346|152.4505509|52.24556213|-2.934171598|11.84838577|84.70278826|-0.1752454657|-0.003381298756|0.1195527535|-0.05547824865|0.09896383187|0.1121034507|0.7356019105|0.5768129771|1.053242671|0.8863636364|0.9478490747|0.9125647244|0.9046706989|0.780541103|0.9410523235|1.027279982|0.970527197|1.112155404|1.022092735|1.02639113|1.087829934|0.3878910176|1.734391303|3.059396814|0.1044570171|0.2621886975|0.5528480624|0.2749716524|0.0761440227|0.0|0.4353123024|0.0|7.252789408|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.221404059|0.6465517241|0.2208739966|0.9804709551|0.7533333333|3.44038119|4.728721929|0.9717177887|53.75413998|0.0|19.96654858|11.38785599|0.0|38.1547432|0.0|0.0|0.0|0.0|6.196843572|0.0|7.394303551|8.210666161|3.471744154|6.807079415|57.7|1.215277778|0.7158333333|0.4073015873|0.344635771|0.1703278534|0.08031635802|0.05925925926|0.01704365079|0.04330363428|254.4529671|25.36019601|-4.036964886|1.510369429|-2.228863869|0.5754739429|-1.526635257|0.1317249877|-0.6997649482|3.38|5.12|-4.59|0.00977|-4.27|0.0205|5.66e-07|7.721246399
12c_a5|O1CCC(CC1)NCc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C25H25N5O|2.43507894|4.433063446|3.212389381|2.33726647|152.4489655|48.18877551|0.8242984694|12.72897963|89.44916006|-0.2236314743|-0.1111689341|0.01400005996|-0.03515923049|0.05819926676|0.05430630978|0.7808031323|0.6083737713|0.9199559701|0.8743385372|1.083407478|0.8715994416|1.134570668|0.9300130241|0.9814998703|0.9846681831|0.9948446495|1.014546157|1.020199306|0.962109593|1.036997724|0.3883654285|1.734391238|3.510026147|0.08800123374|0.1178511302|0.5660912809|0.2749716524|0.0761440227|0.0|0.4390087423|0.0|7.072129482|0.0|0.0|0.0|3.634589033|0.0|5.429018523|0.0|0.0|2.173791388|0.6451612903|0.227747887|0.9757722177|0.7595959596|3.586685095|4.905045547|0.9023093752|54.03947271|10.05365156|15.06663885|11.38785599|5.316788604|39.42092542|0.0|0.0|0.0|6.041840829|6.196843572|4.736862954|11.02549047|7.713792875|2.592781115|7.238886727|75.72|0.9305555556|0.8405555556|0.3386394558|0.3160076531|0.2585191484|0.102183642|0.06146572104|0.01954780362|0.04521359162|301.6852058|29.06824253|-4.307617188|2.099699451|-2.531372564|0.8315358288|-1.785293418|0.3086694049|-0.7637691812|2.84|5.03|-4.33|0.0191|-4.09|0.0336|2.03e-07|7.327902142
13c_a5|O=C(c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)N1CCOCC1|C24H21N5O2|2.437734675|4.688818526|4.511111111|2.789506173|153.2788992|49.9408284|-1.625|11.61060005|84.78110664|-0.3248681532|-0.06747755061|0.01831605892|0.006805110418|0.1611015812|0.003545486919|0.8960162571|0.5337758459|1.083099655|0.7960820019|0.8877691251|0.8861003861|0.7795763083|0.8665226199|0.8905116665|0.936310069|1.000107368|1.129919492|0.9565679292|1.03139166|1.069481891|0.402145322|0.9780808756|7.008271934|0.1073442017|0.1178511302|0.5420350197|0.4674217421|0.1141803114|0.0|0.4369378953|0.03699993424|6.009270682|0.0|0.0|0.0|0.0|0.0|5.328343359|0.0|0.0|2.023904484|0.6612903226|0.2048126022|1.08260198|0.7979166667|3.555269045|4.690260391|1.010179327|56.15775191|9.636772685|19.86117603|24.60161992|0.0|57.27568686|0.0|0.0|5.907179729|31.86672823|12.39368714|4.736862954|7.325854285|5.408157527|2.449459817|7.971116459|84.0|1.680555556|0.7988888889|0.4986394558|0.4097576531|0.2101442429|0.110933642|0.07407407407|0.01775308642|0.04742388124|42.25372919|27.12469801|-4.208262924|1.740744464|-2.24865532|0.7245573274|-1.634705744|0.3648491849|-0.699038493|2.15|4.23|-3.96|0.0446|-3.55|0.117|3.36e-06|6.910094889
13d_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1ccc(cc1)C#N|C25H21N5O2|2.480021592|4.550656233|4.371900826|2.778007346|151.6176975|65.85938056|-12.73905304|11.84938605|86.5684814|-0.4931476503|0.01611830522|0.02114506124|0.0463526317|-0.08993584574|-0.02720955583|1.194879826|0.4849390068|0.902366271|1.106359473|1.022522916|1.160524704|0.6443054162|0.7096272969|0.894064931|0.9478822678|0.9791240048|0.9778592516|0.9958436832|1.059981591|1.010402472|0.4923764485|0.911336655|6.027276895|0.08440806613|0.2140761751|0.8422514231|0.2749716524|0.06263564417|0.0|0.4369169246|0.0|8.217851263|0.0|0.0|0.0|3.351690497|0.0|11.01344293|0.0|0.0|2.021312773|0.6640625|0.2034152444|1.097410436|0.7803921569|3.747394286|4.822747465|0.9051729896|55.08015951|19.77449303|4.983978521|35.25921319|14.79051451|21.74487787|5.687386275|0.0|6.792942306|17.85771973|12.13273414|24.7035745|12.3255002|0.8555948724|2.813238391|10.96278745|95.85|1.479166667|0.8475|0.5723809524|0.6163548753|0.2590230537|0.221882716|0.06222222222|0.01883333333|0.04591658196|116.986228|31.61680521|-2.836778123|1.119007042|-2.752312626|0.6963193037|-1.854239339|0.2962874711|-0.8881260184|4.23|5.38|-5.27|0.00229|-5.95|0.000471|1.68e-07|6.443697499
13e_a6|N#Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2c(c1)nccn2)c1cccc(n1)C|C25H19N7|2.475258467|4.551180229|5.054545455|2.992929293|150.9941239|55.5171088|-4.157247213|10.97782196|89.97702037|-0.4623449437|0.01350152567|-0.04450656505|-0.1122412901|-0.03929845524|0.1022571985|1.345283885|0.4816028966|0.9950215285|1.06771451|0.9737543945|1.139714418|0.5634527303|0.8046193994|0.9053723345|0.950084712|0.8988473444|0.9628531972|0.9438083753|1.006694818|0.9551124407|0.4074037175|0.9113363515|6.027276849|0.07225270312|0.09622504486|0.8185466689|0.2749716524|0.06541342195|0.0|0.4358612357|0.0|6.572312346|1.643912856|0.0|0.0|3.332529078|0.0|0.0|0.0|0.0|2.000082149|0.6640625|0.1777019754|1.177339615|0.7588235294|3.518533745|4.653324|1.019101342|61.93821204|10.30076712|14.95193556|46.29261463|5.316788604|24.9198926|5.687386275|0.0|0.0|12.1082079|18.46005421|15.2298486|12.45651462|3.369162528|2.44135976|11.30118547|103.17|1.659722222|0.7816666667|0.6156462585|0.5573625283|0.2680933485|0.281566358|0.05777777778|0.01699275362|0.04131966717|147.3595109|30.73473625|-3.185688362|0.9507745609|-2.104013569|0.5518047696|-1.766929648|0.3583403991|-0.9157294885|3.27|5.01|-4.78|0.00688|-5.11|0.00323|2.75e-08|7.920818754
13g_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1cccc(c1)C#N|C26H21N7|2.476431471|4.591061315|4.713114754|2.882285974|151.1860971|64.76680384|-9.762688615|11.78197593|93.78258447|-0.4648785199|0.01384493931|0.01948743839|-0.09621273121|-0.03734312303|0.09596945077|1.422266911|0.4684334539|0.9904762739|1.069651194|0.981700934|1.15960381|0.5719553237|0.7481147617|0.9297753277|0.8959395025|0.9198871184|0.9946677006|0.9367748703|1.047038133|0.9198646742|0.4075672048|0.9113362478|6.027277126|0.07072362752|0.09622504486|0.7941389006|0.2749716524|0.06541342195|0.0|0.4386218726|0.0|6.709755396|1.648997541|0.0|0.0|3.343701917|0.0|0.0|0.0|0.0|2.023617256|0.6590909091|0.1905036519|1.165577277|0.7571428571|3.631828189|4.792402901|0.9624846009|60.02348156|10.30076712|14.95193556|46.29261463|5.316788604|24.9198926|5.687386275|0.0|0.0|12.1082079|18.46005421|15.2298486|12.48801626|4.230457757|2.564908152|11.30118547|103.17|1.659722222|0.8441666667|0.6156462585|0.5981788549|0.2680933485|0.291566358|0.05664488017|0.01758680556|0.04039638648|65.17120676|32.68100318|-2.732180663|0.4730837873|-2.613162473|0.7436703675|-1.949885289|0.2130925288|-1.028794763|3.7|5.41|-5.06|0.0038|-5.56|0.0012|1.15e-08|6.924453039
13i_a6|Cc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1cccc(c1)C(=O)N|C24H21N5O3|2.479111826|4.547271052|4.887931034|3.056273946|152.3607579|59.95977216|-3.775720897|11.74832638|85.77805657|-0.5606011355|0.1284766729|-0.08145988302|-0.1131196355|-0.06756787684|0.1458788032|1.086462157|0.5073431032|0.9102200954|1.015964279|0.921215594|1.059245552|0.5894675785|0.9578706232|0.8740983212|1.018115806|0.9532208902|0.9453428032|1.03512595|1.035014325|0.9486023576|0.4924155771|0.972936301|7.008276743|0.07905164212|0.2140761751|0.8558461486|0.441638319|0.0822774992|0.0|0.4323245357|-0.4680082881|7.541137489|0.0|0.0|5.381482355|3.286112896|0.0|10.97545765|0.0|0.0|1.967442848|0.671875|0.1947446665|1.121737967|0.775|3.763957316|4.785011616|0.9429088387|55.69970689|25.50816051|9.778515705|23.62654039|20.52418199|27.6520576|5.687386275|5.907179729|6.792942306|17.85771973|18.19910121|20.19137191|3.286112896|0.0|2.588365377|12.63363653|115.15|1.854166667|0.8475|0.614829932|0.5755385488|0.2711404006|0.2940740741|0.06535947712|0.01842391304|0.0539884115|109.6724575|31.44142638|-3.423758303|0.9661740602|-2.539933055|0.3126525959|-1.906850496|0.2737405393|-0.9568408257|2.95|4.16|-4.48|0.014|-5.03|0.00398|1.36e-06|7.677780705
13k_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1cccc(c1)C(=O)N|C25H23N5O3|2.480193002|4.586890084|4.578125|2.944878472|152.4611344|68.93877551|-9.280612245|12.49979577|89.5251863|-0.5627624379|0.1285192648|-0.03219729389|-0.100189963|-0.06546038811|0.137364902|1.131142272|0.4959842605|0.9118320231|1.021207835|0.9322630015|1.082675416|0.5929535324|0.9062089276|0.9025015269|0.9624173122|0.9740275837|0.9801562007|1.023943634|1.07771726|0.9168708543|0.492430763|0.9729223297|7.008276949|0.07780668145|0.2140761751|0.8314383804|0.441638319|0.0822774992|0.0|0.4351807591|-0.4667503885|7.683665223|0.0|0.0|5.392922264|3.297285735|0.0|11.00740324|0.0|0.0|2.0082421|0.6666666667|0.2070298978|1.110303342|0.772972973|3.790071227|4.879244771|0.9281101509|55.90945696|25.50816051|9.778515705|23.62654039|20.52418199|27.6520576|5.687386275|5.907179729|6.792942306|17.85771973|18.19910121|25.17535043|3.297285735|0.8392368216|2.71473507|12.63363653|115.15|1.854166667|0.91|0.614829932|0.6163548753|0.2711404006|0.3040740741|0.0641025641|0.01895833333|0.0520649928|112.641759|33.87046942|-2.97223218|0.3883174139|-3.029973773|0.6388148764|-2.035365191|0.3217029824|-0.8920864797|3.39|4.55|-4.77|0.00756|-5.49|0.00144|5.7e-07|7.337242168
13l_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1ccc(cc1)C(=O)N|C25H23N5O3|2.480081368|4.57156931|4.2578125|2.772569444|152.4611344|68.93877551|-11.08418367|12.49979577|89.5251863|-0.5648609039|0.1274250473|-0.02547054696|0.07890751009|-0.08917231483|-0.05893173353|1.111848026|0.4959842605|0.8840556274|1.106042307|1.010031649|1.126911884|0.5940282103|0.8996023011|0.9025015269|0.9624173122|0.9740275837|0.9622499418|1.023943634|1.051811488|1.016467124|0.4924274589|0.9729224913|7.008276949|0.07784742295|0.2140761751|0.8314383804|0.441638319|0.0822774992|0.0|0.4351807591|-0.4514779469|7.862756806|0.0|0.0|5.316291952|3.323818237|0.0|11.00887229|0.0|0.0|2.01223114|0.6666666667|0.2070298978|1.103596468|0.772972973|3.790071227|4.879244771|0.9281101509|55.90945696|25.50816051|9.778515705|23.62654039|20.52418199|27.6520576|5.687386275|5.907179729|6.792942306|17.85771973|12.13273414|25.17535043|3.323818237|0.8442910175|2.757574476|12.06999029|115.15|1.729166667|0.9655555556|0.6131972789|0.6163548753|0.3084057697|0.221882716|0.06837606838|0.02099033816|0.05230438304|112.5828078|32.98258019|-3.61978613|0.6995565448|-2.841932038|0.4815872699|-1.820308803|0.2084749497|-0.890832582|3.39|4.55|-4.77|0.00756|-5.49|0.00144|5.7e-07|6.41453927
13p_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1ccc(cc1)C(=O)N|C26H23N7O|2.476413497|4.603156721|4.384615385|2.77542735|152.051114|67.86826716|-9.470914127|12.48805672|96.68792744|-0.5730140079|0.1337608916|-0.01937649676|0.0798411646|-0.08243533194|-0.05966335898|1.267445397|0.4812616865|0.9332727578|1.108490871|1.013892372|1.127339539|0.5418286995|0.9230148113|0.9348711085|0.9107258567|0.913392111|0.9594834617|0.9650250696|1.016762671|1.005258562|0.4120919744|0.9729217668|7.008277144|0.08784631124|0.09622504486|0.783325858|0.441638319|0.08505527698|0.0|0.4368865286|-0.4502290099|6.501223468|1.633493259|0.0|5.325434589|3.334123308|0.0|0.0|0.0|0.0|2.01723114|0.6617647059|0.1943917447|1.165379315|0.751754386|3.681219788|4.885974778|0.946915236|60.71282829|16.0344346|19.74647275|34.65994183|11.05045608|30.82707233|5.687386275|5.907179729|0.0|12.1082079|24.52642128|15.70162452|3.334123308|4.211489254|2.546242053|12.06999029|122.47|1.659722222|1.017777778|0.6140136054|0.6606788549|0.3053587176|0.234066358|0.06708595388|0.0212037037|0.0478992765|99.49943185|33.30928814|-3.912375847|0.7496285807|-2.816428569|1.065707441|-1.765011875|0.2300423272|-0.8300199785|2.86|4.58|-4.55|0.0125|-5.09|0.00365|3.92e-08|7.036212173
