Molecule|SMILES|Formula_x|SpMax_A|VE1_A|AATS8dv|AATS8s|AATS2i|ATSC1dv|ATSC8d|ATSC0p|ATSC0i|MATS1c|MATS2s|MATS3s|MATS6s|MATS7s|MATS8s|GATS4c|GATS1dv|GATS5dv|GATS7dv|GATS6d|GATS7d|GATS2s|GATS3s|GATS2v|GATS3v|GATS1p|GATS6p|GATS3i|GATS6i|GATS8i|BCUTc-1h|BCUTd-1l|BCUTs-1h|RPCG|Xch-5d|Xch-7d|Xc-5d|Xc-5dv|Xc-6dv|AXp-1d|SdssC|SaasC|SaaaC|SssssC|SsNH2|SssNH|SsOH|SssO|SdS|SddssS|MAXaaCH|AETA_beta_s|AETA_eta_L|AETA_eta_F|ETA_epsilon_5|IC1|IC2|CIC2|ZMIC1|PEOE_VSA1|PEOE_VSA2|PEOE_VSA9|SlogP_VSA1|SlogP_VSA2|SlogP_VSA10|EState_VSA1|EState_VSA2|EState_VSA3|EState_VSA6|EState_VSA9|VSA_EState3|VSA_EState7|VSA_EState8|MDEC-33|TopoPSA(NO)|GGI3|GGI5|GGI6|GGI7|GGI8|GGI9|JGI2|JGI5|FPSA3|RPCS|Mor02m|Mor03m|Mor06m|Mor08m|Mor11m|Mor13m|Mor16m|Mor23m|XLOGP3|Silicos-IT_Log_P|ESOL_Log_S|ESOL_Solubility_(mg/ml)|Ali_Log_S|Ali_Solubility_(mg/ml)|Silicos-IT_Solubility_(mg/ml)|pIC50
2_a1|Fc1ccc(cc1)c1c(nc2n1CCC2)c1ccccn1|C17H14FN3|2.527110816|3.91853569|2.0625|2.75|151.9787193|45.17387755|6.515102041|8.17409519|78.85408391|-0.4228638672|0.04183598966|-0.01425334387|-0.06081792629|0.05973679281|0.07958636779|1.206984043|0.4249264197|1.120447178|0.8096902412|1.061273738|0.7725448536|0.5427486526|0.8843567138|0.9457576622|0.8746388521|0.9634130939|1.141880874|0.936689158|0.8590237592|1.044476001|0.3855490636|0.9938455052|8.001917432|0.0919280896|0.1964185503|0.7658042757|0.2823601614|0.09033189192|0.0|0.4302708267|0.0|4.642417695|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.963375378|0.6666666667|0.2108470318|0.9229015471|0.8102040816|3.324675604|4.396383461|0.7328995558|41.52895262|4.567099648|4.983978521|11.38785599|0.0|14.53505669|4.390415048|0.0|5.817220841|0.0|6.196843572|4.983978521|0.0|3.869334425|0.9601951058|5.999228805|30.71|1.381944444|0.5980555556|0.2719274376|0.2777777778|0.1128826531|0.03|0.06535947712|0.01868923611|0.0372212318|86.08727851|18.49914231|-2.600537474|0.5033369668|-1.640075804|0.1966631146|-1.14461265|0.2915168367|-0.3662594047|2.76|4.0|-3.78|0.0466|-3.06|0.243|0.000185|5.236572006
7_a1|c1ccc(nc1)c1nc2n(c1c1ccc3c(c1)OCO3)CCC2|C18H15N3O2|2.538080078|4.197074624|2.346153846|2.344017094|152.8502441|52.12465374|-1.879501385|8.577072279|60.51029278|-0.4410545484|0.037220738|0.04536017332|-0.1162533099|0.01980245561|-0.0481985837|0.9624978559|0.4684815875|1.050075232|0.9795867011|1.057805643|0.944743083|0.9611229649|0.8299261487|0.8480531296|0.9022954751|1.046840351|1.122128114|0.9988712117|1.070832173|0.9111136049|0.4921294322|1.734393944|3.517051553|0.1180634227|0.3142696805|0.9358308275|0.3656934947|0.1042207808|0.0|0.4221844254|0.0|6.793444192|0.0|0.0|0.0|0.0|0.0|10.95591545|0.0|0.0|2.071990741|0.7065217391|0.2221076636|0.9064796348|0.8188405797|3.480525949|4.523986066|0.7239414475|41.73863277|14.04082556|4.983978521|11.38785599|9.473725908|21.327999|0.0|0.0|6.792942306|0.0|0.0|14.45770443|0.0|3.968240793|1.28704234|8.047178597|49.17|1.513888889|0.6047222222|0.3501587302|0.2777777778|0.06627928949|0.02500771605|0.06267806268|0.01727777778|0.04909011268|81.0367584|22.80739312|-2.989618915|0.1699210399|-2.082195593|0.4610090612|-1.281841995|0.3948251619|-0.4033257034|2.48|3.43|-3.71|0.0595|-3.16|0.213|0.000698|6.337242168
8_a1 (SB-202620)|Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)C(=O)O|C21H14FN3O2|2.475845804|4.356319718|4.446808511|3.28427896|147.5160065|23.69303986|3.530041642|9.368671115|88.14717408|-0.6120048039|0.1186626501|-0.03253460132|0.06761422848|0.114627386|-0.04278912395|1.060336323|0.5066034678|1.006932066|0.7195069712|1.271914003|0.8754583856|0.4849171343|0.801501362|0.9483186681|1.040034385|0.8237346407|0.9724511086|1.11857702|0.7937061844|1.030131259|0.4569024975|0.9729411994|8.001919869|0.1540712279|0.09622504486|0.618523771|0.441638319|0.0872910733|0.0|0.4371397847|-0.9810456493|4.363263722|0.0|0.0|0.0|0.0|9.054265439|0.0|0.0|0.0|1.858971172|0.6388888889|0.1724691728|1.156141129|0.805090312|3.254165884|4.315379908|1.042172096|56.78384476|10.09050592|4.983978521|16.95130748|0.0|26.02776825|4.390415048|5.969305288|11.38067233|11.51833249|36.65915542|5.106527395|9.054265439|3.372901092|0.0|9.929263588|78.87|1.409722222|1.202222222|0.4570521542|0.2795493197|0.3567806752|0.275|0.07936507937|0.0316374269|0.04478895637|48.45158015|24.50755053|-2.723648285|0.7075190421|-1.753416567|0.7668384381|-1.498288006|0.5939711467|-0.7048237197|3.6|4.86|-4.7|0.00713|-4.94|0.0041|3.42e-06|6.397940009
9_a1|Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)C(=O)C|C22H16FN3O|2.475845804|4.356319718|3.93877551|3.085600907|148.3911564|44.50405625|1.625743645|10.00552149|90.87374503|-0.4833355777|0.01837599915|-0.09538917807|0.08125012204|0.08860061291|-0.05346026244|1.296248445|0.4500194626|0.9249283001|0.7850527796|1.259068149|0.9294713439|0.5846769149|1.071050984|0.9026143538|1.006587194|0.8772072538|0.9213277996|1.089272141|0.7678443509|1.001291619|0.3918717551|0.9729411994|8.001919505|0.09584756743|0.09622504486|0.618523771|0.441638319|0.1060972487|0.0|0.4371397847|0.01895435068|5.202886001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.892029023|0.6296296296|0.1780669637|1.128769692|0.7957482993|3.310131767|4.321987|1.104277755|56.07663715|4.983978521|9.778515705|11.38785599|0.0|20.73518051|4.390415048|0.0|11.60046579|11.38785599|36.65915542|4.983978521|0.0|3.428456648|1.537779396|9.929263588|58.64|1.409722222|1.202222222|0.4570521542|0.2795493197|0.3567806752|0.275|0.07936507937|0.0316374269|0.03616976309|97.61919763|24.19727328|-2.879981882|1.39421101|-1.88839001|0.9034625287|-1.417295951|0.4882116712|-0.716194481|3.76|5.86|-4.79|0.00578|-4.68|0.00739|3.71e-07|5.22184875
11_a1|OC(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1|C22H15N3O4|2.492061289|4.622707851|5.09|3.142222222|148.7065052|30.91735537|-4.423553719|9.783461447|69.32119832|-0.5636502535|0.1429251188|0.01175722179|0.04938736667|0.1111542013|-0.06919386177|0.9813540716|0.5291677372|0.9633891101|0.9121528523|1.226953468|0.9583305193|0.5224802162|0.6744993427|0.8700534929|1.032132122|0.9046459308|0.9285086962|1.18836565|1.021122069|0.9868864064|0.4925941744|0.9730014319|7.008294851|0.1175519077|0.2140761751|0.7885503228|0.5249716524|0.09648405947|0.0|0.4298991874|-0.9664644532|6.092953289|0.0|0.0|0.0|0.0|9.114944218|10.90025445|0.0|0.0|1.924040617|0.6724137931|0.184041039|1.137579767|0.811827957|3.504251704|4.414564154|1.044867465|57.57837561|19.56423182|4.983978521|22.64523548|9.473725908|32.82071055|0.0|5.969305288|12.3563938|17.32342816|30.46231185|19.56423182|9.114944218|1.723140361|0.2020100536|12.11288487|97.33|1.541666667|1.153333333|0.5126077098|0.3229166667|0.3595600277|0.2493904321|0.0756501182|0.0281300813|0.05753123426|85.40861022|29.31488305|-3.379207897|0.9874490303|-2.054783292|0.7380910885|-1.525891271|0.4797615884|-0.8177436317|3.35|4.28|-4.66|0.00838|-5.07|0.00327|1.29e-05|6.769551079
12_a1|N#Cc1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1|C22H14N4O2|2.491273045|4.570407667|4.852631579|2.959649123|148.22701|33.24036281|-4.918367347|9.129815689|69.69803018|-0.4870737722|-0.05438965816|0.03387456536|0.07719185078|0.05306328891|-0.04577699692|1.098516568|0.5061794523|0.9694505591|0.9731172148|1.265432099|0.9864618406|0.672143842|0.6443197817|0.861509907|1.025005529|0.9059261653|0.9353860413|1.156903371|0.9939328315|0.9799639438|0.4923213806|0.9113426005|6.027275696|0.09981804825|0.2140761751|0.7993633655|0.3583049857|0.08126954398|0.0|0.4316873246|0.0|6.925379997|0.0|0.0|0.0|0.0|0.0|10.92810365|0.0|0.0|1.957029597|0.6696428571|0.1799479011|1.125649802|0.7942528736|3.409626262|4.410905972|0.9814114512|55.9160985|14.45770443|4.983978521|28.71445679|9.473725908|21.74487787|0.0|0.0|6.792942306|17.13736782|18.32957771|19.71959598|9.017721995|1.750975531|0.2251403116|10.80968346|83.82|1.291666667|1.090833333|0.4309750567|0.3229166667|0.3283100277|0.1693904321|0.06913580247|0.02727083333|0.04738386447|100.5824622|28.1510087|-2.939396858|1.173125564|-2.125441096|0.868660303|-1.667019509|0.5441170775|-0.764628785|3.54|4.87|-4.75|0.00649|-4.98|0.00379|2.3e-06|5.530177984
3_a3|Nc1sc(c(n1)c1nccs1)c1ccnc2c1cccc2|C15H10N4S2|2.487688296|4.165488046|2.090909091|2.46043771|145.3246565|18.18233322|3.055150884|11.25856919|60.3732225|-0.599804962|-0.1197196038|0.006685774267|0.1384283015|-0.07960188916|-0.0826190429|0.8437184884|0.6097878859|1.09584588|1.164197235|1.231549815|0.9850348503|0.9325971332|0.8136096331|0.8135330223|0.8584795969|0.6564658831|1.399127089|0.8842197634|1.259870748|0.8936190001|0.4031114937|0.9938494101|4.005273314|0.1164339197|0.2405626122|0.6426972012|0.3027494302|0.1485126886|0.0|0.4302708267|0.0|4.430407218|2.063441043|0.0|5.935552564|0.0|0.0|0.0|0.0|0.0|2.068658352|0.6547619048|0.2048499566|0.9113509124|0.7579710145|3.394050247|4.450659521|0.5035367895|45.28670128|5.733667477|4.983978521|10.39384791|5.733667477|14.95193556|5.13155848|0.0|0.0|5.13155848|17.53362945|5.733667477|4.482083176|3.600377771|0.0|9.333258269|64.69|1.3125|0.5730555556|0.3715646259|0.1432468821|0.05921674225|0.006558641975|0.06535947712|0.01790798611|0.04750452428|66.75115524|12.04494473|-4.41137064|1.949553486|-2.865535369|0.2775847025|-0.6226558052|1.19815412|-0.3664350506|3.26|5.0|-4.39|0.0126|-5.48|0.00103|0.000218|5.929962133
4_a3|Nc1nc(c(s1)c1ccnc2c1cccc2)c1ccccc1F|C18H12FN3S|2.494167094|4.295805141|3.222222222|3.402116402|145.4059212|23.8278458|1.565714286|10.4943931|83.36677966|-0.6072386337|-0.02670373727|-0.008327271551|0.1424332958|-0.1143776401|-0.02892474727|0.7848152272|0.5190755406|1.077461931|1.193010722|1.288119144|1.058318196|0.6409026574|0.8922462416|0.8643567062|0.872363568|0.6960785257|1.282379707|0.9961055129|1.066461121|0.9692163068|0.4018997951|0.9929594654|8.001917793|0.1133692921|0.09622504486|0.6598962743|0.3864886488|0.1497800171|0.0|0.4321993632|0.0|2.948247774|1.882124381|0.0|5.917577318|0.0|0.0|0.0|0.0|0.0|1.998717876|0.6304347826|0.1869699986|1.0389079|0.7712380952|3.057754632|4.028445159|1.100837858|52.65304267|5.733667477|4.983978521|16.08777591|5.733667477|9.967957042|9.521973528|0.0|5.817220841|16.38893797|24.39594478|5.733667477|1.41239418|1.748717876|0.0|11.46750113|51.8|1.784722222|0.8791666667|0.4596825397|0.2621527778|0.1143864953|0.038125|0.07207207207|0.02376126126|0.0446317288|66.68020862|10.75902422|-4.018447057|0.6956227915|-1.791046302|0.3002194933|-1.133729355|0.3143011848|-0.5730146426|4.3|5.3|-5.09|0.00264|-5.69|0.00065|9.48e-06|5.89997427
6_a3|Nc1nc(c(s1)c1ccnc2c1cccc2)c1ccc(cn1)Cl|C17H11ClN4S|2.487009195|4.261518188|2.530651341|2.541861785|146.0842685|21.17634243|1.901384083|10.20247191|60.55942475|-0.5943088524|-0.09716905219|0.0358123543|0.02297515788|-0.01475592122|-0.1558625593|0.8730503513|0.5940188589|1.051737393|1.077322915|1.163176446|1.01161103|0.8886730673|0.8065504198|0.8012615236|0.911781923|0.6553535276|1.242232492|0.9118820884|1.225628315|0.8638731236|0.4004804232|0.9929419474|4.005274667|0.1131187036|0.09622504486|0.6671049694|0.3027494302|0.1323278235|0.0|0.4315517958|0.0|4.645130877|2.000787282|0.0|5.966009525|0.0|0.0|0.0|0.0|0.0|2.048261107|0.652173913|0.1878159942|1.016538198|0.7700952381|3.214210357|4.274183887|0.8132789545|51.26722781|5.733667477|9.967957042|21.11040922|5.733667477|14.95193556|5.13155848|0.0|0.0|10.15419179|18.46005421|17.33460737|2.161453085|3.41022744|0.0|10.03449688|64.69|1.534722222|0.7991666667|0.4824943311|0.3047052154|0.1385739481|0.0925|0.07207207207|0.02283333333|0.04315033613|69.75164499|20.25030454|-3.582425197|1.720719075|-2.399473009|0.9069631829|-0.7512492147|0.9853328887|-0.6125296875|3.79|4.96|-4.87|0.00455|-5.44|0.00124|1.11e-05|5.750068243
9_a3|Nc1nc(c(s1)c1cccc2c1cccc2)c1ccccn1|C18H13N3S|2.484898405|4.193045613|1.918032787|2.453551913|143.9704743|22.16444444|1.44|10.34722635|59.86728489|-0.6141702865|-0.0952369979|0.04475498393|0.008224023635|-0.1107754564|-0.2603497059|0.8140893985|0.612649677|1.052880218|1.221047813|1.259435281|1.106181603|0.8617703935|0.7554349578|0.878770007|0.8841733353|0.695933166|1.332460146|0.874477248|1.249029952|0.8704099101|0.393293394|0.9938487239|4.00527352|0.1198964762|0.09622504486|0.5945846788|0.3027494302|0.1377501849|0.0|0.4330599936|0.0|4.460534769|2.407197604|0.0|5.977797934|0.0|0.0|0.0|0.0|0.0|2.127756992|0.625|0.1890811643|0.9877715317|0.7277777778|2.785628267|3.75859249|1.370690527|54.8399638|5.733667477|4.983978521|10.57107519|5.733667477|9.967957042|5.13155848|0.0|0.0|5.13155848|6.196843572|5.733667477|2.966074683|1.77554658|0.0|9.333258269|51.8|1.472222222|0.6880555556|0.3780498866|0.1770833333|0.07306626354|0.0225|0.06349206349|0.0202369281|0.04635837125|64.82341181|14.31050003|-3.934479183|1.075783111|-2.342459425|0.7108389548|-1.128255035|0.8457273196|-0.5580243806|4.14|4.9|-4.9|0.00379|-5.53|0.000899|1.67e-05|4.959991364
10_a3|Nc1nc(c(s1)c1ccnc2c1cccn2)c1ccccn1|C16H11N5S|2.484898405|4.193045613|2.563636364|2.648484848|149.047804|23.59014386|2.383838384|9.354853923|63.12707093|-0.6162560328|-0.08018186339|0.03645286466|-0.01463977084|0.1385377579|-0.1405237667|0.9200162008|0.5500537162|1.095056458|0.9832210177|1.256706501|0.9745293466|0.8899131241|0.8077535459|0.8279794913|0.8489371073|0.7308412795|1.221916089|0.9608705829|1.175071775|0.8657461099|0.4071404182|0.9938487239|4.005275089|0.1075765583|0.09622504486|0.5945846788|0.3027494302|0.1281276805|0.0|0.4330599936|0.0|4.118346561|1.684975382|0.0|5.946547934|0.0|0.0|0.0|0.0|0.0|2.002756992|0.6704545455|0.1818084169|1.012352599|0.7611111111|3.141546013|4.104407755|0.9399863639|49.33270697|5.733667477|4.983978521|10.57107519|5.733667477|19.93591408|5.13155848|0.0|0.0|10.7787357|18.59053071|5.733667477|1.495682162|5.239533888|0.0|9.333258269|77.58|1.472222222|0.6880555556|0.3780498866|0.1770833333|0.07306626354|0.0225|0.06349206349|0.0202369281|0.04960546973|73.56471687|14.649564|-3.908399114|0.5953232508|-2.105002186|0.7052185065|-0.7631579344|0.7448700385|-0.5220689081|2.43|3.79|-3.84|0.0443|-4.3|0.0155|9.35e-05|5.100015437
12_a3|Nc1nc(c(s1)c1ccc2c(n1)cccc2)c1ccccn1|C17H12N4S|2.462826447|4.212044087|3.169811321|2.660027952|146.1972284|24.16224529|-3.702422145|9.851108671|61.6294254|-0.6047044758|-0.06694110223|-0.008230873435|-0.1651971555|-0.08863812657|-0.03983490638|1.042887281|0.5702390063|1.074027301|1.053396268|1.142449852|1.092588694|0.8584584357|0.9025139029|0.8845688677|0.8952842616|0.7125133302|1.20123519|1.022169339|1.113479189|0.9577689896|0.400199853|0.9938486659|4.005274287|0.1115493625|0.09622504486|0.6126064166|0.2749716524|0.1097114615|0.0|0.4323865235|0.0|3.9235255|2.07135708|0.0|5.918594262|0.0|0.0|0.0|0.0|0.0|2.065256992|0.6477272727|0.1853179454|0.9910013254|0.7444444444|2.932804578|3.990868356|1.096594486|53.06631725|5.733667477|4.983978521|21.7817039|5.733667477|14.95193556|5.13155848|0.0|0.0|5.13155848|6.196843572|10.717646|1.633087994|1.752450922|0.0|8.047178597|64.69|1.222222222|0.6288888889|0.3257142857|0.2951743197|0.09448223734|0.0425|0.06349206349|0.02096296296|0.04664547043|72.85070457|20.73935905|-3.635476281|1.605275138|-1.720318506|0.247951908|-0.9535260692|0.281349613|-0.6070092993|4.03|4.34|-4.84|0.0044|-5.68|0.000629|3.95e-05|5.450016389
14a_a3|Nc1sc(c(n1)c1ccccn1)c1ccc2c(n1)c(C)ccn2|C17H13N5S|2.472777785|4.3339973|3.508474576|2.869742624|149.8349816|41.95781893|-10.18595679|10.24966062|67.03703341|-0.5825728841|-0.01728272382|0.00343810038|-0.2024594101|0.03516850938|0.1649941442|1.040255715|0.4955332625|1.126998545|0.884578772|1.054864096|1.090558992|0.8394996245|0.9037386913|0.7920328137|0.8999746943|0.7615719713|1.171849512|1.049875007|1.130025166|0.9588913849|0.4064879003|0.9929591899|4.005275595|0.103854332|0.09622504486|0.6501929006|0.3559047457|0.1349035053|0.0|0.4315517958|0.0|4.912719461|1.772745969|0.0|5.936148274|0.0|0.0|0.0|0.0|0.0|1.974979214|0.6630434783|0.1891373391|0.9995321057|0.7586666667|3.384795487|4.252715279|0.9172097225|49.43333578|5.733667477|9.967957042|27.29840462|5.733667477|19.93591408|5.13155848|0.0|0.0|5.13155848|12.39368714|10.717646|0.5050542748|3.541232809|2.029255008|10.11317646|77.58|1.534722222|0.7469444444|0.3517913832|0.4297406463|0.1438649534|0.06125|0.07207207207|0.02334201389|0.04644968733|79.84080486|21.56911907|-3.848689508|1.711664771|-1.671596984|0.2204204253|-0.838853135|0.2498805169|-0.6407407466|2.58|4.28|-3.99|0.0327|-4.45|0.0113|4.08e-05|7.522878745
14b_a3|Cc1ccc2c(n1)c(ccn2)c1sc(nc1c1ccccn1)N|C17H13N5S|2.491354202|4.275538042|2.338461538|2.666666667|149.8349816|41.95781893|-6.653549383|10.24966062|67.03703341|-0.575695827|-0.004597652571|-0.04031813608|-0.01607020327|0.09944951998|-0.1338156393|0.9246134383|0.4955332625|1.074146036|1.015116611|1.207702182|1.07830552|0.8271669163|0.9655402137|0.7920328137|0.8364746317|0.7615719713|1.209521754|0.9008422635|1.091596665|0.9143549936|0.4090368411|0.9929423376|4.005275594|0.105574127|0.09622504486|0.6429842055|0.3027494302|0.1234317777|0.0|0.4315517958|0.0|4.98529279|1.708679086|0.0|5.971664462|0.0|0.0|0.0|0.0|0.0|1.978174131|0.6630434783|0.1887907273|1.009098528|0.7586666667|3.474937501|4.329239932|0.8406850696|47.21930036|5.733667477|14.95193556|21.60447662|5.733667477|19.93591408|5.13155848|0.0|0.0|5.13155848|12.39368714|5.733667477|0.5122855253|3.536207378|1.969162415|10.86775334|77.58|1.534722222|0.8269444444|0.4441269841|0.3116496599|0.1224489796|0.04125|0.06606606607|0.02234984985|0.04597629953|80.10653266|12.87466026|-4.726034029|0.7579405875|-1.853297408|0.351061947|-0.8836630548|0.4582383035|-0.7232237683|2.58|4.28|-3.99|0.0327|-4.45|0.0113|4.08e-05|6.420216403
16_a3|Nc1nc(c(s1)c1ccc2c(n1)cccn2)c1cccc(c1)F|C17H11FN4S|2.467094542|4.291957895|4.339622642|3.536338225|147.6821734|24.13917724|-1.000865052|9.998568022|84.65343277|-0.6141739611|0.001974589019|-0.09112934418|-0.1876758135|0.256158803|-0.1426706554|0.9552593061|0.4988544116|0.9859538472|0.8621042235|1.072707167|1.090008896|0.6269790717|1.01135927|0.8702000406|0.9095995767|0.7123679524|1.282181603|1.006652492|1.174213973|1.072001144|0.4053164225|0.99294228|8.001917922|0.1069603168|0.09622504486|0.6851267072|0.2749716524|0.1090616971|0.0|0.4309042284|0.0|3.004282531|1.614080058|0.0|5.878329082|0.0|0.0|0.0|0.0|0.0|1.905688303|0.652173913|0.1833207902|1.034334966|0.7872380952|3.2039599|4.263933429|0.8235294118|50.85282825|5.733667477|4.983978521|27.29840462|5.733667477|14.95193556|9.521973528|0.0|5.817220841|16.38893797|12.26321064|5.733667477|0.4234674456|1.728717779|0.0|9.398776366|64.69|1.409722222|0.66|0.5037188209|0.3264243197|0.1315192744|0.098125|0.06606606607|0.020625|0.04475030239|79.51008664|21.62439909|-3.367513317|1.222367843|-1.952840085|0.1037256549|-0.7765010627|0.2234014729|-0.4703776087|3.35|4.74|-4.49|0.0104|-4.98|0.00338|2.25e-05|7.37675071
17_a3|Clc1ccc(cc1)c1nc(sc1c1ccc2c(n1)cccn2)N|C17H11ClN4S|2.465643417|4.283921669|3.576519916|2.701956674|145.9522924|22.17634243|-2.706747405|10.20247191|60.55942475|-0.6333730612|-0.05345755507|0.006267967712|-0.2006727667|-0.07218187571|0.1789147639|0.9543306174|0.5861304209|1.068253418|0.9407386423|0.9951620706|1.037478346|0.847816524|0.888483438|0.8270493719|0.9325094015|0.6553535276|1.237695538|1.023461608|1.185605669|0.9418063223|0.4029322745|0.9929419474|4.005274654|0.1128875401|0.09622504486|0.6851267072|0.2749716524|0.1090616971|0.0|0.4309042284|0.0|4.761116453|1.709081227|0.0|5.937862952|0.0|0.0|0.0|0.0|0.0|1.957558159|0.652173913|0.1877317429|1.005539912|0.7700952381|3.2039599|4.263933429|0.8235294118|52.04987833|5.733667477|4.983978521|27.29840462|5.733667477|14.95193556|5.13155848|0.0|0.0|10.15419179|6.196843572|17.33460737|1.200407102|1.757452657|0.0|8.89826536|64.69|1.284722222|0.74|0.4301587302|0.4297406463|0.1352985639|0.0725|0.07207207207|0.02387096774|0.04110819135|77.4280142|24.78872935|-3.894826162|2.192340336|-2.272945135|0.6872236128|-0.7318660325|0.2422176014|-0.5631071972|3.88|4.96|-4.93|0.00399|-5.53|0.001|1.11e-05|7.638272164
18_a3|c1ccc(nc1)c1n[nH]cc1c1ccc2c(n1)cccn2|C16H11N5|2.443940753|4.178208277|4.048780488|2.760162602|150.6171579|26.32421875|-1.061523438|6.670138466|58.36712249|-0.2495754875|-0.1658202617|0.07415431724|-0.06752133943|0.0172003215|0.03554139831|0.9134624341|0.4987709497|1.126852886|1.037747837|1.071025181|0.9369451056|1.028766213|0.9485281798|0.9234438227|0.8775167219|0.8532366153|1.082922621|0.9820893794|1.118539237|0.8725859419|0.4025161837|1.734391607|3.05962641|0.1271728419|0.1178511302|0.54401925|0.2749716524|0.06587175382|0.0|0.4339923432|0.0|3.400490783|1.742872103|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.965147392|0.6666666667|0.1705503255|1.008816529|0.7727272727|2.925608112|3.924800876|1.075199124|48.09388221|0.0|15.06663885|22.42125742|0.0|25.14929918|0.0|0.0|0.0|0.0|12.39368714|0.0|7.197510865|5.362040921|0.0|6.238979992|67.35|0.8055555556|0.4377777778|0.2277097506|0.1771187642|0.06701152683|0.026875|0.06734006734|0.01683760684|0.04752837564|208.0356705|18.1625912|-1.931001647|0.6398500192|-1.096148384|0.4682079224|-1.045147515|0.5708497276|-0.6661725059|1.79|3.42|-3.27|0.147|-2.82|0.411|4.07e-05|7.522878745
19_a3|Cc1cccc(n1)c1n[nH]cc1c1ccc2c(n1)cccn2|C17H13N5|2.448519814|4.26561856|3.396226415|2.590146751|151.4385785|45.3877551|1.92|7.492420193|62.17435323|-0.2705060946|0.003058808926|-0.04071269755|-0.06927907784|-0.06221831621|-0.01507699215|0.9072832311|0.4468657599|1.059973946|1.11423221|1.139201949|1.026360544|0.8857291048|1.114664083|0.8687821887|0.8852560382|0.887519122|0.9731322355|0.9784037986|1.070156588|0.7649654034|0.4025501245|0.9938469589|3.05951897|0.1258345451|0.1178511302|0.6165395407|0.2749716524|0.06587175382|0.0|0.4323865235|0.0|4.391022002|1.744747103|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.980026508|0.6590909091|0.1784769193|1.00477229|0.7695652174|3.287983818|4.31767239|0.8116106273|46.22456492|0.0|15.06663885|22.42125742|0.0|25.14929918|0.0|0.0|0.0|0.0|6.196843572|0.0|7.258085317|3.618565531|1.968028107|7.376268394|67.35|0.9930555556|0.5|0.3648979592|0.2083687642|0.1040485639|0.0825|0.06984126984|0.01785714286|0.04507474205|208.7830622|19.95525878|-2.276570065|0.4373595401|-1.492909325|0.2304418352|-1.136177721|0.3137571225|-0.6772360157|2.19|3.9|-3.58|0.0764|-3.24|0.166|1.78e-05|7.638272164
3_a4|c1ccc(nc1)c1nn2c(c1c1ccnc3c1cccc3)CCC2|C20H16N4|2.550418618|4.253933715|1.468085106|2.069148936|149.6082485|51.74|4.76|9.001463567|66.57156082|-0.1338748982|-0.01534858894|0.07204319492|-0.131234497|-0.1184500271|-0.08624610248|0.9246123938|0.4605741279|1.182032902|1.112726098|1.271664916|0.951140873|0.8885582933|0.927548998|0.9116710342|0.8196088347|0.9047852563|1.08559987|0.896197192|1.075215216|0.8913536263|0.3921737211|1.734393944|3.043350125|0.08673684207|0.1964185503|0.8710193875|0.3957624643|0.130682846|0.0|0.4255648656|0.0|5.623292234|2.180369373|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.137777778|0.65625|0.2100857673|0.9754963692|0.7666666667|3.234829509|4.303055907|1.018872188|48.86446658|0.0|14.64975998|11.21062871|0.0|19.74844179|0.0|0.0|0.0|0.0|0.0|5.098681808|6.044479403|5.930330845|0.9843085475|10.07668238|43.6|1.569444444|0.7227777778|0.3471201814|0.1849135488|0.06222442681|0.0225|0.06111111111|0.01720899471|0.03850832229|42.76007445|17.59015286|-2.877076283|0.7208230885|-2.21960506|0.4715797335|-1.310164111|0.3260920129|-0.6351302934|3.12|4.02|-4.26|0.0173|-3.7|0.0617|2.03e-05|6.982966661
