SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,AATS3p,AATS6s,AATS7d,AATSC0c,AETA_beta_s,AETA_eta_L,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,EState_VSA1,ETA_shape_y,FNSA1,GATS1c,GATS1s,GATS3d,GATS3v,GATS4d,GATS4p,GATS5dv,GATS6c,GATS6d,GATS7c,GATS7v,GATS8s,GGI10,GGI3,GGI4,GGI8,GGI9,JGI2,MATS1c,MATS5s,MAXaasC,MDEC-22,MDEC-23,MINaaCH,Mor08m,Mor10m,Mor12m,Mor23m,Mor24m,PEOE_VSA10,PEOE_VSA3,PEOE_VSA7,PEOE_VSA8,RASA,SaaaC,SdCH2,SdS,SdsCH,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA5,SpMax_A,SsCH3,SsCl,SsOH,SssNH,SsssCH,SsssN,SssssC,VE1_A,VSA_EState1,fMF
4.945982674,3.30075188,2.445249597,2.30734127,147.5978611,157.8321886,157.1610552,160.7924871,161.2686912,95.75510204,-134.0714286,17.59183673,-23.42091837,50.93265931,-0.09325959212,0.07908645055,-0.2040327227,1.635793006,1.101169241,1.092100555,0.4872254059,0.9891450263,0.9209003747,1.128760745,1.149116523,1.230211318,0.6028183716,1.086986778,1.045489507,0.8086185044,1.092232767,0.9377631241,1.183776933,0.9924155931,0.7696552482,1.028415375,0.8508560912,1.148701918,1.418977275,1.047773367,1.078228218,0.8969788832,1.176815358,1.135099677,1.091952783,0.1662440571,0.05993567359,1.067258904,0.1288113406,0.0,0.6888187153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.251293462,0.48,0.0,0.02,0.78,0.0,3.491860676,2.315494246,0.9627883386,27.46169931,9.467009379,5.098681808,18.20875424,35.29333391,0.0,29.21545116,0.0,22.51475897,49.85555154,13.08951281,6.9237372,0.0,70.99110724,0.0,4.838045859,4.220524565,1.659158216,51.77,0.8187301587,0.6345663265,0.03414251208,3.860452175,25.76288881,-2.833120026,-1.712049124,-0.3516320659,0.3456944555,-0.1783070703,2137.502982,2.3,0.0144,-3.99,-9.953039356134026,-4.667541129641302,48.64698401836545,0.21332059236923992,4.326639566981042,13.695695026014649,-2.402232838765947,-8.64587649388483,244.25959228003163,-102.84399501860722,421.03586845302755,-0.6117374973561576,0.18081455251952666,64.77603372923838,-32.1248717880291,-55.53083859614079,-36.8223340208391,-11.606479313459598,-10.71930968717591,-25.72949683822669,44.727657740339914,-21.498889944472026,81.09915422463203,-28.34648163900802,-8.864947456899278,16.032875148202038,-45.7501653903902,5.053342563752523,13.515974010490156,30.648669153058062,-0.7225761406869502,-41.638949966854106,48.84683746260672,14.705694179069571,-1051.9470145295916,-932.7666129836473,55.011418070534354,-57.85768163501679,-87.05873813904269,-195.3657073245982,-9.924207716561565,94.96737179040566,1436.000966684787,1891.3618326579438,-3171.5186395164747,-2629.1528613273113,7.21643069324589,324.1701117953195,5.4570217132568364e-08,145.75202813684396,171.97575075303592,539.3373620754292,-944.2375484836048,4776.979392699039,7.431832875245744,225.95624562776214,-146.53250537194134,-641.7899084695874,190.19688083712546,-2.7766702562074213,35.50024752894478,-104.92329706296422,3.8612219584879375,-521.8603248721838,-22.145670817141877
4.942378428,3.226027397,2.301198257,2.331757289,146.2472804,155.0665108,160.0276797,159.9665408,160.4586872,93.66565886,-42.11413454,14.48652053,-5.41723356,50.61721457,0.01987775498,0.1411001885,-0.04150680153,1.385687364,1.201758997,1.075495661,0.4998098034,1.102617453,1.167587636,0.951149575,0.9101594863,1.057963164,0.6592034203,0.9870040283,1.059541571,1.02202004,1.170926028,1.211932411,0.9964098172,0.9885089361,0.9218194606,1.03738592,0.9557179295,1.014957504,1.341906357,1.169470853,0.9743470307,0.950950482,1.16071508,1.019900356,1.041049839,0.1456046687,0.06484728411,0.8190725202,0.1288113406,0.0,0.6737412396,0.0,0.0,0.0,11.54632504,0.0,0.0,0.0,2.176777181,0.4754901961,0.0,0.02450980392,0.8039215686,0.0,3.523004188,2.454275736,1.022323364,30.02085899,14.04082556,5.098681808,18.20875424,41.90021587,9.473725908,24.31554143,0.0,22.51475897,43.81933209,22.56323872,6.9237372,0.0,83.89487604,6.420821623,5.186592111,0.0,1.669179994,66.99,0.7340136054,0.5217191043,0.03283333333,17.84970761,28.28447932,-5.251998152,-1.940031414,-0.2424870751,0.3372714553,-0.08202178319,2336.466524,2.52,0.00361,-5.02,-10.150030221572756,-6.940963871842175,53.528604235476855,0.26294273328338974,4.571340233400528,14.968068862057937,-2.8250495524461376,-9.211209786931894,265.2968430292984,-116.14887830430895,464.69330970025044,-0.7152748202836345,0.37209017231936514,70.80199295126883,-34.6472567680584,-60.457145984943075,-40.77577929228524,-12.370749526327653,-10.744480907165334,-27.777666373321363,48.844576133074355,-22.807268819038356,86.69013673544973,-30.413446898406548,-10.247691325922135,17.167109265998672,-50.94298172948032,4.1027434299095304,14.504259944402072,33.29593408217368,-0.8241563806157864,-46.21759143629668,53.010555021552776,16.351173299541966,-1146.5976439831286,-1008.2558451850898,61.238912545277834,-64.86758932953514,-97.36840833804371,-214.55525987724218,-9.82273583286087,104.18353222871804,1551.8276282932445,2031.918894328057,-3525.4543549825353,-2869.7324867468915,7.503743916743467,353.30935891849805,5.974610328674317e-08,154.30601017658378,175.8375298255942,595.4618677044273,-991.8158330325011,5250.845539688233,7.863202659837388,237.31400175120035,-166.87195823440214,-697.8936679703052,192.72790106678664,-2.5014241263247343,31.843407087371272,-112.68401062860772,3.681796313999979,-600.5539204457356,-24.028214322776222
4.929552615,3.780487805,2.585518102,2.42440225,146.6934932,151.7346049,156.4534982,154.8694075,157.2106152,54.62984878,-45.90664037,10.82117028,-16.59434583,48.68718614,-0.1814485991,0.1143808457,-0.1888823613,1.145238383,1.034833562,0.9778018234,0.453322684,1.119566292,1.047057063,1.139602858,1.113357116,1.084651032,0.5582902205,1.000269978,1.200323974,0.811582298,1.148448627,0.9849907897,1.247896255,0.8087763166,0.8306297425,0.9908930956,0.987697696,1.10844714,1.134124049,1.171483515,0.9641591692,1.046496374,1.131839,0.978669644,1.071483421,0.2097399158,0.1019598315,0.6673631067,0.1044262599,0.0,0.6706519733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114904573,0.4791666667,0.0,0.02083333333,0.764,0.01933333333,3.547185554,1.738216665,0.6770864604,25.00643644,4.983978521,5.098681808,18.20875424,35.29333391,0.0,24.73242031,0.0,22.51475897,24.73242031,6.544756406,6.9237372,0.0,51.4807728,0.0,2.806967831,0.0,1.676679689,59.39,0.5689795918,0.3315972222,0.03904320988,41.20627215,21.23321958,-3.052922224,-1.151841564,-0.2127517232,0.3868126365,-0.2556954959,1782.335708,2.02,0.0234,-3.86,-9.066544169576611,1.9013484644043195,40.553287000516185,0.2316896095081943,3.864906177951619,11.482872517362114,-2.004636291997876,-6.96728479619688,214.64455556228162,-84.23638668587087,376.4268312733925,-0.5847575685632889,0.4194383683885859,55.780835204132906,-27.107304676688074,-46.4134531750465,-30.194955608533597,-10.01249952708893,-8.890789796680304,-21.845710494077547,38.00906207711939,-18.932903393725883,69.23961557389563,-24.011925525561587,-8.305163309936688,13.752242530925741,-40.84959196229148,5.103941521715528,11.031542118893734,25.683635669340955,-0.5661433644346378,-36.07437348454362,41.369405621716936,10.371995590562165,-904.9840464790934,-823.5731915248545,44.936562266188425,-48.267626929642965,-72.62626396835749,-162.31957087423905,-9.077768675469493,79.21294771414173,1211.597449335603,1668.1584498472605,-2748.226413399371,-2306.201663683485,5.881273057691852,259.05280800460145,4.251180648803711e-08,110.5805241777061,170.59489742584356,441.94299209651166,-738.7683109129629,3988.5853396114885,6.399073202304569,193.06416846648156,-120.84257234390638,-543.3158703187697,179.65875386458364,-3.3416607319711495,32.65405113188849,-93.1950923776601,2.9125901871285764,-361.56812084044674,-18.67015807883757
4.864588,3.202380952,3.14172163,3.324057208,144.775219,147.1915212,155.8267923,158.771623,157.4010174,20.81425475,46.83666529,6.147928994,4.351742275,47.09045049,0.0360866479,-0.1164609041,0.06598173248,0.7765750213,1.212874598,0.7863925804,0.5499137854,1.008740849,1.076988932,0.9183002771,1.024197882,0.8072723091,0.7240049367,1.139701551,0.9526380747,0.6167583804,0.952594945,1.027062828,0.7314889713,0.7143467684,0.9105186018,0.987686915,0.995896079,0.9632520521,0.9203991109,1.116963593,1.108215123,0.9821725007,0.9704861299,0.9065594642,0.8693869923,0.2637362504,0.1524323098,0.727356777,0.08469947665,0.0,0.6959864369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819003949,0.4820512821,0.07692307692,0.01794871795,0.805952381,0.03891941392,3.424297788,1.861104431,0.7315211542,28.6523244,10.423316,0.0,17.66730696,22.2842392,9.496942443,9.967957042,0.0,17.00689132,15.07448444,0.0,5.817220841,15.7651876,0.0,18.19910121,0.0,0.0,1.625955818,58.04,0.386122449,0.2864583333,0.03749287749,78.43899978,22.01041359,-4.02754587,-1.308588109,-0.4286383181,0.4802769356,-0.240679363,951.9338672,3.26,0.00116,-5.65,-8.231892864219766,17.677989002959535,21.257465621329903,0.28080832548995904,3.023027319513684,6.356414820771857,-1.124125226927598,-3.242458763720454,151.59158408232875,-34.92046065968772,255.85150789094965,-0.3401437528693007,0.701002469681453,34.448503156979555,-15.794670291563994,-24.656572496854995,-14.150137123450081,-6.8227229811028325,-5.967407196201245,-13.836533448802257,20.782328333375357,-14.344215297395083,43.420323390754604,-14.92159572913941,-7.796347326600435,9.619453090316782,-23.490093795574225,9.512106063505678,6.452662564798632,14.555780889409135,-0.16428266049227858,-21.380178297343065,23.96733547392615,0.9035436364231766,-530.158512788579,-511.0085542920643,18.66064189832565,-27.005076677954442,-29.240196506801315,-79.26537217146489,-7.407107678977443,40.04404752583904,739.2776427306696,1158.2333813412063,-1563.5307758443093,-1478.076636694054,2.8365147414248524,102.16888474225394,2.596338987350464e-09,40.243846098486515,200.02402874643073,198.4099232407424,-280.27628644205726,2142.1672595638283,4.2999877428061986,122.31806345304416,-41.82252167373639,-308.2773804553509,173.9229662728008,-4.295236964145988,43.65490423930882,-65.7357759496144,2.152075475383791,119.43105858296158,-10.470500625752614
4.859076679,3.455357143,3.03894081,2.917866941,149.9215863,153.2231385,156.0873279,156.7402181,159.811369,61.56200607,13.88222479,10.8792772,-10.59207997,46.90235383,0.04857823646,-0.08990521132,0.06739460723,0.8132428522,0.992438935,0.6330643064,0.4712530987,1.122740841,1.001590804,1.038395451,1.033784504,0.9177407739,0.6951708023,1.152706687,1.038069374,0.5108919971,0.9676971736,1.006810245,0.4895083172,0.7696251407,0.8483334008,0.9767755275,0.9580830047,1.165863699,1.100146157,1.182124876,1.020155448,1.12448727,1.095328816,0.9975627089,1.054195681,0.140427677,0.09533335505,0.9407809356,0.1245317625,0.0,0.6954248033,-0.1191489073,5.309393804,11.30015538,0.0,0.0,0.0,0.0,1.945794737,0.4808080808,0.01515151515,0.01919191919,0.7842592593,0.04402356902,3.793728528,1.878696814,0.7310629905,29.89809159,11.05045608,10.19736362,6.066367068,5.693927995,4.794537184,29.36252149,5.733667477,22.51475897,40.3821381,0.0,6.9237372,5.687386275,28.16193619,6.327320075,1.934878506,0.0,1.464208038,116.02,0.734829932,0.7387329932,0.044138322,128.4215519,30.06621847,-4.158371024,-1.377038032,-0.299926762,0.3267209139,-0.3304276365,2624.044637,2.01,0.0183,-5.21,-9.733211804126794,-10.08229104246614,62.58011156209484,0.28534561387946855,4.813431807201854,16.529897482533418,-2.616567372131615,-10.882910549131495,299.44683175948836,-133.27403674300254,546.2209367909655,-0.7043438845900591,0.8383341084488354,79.3047264628639,-38.56914433170009,-68.10759857026883,-46.20245900054006,-13.505552935669591,-11.85156480749842,-30.560029106369882,54.32850623818041,-24.084844385145914,95.39345214880395,-34.381734721781555,-12.858405636012645,18.919484987257984,-56.341855836170964,3.5853447232808304,16.4559585878597,37.509651035402584,-0.9605367080032162,-52.62888749645882,59.09090748292212,18.03460047772918,-1294.0093803601012,-1099.3533915167284,69.45847796143998,-70.39021822119618,-113.98347840158134,-239.82429583943076,-11.913042919185818,118.13457503786529,1718.972760209507,2212.2463052425555,-4014.9406053421153,-3149.746919854602,8.044190802733233,406.24253149533115,7.910254955291748e-08,186.6259415653526,158.45889222496172,676.3581417124902,-1111.4062850472894,5887.514679362442,8.35695697207656,251.09653312321336,-198.73585885482726,-776.5538043145768,203.50689714341388,-2.108069894906358,20.720007994262716,-119.783143917437,4.679643738408072,-834.1618365838361,-26.607335470630755
4.824033268,3.034782609,3.005393743,2.876068376,147.1820149,153.4795538,155.7123705,156.9596397,157.6497143,49.33564014,-19.85813149,11.08304498,-0.9134948097,48.91808,0.04176275362,0.0340408739,-0.04858408434,1.273009574,0.8510924523,0.9485205852,0.5452365016,0.9846160342,1.047161619,0.8751369113,0.9805971459,1.024096386,0.6268436578,1.079168343,0.9484417083,0.8017522325,0.9048572102,1.364320662,0.6045779587,0.8870558559,0.8786172393,0.8809349247,1.068306732,1.015685971,1.1614955,1.060724935,0.9995415387,1.149799635,0.9614227774,0.950632126,1.118169519,0.1606839127,0.10528379,0.5582009643,0.09315436814,0.0,0.6920312592,-0.1261945102,0.0,12.15042233,4.949871137,0.0,0.0,0.0,2.004919144,0.4722222222,0.0,0.02777777778,0.7854166667,0.03236111111,3.609673195,2.062752147,0.809494363,28.73446707,10.05365156,5.098681808,18.19910121,17.99473795,9.531400138,25.48210926,0.0,33.77213846,46.3339363,4.736862954,0.0,0.0,33.77213846,0.0,0.9573687972,1.602107478,1.600638701,92.79,0.4806802721,0.3420493197,0.02398989899,120.9183069,26.65185095,-3.348389093,-1.299248066,-0.1422831748,0.2972729381,-0.337707163,1359.879051,0.95,0.0734,-3.77,-8.644769534472061,9.539042264617352,31.93491530683365,0.30557374259135933,3.5470482095950757,8.915180205330794,-1.956541406538032,-5.029077399480043,191.58017199493037,-59.39794212665229,332.3522355660118,-0.4460336594876619,0.6220766118260841,45.87553336712522,-21.628523900003223,-35.84428411342786,-22.424920669366895,-9.157176720457068,-7.587009572150482,-17.784934797127228,28.045621543849215,-16.9320657276174,55.76885516825066,-19.889649847107755,-9.073528997557489,12.043220418104035,-30.689127923019093,7.969386423277196,9.19977502984368,20.691933270853788,-0.3668215162656891,-29.453556254506008,33.17948415802725,5.094616146263597,-727.5580544200741,-666.2265465542259,32.95358160387693,-36.941223608583535,-48.72008154925342,-121.50532774318417,-9.162021195769313,61.1489226500218,999.9003210781268,1403.0279630402129,-2190.4981635385047,-1855.9384677398893,3.94676471509387,182.00044147556247,2.362349033355713e-08,88.5737980304967,160.3308218683412,314.90292202423365,-505.6515076846299,3072.985163031061,5.549787274566397,154.00978102437563,-89.71744530520179,-411.66285254235027,171.81917590908589,-4.248526066395972,37.52557920445336,-78.8199672823647,2.5906653492038103,-175.83460788115093,-14.920309607349402
4.849116668,3.283333333,2.564246914,2.661155203,147.9609889,153.6858859,157.3442561,157.7077439,161.6377542,76.74556213,-56.00460224,13.75,-1.9375,50.24069857,0.05878208115,0.04017452146,-0.1093473555,1.174959601,1.020395464,1.186186566,0.4810350213,1.158207059,1.072603217,0.9047576196,1.059640339,1.112932764,0.5969387755,1.080745342,1.05,0.7813184696,1.097053819,1.056067791,0.9661400282,0.8419519833,0.8883641275,1.089909807,0.8544840436,0.7841151186,1.202428832,1.170031011,1.012033715,1.127195336,1.14152256,0.8774295087,0.9531486201,0.1566820121,0.09185342235,0.8388566744,0.1146849114,0.0,0.6841461785,0.947518529,0.0,0.0,0.0,1.71746793,0.0,0.0,2.107141054,0.488172043,0.03225806452,0.01182795699,0.7686868687,0.0302378625,3.751632789,1.948806929,0.8614228369,30.72059456,10.30076712,5.425791397,24.27512131,23.62654039,0.0,25.38663948,4.992404733,11.38785599,32.55515263,6.544756406,13.08951281,5.687386275,46.02638289,4.895483476,2.56029826,0.0,1.551484447,83.3,0.5331972789,0.5538548753,0.0390617284,20.34371107,29.21401461,-4.352685478,-1.739690349,-0.01357394355,0.4967982155,-0.2431900401,2334.442946,2.51,0.0132,-4.85,-9.579388023260638,-6.581321779886663,54.78509649704211,0.24654085317620342,4.485492840227417,14.822317331406536,-2.227614911074093,-9.654443504184458,263.0210523910816,-116.05364958122873,475.6362975428903,-0.6944692826142191,0.6047224201820318,71.17546851319084,-34.30118295460682,-60.48940614172204,-40.59860196223569,-11.96746266094891,-10.443913493411351,-27.545355123109495,49.37076570138564,-22.93373351321075,87.1396942371353,-31.046830039193146,-10.490619924497596,17.195971573272377,-50.64309515335133,4.352978723350135,14.64431591819325,33.52650196956657,-0.8194888456266791,-46.79396644096923,52.778442861011705,15.719364908383046,-1159.232129501937,-1007.9358491472638,61.288225747814664,-63.79499456332878,-100.28522333800161,-212.7663398489322,-10.358899473908933,103.93246435367443,1529.7169418909325,2047.7863578395709,-3585.0207416012568,-2889.8618671413037,7.505619914560343,353.7663418849988,6.104410648345947e-08,153.08128900667774,186.45353202637983,594.8093372065339,-980.9818069902991,5251.306492541934,7.581380900973066,239.87531638611995,-170.77667230022158,-699.4898870319873,201.18696089799192,-2.5833991841176687,30.775434857870795,-110.58293372213991,4.388255562792306,-664.7619325643429,-23.831724613875483
4.852763733,3.369747899,2.819333333,2.881018519,145.7399843,151.6176975,157.2517157,158.6214866,159.0802236,65.85938056,-52.67141331,11.41046636,-7.743681025,48.7992792,-0.08789543262,-0.04911403994,0.08541488505,1.191630292,0.8516917766,0.9522513535,0.4849390068,1.043200668,1.083811977,0.9866575168,1.066937327,1.074240463,0.6426382412,1.083304464,1.165312201,0.6428460608,0.7215789145,1.059323526,0.9117261125,0.8535014844,0.894064931,1.028010687,0.9930206748,0.9284735004,1.181960564,1.120570244,0.9958436832,1.149643081,1.153994611,0.979682613,0.9246652909,0.1656998431,0.08431228547,0.7211465865,0.06263564417,0.0,0.6848636974,0.0,0.0,0.0,11.0125403,0.0,0.0,0.0,2.018617256,0.4739583333,0.015625,0.02604166667,0.7803921569,0.0300245098,3.709658437,2.018262017,0.9429088387,31.0661429,19.77449303,5.261891555,19.05647134,35.25921319,9.473725908,14.95193556,0.0,40.21348046,21.74487787,12.96557803,11.33111287,5.687386275,52.0212877,0.0,2.783400981,0.0,1.640540121,95.85,0.614829932,0.5538548753,0.04082125604,155.2055286,30.53157844,-3.154877816,-1.840477807,-0.5391049505,0.4722204238,-0.3878206079,3260.296642,1.5,0.00229,-5.95,-11.09914846498621,-18.81519670930933,75.04087659122375,0.287503077307872,5.3991923211652555,20.36914738352177,-3.4576133359381807,-13.564367392145524,351.2259734353738,-168.83465844351826,638.6585944393015,-0.9672990054295718,0.8269330333417195,95.30823633984001,-46.92179401888381,-83.4044270373975,-57.409665743177186,-15.323734663549486,-14.04517408728631,-37.60228630489084,68.21559231317866,-27.69192850122803,114.42118602633275,-41.163326411133305,-14.861774245553056,22.21931441266379,-69.83853881466544,2.483789630675634,19.8008206393907,45.54412200674897,-1.2741003100316652,-63.39024552940678,72.29309956960924,24.503413334014102,-1529.3782158174745,-1281.110606912222,87.61046759390295,-91.42441238366492,-144.3628227492734,-296.81558266511206,-12.337496204790869,144.66182661134192,2038.837651534107,2571.7264771646064,-4879.807624976405,-3859.9595105656053,10.178217030796668,506.38502518947183,9.449855804443359e-08,220.4957240848068,177.55604649926448,859.8153704926731,-1368.9680749589347,7304.497639747549,9.819883232225873,301.77050047976496,-251.98829863704955,-972.7707512493472,217.0696651436064,-1.5175419332784459,14.651295455467924,-142.81215055467345,4.986976571049621,-1074.7322660564137,-32.31153863896909
4.849748974,3.255813953,2.519444444,2.7,147.1267119,155.4926101,153.8604697,154.7423056,160.5518811,82.06887052,3.831037649,17.56826446,6.114049587,49.5433796,-0.08323872643,0.2263720605,0.02008862009,1.327952892,0.9690716316,0.9042829602,0.5032986119,1.046754328,1.188428787,0.8343994904,0.7392863864,0.918081473,0.5502299156,0.9868649161,1.038885702,1.102670439,0.9181392224,1.130769684,1.02427245,0.8848085675,0.720369697,1.119548288,1.050322085,1.146020669,1.246454741,0.9825257012,1.083243039,1.223509617,1.115057542,0.9748046223,1.041018816,0.1700935143,0.07625739634,0.9503966762,0.1474660367,0.0,0.6904812668,0.9961268768,0.0,0.0,10.98224063,0.0,1.571304065,0.0,2.004500121,0.4818181818,0.04545454545,0.01818181818,0.8117647059,0.01550802139,3.817215782,1.964143932,0.950266591,32.34373128,14.79051451,5.425791397,35.61190719,24.79067027,9.473725908,20.40266096,4.992404733,22.88687966,35.53500001,6.544756406,13.08951281,5.13155848,44.39282129,0.0,2.515238238,3.277664584,1.516857384,85.97,0.614829932,0.5538548753,0.0405664488,51.01493161,27.34525962,-4.56770909,-1.563893355,-0.261842053,0.2409274504,0.09389796053,2428.673969,2.2,0.00456,-5.61,-9.74630598772031,-7.942030186660961,56.26153296037943,0.2772230196733506,4.585950095630624,15.382952885968088,-2.808975228080343,-9.82692491963434,269.67224724329543,-120.7550718573069,490.0421022071589,-0.7413516106652731,0.6582705940809421,73.69755638618089,-35.18569902114242,-62.42556342913587,-42.18604542963545,-12.242334033531186,-10.414331482492516,-28.750464192199228,51.06922232359165,-23.758435749678846,89.1881774333249,-31.962379774570515,-11.525596272680131,17.89216887052734,-51.57856427406819,5.460281425089923,15.337137784518758,34.95971173024428,-0.8789243455546456,-48.481638590698246,55.01366723778942,16.829137943008398,-1177.414785912607,-1012.731745892527,64.64385814755919,-68.7064030762277,-102.67445271178758,-220.23566822252653,-10.04637416737089,107.41106983401585,1571.8283667892056,2072.647384475785,-3685.108130247181,-2988.474810587314,7.7265703036599165,363.44887547924617,6.128826141357422e-08,159.88604071400385,189.29891744757708,618.4928865217795,-987.4971901315171,5468.3226992616665,7.918887433870077,246.31775434987597,-179.44131057279674,-723.8709093131743,198.40647777786626,-2.729187636948936,31.593163922008422,-114.59074221979748,4.420017771517715,-690.7200206129224,-24.686468429876676
4.797866366,3.414285714,2.847457627,2.833333333,150.0679784,153.9194824,159.3868522,155.9591169,162.4927314,29.15570934,16.01384083,6.211072664,-0.339100346,45.70914731,-0.06332288401,0.1633156387,0.1832896168,1.226162554,0.9584354375,0.9076725832,0.5180527014,1.089809913,1.003955125,1.040182868,0.8854137779,0.9641825932,0.5791103604,1.041127874,1.071354167,1.033672035,0.9545454545,0.8673197492,1.050470219,0.8034947067,0.9247869939,0.9921028173,1.016326401,1.067674364,1.114878099,1.242668863,0.9090941507,1.234467219,1.094298239,0.83990913,1.122448978,0.182185791,0.1212804598,0.3914235927,0.06953456841,0.0,0.6717186416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976481481,0.4727272727,0.0,0.02727272727,0.7869565217,0.02213438735,3.136921362,1.95054148,0.7136665443,25.94615458,0.0,10.19736362,6.066367068,5.693927995,0.0,29.9458054,0.0,28.33262175,29.9458054,0.0,0.0,0.0,28.33262175,0.0,0.0,0.0,1.526241476,72.28,0.2087528345,0.1927437642,0.02385416667,56.12759645,20.79991367,-2.494540355,-1.096020032,-0.0157224321,0.5093656477,-0.3064979401,921.8420309,1.07,0.166,-2.83,-8.26615344462641,16.583340400314576,21.171123760299878,0.2641605066911039,3.0743954260856414,6.146084942673362,-1.2293861547072116,-3.1040614754077547,146.94431318381802,-32.043734603204314,245.39421981522554,-0.2744990959025522,0.5726791954367078,33.29701985066219,-15.681608600276503,-24.354354446679494,-13.865247581995007,-7.043111119846545,-6.34186972140977,-13.964625626237265,19.942536454544406,-14.137766348480762,42.60640844337241,-14.742222988556124,-7.731337930791213,9.515468951959184,-22.552507888736336,9.878736924187724,6.43329583971652,14.307757708482818,-0.15877429312220154,-20.32396208057715,23.959518268346333,0.6796881240226502,-514.9624946863873,-495.5542487461201,18.543520143343024,-24.000468984991343,-26.52965606248775,-77.6436349557432,-8.26714269247003,39.66304709708385,745.9471740780465,1115.1860151664227,-1457.9661305366728,-1403.0185071736603,2.940095238673306,104.16518554041689,4.4513225555419925e-09,52.225949424447634,181.02174304002557,187.2807031997772,-309.6110603641074,2053.749128300859,4.458866187236449,114.75685204794331,-39.97612015922598,-306.0013163682183,163.24446458997068,-4.816576663285772,43.39826719271236,-63.74134639163325,2.0247433996010242,79.87941780551364,-10.270612414680878
