sample,strategy,imputation,upstream,best_tl_rmse,best_st_rmse,abs_gain,pct_gain
5,MLP,Real,4,1.2235747575759888,1.309106707572937,0.08553194999694824,0.06533611775278664
5,MLP,pseudo,2,1.2798947095870972,1.309106707572937,0.029211997985839844,0.02231445138647133
5,MLP,pseudo,3,1.3703758716583252,1.309106707572937,-0.061269164085388184,-0.046802268853224534
5,MLP,pseudo,4,1.2812069654464722,1.309106707572937,0.027899742126464844,0.021312045813431452
5,MLP-E2E,Gaussian,2,1.2044905424118042,1.309106707572937,0.10461616516113281,0.07991416173788424
5,MLP-E2E,Gaussian,3,1.0851329565048218,1.309106707572937,0.22397375106811523,0.1710889950929661
5,MLP-E2E,Gaussian,4,1.2742825746536255,1.309106707572937,0.03482413291931152,0.026601447168409145
5,MLP-E2E,Mean,2,1.0777815580368042,1.309106707572937,0.2313251495361328,0.176704578930014
5,MLP-E2E,Mean,3,1.1079211235046387,1.309106707572937,0.20118558406829834,0.15368157760133488
5,MLP-E2E,Mean,4,0.9537978172302246,1.309106707572937,0.3553088903427124,0.27141323796396205
5,MLP-E2E,Real,2,1.0339720249176025,1.309106707572937,0.2751346826553345,0.2101697906394734
5,MLP-E2E,Real,3,0.9392803907394409,1.309106707572937,0.3698263168334961,0.2825028049234796
5,MLP-E2E,Real,4,0.911575973033905,1.309106707572937,0.397530734539032,0.3036656463826754
5,MLP-E2E,pseudo,2,0.9320772290229797,1.309106707572937,0.3770294785499573,0.2880051537196413
5,MLP-E2E,pseudo,3,1.2833170890808105,1.309106707572937,0.025789618492126465,0.019700165267612146
5,MLP-E2E,pseudo,4,0.8975557088851929,1.309106707572937,0.41155099868774414,0.3143754411363098
10,LH,Gaussian,2,1.1357882022857666,0.9013084769248962,-0.23447972536087036,-0.2601547986776662
10,LH,Gaussian,3,1.2438522577285767,0.9013084769248962,-0.3425437808036804,-0.3800516577547109
10,LH,Gaussian,4,1.1731982231140137,0.9013084769248962,-0.27188974618911743,-0.3016611439368203
10,LH,Mean,2,1.1117135286331177,0.9013084769248962,-0.21040505170822144,-0.23344399514147027
10,LH,Mean,3,1.0100340843200684,0.9013084769248962,-0.10872560739517212,-0.12063084967992811
10,LH,Mean,4,1.0108225345611572,0.9013084769248962,-0.10951405763626099,-0.12150563368704066
10,LH,Real,2,1.1584763526916504,0.9013084769248962,-0.25716787576675415,-0.2853272573715994
10,LH,Real,3,1.2341645956039429,0.9013084769248962,-0.33285611867904663,-0.36930321549253853
10,LH,Real,4,1.0798912048339844,0.9013084769248962,-0.17858272790908813,-0.1981371888550084
10,LH,pseudo,2,1.1700011491775513,0.9013084769248962,-0.26869267225265503,-0.2981139966300844
10,LH,pseudo,3,1.315693736076355,0.9013084769248962,-0.41438525915145874,-0.45975963808225495
