,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),1.4890294607597536,2.0,27.005135503835447,6.019950311192251e-12,0.08237793689888288,0.08412680208822636
C(strategy),0.3427122652488055,3.0,4.143634676486152,0.006388045201977669,0.018959953516792354,0.0207033048199807
C(upstream):C(strategy),0.03305100968003836,6.0,0.19980508970646446,0.9768017346428679,0.0018284890001285575,0.0020346790864191697
Residual,16.21079299532461,588.0,,,0.8968336205841964,
