sample,strategy,imputation,best,worst,mean,std,mode,median,count
5,FS,Gaussian,1.2154395301773775,1.3183351509789167,1.2471390318205018,0.021437498130251774,1.2154395301773775,1.2421064054695148,30
5,FS,Mean,0.9694247622860349,1.1998508246855986,1.0902696284397835,0.07360321733764884,1.1129799062827714,1.1068399324206628,30
5,LH,Gaussian,1.1468053730672512,1.415900185048175,1.2880062443302902,0.07076749780819076,1.3548108771659735,1.2982255812970358,30
5,LH,Mean,0.9962933115117674,1.2859178061425465,1.1581761764559109,0.11481947719162383,1.2567968590777872,1.203387095568684,30
5,LH-E2E,Gaussian,1.0854095196869349,1.4073244856031712,1.2623588421155725,0.11643850943429587,1.383342698571083,1.3043690798116048,30
5,LH-E2E,Mean,0.917653800113244,1.1708904137515115,1.0691054781089255,0.09780733639924803,1.1350708611850941,1.116702416710133,30
5,MLP,Gaussian,1.2511526985466401,1.3397009684709646,1.2965274930676576,0.02560361358010048,1.3060168665713867,1.3039049783833279,30
5,MLP,Mean,1.2222418346214885,1.317809984764211,1.2608199874895367,0.02952637496578184,1.2975396772287762,1.246748220697428,30
5,MLP-E2E,Gaussian,1.106655186242257,1.3449183106358389,1.274898206592539,0.06807882529632382,1.2975327411458855,1.3023447191827695,30
5,MLP-E2E,Mean,1.0218291578826137,1.2912569215775853,1.1416921754226093,0.07769074602514572,1.1530494229330552,1.125720701612114,30
10,FS,Gaussian,1.0097679572105263,1.176625216231128,1.0886261734122347,0.05712740959195459,1.1477654287846797,1.0849829830914144,30
10,FS,Mean,0.8630791786293843,1.020006833645347,0.9563823572794068,0.05019935275732548,0.9920455519609193,0.9705896866570414,30
10,LH,Gaussian,1.113416518896893,1.2656401935971366,1.2124511165162304,0.042061988267120536,1.1673340667474996,1.2143461428936608,30
10,LH,Mean,1.0122427442516604,1.209157731916807,1.0739727042047833,0.07929700176698873,1.16721883197513,1.0220908407617428,30
10,LH-E2E,Gaussian,1.0310690595933496,1.5612331298687965,1.2492933531483144,0.16310899626757175,1.122002255099312,1.1951253246223232,30
10,LH-E2E,Mean,0.875818849136166,1.222380233827506,0.9445325510196658,0.06391974592939816,0.9012962625462819,0.9202843638853244,30
10,MLP,Gaussian,1.1879097419870952,1.2374807090662199,1.2087222748869553,0.01389936713325608,1.1996509785926683,1.20451928955457,30
10,MLP,Mean,1.1072800235690194,1.21881818276964,1.1531310431197221,0.03643537695391665,1.2020293499848975,1.137219201284315,30
10,MLP-E2E,Gaussian,1.0705606562905678,1.3789606686697886,1.2182598386900816,0.08172858328979739,1.179619660565574,1.190822001969326,30
10,MLP-E2E,Mean,0.8939102071113512,1.1845858634061408,1.0062209081640876,0.10051534451655932,1.1252666826787086,0.9524477345981024,30
20,FS,Gaussian,0.7461541508806776,0.8943868900643008,0.8174178650099005,0.05303704989164201,0.8106562666432177,0.8090547749168476,30
20,FS,Mean,0.6533963478816209,0.6982055287517315,0.67314734353502,0.013595064787548393,0.6569580411616527,0.671535218359606,30
20,LH,Gaussian,0.842832195824769,1.0848533945364403,0.9317460714790902,0.07042891378715375,0.9137556474067958,0.9383970150128915,30
20,LH,Mean,0.7829939006920111,0.9443988567273826,0.8620569695193642,0.05716640070726052,0.911480089266265,0.87629478921906,30
20,LH-E2E,Gaussian,0.8297187386703511,1.1077793597690473,0.9278531268042395,0.084990574568854,0.8636910015922408,0.8926068894426662,30
20,LH-E2E,Mean,0.6590652446455684,0.7996796982603546,0.7268762292007771,0.049520049242250244,0.6590652446455684,0.7054192681028748,30
20,MLP,Gaussian,0.893516856005842,1.0297603123815613,0.9558189717752656,0.04800705281245454,0.9461691262281176,0.9499568241012948,30
20,MLP,Mean,0.8290771561540101,0.9594528982015612,0.9033931636317333,0.04888841701869547,0.9594528982015612,0.914773475589511,30
20,MLP-E2E,Gaussian,0.7604346062596261,1.0360481210138572,0.9020379231322992,0.10873044370233073,0.9059104651960678,0.9159087155612327,30
20,MLP-E2E,Mean,0.677766057324104,0.8273473404997971,0.7273365546380113,0.03548539710188431,0.8273473404997971,0.7186921731694831,30
50,FS,Gaussian,0.8466403962152295,0.9839876147468836,0.9314680887272554,0.04995018902288871,0.9619379571822496,0.9574348735730729,30
