AATS1i,AATS2i,AATS2s,AATS3d,AATS3i,AATS3v,AATS4i,AATS5d,AATS6i,AATS7s,AATS8s,AATSC0c,AATSC0v,AETA_alpha,AETA_beta_ns_d,AMID_C,ATSC0i,ATSC1d,ATSC1dv,ATSC7d,ATSC8d,ATSC8dv,AXp-0d,AXp-1d,Ali_Log_S,BCUTi-1h,BCUTi-1l,BCUTs-1h,BCUTs-1l,CIC1,CIC2,ESOL_Solubility_(mg/ml),EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,ETA_dAlpha_B,ETA_dEpsilon_C,ETA_dEpsilon_D,ETA_epsilon_5,Formula_x,GATS1c,GATS1d,GATS1dv,GATS1i,GATS1v,GATS2c,GATS2d,GATS2dv,GATS2i,GATS2s,GATS2v,GATS3c,GATS3d,GATS3dv,GATS3i,GATS3p,GATS3s,GATS4dv,GATS4i,GATS4s,GATS5c,GATS5d,GATS5dv,GATS5i,GATS5p,GATS6d,GATS6dv,GATS6i,GATS6p,GATS6s,GATS6v,GATS7c,GATS7d,GATS7dv,GATS7i,GATS7p,GATS8c,GATS8d,GATS8dv,GATS8i,GGI5,GGI6,GGI7,GGI8,GGI9,IC1,IC2,JGI3,JGI4,MATS1c,MATS2s,MATS6s,MATS7s,MATS8s,MAXaaCH,MINaasC,MLOGP,MOMI-Z,Molecule,Mor02m,Mor03m,Mor10m,Mor11m,Mor12m,Mor13m,Mor16m,Mor21m,Mor22m,Mor23m,Mor26m,Mor30m,Mor31m,PEOE_VSA1,PEOE_VSA11,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,RNCG,RNCS,RPCG,SMILES,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SaaNH,SaaS,SdCH2,SdO,SdS,SddssS,SdsCH,SdsN,SdssC,Silicos-IT_Log_P,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SpDiam_A,SsCH3,SsNH2,SsOH,SssO,SssS,SsssCH,TASA,TSRW10,TopoPSA(NO),VSA_EState7,VSA_EState8,VSA_EState9,Xc-3dv,Xc-4dv,Xc-5d,Xc-5dv,Xc-6dv,Xch-6d,ZMIC2,iLOGP,pIC50
145.1110422,151.9787193,3.118376068,3.5,161.0443566,201.1764999,159.704181,3.5471091112521766,155.63188725176934,2.8291972060903485,2.6611600344146202,0.01092948001,50.363770301712705,0.4755102041,0.02380952381,1.70389011,78.85408391,7.356734694,56.2656887503001,5.443537035233087,6.515102041,58.10938776,0.6895685248196061,0.4302708267,-4.7685287609370075,17.42477098,10.9520472,8.001917432,1.348828131,1.7445774467191184,0.9900182273265652,0.021663183794814956,0.0,5.817220841,0.0,48.52913514291118,4.845461957240373,6.196843572,0.02811931504962744,-0.08059510478,0.010563706165681192,0.8102040816,C17H14FN3,1.411474643,0.6209929924,0.38578356303416256,1.075316709,0.7192317659931006,1.241301361,1.1614015575930434,0.7565473178,1.0830745403704212,0.5427486526,0.8609825905457195,1.035162447527817,1.140831203,1.0380051245274022,0.9647791200109525,0.8648817852,1.010803527937864,1.2217027485912977,0.9897868089210783,1.2581451600747113,1.219414471,1.490126042,1.120447178,1.0245539244842472,0.993902228,1.061273738,0.978078612986118,0.8590237592,1.009885324682074,0.6173003329,1.215961632,0.6687349069,0.7725448536,0.8096902412,0.7856312347373846,1.2658614152667291,0.3716833065,0.6584189093,0.8543797543,0.9869532814464601,0.5980555556,0.5584093629209388,0.2777777778,0.1128826531,0.03,3.632960111007076,4.396383461,0.04318576389,0.03842909456777575,-0.4228638672,0.04183598966,-0.22635987221834664,0.05973679281,-0.03778740405308917,2.009479264294441,-0.2228733098,1.3864092288203436,2203.8282894688195,2_a1,18.49914231,-4.4144575869249705,0.9280222783,0.1966631146,1.065551657,-1.405527066418539,0.2915168367,-0.144674288,-0.2651385864,-0.3662594047,-0.0570127321301232,0.36162020976220105,-0.20975402442508562,4.567099648,0.0,4.983978521,9.374393569,5.509104056642887,6.066367068,42.81902403,19.03067702476123,0.20640918050743198,30.75221451633869,0.0919280896,Fc1ccc(cc1)c1c(nc2n1CCC2)c1ccccn1,11.049968699241548,26.36494822237643,3.077575829870512,19.38639965,0.0,30.446411213092976,0.0,0.0,0.0,15.166871713911902,0.0,0.0,0.0,0.0,0.4891311014581182,4.0,4.738749904932689,14.53505669,12.96557803,10.94389625170889,4.88992845,0.0,2.4105981164192007,0.0,0.0,0.12220295121951902,0.0,426.9106324,71.27650742,30.71,3.869334425,4.130993079902496,1.789364018179814,0.4724481531,0.0,0.2823601614,0.11353554667833038,0.011666976252534605,0.5386030745,24.15772897,2.69,5.236572006
144.8697502,152.8502441,3.060121766,3.712643678,157.4491661,209.4347232,156.5676654,3.3985583686363228,158.4405340076928,3.521887817414917,2.396377615832097,0.02276401408,46.6752864446786,0.4724637681,0.0,1.667782255,60.51029278,9.083102493,55.195738880285745,-18.4296879326478,-1.879501385,-23.85872576,0.702194819724115,0.4221844254,-3.4800166515029973,14.5580823,10.9513015,3.517051553,1.348826331,1.8573600076620274,0.8458077501967283,0.00983998591027173,0.0,6.792942306,0.0,56.47234822842704,3.233273900890434,0.0,0.013340127991827232,-0.08784699454,0.02406044089668544,0.8188405797,C18H15N3O2,1.438625798,0.5477922078,0.4908595663829995,1.304927117,0.9305721875396553,1.254815702,1.093793671574402,0.881819731,1.1116610572219527,0.9611229649,0.9138322476682924,1.035812923997214,1.234106583,1.1133301499520756,0.9465213432318359,0.9089283728,0.9047187471179966,1.0603713524625646,1.1376760914619681,1.0729468012184653,0.7699262812,1.359079402,1.050075232,0.9979139086306716,1.015335348,1.057805643,1.1889176404575226,1.070832173,1.1438717034233168,1.015676246,1.130421146,0.8808102807,0.944743083,0.9795867011,1.0655279656065917,0.9880919679552372,1.053221326,0.873970474,1.133609767,0.8966979686640728,0.6047222222,0.7412648349617702,0.2777777778,0.06627928949,0.02500771605,3.910640644590236,4.523986066,0.04205246914,0.023289081726998354,-0.4410545484,0.037220738,0.034305930560642246,0.01980245561,-0.27855304590976365,2.080514178743415,0.7944609263,2.4935710472424018,2355.5631655767625,7_a1,22.80739312,-3.9931521423310463,1.238326648,0.4610090612,1.191031748,-1.4050069338251217,0.3948251619,-0.1704483677,-0.2986949644,-0.4033257034,-0.2514690282625358,0.2829521722002704,-0.15233925881306237,14.04082556,11.49902367,4.983978521,4.983978521,6.078529372486977,6.066367068,36.75265697,43.60082359823268,0.19922539704154685,14.908706127335904,0.1180634227,c1ccc(nc1)c1nc2n(c1c1ccc3c(c1)OCO3)CCC2,15.224776881258524,15.958128588907671,5.180758095619799,19.38639965,6.792942306,26.94093186567083,0.0,0.0,0.0,3.860313257695564,0.0,0.0,0.0,0.0,0.3950721871433771,3.43,8.544442525719436,21.327999,12.96557803,0.03606359302384554,4.920619776,0.0,1.32304196295294,0.0,10.95591545,0.0067217169728629594,0.0,440.1204641,75.06730801,49.17,3.968240793,1.684996965243042,0.2741468140647884,0.5273052045,0.0,0.3656934947,0.13546913775172828,0.03212240200257959,0.6899777895,26.86770968,2.83,6.337242168
144.7227279,147.5160065,4.194847021,3.704545455,153.9030889,232.4594881,158.3535104,3.5824289821443127,158.32747831904248,2.1812109558535724,2.148780606394154,0.02252518381,48.60526753812048,0.4686067019,0.01851851852,1.64054541,88.14717408,6.431290898,59.16611544058077,-6.855953841894922,3.530041642,43.6989887,0.6891464729999688,0.4371397847,-6.39552378810121,17.42477227,10.94957568,8.001919869,1.432397384,2.2271951385654414,1.1205542051365085,-0.006150764650282341,5.969305288,11.38067233,11.51833249,54.79753818115806,-8.411728479601008,36.65915542,0.021854093390334867,-0.1042647296,0.05921211632445238,0.805090312,C21H14FN3O2,1.517919242,0.7253674469,0.4759045877995629,0.9275797067,0.8488862866547008,0.6908396102,1.067218050448069,0.7661439631,1.2167200003655714,0.4849171343,0.9080504593226602,1.1295989957013848,1.153148249,1.0129312259723982,0.953590954322378,1.06469341,0.9555097421935183,1.038666791988867,0.9888995784526878,1.1288020457065993,1.058018761,1.091151031,1.006932066,1.0521442166782395,0.7548596531,1.271914003,1.0664785724961643,0.7937061844,0.8966257800965574,0.3994307111,1.011461589,0.2821001767,0.8754583856,0.7195069712,1.099382977206086,0.879079451297045,0.8222143444,0.7138913662,0.8656022048,0.9180582946291056,1.202222222,0.38999118910476693,0.2795493197,0.3567806752,0.275,3.563293353892406,4.315379908,0.03356481481,0.04170041017691355,-0.6120048039,0.1186626501,-0.08715845688893487,0.114627386,-0.04397459897612521,2.0151820449738707,-0.3155280302,1.8245028246434192,2101.712301059086,8_a1 (SB-202620),24.50755053,-5.24679719654104,1.356765458,0.7668384381,1.623002601,-1.171208262317743,0.5939711467,-0.0740671933,-0.1688572701,-0.7048237197,-0.37134206709311623,0.3183581379685011,0.07597320527496212,10.09050592,0.0,4.983978521,14.16893075,5.506041185358513,12.13273414,48.53093655,2.6816664259302065,0.06872335603561743,4.035960042776836,0.1540712279,Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)C(=O)O,-3.0503028074911933,14.58694772079081,3.8457119918618856,0.0,0.0,16.72311982431731,3.296085365,0.0,0.0,5.472793656934276,0.0,0.0,0.0,0.0,0.18162606052831104,4.86,16.781106743870556,26.02776825,0.0,-4.438129823150788,4.814805348,0.0,0.6751333968923691,9.054265439,0.0,0.05514645382797387,0.0,407.3670746,76.22777559,78.87,3.372901092,-0.9510600326597323,-0.9857010135652715,0.6162743575,0.0,0.441638319,0.1059137124178643,0.012903883537132656,0.4353954059,33.19656922,2.21,6.397940009
143.8137918,148.3911564,3.528528529,3.630434783,153.9889948,229.2555462,156.88388,3.787211683069688,161.6464358064189,2.0371577495692366,2.4250855113449403,0.01271820306,49.00720215963604,0.4747795414,0.01851851852,1.703865908,90.87374503,8.650621958,77.31360313484558,5.017803623195794,1.625743645,4.38831801,0.7079069683108472,0.4371397847,-6.111837133895793,17.42477216,10.94877277,8.001919505,1.432397289,1.759614384490149,0.832941142586168,0.06185220044865174,0.0,11.60046579,11.38785599,40.28511764838938,12.14447424816698,36.65915542,0.02088353169231052,-0.08355659641,0.0057607203984362185,0.7957482993,C22H16FN3O,1.379699805,0.6934664461,0.40410513102763546,0.9581243064,0.864549523087853,0.9262783355,0.9937342668722643,0.8243279905,1.076349752496898,0.5846769149,0.8566643517780862,1.1887947601676183,1.173558601,0.9083158176556281,0.7310830379776614,1.013637991,0.9658966953455477,0.9745523654077096,0.9833946041649576,0.952722381978642,1.284585769,1.034937888,0.9249283001,0.9929630892167356,0.7939766727,1.259068149,1.2316633627820939,0.7678443509,0.9377859711290364,0.4106612094,0.9446103021,0.4636616931,0.9294713439,0.7850527796,0.8509701722281742,1.1443128605435242,0.9464013669,0.7177795031,0.9274281063,0.8742508757374498,1.202222222,0.5105897179879376,0.2795493197,0.3567806752,0.275,4.1127872506359235,4.321987,0.03356481481,0.03943766788820827,-0.4833355777,0.01837599915,-0.025282533852570427,0.08860061291,-0.012884124842583724,1.9793672359008934,-0.2918593912,2.408819747666427,1685.720862136943,9_a1,24.19727328,-2.929268479241364,1.153717328,0.9034625287,1.356030399,-1.3364048630369134,0.4882116712,-0.289756009,-0.1627215949,-0.716194481,-0.2002978576190447,0.15875283503025336,0.04813969508890406,4.983978521,5.783244946,9.778515705,9.374393569,7.060019966780843,24.26546827,43.32193961,12.03353888820511,0.19472339207730244,95.88505391446998,0.09584756743,Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)C(=O)C,-0.2255975833158006,34.717804886136385,4.468080023360342,6.9237372,0.0,12.17770182228568,3.358585365,0.0,0.0,-0.45241782836243916,0.0,0.0,0.0,0.0,0.2744540367479276,5.86,2.9746827204080026,20.73518051,0.0,13.662054485709453,4.814805348,1.537779396,3.8755555144601663,0.0,0.0,-0.39205119470172245,0.0,484.547771,76.22777559,58.64,3.428456648,4.512333686759171,0.06213631676095849,0.6726928837,0.0,0.441638319,0.0123732924054262,0.010139686223597903,0.4353954059,32.63405351,2.66,5.22184875
144.5439569,148.7065052,4.040764791,3.870967742,152.1736865,235.6658848,157.3046597,3.376125492385019,159.79391435695265,2.7714288376874006,2.7224476723238396,0.03207697787,50.25507139988429,0.4666666667,0.0,1.615142992,69.32119832,8.123966942,42.588017789075344,-8.004936712812505,-4.423553719,-11.42975207,0.6780898815573904,0.4298991874,-4.513388311700221,14.55647172,10.94957487,7.008294851,1.430935838,2.096701754729427,0.8254607598770546,0.0022425942537947184,5.969305288,12.3563938,17.32342816,34.971738105754135,19.981454063778802,30.46231185,0.027011221600076456,-0.1090785355,0.031208689426362908,0.811827957,C22H15N3O4,1.510833507,0.6575212174,0.5088479511019169,1.095905021,0.9290556398480349,0.9426219243,1.0915771702530566,0.8507194245,1.1952604649238996,0.5224802162,0.8841531547427867,1.0399464341442666,1.205641621,1.0478408563544475,1.0418144644483065,1.073839626,0.8257780718806151,1.3265246040972376,1.1224665296520262,1.065196718505386,0.8760524954,1.038191396,0.9633891101,1.1205881779365003,0.8199272774,1.226953468,0.9936688538844227,1.021122069,1.1381881158993354,0.4128385344,0.914509217,0.5897973458,0.9583305193,0.9121528523,0.8994294805373666,1.2852674060379656,0.9025846082,0.9136084284,0.9637435766,0.984315825231092,1.153333333,0.4580917703528577,0.3229166667,0.3595600277,0.2493904321,3.2874002082757317,4.414564154,0.03351449275,0.04625030124071013,-0.5636502535,0.1429251188,0.03740668197171746,0.1111542013,-0.11191424045190279,2.0097361981820074,0.2233796721,2.044766277831124,2389.591300815971,11_a1,29.31488305,-2.6966714445139037,1.074122317,0.7380910885,1.602259196,-0.9356897745117065,0.4797615884,-0.2510199821,-0.1240451189,-0.8177436317,-0.22238775245194703,0.530937518143677,-0.09829319501896985,19.56423182,11.49902367,4.983978521,9.778515705,3.92679736634012,18.19910121,42.46456948,19.72174706129652,0.12081795413091612,54.27542446795671,0.1175519077,OC(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1,8.495267802820655,26.23941286208647,2.3783576701283904,0.0,6.792942306,27.6805845412131,3.336151738,0.0,0.0,-2.209959845402619,0.0,0.0,0.0,0.0,-0.07328317326468275,4.28,-9.067016010197293,32.82071055,0.0,12.151838232341808,4.853817463,0.0,4.74999492786355,9.114944218,10.90025445,0.24379601325627287,0.0,435.6973327,80.65955342,97.33,1.723140361,0.8200213660687066,-0.7810141603384542,0.652347798,0.0,0.5249716524,0.1507401892235074,0.007415400477187752,0.586770121,34.25659207,2.31,6.769551079
143.6934201,148.22701,3.501876877,3.887640449,151.9976332,237.6548291,157.3721192,3.3761293332595033,158.2792617457355,2.9673193699641467,3.5012982365973135,0.02303927909,50.39844193732334,0.4738095238,0.0,1.66738319,69.69803018,7.653061224,61.963747135159565,-9.275946983681969,-4.918367347,-3.98185941,0.6866341017999048,0.4316873246,-4.239764981216754,14.56378354,10.94945122,6.027275696,1.430936075,1.692229580820635,0.9956285965241959,0.011131435744187972,0.0,6.792942306,17.13736782,45.770009642373296,1.2325711710331895,18.32957771,0.02851478418483276,-0.09152046784,0.01897908962291632,0.7942528736,C22H14N4O2,1.45882827,0.6162104133,0.5245641074396112,1.081907969,0.7982526262819603,1.182526524,1.1606627162073853,0.9054987981,1.1278381494338978,0.672143842,0.8254353331781756,1.3224337063096516,1.204293245,1.0409122684878809,0.918463498728366,1.061019811,1.0612368250022965,0.9613881007963648,1.1310919943012945,1.1368824583888162,1.000220728,1.144576224,0.9694505591,1.0860620380406718,0.8306773574,1.265432099,1.0652692110986026,0.9939328315,0.8435289059743889,0.5058055152,0.9185446458,0.7925476826,0.9864618406,0.9731172148,0.9031608644095925,1.1475509940761284,0.8673836307,0.9510721248,0.9640498482,0.916386800863567,1.090833333,0.5683364881785826,0.3229166667,0.3283100277,0.1693904321,3.5473749672650228,4.410905972,0.02935606061,0.03375869318762628,-0.4870737722,-0.05438965816,-0.17126472786291014,0.05306328891,-0.060079083309641686,2.0216264234110874,0.6076389314,0.578514340138738,1912.1398896028986,12_a1,28.1510087,-2.961659645261095,0.7872086107,0.868660303,1.402044203,-1.3121786574397378,0.5441170775,-0.2649883083,-0.246643004,-0.764628785,-0.21981267917880146,0.4489037632545355,0.10136715753190872,14.45770443,11.49902367,4.983978521,4.983978521,5.240205081656965,6.066367068,54.59730362,19.104355499134087,0.2078202801195408,72.74818371185796,0.09981804825,N#Cc1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1,7.2744190357200935,23.799198425319382,-0.6666130423910095,0.0,6.792942306,21.807830213680788,3.389457436,0.0,0.0,6.56539296674865,0.0,0.0,0.0,0.0,-0.1654457235079859,4.87,8.365968942955735,21.74487787,0.0,13.077973295346943,4.852978103,0.0,-0.38700079387764874,0.0,10.92810365,0.10227126873932885,0.0,524.619363,79.45611918,83.82,1.750975531,0.49261190131572397,-0.4103284771301406,0.6067042515,0.0,0.3583049857,0.2529080976433016,-0.005092438862264247,0.586770121,31.43174763,2.72,5.530177984
143.5536717,145.3246565,2.987421384,4.116666667,150.2568993,260.8185109,146.2381587,3.8003554680935645,160.83374374955838,2.781612056089394,2.515989270251518,0.0167388806,47.50713344404894,0.5126984127,0.02380952381,1.521881656,60.3732225,7.598335068,74.21074170818154,-10.356908421728763,3.055150884,-1.775002891,0.6831962422966797,0.4302708267,-3.3558658582086425,14.55237825,10.31154314,4.005273314,0.6050005136,1.9000221896406801,0.855554200771048,0.04116871399681239,0.0,0.0,5.13155848,44.50800045087544,5.492136958297307,17.53362945,0.026502828739526547,-0.09759281926,0.03377565957882811,0.7579710145,C15H10N4S2,1.58393888,0.5551334925,0.499913329084616,0.9043208365,0.8771790276708243,0.7376386731,0.9655075680328761,0.9003552263,1.1130056780323718,0.9325971332,0.9115173611789034,1.0817902483619146,1.158210332,1.0311549224009318,0.8430366864869945,0.9451078014,1.0409721203937423,1.0200870377392341,1.1252054743913122,0.9032479473204045,0.7953751871,1.217712177,1.09584588,1.1548015398226177,1.074807339,1.231549815,0.9645402671883017,1.259870748,1.1726079185281182,1.060716724,1.220991466,1.103927897,0.9850348503,1.164197235,0.9162093196478447,1.089085634434942,1.103136588,0.7019456558,1.084880422,1.0853389244551759,0.5730555556,0.4684592242119406,0.1432468821,0.05921674225,0.006558641975,3.4488018872944393,4.450659521,0.041015625,0.028807839587573693,-0.599804962,-0.1197196038,-0.11747208478155094,-0.07960188916,0.1539472645683646,1.9833813965230342,0.5519383031,3.1121483893935897,1305.098175309498,3_a3,12.04494473,-5.0402118186836695,0.04834091165,0.2775847025,1.328669903,-1.7198856100050512,1.19815412,0.2214998877,-0.6025143542,-0.3664350506,-0.2848671274347714,0.5305709630343548,-0.3222955985389254,5.733667477,5.13155848,4.983978521,9.967957042,3.1740960918071526,29.53588708,12.13273414,15.566653026866373,0.2391211533047899,64.72483094901506,0.1164339197,Nc1sc(c(n1)c1nccs1)c1ccnc2c1cccc2,8.513057893315674,21.14592837525157,-0.3189756428815034,0.0,5.733667477,9.284025525491002,0.0,3.051544758,0.0,4.946830032791269,0.0,0.0,0.0,0.0,0.4730976102631478,5.0,6.422910549733233,14.95193556,0.0,11.738274414461447,4.906947239,0.0,-3.0411495120396026,0.0,0.0,0.3411592012359215,0.0,412.6731705,70.90527225,64.69,3.600377771,2.5308205945251316,-0.03582450280327193,0.7129266205,0.0,0.3027494302,0.1431750676007991,0.0027487984031837284,0.4420442044,28.22793167,2.39,5.929962133
143.5946678,145.4059212,3.3468107,3.932432432,152.2057646,249.9786442,152.4566434,3.610443138355535,162.5687966312915,1.8749336644546608,2.8319295315277744,0.01409895107,49.18968128663043,0.4921325052,0.04347826087,1.660194215,83.36677966,8.488163265,66.3305615292374,-9.213652963918692,1.565714286,-14.76761905,0.6762686987569373,0.4321993632,-4.07713926436909,17.42477132,10.31162267,8.001917793,0.60501714,2.0374543981693973,0.8939283531741276,0.03707975992241662,0.0,5.817220841,16.38893797,32.94761687188027,10.002702775831645,24.39594478,-0.0007441846474536239,-0.08496732026,0.04182862561264946,0.7712380952,C18H12FN3S,1.573693854,0.5973038864,0.47212272772187835,0.8028274852,0.8323534780739646,0.6211049462,1.0931661984853036,0.7849154689,1.1490050135153684,0.6409026574,0.8675050662837577,0.9976067489977041,1.128304735,1.0518824402072933,1.0761544842691577,0.9573398227,1.2251309371769905,1.0970205180217965,0.9443185763699159,1.00813080604355,1.049664916,1.265910194,1.077461931,0.9371566148598449,1.33279839,1.288119144,1.0724835399571147,1.066461121,0.9661663640598575,0.7218430218,1.164055159,1.294439015,1.058318196,1.193010722,0.9426365303208792,1.115125281061102,1.141082675,0.7462912504,1.157987707,1.0376103354560529,0.8791666667,0.30097256175088555,0.2621527778,0.1143864953,0.038125,3.8230367298035066,4.028445159,0.04696637427,0.03977857378197822,-0.6072386337,-0.02670373727,-0.08328333239932194,-0.1143776401,0.0634080413695148,1.9950496862766647,-0.30795215,3.689098351281562,2657.9315919615565,4_a3,10.75902422,-3.164014674200076,-0.3954789132,0.3002194933,1.692349156,-1.5816578674937338,0.3143011848,-0.1618161032,-0.1818265524,-0.5730146426,0.02566248125435247,0.4902004652331707,0.07889342419673526,5.733667477,5.13155848,4.983978521,9.374393569,2.530479803911212,41.66862122,24.26546827,20.275580025007105,0.1483855622811828,78.97631626336998,0.1133692921,Nc1nc(c(s1)c1ccnc2c1cccc2)c1ccccc1F,2.17302343405511,22.17043037800308,2.784970083652354,0.0,5.733667477,7.529683085023338,0.0,1.35805839,0.0,-1.3264011613923148,0.0,0.0,0.0,0.0,0.07698345541600161,5.3,0.8616211527260029,9.967957042,0.0,9.393012952837127,4.926665293,0.0,-3.225589188890525,0.0,0.0,0.049603868123296126,0.0,429.1424414,71.73738146,51.8,1.748717876,3.192571457631458,-0.6777318982533267,0.7027192373,0.0,0.3864886488,0.08260573031502541,-0.00909130159203189,0.4420442044,32.78778218,2.6,5.89997427
143.9739518,146.0842685,3.09333759,3.971428571,151.6380716,258.0447071,149.2113874,3.321073055978166,160.04582464928455,2.75646908567486,2.729565956276913,0.01503348894,49.963337768190776,0.5064182195,0.04347826087,1.572415124,60.55942475,7.123702422,61.15284135578437,0.8157893716543043,1.901384083,-20.53116323,0.6853362824379382,0.4315517958,-5.918934064197182,14.55238461,10.3116226,4.005274667,0.6050165637,1.6839626464526052,0.4336935416140237,-0.0077094484959462604,0.0,0.0,10.15419179,43.90269554423753,20.562412196204225,18.46005421,0.03136942368556776,-0.09880952381,0.018066662968295538,0.7700952381,C17H11ClN4S,1.577655479,0.6381751853,0.518289412552665,0.9610720325,0.8274886647430396,0.7340575899,1.108264485785687,0.9015856647,1.0949251321613827,0.8886730673,0.8563441741055958,0.8109741642531689,1.07012233,1.0794168560252153,0.8951398530497043,1.005094507,1.17653582561134,1.113813406872395,1.0152513760855082,1.0121221109836793,0.8730383952,1.203634757,1.051737393,1.0219248162224117,1.210849983,1.163176446,0.8999753177371765,1.225628315,0.9848085097565729,1.219868386,1.13015878,1.158347712,1.01161103,1.077322915,1.0201105658179679,1.2432826439877047,1.051831294,0.8142235123,1.153044318,0.9922858182894807,0.7991666667,0.41118902982584526,0.3047052154,0.1385739481,0.0925,3.017598499468491,4.274183887,0.04147897898,0.04116431513900992,-0.5943088524,-0.09716905219,-0.12350843246735621,-0.01475592122,-0.10291187268141153,1.972083976240544,0.507077192,1.9928690368664679,2242.878842943139,6_a3,20.25030454,-5.09732099059854,-0.1937372504,0.9069631829,1.265458768,-1.1741502675728224,0.9853328887,-0.2352933237,-0.4711268904,-0.6125296875,-0.2707814039601225,0.41127951332812107,-0.2919094773483102,5.733667477,5.13155848,9.967957042,4.983978521,9.156735726160221,41.13682697,24.26546827,8.431073251474215,0.17349869954044442,44.70140299131728,0.1131187036,Nc1nc(c(s1)c1ccnc2c1cccc2)c1ccc(cn1)Cl,14.195631473924486,13.117162907664133,4.496627489722689,0.0,5.733667477,13.043534805657472,0.0,1.447233796,0.0,-5.37042890341926,0.0,0.0,0.0,0.0,0.1349300010273542,4.96,7.847730746339007,14.95193556,0.0,5.129720449926976,4.913771694,0.0,3.1979395334351617,0.0,0.0,-0.45641676596917735,0.0,477.0733678,71.68708612,64.69,3.41022744,1.5963645077456186,-0.5222873833229695,0.82952794,0.0,0.3027494302,0.009924123812033614,0.002471715561829873,0.4420442044,30.99869023,2.65,5.750068243
142.4614202,143.9704743,2.956069959,3.810810811,149.9020112,243.2818867,148.335526,3.557834579251765,158.38649622578765,2.214912369302838,3.2429869437430803,0.01277709619,52.021849936507245,0.5015151515,0.02272727273,1.733026006,59.86728489,8.52,74.64037481855769,-22.33107942203218,1.44,-29.91555556,0.6908855819215803,0.4330599936,-4.50516574079097,14.55153766,10.31162238,4.00527352,0.6050171284,1.5995787438432525,0.881899675399423,0.05319855967765752,0.0,0.0,5.13155848,30.791197480317997,8.083191768876093,6.196843572,0.03461138483827829,-0.05464052288,0.03969658173371263,0.7277777778,C18H13N3S,1.622947299,0.570622986,0.5227662550975735,0.8750258402,0.788942210830773,0.6652041742,1.0096165709033191,0.906020925,1.0917244569354836,0.8617703935,0.851512516815218,1.0099639889188263,1.125206839,1.0493044759827435,0.9684596161960715,0.9407857705,0.8456795035228892,1.1463942888275722,1.122833274563262,1.1973721400809805,0.8279465038,1.271316746,1.052880218,1.0355976838744128,1.197030362,1.259435281,1.0150164527477454,1.249029952,0.8893343975716639,1.272580453,1.129280385,1.392104207,1.106181603,1.221047813,1.0867550030383086,0.9515879067374322,1.227069266,0.7109401138,1.09564371,0.922957470783949,0.6880555556,0.8274927426770631,0.1770833333,0.07306626354,0.0225,3.219617810828587,3.75859249,0.04206349206,0.03928816455002944,-0.6141702865,-0.0952369979,0.08108279125455736,-0.1107754564,-0.1733363752749883,2.116464620478327,0.5588770786,1.4484981907858772,1955.4527397233003,9_a3,14.31050003,-3.629664855255682,0.1718755552,0.7108389548,1.330778704,-2.0180117623838036,0.8457273196,-0.1811691556,-0.3865220163,-0.5580243806,0.02514994201517376,0.16446926027447573,0.1111258868679326,5.733667477,5.13155848,4.983978521,4.983978521,-2.4985145399506914,59.86772243,22.90518257,24.679233684047716,0.16074008741281404,33.51985856755749,0.1198964762,Nc1nc(c(s1)c1cccc2c1cccc2)c1ccccn1,5.420332991981605,21.56975289118055,9.561583399392578,0.0,5.733667477,40.503115136573555,0.0,1.503799131,0.0,-4.320574819381941,0.0,0.0,0.0,0.0,0.27990251670668076,4.9,10.252227768703776,9.967957042,0.0,13.546078872388955,4.90972599,0.0,0.6268148546393084,0.0,0.0,-0.054771354959315434,0.0,474.7126932,70.43257471,51.8,1.77554658,1.5813121277006912,0.35281546652764767,0.6593293144,0.0,0.3027494302,0.047637769736085536,-0.03701742985634102,0.4607729437,34.92864387,2.44,4.959991364
