,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),31.072190979334522,2.0,9.378764890943941,9.783010986177462e-05,0.01091238600398906,0.030914374954078745
C(strategy),1786.3558263325003,3.0,359.4599281800035,1.5433449651440588e-132,0.6273585383914431,0.6471392623366994
C(upstream):C(strategy),55.96334141037041,6.0,5.630619159841561,1.0673702051861105e-05,0.019654023881004956,0.054333547415718914
Residual,974.0327488905546,588.0,,,0.3420750517235628,
