,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),157.54134070304227,2.0,19.326376753993003,4.719166736904742e-09,0.014045471622046621,0.015928423814288762
C(imputation),1014.6547857028597,3.0,82.98181957076963,4.555532366994812e-51,0.09046073199050861,0.09440675304443939
C(upstream):C(imputation),311.2877454265507,6.0,12.729069970179168,3.4234042056576386e-14,0.027752608776643855,0.030991402607814824
Residual,9733.038075052968,2388.0,,,0.867741187610801,
