,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),311.08088259944947,2.0,121.12225472845233,8.920029156013937e-45,0.1450153441298755,0.29177490088476016
C(strategy),1041.4013828509433,3.0,270.31958701375095,3.159376113354965e-110,0.4854659619373377,0.5796873958154789
C(upstream):C(strategy),37.589626988567936,6.0,4.878624424202926,7.044806846669202e-05,0.01752300767540153,0.047421166948021475
Residual,755.0865007366327,588.0,,,0.35199568625738514,
