SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,SsCl,MINaaCH,GGI4,SlogP_VSA5,BCUTs-1h,AATSC0c,GATS7c,AETA_eta_L,GATS4p,PEOE_VSA8,AATS7d,GGI10,Mor23m,GATS1s,SlogP_VSA1,MAXaasC,EState_VSA1,GATS4d,AATS6s,PEOE_VSA3,BCUTs-1l,MATS1c,FNSA1,JGI2,Mor10m,ETA_shape_y,AATS3p,SpMax_A,SsssCH,SsCH3,PEOE_VSA10,Mor24m,GATS7v,Silicos-IT_Log_P,BCUTc-1l,SsssN,MDEC-22,SssNH,MDEC-23,GATS6c,SsOH,GATS1c,GATS5dv,GGI9,GATS3d,GATS6d,SaaaC,AETA_beta_s,SdsCH,GATS3v,GGI3,SssssC,Mor12m,BCUTd-1l,VE1_A,PEOE_VSA7,Mor08m,SdS,VSA_EState1,RASA,SdCH2,GGI8,fMF,GATS8s,MATS5s
5.015108728,3.571428571,2.631991051,2.365774534,147.897182,153.2500106,159.8000222,158.4352573,156.5160676,72.73256198,-2.237024793,14.57487603,-10.73586777,49.76772029,0.0274089292,-0.08780878329,-0.05223775724,1.052637781,0.963340124,0.9363942786,0.4693557578,0.9446395246,1.147607674,1.182902024,1.122437907,0.9319946198,0.5839789217,0.9204824621,1.298889625,0.6404486558,0.8226436839,1.345580498,0.8846520018,0.8880320811,0.9492248359,0.969858803,1.093431052,1.163814925,1.168735181,1.184679694,0.9198820902,0.9564230304,1.080397992,1.075039646,1.010904983,0.1554476511,0.110785658,0.6759707009,0.1476931915,0.0,0.6841461785,-0.1081919926,5.51115406,12.46795355,0.0,0.0,0.0,0.0,2.033670292,0.4752688172,0.0,0.0247311828,0.7578431373,0.04430740038,3.659357268,2.122002445,1.00293199,29.99511672,11.05045608,5.098681808,12.13273414,11.21062871,4.794537184,25.06523039,5.733667477,22.51475897,38.74513433,12.96557803,0.0,0.0,59.22490518,5.693927995,2.041327498,0.0,1.636943219,98.72,0.5683446712,0.4010416667,0.03583877996,15.27572621,24.3618497,-3.285621319,-1.615521938,0.04160494237,0.3046910244,-0.1291054674,2401.104149,1.47,0.109,-3.5,0.0,1.795421293,1.827777778,28.89355992,7.008272408,0.01395861734,0.8039650585,0.2317339862,0.8864306184,47.69025515,2.765100671,0.1384613815,-0.8061596552,0.6888528557,11.05045608,1.233108518,0.0,1.182673185,2.955952381,0.0,1.343847672,-0.4126523409,0.2856959345,0.06802721088,1.898145681,0.3325791855,1.423891135,2.55468398,0.0,0.0,5.693927995,0.0136643106,1.177219448,3.55,-0.435690537,0.0,18.58140538,2.903015262,31.47380935,0.8432838325,0.0,1.459355764,1.135698538,0.248441358,1.049186191,1.230527014,1.78683516,0.6532258065,0.0,0.8136367955,2.006944444,0.0,1.653165111,0.9779753562,4.45823419,61.70250811,-2.508410672,0.0,2.102052126,0.8886996681,0.0,0.3005716175,0.4363636364,0.8206974374,-0.04851681114
4.864593247,3.483050847,2.94782104,3.083008447,149.6332189,153.5084168,157.7599988,157.2192571,160.7445904,82.18396586,1.973479652,13.19753086,-7.111111111,47.8684679,-0.11615908,0.02239802629,0.1495119544,0.793187053,1.084199053,0.7390117862,0.4336304974,1.183528418,1.05674659,1.05378825,0.9454974802,0.9128850839,0.6982758621,1.10106383,1.036016949,0.4684992733,1.059406173,0.9981567466,0.9169378448,0.7954671425,0.8361767842,1.033486127,0.8988694408,1.249862736,1.114434772,1.231462965,1.007970944,1.117036366,1.124706416,1.000424952,1.118805803,0.1405155554,0.09542225169,1.040780936,0.1245317625,0.0,0.7005665294,-0.1768189317,5.394398156,11.51864932,0.0,0.0,0.0,0.0,1.952955596,0.481372549,0.01470588235,0.01862745098,0.781981982,0.04252782194,3.836320413,1.918567089,0.9266500003,31.50827223,11.05045608,10.19736362,12.13273414,5.693927995,4.794537184,29.36252149,5.733667477,22.51475897,40.3821381,0.0,13.8474744,5.687386275,28.16193619,0.0,3.784963637,0.0,1.476522243,116.02,0.8736507937,0.7170493197,0.04313034188,128.9502109,33.09550291,-4.48738988,-1.433660259,-0.3981594592,0.2868187101,-0.2885717592,2398.000947,2.22,0.009,-5.63,0.0,1.642486041,2.242777778,21.87632117,7.008277138,0.01666929638,0.9256866577,0.1889316765,1.002327587,34.9019044,3.418803419,0.2757902255,-1.20799466,0.7649042567,11.05045608,0.9055388203,5.907179729,1.140756303,3.02031893,14.18117935,1.197962776,-0.5965460562,0.4512927735,0.06868686869,1.336913626,0.3849287169,1.652340459,2.494868659,0.0,3.784963637,11.51833249,0.4328182771,1.010903002,3.1,-0.4158653863,0.0,10.48510703,3.11855274,26.06685164,1.151608379,0.0,1.662547685,0.9780433171,0.3834567901,0.9955752212,0.98125,0.7313607665,0.6617647059,0.0,0.9306853705,2.576388889,0.0,1.510024254,0.9726929271,4.745888558,74.09336881,-2.095172032,5.616778587,3.311482916,0.8612742541,0.0,0.4354135173,0.5185185185,0.4932570669,0.03240440315
4.899567567,3.3125,2.633499171,2.324404762,145.2236585,149.1514683,154.0889835,152.6440717,161.9569224,43.41666667,-3.444444444,9.592592593,-5.24691358,49.49423033,-0.009073121504,-0.1330254378,0.005526650006,1.165050455,0.9818617667,0.8532268875,0.481025641,1.077631579,1.042631579,1.166075949,1.174328358,1.0,0.5547337278,1.016483516,1.092548077,0.8941783768,1.054548473,0.867221107,1.147146907,0.7998243965,0.8655335382,1.097782018,0.9568820966,1.042223191,1.001194482,1.144084148,0.9261065715,1.117415903,1.225300192,0.9251387058,0.830404064,0.2077652636,0.138308809,0.5306069401,0.09087175382,0.0,0.6791339464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.081466837,0.4818181818,0.0,0.01818181818,0.752173913,0.02055335968,3.205229003,1.964695999,0.9308270835,27.50802119,0.0,5.098681808,24.26546827,11.21062871,0.0,20.16532066,0.0,22.51475897,20.16532066,0.0,6.9237372,0.0,39.1116119,0.0,1.983792569,0.0,1.72006025,54.46,0.3192290249,0.1518920068,0.03140522876,48.49656944,12.03307684,-2.806878962,-1.118763185,-0.2748183316,0.330003265,-0.1698428165,1298.743643,1.98,0.0195,-3.95,0.0,1.831466837,1.067777778,5.693927995,3.059279907,0.01042935869,1.267775099,0.1822326721,1.05319461,29.03729084,2.731343284,0.01234567901,-0.7360700805,0.8218217114,0.0,1.108940854,0.0,1.309463563,2.794655415,0.0,1.390164251,-0.2279894398,0.3524623527,0.06984126984,0.9213941912,0.3301886792,1.64997001,2.472032053,0.0,1.983792569,5.693927995,0.06075174901,1.104229054,4.46,-0.3880653523,0.0,10.89784279,0.0,20.71383281,1.176969765,0.0,1.175653211,1.07275,0.056875,1.206983806,1.062560857,2.087643036,0.6363636364,0.0,0.8891533234,1.243055556,0.0,1.60878976,0.9938470128,4.218577973,36.75265697,-1.821415456,0.0,0.0,0.9379836475,0.0,0.1229528849,0.5833333333,0.9530398623,-0.08588184686
4.933105502,3.768292683,2.549450549,2.420833333,146.5154789,153.69586,154.4824564,156.3614444,155.9861939,54.62984878,-60.50558843,11.82117028,-9.504273504,48.68718614,-0.2011455542,0.1363277034,-0.03075848675,1.479755545,0.8994308687,1.141602007,0.4655770391,1.059872436,1.148423363,1.058623428,0.9591910251,1.229550162,0.5210708725,1.011384089,1.249117632,0.9112127984,0.9309523064,1.154399846,1.148325263,0.843559247,0.7578813484,0.9871552647,1.075194469,1.135618409,1.233982263,1.058187476,1.042088171,1.018556236,1.098173712,1.048833616,0.9354415781,0.2065253099,0.07374049156,0.6597440455,0.1397268263,0.0,0.6706519733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.179351852,0.4791666667,0.0,0.02083333333,0.7833333333,0.0,3.426930273,1.858471946,0.6770864604,25.00643644,4.567099648,5.098681808,18.20875424,35.29333391,0.0,24.31554143,7.047671983,22.51475897,24.31554143,13.59242839,0.0,0.0,45.78684481,0.0,0.8086522896,2.014978899,1.673129435,48.53,0.4170521542,0.4244614512,0.03484567901,6.629331589,23.38320668,-2.644903442,-1.225903154,-0.1097559832,0.3438174447,-0.3340264312,1675.99095,2.02,0.045,-3.16,0.0,1.809249864,1.254444444,5.693927995,3.043383337,0.01186849912,0.783282766,0.1977619312,0.9863878311,18.80796705,2.923076923,0.01703703704,-0.8584456683,0.7665435035,0.0,1.138475057,0.0,1.228238485,2.70959596,4.983978521,1.397770359,-0.2474074232,0.3036030643,0.07046070461,0.9539103736,0.3739130435,1.627216969,2.542970003,0.0,2.014978899,5.693927995,0.1621624251,1.111176013,2.59,-0.4453293103,0.0,12.40239232,0.0,22.1591619,1.044187725,0.0,1.307438499,1.095393003,0.04375771605,1.17678821,1.036643432,2.112397566,0.6875,4.276638637,0.954156427,1.861111111,0.0,1.189940855,0.9938722433,4.319277113,35.90493987,-1.599880083,0.0,4.075037557,0.9349861171,0.0,0.1469120055,0.5897435897,1.096083857,-0.01694495129
4.87862781,3.518181818,2.851364522,2.794001967,143.0263923,147.2379897,153.7283912,156.6873333,157.9621341,54.56,-27.08,9.9336,-10.3024,49.59300473,-0.1119247403,0.1267220834,-0.08504151787,1.002611425,1.157469684,0.8636708116,0.480081826,1.092054264,1.084749553,1.092894629,1.064565483,0.9542344104,0.6667444211,1.178708887,1.075450092,0.5120748762,0.7913634388,0.9574627346,1.067443475,0.8006899081,0.9096887762,1.019252084,0.8713394097,0.9366248321,1.063024221,1.122396289,1.04526311,1.068405771,1.164393103,0.8596356559,1.004579115,0.1793978374,0.0886063362,0.8235086609,0.07026332943,0.0,0.6841461785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109014669,0.4838709677,0.0,0.01612903226,0.75,0.01451612903,3.358962553,2.284893636,1.11548875,31.44058453,4.983978521,5.261891555,30.33183534,34.23115751,0.0,19.93591408,0.0,28.71445679,19.93591408,6.420821623,18.25485007,0.0,50.62994439,0.0,1.981682321,0.0,1.764174135,78.25,0.7356462585,0.4462514172,0.03880434783,25.51876313,31.31991702,-3.097626129,-1.657906649,-0.3905481873,0.4828985212,-0.3199275181,2090.993894,2.2,0.00087,-6.06,0.0,1.797726527,1.785,22.64523548,6.027276376,0.01026217704,0.8848061051,0.1814697577,0.983881804,29.2612689,3.377192982,0.1610039792,-0.9706253199,0.5675827718,0.0,1.033160082,0.0,1.164971022,2.895526057,4.983978521,1.401259527,-0.458484451,0.4000732928,0.05442176871,0.5549810469,0.3333333333,1.635558228,2.479001939,0.0,1.981682321,5.824404498,0.1931370235,0.9540919398,6.38,-0.398404444,0.0,18.94423103,0.0,33.43638002,1.491850294,0.0,1.417622218,1.065724101,0.273125,1.027146811,1.062070759,2.013871268,0.6370967742,0.0,0.9999177739,1.909722222,0.0,1.420023776,0.9113367049,4.631280891,54.95175817,-2.404114942,0.0,0.0,0.9325027479,0.0,0.3441751701,0.56,0.8449532677,-0.08137367028
4.830967851,3.082644628,2.497516397,2.308666088,146.8104866,154.9455879,161.3904776,160.9577363,159.608501,88.99589002,7.893424036,12.66836735,-6.530612245,51.13517741,-0.1396544643,0.1485603848,-0.02193898849,1.078827989,0.9543023615,0.855673272,0.4705006297,1.020392696,1.035828361,1.118439868,0.872814873,0.8935884108,0.6948367859,0.9854656339,1.148989899,0.6455485653,1.121669844,1.237345569,1.33869002,0.9773250885,0.9440614041,0.8819080523,1.100297595,1.152231848,1.313549791,1.174396416,0.9605082762,1.05234692,1.028396791,0.9848130722,1.056761062,0.1646906487,0.08379878171,0.7368419724,0.07931626887,0.0,0.6974691495,0.1215681455,0.0,11.77331419,10.97043888,0.0,1.587612778,0.0,2.029786661,0.4811111111,0.0,0.01888888889,0.8052083333,0.03368055556,3.772563192,2.03479173,0.8531149556,29.65311583,19.77449303,0.0,6.9237372,5.693927995,14.26826309,20.26872417,0.0,33.45795484,34.196814,11.21535881,6.9237372,0.0,77.20433024,0.0,5.025525567,0.0,1.518409135,89.13,0.6630839002,0.3680909864,0.03703252033,156.0293329,26.87280381,-4.113241296,-1.666890384,-0.08270949534,0.3802555449,0.2006403332,2440.144633,1.53,0.0101,-5.98,0.0,1.920609077,1.518333333,44.12535618,7.008271881,0.02146105979,0.6650146912,0.2706693923,1.003326275,36.02384191,2.8203125,0.1467258443,-0.5207401012,0.6581868993,14.79051451,0.9859226448,0.0,1.018518519,2.685924906,9.967957042,0.610134758,-0.5514710166,0.3044453095,0.06419753086,1.077382544,0.311778291,1.351923673,2.482833975,0.0,4.035566859,16.52595619,0.4081507897,1.098433306,6.43,-0.4868834785,0.0,10.08828946,2.918653213,20.880711,1.10539287,0.0,1.604959537,1.109120494,0.2553240741,0.9482407407,1.09006734,0.0,0.6583333333,0.0,0.882829748,1.701388889,0.0,0.4785352577,0.9778932833,4.359396341,44.38530327,-2.537589022,0.0,10.97043888,0.8543797283,0.0,0.2734158478,0.3392857143,0.7990385915,-0.07901789758
4.976090825,3.572815534,2.636087768,2.748248248,146.94792,152.5312104,159.9369804,161.5140242,157.7866144,68.16345679,-11.20296296,10.88345679,-17.80049383,49.30967614,-0.09617441852,0.04674258288,0.0004611167629,0.7991332812,1.064684973,0.8392189399,0.4227900943,1.025702555,1.178381933,1.045881552,0.9651116528,0.996175354,0.6977861788,1.05397066,1.169392328,0.5312802104,0.8352204022,1.011175076,0.8109808117,0.8924210639,0.9502477462,1.037942051,1.040636805,1.164158622,1.21486115,1.172509348,1.103003927,0.9960623896,1.092462978,1.057080007,1.022566517,0.168103657,0.1387698918,0.7957274555,0.1458456799,0.0,0.679730678,0.0,0.0,12.21552075,0.0,0.0,0.0,0.0,2.044765684,0.4743589744,0.01923076923,0.02564102564,0.787654321,0.01875593542,3.670299879,1.821553217,0.7949875002,25.81328012,4.983978521,0.0,18.55355576,23.27208584,0.0,20.37772696,5.917906046,0.0,20.99377639,0.0,18.88348407,5.817862778,35.95872634,12.7481417,1.987411367,0.0,1.63025785,75.98,0.6661678005,0.5043579932,0.04253387534,43.01328283,24.49081827,-3.660197484,-1.241504586,-0.3071880361,0.4700211901,-0.04538118536,1935.60158,3.06,0.0326,-3.68,0.0,1.442813715,1.743888889,30.51984436,7.008280765,0.0129950633,0.9521446117,0.2548274081,0.8648999852,11.61183404,2.890756303,0.04530149985,-0.1441911549,0.5548618978,15.99397082,1.025422336,0.0,1.204830556,2.53591954,9.967957042,1.187812638,-0.5517384683,0.3383173523,0.07070707071,1.241687952,0.3972972973,1.415407128,2.542156012,0.6812104487,1.987411367,11.85970361,-0.2639431273,1.134837794,2.72,-0.3847333113,1.993272865,9.963773047,0.0,24.25333962,0.6916512072,0.0,1.567965966,1.131373978,0.127808642,1.11494096,1.078533535,1.312348671,0.6730769231,0.0,0.9414376885,1.944444444,0.0,1.300822866,0.9778033006,4.371955448,49.59430021,-2.695734087,0.0,0.0,0.8526139678,0.0,0.2043572058,0.5333333333,1.247981199,-0.0577248609
4.782522541,3.305882353,3.010198604,3.040196078,147.6606619,154.64466,163.5888857,162.2767769,160.4872522,67.47658402,-23.52800735,9.641528926,-13.37603306,50.76727958,-0.0203974743,0.01715333706,0.01985879814,0.9750356332,1.06810565,0.8995354701,0.42622798,1.118561244,1.04507822,1.048897097,1.016955088,0.9930200821,0.7402756041,1.054163571,1.123689511,0.5430004698,1.130821924,1.085026067,0.7125822492,0.908847825,0.9386461188,0.8489467275,1.17975814,1.117044226,1.11394938,1.135942566,0.8984430075,1.041720081,0.9137359688,1.049935806,0.9524929355,0.1706753545,0.1075556018,0.681984921,0.06542737998,0.0,0.7124476124,-0.005671073105,0.0,11.68415648,0.0,0.0,1.505444365,0.0,1.959476488,0.4820952381,0.02,0.0179047619,0.8091710758,0.04073368607,3.945131835,1.514299784,0.5343130683,25.40060836,10.30076712,0.0,6.9237372,12.2386844,9.184952232,20.26872417,0.0,21.95893118,20.85911529,11.33929359,12.74095804,4.390415048,28.3797528,23.46952001,4.203868702,0.0,1.477486721,70.67,0.5406349206,0.521789966,0.0427124183,15.79293262,21.45729,-2.730995998,-0.8155418155,-0.06155549106,0.07431723209,0.1671958509,2157.481791,1.68,0.0431,-4.67,0.0,1.412451681,1.452222222,31.28371294,8.001919065,0.01626783455,1.305466566,0.2386314551,1.033882747,23.05826388,2.782608696,0.1025425977,-0.6387203093,0.5577604236,5.316788604,0.9220876807,0.0,1.056246898,3.011235955,14.35837209,0.6101372502,-0.615878515,0.3696831904,0.07207207207,0.7117788244,0.3318846306,1.41075196,2.464302333,0.0,3.88701811,22.34317703,0.4098373585,1.087435286,5.8,-0.3635935965,0.0,5.777470331,2.847978762,16.38359906,1.09723756,0.0,1.656565026,1.006480613,0.2053240741,0.9198599035,1.129178957,0.0,0.64,0.0,0.8729658262,1.444444444,0.0,0.8915219726,0.9778763872,4.072513451,37.6100271,-1.732013758,0.0,13.23299001,0.7911742393,0.0,0.283446712,0.3636363636,0.8599042022,0.0005071899449
5.015075563,3.801801802,2.743405276,2.565118397,145.4483366,151.8452865,157.7991108,154.8832424,155.2950731,60.96,40.68,12.7904,-7.3536,48.50866702,-0.01789490347,-0.05492856553,0.005818675611,1.107962755,0.8795490602,0.8382428825,0.4763888889,0.9810560345,1.195779817,1.041724806,1.016133094,0.871557377,0.5764779202,0.9053616221,1.341606029,0.710762688,0.6923643735,1.149771598,0.6301484994,0.8740111102,0.9003036372,1.016925607,1.132918464,1.129528642,1.150889609,1.159598231,0.8919580082,1.034431385,1.167634127,1.043516976,0.9482045186,0.1932632161,0.142022543,0.6666063312,0.1445717349,0.0,0.6833808251,-0.4733771778,0.0,12.17061795,5.027775736,0.0,0.0,0.0,1.994744098,0.47,0.0,0.03,0.8129032258,0.01709677419,3.695854381,1.948001808,0.8330296891,29.76070055,9.843390349,5.098681808,12.13273414,23.38096217,14.63792753,19.74844179,0.0,22.51475897,44.0380384,17.70244098,0.0,0.0,47.28738284,5.693927995,0.6707660241,0.0,1.625579303,90.13,0.5683446712,0.4010416667,0.03655555556,38.82563308,24.61592899,-3.584926957,-1.219345458,-0.3702908775,0.2236858134,-0.2867259117,2353.989797,1.66,0.0527,-3.81,0.0,1.72491969,1.827777778,22.47273829,7.008274511,0.01913487273,0.7720612583,0.2201207033,0.9217114289,35.58204725,2.762589928,0.1301969187,-0.5836406007,0.7048548006,0.0,1.203319545,5.969305288,1.304472477,2.954780362,4.794537184,1.343847828,-0.3900060344,0.3187094045,0.06944444444,1.808155539,0.3475177305,1.4885354,2.554680513,0.0,0.0,12.30080996,0.1022875842,1.162950029,3.71,-0.4889957075,0.0,16.94688126,0.0,30.73411736,0.7230644785,8.870075158,1.339029608,1.072702703,0.232816358,1.102453581,1.180493441,1.645329244,0.6583333333,0.0,0.8022517708,2.006944444,0.0,1.705884925,0.9779740909,4.4557219,48.73693008,-2.385337918,0.0,7.103404724,0.8107381794,0.0,0.2882259385,0.48,0.7378825706,0.1015968727
4.859112107,3.673267327,3.069279636,3.01016703,148.0204164,152.3036628,155.6241958,156.38011,158.8298829,57.61651235,9.116898148,9.277777778,-9.638888889,46.40783287,-0.1418998546,0.002369970634,0.1431020664,0.9978933536,1.126749375,0.8043402298,0.4601794321,1.063892821,0.991449361,1.12475115,1.016003688,0.9313135294,0.6778846154,1.125945643,1.120078287,0.5263290549,0.7653077486,1.009087887,1.002180955,0.7739194071,0.8461781675,1.012838732,0.9224867734,1.293880102,1.094092438,1.163808843,0.9937935412,1.105641658,1.096946365,1.013083517,0.9865388069,0.1536834849,0.09195694048,0.8818553705,0.1048899075,0.0,0.6899617195,0.3785173112,0.0,0.0,0.0,0.0,0.0,0.0,1.953568543,0.4854166667,0.015625,0.01458333333,0.7929292929,0.0154040404,3.786967448,1.797995053,0.7767544274,30.77061433,5.316788604,15.45925517,12.13273414,17.3266008,0.0,29.36252149,0.0,28.58398029,34.47495837,0.0,18.25485007,5.687386275,28.16193619,6.327320075,1.941264622,0.0,1.505162424,96.72,0.7772789116,0.6137329932,0.04255787037,33.40773965,26.70073695,-4.59435954,-1.107443043,-0.335460334,0.4681407602,-0.3277556437,1979.218291,2.39,0.00554,-5.68,0.0,1.513850307,2.042777778,11.25737949,6.027276828,0.01327392728,1.191412894,0.1801325383,1.016958947,29.3384529,3.504854369,0.1695724926,-1.019008159,0.5619294582,5.316788604,0.9206796223,0.0,1.069601329,3.206135428,14.18117935,1.197963488,-0.4460845129,0.4707948626,0.06535947712,0.7961230233,0.3412017167,1.718410396,2.489417402,0.0,1.941264622,12.02124807,0.3989456423,1.102725504,3.4,-0.4158684278,0.0,13.72460692,3.147198287,25.88573147,1.101431114,0.0,1.4836021,1.032176274,0.2940740741,1.022680175,1.093023256,0.7290938916,0.6640625,0.0,0.9682974007,1.979166667,0.0,1.542309453,0.9113311844,4.635372996,67.16963161,-1.998425373,5.60349768,3.309480899,0.9452861284,0.0,0.3482221592,0.5833333333,0.5717650345,0.02382578831
