pIC50,AATS2s,AATS3d,AATS3v,AATSC0c,ATSC0i,ATSC8d,AXp-1d,BCUTi-1h,BCUTi-1l,BCUTs-1h,BCUTs-1l,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,ETA_dEpsilon_C,GATS1c,GATS2dv,GATS3d,GATS3p,GATS5c,GATS5dv,GATS6d,GATS6i,GATS6v,GATS7c,GATS7d,GATS8d,GGI5,GGI8,GGI9,IC2,JGI3,MATS1c,MATS2s,MINaasC,Mor10m,Mor11m,Mor12m,Mor16m,Mor21m,Mor22m,Mor23m,PEOE_VSA11,PEOE_VSA2,PEOE_VSA3,PEOE_VSA7,SMR_VSA5,SMR_VSA6,SaaNH,SdCH2,SdS,SdsCH,SdsN,Silicos-IT_Log_P,SsCH3,SsOH,SsssCH,TASA,TSRW10,VSA_EState7,Xc-4dv,Xc-5d,Xch-6d,iLOGP
7.443697499,3.402625153,3.628318584,226.701812,0.01644958013,88.27294219,-6.668639053,0.4323245357,14.55770457,10.94899447,7.008276683,1.400923668,5.907179729,0.0,11.98427311,24.52642128,-0.08264069264,1.572180471,0.8616251006,1.033273028,0.9736194564,1.104041214,1.00914102,0.9866071429,0.9584327358,0.9430125552,0.5859573319,1.11341245,0.9924728215,0.9519444444,0.3754251701,0.353125,4.700936479,0.03989651416,-0.573278819,0.1449498114,0.4749606219,0.8745756098,0.4912868184,2.161813599,0.2180276611,-0.3595929688,-0.137255519,-1.066570371,0.0,19.74647275,4.983978521,48.8853911,13.34455882,0.0,3.443195704,0.0,0.0,0.0,0.0,4.97,1.959717879,0.0,0.0,568.2255663,82.20630352,3.876104416,0.0,0.441638319,0.4971938746,2.43
7.215382707,5.94478738,3.730769231,234.3538628,0.02316642297,154.1265422,-1.868512111,0.4299329235,17.43070829,10.31162828,8.007392488,0.60498389,6.362358859,5.749511833,11.67631489,17.14164666,-0.1506262573,1.925320653,0.6656400339,1.000050785,0.9655404074,0.7905382356,1.05840778,0.9704887742,0.8370299167,0.9289252045,1.151685731,1.159037559,0.9455025608,0.8683333333,0.2837144117,0.291882716,4.887344949,0.03958333333,-0.6984026067,0.5912033734,-0.2600960045,0.9644639617,1.260533931,1.869081269,1.003585513,0.3966786571,-0.2431783918,-0.9415403323,5.13155848,4.983978521,14.98529578,42.82867707,19.83085246,5.316788604,0.0,0.0,0.0,7.220510286,4.183249593,4.43,1.918979875,0.0,0.0,661.309055,86.30658525,3.240689369,0.01102166785,0.2749716524,0.5805272079,0.0
6.397940009,4.194847021,3.704545455,232.4594881,0.02252518381,88.14717408,3.530041642,0.4371397847,17.42477227,10.94957568,8.001919869,1.432397384,5.969305288,11.38067233,11.51833249,36.65915542,-0.1042647296,1.517919242,0.7661439631,1.153148249,1.06469341,1.058018761,1.006932066,1.271914003,0.7937061844,1.011461589,0.2821001767,0.8754583856,0.7138913662,1.202222222,0.3567806752,0.275,4.315379908,0.03356481481,-0.6120048039,0.1186626501,-0.3155280302,1.356765458,0.7668384381,1.623002601,0.5939711467,-0.0740671933,-0.1688572701,-0.7048237197,0.0,4.983978521,14.16893075,48.53093655,0.0,0.0,3.296085365,0.0,0.0,0.0,0.0,4.86,0.0,9.054265439,0.0,407.3670746,76.22777559,3.372901092,0.0,0.441638319,0.4353954059,2.21
8.549750892,3.212059621,3.686868687,230.5848719,0.01271383553,87.60467455,-7.184246265,0.4314657775,14.69645343,10.31321831,3.066005337,1.197964042,0.0,0.0,5.112436885,9.197200829,-0.09281197574,1.519419663,0.8872279518,1.030594557,0.9252444689,1.178931684,1.013915069,1.124284971,0.9189730928,0.8538989269,1.273352267,1.202205712,1.138338534,0.9169444444,0.3169721592,0.189382716,4.533861863,0.03623188406,-0.4467240567,0.08258669654,0.7497935038,0.8525387862,1.075044697,1.255657603,0.3154873102,-0.2042082484,-0.07284953301,-1.074762671,10.75961411,4.983978521,14.18117935,61.10326455,6.9237372,5.316788604,0.0,0.0,5.60688723,0.0,0.0,3.36,1.96231655,0.0,0.0,627.7489573,81.71603792,5.326671766,0.0,0.3928227826,0.586770121,2.86
6.189767482,3.011784512,3.727272727,223.248414,0.0146557676,59.37314014,-3.80788897,0.4345801857,14.69232466,10.9459449,3.513557274,1.399905568,0.0,0.0,0.0,13.30664111,-0.06444444444,1.176481269,0.9575459904,1.213155675,0.8998686643,0.6927426529,1.040133297,1.075894837,1.004907652,1.076025299,0.7141105896,0.8874009108,1.000081169,0.6605555556,0.1441326531,0.05469135802,4.37824019,0.04064542484,-0.2117518127,-0.1157561682,0.8495296097,0.877796797,0.5055820387,1.089260755,0.4498160765,0.02660532557,-0.2349334379,-0.740441615,0.0,9.665781456,0.0,35.90493987,6.544756406,7.109797541,0.0,0.0,0.0,4.246591317,0.0,3.2,1.675285231,0.0,0.0,493.3790019,72.43458935,6.045632847,0.0,0.2823601614,0.5386030745,3.06
7.0,2.90846739,3.156716418,191.4580413,0.01300006041,107.859061,-4.326094696,0.432942848,17.42477348,10.95005715,8.001919149,1.216307925,0.0,5.817220841,22.19791885,24.52642128,-0.1018788411,1.329498302,0.8187674313,0.9668872326,0.9667850681,1.181500545,1.127243629,1.080201477,1.007854241,1.043957593,1.279091278,1.162243858,1.008409187,0.7052777778,0.2439058957,0.2025,4.916230832,0.04441550926,-0.2749013998,0.03540395683,-0.3638821358,0.8118178495,1.589481564,1.228229738,0.0316464718,-0.2388430203,-0.3654605722,-0.8006874655,0.0,14.64975998,4.390415048,68.24726451,19.38639965,18.40630142,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.6271483954,611.2717954,80.98620389,7.733259611,0.0,0.3003491901,0.5131164885,3.67
6.790484985,2.830882353,3.371428571,212.3884238,0.01097656346,77.19567328,-15.54594839,0.4280977518,14.55742367,10.95053359,3.046653978,1.183765089,0.0,5.414990469,0.0,12.39368714,-0.06572504708,1.525196161,0.8390992282,0.9588035478,1.173292129,1.101795055,1.080948831,1.456853876,1.08271177,1.003365098,0.9988864666,1.101258312,1.114942587,1.104444444,0.3527336861,0.156875,4.245038319,0.03488756614,-0.5004129183,0.2651067204,0.8894241308,0.6830322579,0.4447490058,1.535383668,0.2213948411,-0.167566844,0.1915748574,-0.8496291209,0.0,14.95193556,4.983978521,31.18920547,33.10993927,0.0,3.502142227,0.0,0.0,0.0,0.0,5.2,8.439110204,0.0,0.0,547.1301404,75.45396219,3.413314497,0.25,0.7079843543,0.393931682,2.82
7.6,4.241512346,3.6,221.9577835,0.02225064749,115.2841378,3.181405896,0.4352001174,17.42581605,10.95058275,8.002961619,1.420165358,17.54162141,17.80213589,22.40817398,30.59278835,-0.1527537938,1.435372209,0.8331132629,0.9807553957,0.9247523289,1.13839954,0.9935791218,1.002010157,0.9878453589,1.141719693,0.8241117144,0.9725719424,0.8539859289,0.8094444444,0.2431342908,0.210316358,4.832560875,0.05103359173,-0.4354855026,0.04180016019,-0.5670867609,0.8397485586,0.3503479212,2.093177045,0.5301394183,-0.004124978304,-0.3858428508,-0.8186525216,0.0,19.44429716,8.780830095,36.39820241,6.544756406,5.316788604,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,414.6825361,77.4304137,4.701148846,0.0,0.3003491901,0.4110544159,2.03
7.698970004,3.171644763,3.680555556,228.7140895,0.01585094849,67.03703341,-5.956790123,0.4343394744,14.55571024,10.3117069,3.048003442,0.6101412682,0.0,0.0,5.835619786,23.73047302,-0.0833015873,1.591127058,0.8562857932,0.9653465347,0.8754117466,1.322033993,1.215827285,1.255625563,0.8624864651,0.9314872156,0.7829927359,1.311173975,0.9566103669,0.5902777778,0.1360701688,0.07625771605,4.551462154,0.03410947712,-0.5674684133,0.1086914583,0.8250290795,0.9084227058,0.3110147095,1.836569155,0.3605592316,0.03088999046,-0.1474941292,-0.7785318988,10.84324348,4.983978521,15.29317186,25.12283841,6.9237372,5.316788604,0.0,0.0,0.0,0.0,4.685046296,4.01,1.969422057,0.0,0.0,482.0749836,71.04622485,4.261869069,0.0,0.2194160968,0.4268434734,2.78
7.590066877,3.373942294,3.598130841,230.3952196,0.01850997732,92.45596396,-4.282199154,0.4323245357,14.63946922,10.31162842,7.00827662,0.6049843589,5.907179729,0.0,12.1082079,28.47843254,-0.09560825648,1.681414535,0.8896740737,1.060376704,1.00261432,0.9064609744,0.9885072594,1.088348271,1.003844652,0.9194099983,1.002224369,1.090964493,1.033431616,0.9030555556,0.3084057697,0.211882716,4.902146665,0.03528911565,-0.6302646196,0.1324729269,0.4875891807,0.3288324493,1.158076518,1.321220577,0.5252566033,-0.03274755212,-0.4785737167,-0.7717788264,5.13155848,9.778515705,14.98529578,42.82867707,13.46849361,5.316788604,0.0,0.0,0.0,7.4293965,4.216933667,3.04,1.964201672,0.0,0.0,582.7841872,83.97882496,8.212963268,0.0,0.441638319,0.5805272079,0.0
