Molecule|SMILES|Formula_x|SpDiam_A|AATS3d|AATS2s|AATS3v|AATS1i|AATS2i|AATS3i|AATS4i|ATSC8dv|ATSC1d|ATSC8d|ATSC0i|AATSC0c|MATS1c|MATS2s|MATS7s|GATS1c|GATS2c|GATS5c|GATS7c|GATS8c|GATS2dv|GATS5dv|GATS7dv|GATS8dv|GATS1d|GATS3d|GATS5d|GATS6d|GATS7d|GATS8d|GATS2s|GATS6s|GATS6v|GATS3p|GATS5p|GATS1i|GATS6i|BCUTs-1h|BCUTs-1l|BCUTi-1h|BCUTi-1l|RPCG|Xch-6d|Xc-5d|Xc-3dv|Xc-4dv|AXp-1d|SsCH3|SdCH2|SdsCH|SsssCH|SaaNH|SdsN|SsOH|SssO|SdS|SaaS|SddssS|MINaasC|AETA_alpha|AETA_beta_ns_d|ETA_epsilon_5|ETA_dEpsilon_C|IC2|ZMIC2|PEOE_VSA1|PEOE_VSA2|PEOE_VSA3|PEOE_VSA6|PEOE_VSA7|PEOE_VSA11|SMR_VSA5|SMR_VSA6|SlogP_VSA2|SlogP_VSA3|EState_VSA1|EState_VSA2|EState_VSA3|EState_VSA6|VSA_EState7|AMID_C|TopoPSA(NO)|GGI5|GGI7|GGI8|GGI9|JGI3|TSRW10|TASA|Mor02m|Mor10m|Mor11m|Mor12m|Mor16m|Mor21m|Mor22m|Mor23m|iLOGP|Silicos-IT_Log_P|pIC50
11f_a5|O1CCN(CC1)CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C25H25N5O2|4.8182335|3.229007634|2.882211538|195.8324633|146.8786299|155.1746061|158.6528003|156.2904256|-7.565096953|9.12773161|-0.8984302862|90.39180594|0.01620044691|-0.2306819413|-0.1324211295|0.008211280229|1.211696035|1.529375006|1.149639132|0.7985112327|0.7836796445|1.147150408|0.9350690234|0.9235996782|0.9141220691|0.6738199193|1.247401128|0.8189539246|1.075867141|1.133682431|0.8941328263|1.184949384|0.9920684756|0.8951572436|0.8833507624|0.859679555|1.273465479|0.8323483099|3.511592327|1.370797007|14.69086714|10.94877949|0.0762695301|0.5068735754|0.2749716524|0.6499918594|0.0|0.4407029439|0.0|0.0|0.0|0.0|2.967866825|0.0|0.0|11.30849591|0.0|0.0|0.0|0.825709174|0.4739583333|0.015625|0.7949494949|-0.07828974678|4.66966611|31.85410782|9.473725908|19.96654858|0.0|6.066367068|54.09438804|0.0|0.0|39.45491511|64.5201455|4.736862954|0.0|0.0|6.606881965|6.196843572|5.497512117|1.638978904|76.16|0.8405555556|0.267396542|0.2091364324|0.154683642|0.02245862884|81.45550337|645.7779872|29.37696883|1.512481377|0.7182672636|1.036960535|0.269895088|-0.5322672296|-0.1788724259|-0.7893227442|2.87|4.61|7.920818754
12a_a5|C1CCN(C1)Cc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C24H23N5|4.81993505|3.201612903|2.681423611|193.9435437|145.8352209|152.4505509|156.259157|158.5939618|-2.647928994|8.948224852|-2.934171598|84.70278826|0.00952783564|-0.1752454657|-0.003381298756|0.09896383187|1.194198336|1.421967316|1.218952983|0.7458488837|0.9495132935|0.9970181298|1.053242671|0.8863636364|1.055216285|0.6657997734|1.156476033|1.036358018|0.9478490747|0.9125647244|1.147224225|0.9046706989|1.051612903|1.111224626|1.034611173|0.9213923579|1.169844584|1.02639113|3.059396814|1.338814635|14.69086157|10.94553751|0.1044570171|0.5068735754|0.2749716524|0.6998016078|0.0|0.4353123024|0.0|0.0|0.0|0.0|2.981252568|0.0|0.0|0.0|0.0|0.0|0.0|0.8506584198|0.4827586207|0.0|0.7533333333|-0.05316455696|4.728721929|28.34958738|0.0|19.96654858|0.0|30.33183534|61.32352731|0.0|19.38639965|13.08951281|38.1547432|6.544756406|0.0|0.0|0.0|6.196843572|8.210666161|1.737700118|57.7|0.7158333333|0.344635771|0.1703278534|0.08031635802|0.02893518519|79.92636377|631.9890688|25.36019601|1.664326377|0.5754739429|1.061745154|0.1317249877|-0.400180675|-0.07473782537|-0.6997649482|2.96|5.12|7.721246399
12c_a5|O1CCC(CC1)NCc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1|C25H25N5O|4.818847512|3.155555556|2.758899676|191.3968322|146.4559789|152.4489655|157.6228139|159.4651286|8.832908163|8.529336735|0.8242984694|89.44916006|0.01201062524|-0.2236314743|-0.1111689341|0.05819926676|1.210290755|1.353954295|0.9852661599|0.6614610987|0.9004472568|1.046434512|0.9199559701|0.8743385372|0.9932546486|0.7243959803|1.170740978|0.9878127004|1.083407478|0.8715994416|0.9878127004|1.134570668|0.9494065665|1.023955795|0.977570883|0.8473060476|1.149558967|0.962109593|3.510026147|1.236775191|14.69086345|10.9455378|0.08800123374|0.5068735754|0.2749716524|0.6860252921|0.0|0.4390087423|0.0|0.0|0.0|0.5509583343|2.977832018|0.0|0.0|5.429018523|0.0|0.0|0.0|0.8400787205|0.4784946237|0.0|0.7595959596|-0.06476579521|4.905045547|28.60244194|10.05365156|15.06663885|0.0|30.33183534|48.2340145|0.0|25.42824048|13.21376393|39.42092542|11.28161936|0.0|0.0|6.041840829|6.196843572|7.713792875|1.698385517|75.72|0.8405555556|0.3160076531|0.2585191484|0.102183642|0.0202294686|80.36688593|653.0921582|29.06824253|1.201810221|0.8315358288|0.7894882114|0.3086694049|-0.4032234849|-0.07350669805|-0.7637691812|2.75|5.03|7.327902142
13c_a5|O=C(c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)N1CCOCC1|C24H21N5O2|4.832978861|3.470588235|3.108156028|211.4562127|146.3171947|153.2788992|156.3413405|156.1948758|-1.408284024|9.75|-1.625|84.78110664|0.01564431097|-0.3248681532|-0.06747755061|0.1611015812|1.308700399|1.398115824|1.004132889|0.6168988373|0.9352064612|1.00174972|1.083099655|0.7960820019|1.027741228|0.63996139|1.305019305|0.9490474081|0.8877691251|0.8861003861|1.112912913|0.7795763083|0.5015016635|1.127706381|0.9358755584|0.9100067709|1.199610117|1.03139166|7.008271934|1.377702625|14.69086669|10.94530327|0.1073442017|0.5068735754|0.4674217421|0.6646168733|0.0|0.4369378953|0.0|0.0|0.0|0.0|2.944180713|0.0|0.0|5.328343359|0.0|0.0|0.0|0.6750716724|0.4731182796|0.0|0.7979166667|-0.08843137255|4.690260391|31.4498918|9.636772685|19.86117603|0.0|18.19910121|41.9616539|0.0|0.0|26.30327674|57.27568686|4.736862954|0.0|5.907179729|31.86672823|12.39368714|5.408157527|1.629701958|84.0|0.7988888889|0.4097576531|0.2101442429|0.110933642|0.03429705215|80.54933171|592.1438841|27.12469801|1.629078372|0.7245573274|1.325404361|0.3648491849|-0.4952155149|-0.1189732831|-0.699038493|2.58|4.23|6.910094889
13d_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1ccc(cc1)C#N|C25H21N5O2|4.852686175|3.482758621|3.166666667|213.1675628|145.7399843|151.6176975|157.2517157|158.6400265|-62.31505874|11.41046636|-12.73905304|86.5684814|0.02162683921|-0.4931476503|0.01611830522|-0.08993584574|1.527046346|1.19064646|0.8346182636|1.160715715|0.9827519255|0.8795944381|0.902366271|1.106359473|1.100102523|0.6426382412|1.112745526|1.157983193|1.022522916|1.160524704|1.203713778|0.6443054162|0.5929496297|0.9717933952|0.9510145909|1.015444258|1.181960564|1.059981591|6.027276895|1.424214188|14.56390891|10.95129636|0.08440806613|0.5805272079|0.2749716524|0.7211465865|0.0|0.4369169246|2.08804807|0.0|0.0|0.0|3.447870607|0.0|0.0|11.01344293|0.0|0.0|0.0|0.6276014634|0.4739583333|0.015625|0.7803921569|-0.0845924029|4.822747465|30.22208543|19.77449303|4.983978521|4.983978521|12.99010427|61.01812524|11.49902367|19.88931523|12.10973091|21.74487787|12.96557803|0.0|6.792942306|17.85771973|12.13273414|0.8555948724|1.640581622|95.85|0.8475|0.6163548753|0.2590230537|0.221882716|0.03018707483|83.90132197|637.1353011|31.61680521|1.116676347|0.6963193037|1.458846881|0.2962874711|-0.4389154192|-0.2857767695|-0.8881260184|3.03|5.38|6.443697499
13e_a6|N#Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2c(c1)nccn2)c1cccc(n1)C|C25H19N7|4.87485025|3.594594595|3.202559301|223.4488281|146.2217091|150.9941239|157.9963401|158.5210539|-14.45597847|9.852748943|-4.157247213|89.97702037|0.01488613212|-0.4623449437|0.01350152567|-0.03929845524|1.481348608|1.163058943|1.015168958|1.229043147|0.9066025735|0.8743544466|0.9950215285|1.06771451|0.976930228|0.6668742217|1.046371714|1.146190068|0.9737543945|1.139714418|1.040006227|0.5634527303|0.966126871|0.9785211531|0.9255739794|1.056454582|1.182217953|1.006694818|6.027276849|1.429020445|14.5643656|10.95053349|0.07225270312|0.4971938746|0.2749716524|0.7702072531|0.0|0.4358612357|1.968061701|0.0|0.0|0.0|3.433539068|0.0|0.0|0.0|0.0|0.0|0.0|0.6083859838|0.478125|0.015625|0.7588235294|-0.08063241107|4.653324|32.88361094|10.30076712|14.95193556|4.983978521|18.19910121|49.38830668|0.0|13.46849361|5.316788604|24.9198926|6.544756406|0.0|0.0|12.1082079|18.46005421|3.369162528|1.643300655|103.17|0.7816666667|0.5573625283|0.2680933485|0.281566358|0.03319444444|82.09909626|640.7013406|30.73473625|1.00747872|0.5518047696|2.074800766|0.3583403991|-0.27645958|-0.1911442148|-0.9157294885|2.79|5.01|7.920818754
13g_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1cccc(c1)C#N|C26H21N7|4.877421478|3.5|3.091520468|215.6363061|146.1247147|151.1860971|158.7179693|158.6603308|-44.29766804|11.32441701|-9.762688615|93.78258447|0.01414257511|-0.4648785199|0.01384493931|-0.03734312303|1.492254585|1.161120358|1.01010901|1.323326725|0.9459720217|0.818776123|0.9904762739|1.069651194|1.062619285|0.6424311093|1.049814011|1.165781128|0.981700934|1.15960381|1.141681827|0.5719553237|0.940461305|0.9967612963|0.8858836984|1.059339607|1.193380188|1.047038133|6.027277126|1.424099171|14.56436679|10.95053423|0.07072362752|0.4971938746|0.2749716524|0.7323949012|0.0|0.4386218726|2.089970432|0.0|0.0|0.0|3.457632039|0.0|0.0|0.0|0.0|0.0|0.0|0.6098858194|0.4787878788|0.01515151515|0.7571428571|-0.07716727717|4.792402901|31.79425933|10.30076712|14.95193556|4.983978521|25.12283841|48.8853911|0.0|19.88931523|5.316788604|24.9198926|12.96557803|0.0|0.0|12.1082079|18.46005421|4.230457757|1.654000285|103.17|0.8441666667|0.5981788549|0.2680933485|0.291566358|0.03191773504|83.20885303|662.3742739|32.68100318|0.6869254308|0.7436703675|1.871354752|0.2130925288|-0.3216859556|-0.1799489692|-1.028794763|2.34|5.41|6.924453039
13i_a6|Cc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1cccc(c1)C(=O)N|C24H21N5O3|4.84878054|3.566371681|3.506501182|218.1669025|147.7678113|152.3607579|156.7782015|158.6586773|-2.374154503|11.41046636|-3.775720897|85.77805657|0.026684431|-0.5606011355|0.1284766729|-0.06756787684|1.602021068|1.0387553|0.7312943289|1.01130255|0.7671149666|0.9190052935|0.9102200954|1.015964279|0.9505145623|0.6882687145|1.106635593|1.121280747|0.921215594|1.059245552|1.014603019|0.5894675785|0.9002493583|0.9743474485|1.012200328|1.017046826|1.173581139|1.035014325|7.008276743|1.430639411|14.55693269|10.95129557|0.07905164212|0.5805272079|0.441638319|0.8178845035|0.0|0.4323245357|1.952686545|0.0|0.0|0.0|3.399318783|0.0|0.0|10.97545765|0.0|0.0|0.0|0.4445774048|0.46875|0.015625|0.775|-0.09539052497|4.785011616|31.28229084|25.50816051|9.778515705|4.983978521|12.13273414|55.45467375|11.49902367|13.46849361|12.10973091|27.6520576|6.544756406|5.907179729|6.792942306|17.85771973|18.19910121|0.0|1.582901204|115.15|0.8475|0.5755385488|0.2711404006|0.2940740741|0.03784013605|83.98352269|554.5827454|31.44142638|1.281219329|0.3126525959|1.84296174|0.2737405393|-0.3510313097|-0.113051993|-0.9568408257|2.7|4.16|7.677780705
13k_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1cccc(c1)C(=O)N|C25H23N5O3|4.852858251|3.475409836|3.382777778|210.8721048|147.5967449|152.4611344|157.5778633|158.7847684|-32.67346939|12.84056122|-9.280612245|89.5251863|0.02533537787|-0.5627624379|0.1285192648|-0.06546038811|1.611106133|1.036357867|0.7280155954|1.058089954|0.7783258277|0.8703589909|0.9118320231|1.021207835|1.024329419|0.6670276123|1.107156488|1.141643413|0.9322630015|1.082675416|1.10737006|0.5929535324|0.8792049922|0.995574853|0.9707760193|1.026216219|1.185843099|1.07771726|7.008276949|1.42421381|14.55693382|10.95129637|0.07780668145|0.5805272079|0.441638319|0.7800721516|0.0|0.4351807591|2.076756568|0.0|0.0|0.0|3.423411754|0.0|0.0|11.00740324|0.0|0.0|0.0|0.4460772404|0.4696969697|0.01515151515|0.772972973|-0.09143154143|4.879244771|31.09121391|25.50816051|9.778515705|4.983978521|19.05647134|54.95175817|11.49902367|19.88931523|12.10973091|27.6520576|12.96557803|5.907179729|6.792942306|17.85771973|18.19910121|0.8392368216|1.595430564|115.15|0.91|0.6163548753|0.2711404006|0.3040740741|0.03635620915|85.09239158|557.0813932|33.87046942|1.288197551|0.6388148764|1.30782096|0.3217029824|-0.4975761493|-0.1084765048|-0.8920864797|2.8|4.55|7.337242168
13l_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1ccc(cc1)C(=O)N|C25H23N5O3|4.852746254|3.459016393|3.381666667|210.8721048|147.5967449|152.4611344|157.5778633|158.8021311|-56.53061224|12.84056122|-11.08418367|89.5251863|0.02531805969|-0.5648609039|0.1274250473|-0.08917231483|1.612944642|1.036830921|0.8069963204|1.147745334|0.9522220244|0.8728492885|0.8840556274|1.106042307|1.067131408|0.6670276123|1.134493685|1.071092416|1.010031649|1.126911884|1.139939767|0.5940282103|0.4663490489|0.957952584|0.9707760193|1.013489055|1.185843099|1.051811488|7.008276949|1.424213939|14.55693382|10.95129637|0.07784742295|0.5805272079|0.441638319|0.7800721516|0.0|0.4351807591|2.080033024|0.0|0.0|0.0|3.433158672|0.0|0.0|11.00887229|0.0|0.0|0.0|0.4655644264|0.4696969697|0.01515151515|0.772972973|-0.09143154143|4.879244771|31.09121391|25.50816051|9.778515705|4.983978521|12.99010427|61.01812524|11.49902367|19.88931523|12.10973091|27.6520576|12.96557803|5.907179729|6.792942306|17.85771973|12.13273414|0.8442910175|1.595484221|115.15|0.9655555556|0.6163548753|0.3084057697|0.221882716|0.03390522876|85.087787|583.9382002|32.98258019|1.166248501|0.4815872699|1.913257985|0.2084749497|-0.4071217437|-0.0133878033|-0.890832582|2.35|4.55|6.41453927
13p_a6|CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)nccn2)CNc1ccc(cc1)C(=O)N|C26H23N7O|4.877403704|3.468253968|3.309166667|213.2961605|147.9321155|152.051114|158.9639414|158.8357249|-48.03570329|12.75069252|-9.470914127|96.68792744|0.01814134238|-0.5730140079|0.1337608916|-0.08243533194|1.619377533|0.9554181658|0.9479251958|1.282114311|0.9509841433|0.8190458592|0.9332727578|1.108490871|1.056933156|0.6665970554|1.089171975|1.071752557|1.013892372|1.127339539|1.127339539|0.5418286995|0.4653703014|0.9603361486|0.9043348158|1.03823749|1.1975942|1.016762671|7.008277144|1.424099253|14.55810251|10.95053423|0.08784631124|0.4971938746|0.441638319|0.7913204663|0.0|0.4368865286|2.084165255|0.0|0.0|0.0|3.449535594|0.0|0.0|0.0|0.0|0.0|0.0|0.4670415248|0.4745098039|0.01470588235|0.751754386|-0.08420803783|4.885974778|31.79595848|16.0344346|19.74647275|4.983978521|19.05647134|54.95175817|0.0|19.88931523|5.316788604|30.82707233|12.96557803|5.907179729|0.0|12.1082079|24.52642128|4.211489254|1.60987367|122.47|1.017777778|0.6606788549|0.3053587176|0.234066358|0.03073559671|84.38570932|617.8329859|33.30928814|1.642650905|1.065707441|1.718974002|0.2300423272|-0.3549574854|0.001512159009|-0.8300199785|2.55|4.58|7.036212173
17a_a6|N#Cc1cccc(c1)CNc1nc(c([nH]1)c1cccc(n1)C)c1ccc2c(c1)OCO2|C24H19N5O2|4.848683342|3.588785047|3.300873908|221.3793568|145.817401|151.6956697|154.9312634|159.4995637|-29.2944|9.9336|-6.6244|82.74899317|0.02258793037|-0.5624663556|0.0363341683|-0.02892923188|1.585180586|1.05143256|0.8822744561|1.011352094|0.9074408297|0.9148607779|0.9410364985|1.074717029|1.004102158|0.6667444211|1.097591283|1.122208792|1.01089956|1.142990436|1.077451994|0.617318952|1.071606307|0.8897900635|1.073153445|1.040119905|1.169962633|1.00732413|6.027276618|1.424257628|14.56434284|10.94948984|0.08572212558|0.5805272079|0.2749716524|0.7703214932|0.0|0.4340286995|1.95978238|0.0|0.0|0.0|3.368551036|0.0|0.0|10.97496971|0.0|0.0|0.0|0.6188274754|0.4731182796|0.01612903226|0.7828282828|-0.08843137255|4.684372821|31.26935238|19.77449303|4.983978521|4.983978521|18.19910121|54.95175817|11.49902367|13.46849361|12.10973091|21.74487787|6.544756406|0.0|6.792942306|23.80605901|6.066367068|0.0|1.628790988|95.85|0.7294444444|0.5130385488|0.2711404006|0.269382716|0.03679078014|82.7928273|604.656635|28.80216785|0.7746717938|0.7045146727|1.843182456|0.3751799225|-0.3951128769|-0.4266121422|-0.8544803651|2.88|4.98|7.619788758
7a_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccc2c(c1)OCO2)c1ccccn1|C22H14N4O3|4.910146291|3.967741935|3.652412281|240.4694872|144.9111147|149.3930129|152.6172049|156.1405262|-22.47971877|8.86857761|-1.886425095|70.99946306|0.02486893947|-0.412963751|-0.04390532768|0.02323929416|1.3788412|1.229697891|1.102723031|0.8270946931|0.8914451203|0.8697796116|1.05762211|0.981367723|1.040181934|0.6037283203|1.256335341|1.154903938|1.265309165|1.012132772|0.8598554865|0.6183445102|1.20528272|0.8846892227|1.048447036|0.88022077|1.032367322|0.8907326628|7.008281684|1.400028722|14.69241559|10.94671402|0.1117725772|0.634753638|0.4630500236|0.6501483644|0.0|0.4315610527|0.0|0.0|0.0|0.0|3.173022251|0.0|0.0|10.85422445|0.0|0.0|0.0|0.4781108539|0.4689655172|0.01724137931|0.8166666667|-0.1072629176|4.514188454|31.00835773|9.473725908|14.87719751|4.681802935|12.13273414|54.09438804|11.49902367|0.0|6.792942306|21.55740557|0.0|0.0|12.3522092|45.26462041|42.59504598|1.676712492|1.605904727|92.93|1.313055556|0.422760771|0.3283100277|0.1693904321|0.04398148148|80.91504133|499.2304824|27.26252556|1.179422552|0.5922709573|1.737297385|0.225132652|-0.3657135742|-0.4256189467|-0.4795100704|3.06|3.96|4.606775884
7b_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccc2c(c1)OCO2)c1ncccc1C|C23H16N4O3|4.931595651|3.95959596|3.496273713|242.2963602|144.8772368|150.1869902|151.4515257|156.8284061|-16.4120983|12.42533081|-2.982986767|74.94664419|0.02322676488|-0.4158940172|-0.01674191605|-0.07529547786|1.391135558|1.224999931|1.124104372|0.8485513708|0.8151076369|0.8430245712|1.023902497|1.081257439|0.9744719566|0.5819908815|1.263125173|1.1265711|1.347201114|1.060998165|0.8738601824|0.5990086667|1.055051713|0.8301027672|1.086058882|0.9080704495|1.05063144|0.846867419|7.008281897|1.395658671|14.69241634|10.9465091|0.1107528184|0.6160248987|0.5467892423|0.7858379087|0.0|0.4309470101|1.947545826|0.0|0.0|0.0|3.213855584|0.0|0.0|10.89706652|0.0|0.0|0.0|0.4856108539|0.47|0.01666666667|0.8129032258|-0.1020960366|4.669557336|30.50804058|9.473725908|14.87719751|4.681802935|12.13273414|60.51520966|11.49902367|6.9237372|6.792942306|21.55740557|0.0|0.0|12.3522092|45.26462041|42.59504598|1.697545826|1.614223315|92.93|1.559722222|0.532135771|0.3973293021|0.2297067901|0.04752178649|82.14538838|516.5464409|24.52769712|0.9882441113|0.7509087043|1.806009198|0.3154713634|-0.3185817267|-0.4283855388|-0.4937509514|3.37|4.48|4.868702203
7c_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccc(c(c1)OC)OC)c1ccccn1|C23H18N4O3|4.917842442|3.887755102|3.402439024|241.3934706|145.5551487|151.9923721|152.4355627|155.3217247|-93.11111111|15.6875|-13.4375|77.20894906|0.02287544598|-0.328286221|-0.05823473753|0.1080247527|1.289780278|1.431730532|1.3522663|0.7408240169|0.9821666885|0.8914920609|1.144442114|0.9128110709|1.146247847|0.5402298851|1.306474314|1.087212644|1.197901049|1.061336588|1.061336588|0.6674434426|1.078061995|0.9582594291|1.013630351|0.8929443329|1.109540842|0.9438252353|7.008281928|1.400027586|14.6924163|10.94670214|0.1083494866|0.4680869713|0.4630500236|0.6501483644|0.0|0.4441129789|3.109596788|0.0|0.0|0.0|3.17138259|0.0|0.0|10.72422445|0.0|0.0|0.0|0.4574192439|0.47|0.05|0.8129032258|-0.09805194805|4.444773835|32.29197377|9.473725908|14.87719751|4.681802935|12.13273414|54.09438804|11.49902367|0.0|14.21959508|28.98405835|0.0|0.0|5.559266895|45.26462041|56.81464106|1.671712492|1.595090401|92.93|1.518055556|0.535643424|0.4270754598|0.230625|0.04493464052|80.12960945|574.5122423|26.84622834|0.9549070829|0.3463614835|1.958382602|-0.003479775193|-0.3689323917|-0.436063042|-0.5888906486|3.1|4.22|4.73072061
7e_a8|COc1ccc(cc1)c1c([nH]n(c1=O)c1ccc(cc1)C#N)c1ccccc1F|C23H16FN3O2|4.90917084|3.804123711|3.586580087|238.5354408|144.4341426|148.8713536|152.9885317|157.3215836|-42.90123457|11.92592593|-4.641975309|93.6797045|0.01767504995|-0.341022848|-0.01952752522|-0.0004690881566|1.277222932|1.230959378|1.177428754|0.5746269531|0.8846441348|0.7940278249|1.046329186|1.000012244|1.062716974|0.6105|1.241072165|1.118972477|1.293861386|1.053278351|0.8757692308|0.5813266361|1.023346906|0.8761487164|1.044118848|0.868031825|0.8826348325|0.8841125499|8.001920186|1.394799915|17.42477268|10.94332434|0.1285923054|0.4646501836|0.4634559089|0.6625121498|0.0|0.4411788594|1.563453154|0.0|0.0|0.0|3.038052327|0.0|0.0|5.188146321|0.0|0.0|0.0|-0.4347313755|0.470771757|0.05172413793|0.8149206349|-0.09444580111|4.341310041|31.32336796|4.736862954|9.893218992|9.072217983|24.26546827|54.09438804|0.0|0.0|7.109797541|16.89028228|0.0|5.817220841|5.559266895|39.38463207|73.83983529|0.0|1.655247414|70.81|1.615555556|0.4479520975|0.4142258755|0.250625|0.04676870748|79.0055525|538.2364341|24.07749453|1.058304136|0.30862759|1.473225234|-0.001387519801|-0.5296421343|-0.2303338697|-0.6654030315|3.38|5.16|4.454692884
7f_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccc(cc1)F)c1ccccc1F|C22H13F2N3O|4.906175147|3.804347826|3.961904762|237.7524834|144.6129659|147.3097048|155.6097154|159.9126236|9.47471743|7.502082094|2.447352766|111.2224987|0.01398990302|-0.3815747069|0.001218108355|0.0677873205|1.287379318|1.040824381|1.59017733|0.6010365656|0.686670158|0.6891728475|1.119963018|0.9720347924|1.003043802|0.6869737068|1.162570888|1.21204199|1.320135441|0.9688090737|0.7255761573|0.5537042388|0.913615369|0.9436131187|1.044309514|0.8287953742|0.7800141478|0.8470671632|8.002962042|1.394802504|17.42581479|10.94343485|0.1472750351|0.4646501836|0.4634559089|0.6574648469|0.0|0.4380554419|0.0|0.0|0.0|0.0|2.961566988|0.0|0.0|0.0|0.0|0.0|0.0|-0.4869535977|0.4680272109|0.05357142857|0.8308702791|-0.1087912088|4.113172736|34.16878189|0.0|9.893218992|13.46263303|24.26546827|54.09438804|0.0|0.0|0.0|9.780484743|0.0|17.19370858|11.12690298|22.50821725|42.46456948|0.0|1.646818451|61.58|1.553055556|0.4167020975|0.3829758755|0.230625|0.04875886525|77.88336071|477.1880372|22.6626124|1.021195237|0.3022195994|1.564705131|0.03202820901|-0.5046369112|-0.2367449768|-0.5926879585|3.23|5.52|4.447940466
7g_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccccc1F)c1ccc2c(c1)OCO2|C23H14FN3O3|4.931474058|3.989690722|3.820868946|243.2739835|144.4433418|148.6042359|152.6652993|157.2877824|36.32231405|9.074380165|-2.938016529|92.60133291|0.02397713981|-0.4180494422|-0.02585091579|-0.05050573714|1.375566915|1.178311087|0.890489454|0.9505324754|0.7637941505|0.8096364276|1.008331606|0.9826163645|0.952139166|0.6261845039|1.231303658|1.17884937|1.239457987|0.9887123746|0.9103615826|0.5881161927|1.245047556|0.9257819251|1.076362228|0.8564710905|0.8735106222|0.9231002716|8.001920409|1.39137419|17.42477297|10.9431888|0.1115543688|0.6160248987|0.5490804341|0.7123218982|0.0|0.4309470101|0.0|0.0|0.0|0.0|3.095238804|0.0|0.0|10.80905451|0.0|0.0|0.0|-0.4976187264|0.4661904762|0.03333333333|0.8359447005|-0.1132567509|4.367300987|33.94087439|9.473725908|9.893218992|9.072217983|18.19910121|48.53093655|11.49902367|0.0|6.792942306|16.57342705|0.0|11.37648774|17.91984529|34.00724092|60.66367068|0.0|1.622879259|80.04|1.4175|0.5538194444|0.4285793021|0.2297067901|0.0450708061|82.14567904|501.2536816|26.03677355|1.148440341|0.4874484088|2.118887264|0.075330666|-0.4465666489|-0.387093241|-0.637109507|3.32|4.94|4.677160727
7h_a8|N#Cc1ccc(cc1)n1[nH]c(c(c1=O)c1ccccc1F)c1ccc(cc1)F|C22H13F2N3O|4.912044912|3.815217391|3.961904762|237.7524834|144.6129659|147.3097048|155.6097154|159.7779981|51.47471743|7.502082094|2.447352766|111.2224987|0.01396334015|-0.3825789487|0.001218108355|-0.1076035428|1.287461117|1.019146244|1.378172116|0.8716504942|0.5954490703|0.6891728475|1.03135056|1.062573609|0.8996626003|0.6869737068|1.145722035|1.228532357|1.303101435|0.9688090737|0.7255761573|0.5537042388|1.031258596|0.9695907632|1.044309514|0.8266619502|0.7800141478|0.7978827285|8.002962042|1.391840221|17.42581479|10.94341365|0.1482297567|0.4646501836|0.4657471007|0.6574648469|0.0|0.4380554419|0.0|0.0|0.0|0.0|2.99743835|0.0|0.0|0.0|0.0|0.0|0.0|-0.5333887829|0.4680272109|0.05357142857|0.8308702791|-0.1087912088|4.113172736|34.16878189|0.0|9.893218992|13.46263303|18.19910121|54.59730362|0.0|0.0|0.0|9.780484743|0.0|17.19370858|11.12690298|22.50821725|36.39820241|0.0|1.646822393|61.58|1.4975|0.4479520975|0.3829758755|0.230625|0.04609929078|77.88369196|481.8935124|22.08827572|0.6353178882|0.71959465|2.269196782|0.1233981381|-0.4068904877|-0.4017173131|-0.6840648613|3.2|5.52|4.978810701
