,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),31.707267262230932,2.0,210.9138579150613,4.460964247674393e-85,0.08691175818118757,0.1501258292291774
C(imputation),112.50624482414922,3.0,498.92087175996556,1.1377911232779918e-251,0.3083872054681117,0.38529062481004517
C(upstream):C(imputation),41.11052144795401,6.0,91.1544831639308,2.8822060621218023e-103,0.11268671214195666,0.18635111463014462
Residual,179.4973430638683,2388.0,,,0.4920143242087441,
