,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),3.9773365744886133,2.0,88.52671050930532,2.4635194176542256e-34,0.10519312572926745,0.23142621960029594
C(strategy),14.909936130389031,3.0,221.2414555665964,4.780203402820057e-96,0.3943399701296391,0.5302480197375397
C(upstream):C(strategy),5.713719547463511,6.0,42.39158432086316,5.116315722268659e-43,0.15111721311022858,0.30195246051200436
Residual,13.20886031088594,588.0,,,0.3493496910308649,
