,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),11.806805589130882,2.0,90.57202826227213,5.136573043788623e-35,0.16784495183760081,0.2355138221350395
C(strategy),17.543207858064886,3.0,89.71796850195733,8.220466820551241e-48,0.2493933567200096,0.31400884225922504
C(upstream):C(strategy),2.668204091259662,6.0,6.822750222000551,5.198160889883742e-07,0.037931054577763565,0.06508844890589953
Residual,38.32530760107104,588.0,,,0.5448306368646261,
