SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,SpMax_A,VE1_A,AATS8dv,ATSC8d,ATSC0p,ATSC0i,MATS1c,MATS2s,MATS3s,GATS4c,GATS5dv,GATS6d,GATS7d,GATS3v,GATS1p,GATS6i,BCUTc-1h,BCUTd-1l,BCUTs-1h,Xch-5d,Xch-7d,Xc-5d,AXp-1d,SaasC,SaaaC,SssssC,SssNH,SsOH,SdS,AETA_beta_s,AETA_eta_L,AETA_eta_F,IC2,ZMIC1,PEOE_VSA2,SlogP_VSA1,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState7,MDEC-33,GGI3,GGI5,GGI8,GGI9,JGI2,JGI5,FPSA3,RPCS,Mor06m,Mor08m,Mor11m,Mor16m,Mor23m,XLOGP3,Silicos-IT_Log_P,ESOL_Log_S,Ali_Solubility_(mg/ml),Silicos-IT_Solubility_(mg/ml)
4.84886367,3.553398058,3.353853854,3.257281553,150.6227588,156.2364618,163.3449994,163.4525293,164.4285678,58.5,-7.75,7.703125,-5.22265625,45.31563466,-0.1237997762,0.1377172351,-0.05519198601,1.051252339,1.157188033,1.016191495,0.4239468864,1.116874711,0.8878481581,1.020054945,0.8740669241,0.9245723532,0.7400360833,1.103524395,1.120831349,0.562934599,1.076103525,0.504034136,0.8679392472,0.8323516745,0.8946434032,1.018994129,0.9199051196,0.8922500697,1.066141587,1.095035408,0.9983393525,0.8528479536,0.9836531333,0.6555403972,0.987788197,0.1523272844,0.08912626148,0.7992326864,0.06365387513,0.0,0.6894086529,0.8292649282,0.0,0.0,0.0,0.0,0.0,0.0,1.926934145,0.46359447,0.04838709677,0.03640552995,0.8281385281,0.03407345343,3.843633148,1.741329353,0.7240601563,30.43903568,10.30076712,5.425791397,12.14238718,23.62654039,8.780830095,25.38663948,4.992404733,11.38785599,26.29938345,6.544756406,24.72395449,14.46821637,34.8870312,18.4712695,2.161954189,0.0,1.493656184,83.3,0.696462585,0.5130385488,0.04419753086,30.05378148,29.32968931,-3.09886858,-1.755738297,0.1233723003,0.3863099827,-0.05888017382,2306.778916,2.78,0.0201,-3.99,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.876664293,3.446428571,2.713833492,2.589976983,145.560325,150.7520497,156.5390026,155.8494569,157.8136342,56.75805391,0.8027613412,9.136094675,-6.461538462,50.40263578,-0.03525356625,0.09928470844,-0.0421398553,1.307613246,1.182502241,1.179218062,0.5338529013,1.102882377,1.046089306,1.07260214,1.033053036,0.9775824878,0.7010103383,1.131203008,1.113827538,0.8845624423,1.21797018,0.9211550059,1.058993957,0.8105966151,0.8869107625,1.108727882,0.9473605507,0.9889785624,1.106744432,1.255474299,0.9948518972,1.041741393,1.142098622,0.9807791387,1.024371889,0.1626234389,0.0779721243,0.915641771,0.07129411522,0.0,0.6848636974,0.6790551438,0.0,0.0,0.0,0.0,0.0,0.0,2.03988502,0.4916666667,0.015625,0.008333333333,0.7686868687,0.01464646465,3.475031166,2.225408552,1.169396833,36.57587505,5.316788604,5.098681808,42.54970879,23.27208584,0.0,24.73242031,0.0,22.51475897,29.72092241,6.544756406,6.9237372,5.687386275,44.92947468,0.0,2.431664893,0.0,1.63637924,68.52,0.7413151927,0.474029195,0.0381678487,21.57365644,28.00048187,-3.436424346,-1.251029408,-0.348939037,0.5026020939,-0.3174309568,3201.186331,2.13,0.00305,-5.59,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.832276594,3.161764706,2.650879297,2.412470024,144.7680142,150.4389202,156.0683138,155.6795945,154.9829748,71.95005945,15.45422117,12.16646849,-7.663495838,50.43102803,-0.1277507076,-0.1488620233,0.008210506092,1.279293738,1.336051257,0.6386113515,0.5290962746,1.156406583,0.9981005603,1.208969805,1.085982714,0.887397536,0.6694428793,1.218094978,1.074789687,0.8642353936,1.195015165,0.9160080046,1.176446598,0.8862713143,0.9136421318,0.9023790653,1.009444288,1.07735736,1.239575284,1.250106768,1.000537192,1.018772124,0.9423487783,1.00656217,0.9683847604,0.1808437435,0.06412910753,0.8192972001,0.1170048358,0.0,0.6861721141,0.0,0.0,0.0,11.4329758,0.0,0.0,0.0,2.069405377,0.4784313725,0.02941176471,0.02156862745,0.7780952381,0.01406162465,3.327445119,2.530535876,1.298003664,35.31202653,19.69042424,0.0,18.19910121,5.693927995,9.473725908,9.967957042,0.0,22.88687966,9.967957042,4.736862954,13.8474744,17.06215882,39.7073943,0.0,4.021741318,0.0,1.711287884,59.51,0.7665306122,0.4305555556,0.02920634921,134.2115193,31.06062996,-4.526956905,-2.150020148,-0.5937147029,0.547376715,-0.2506254467,1933.406554,2.52,0.000357,-6.32,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.84862861,3.292682927,2.714285714,2.789990421,150.1287662,155.577371,160.8336168,160.1316994,162.70947,75.49586777,-30.43801653,11.33190083,-7.836033058,47.59726111,-0.06916580264,0.03184452403,-0.01353165484,0.9914120486,1.168480885,0.8860151522,0.4701755915,1.19744908,0.9728418609,0.9851563148,1.02001469,0.9872794965,0.7054229688,1.158493597,1.076028109,0.5717072487,1.302360769,0.6744874859,0.8858995568,0.871503092,0.9051268693,1.105722788,0.9531900847,0.8993950898,1.310822657,1.247799371,0.9763069501,1.060873201,1.137021822,0.919064009,1.021017094,0.134539768,0.07868413042,0.8586399347,0.06365387513,0.0,0.6904812668,0.8135728293,0.0,11.20180083,0.0,0.0,0.0,0.0,1.98359253,0.4707070707,0.0303030303,0.02929292929,0.7768518519,0.04335016835,3.765946344,2.01541337,0.9461654549,30.46303494,15.61755573,5.425791397,12.14238718,23.62654039,4.794537184,25.38663948,4.992404733,11.38785599,32.20656318,11.33929359,13.08951281,11.37477255,51.71376917,13.26227256,3.944364098,0.0,1.520040716,112.4,0.6931972789,0.6067885488,0.04250591017,33.07316149,31.70917809,-3.795521347,-1.560207532,-0.2816104061,0.3924517219,-0.1512194368,2114.754709,1.49,0.0997,-3.54,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.886982113,3.123809524,3.002777778,3.195876289,144.8696093,149.3817323,153.342874,160.951404,158.2377984,56.1837037,-45.88987654,12.68,-9.022222222,49.74457372,-0.1200301474,0.0001753766073,-0.1383046605,0.7902216974,1.211084638,1.089477894,0.474816451,1.001907234,1.044922847,1.149825784,1.033611249,1.159562895,0.6524884259,1.214387464,1.091269841,0.5806023064,0.9388500824,0.9644851598,1.196611396,0.8235378385,0.8444741236,0.9576344103,0.9973742888,1.12850209,0.9674286216,1.042684476,1.239221963,0.9231420304,0.9803891751,1.058263246,0.9259644187,0.2553800312,0.1476026446,0.8382142248,0.1263661433,0.0,0.7024404018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840467164,0.4747795414,0.05555555556,0.02522045855,0.7786535304,0.03545581707,3.653429631,1.838423466,0.9224394445,28.03580746,10.423316,0.0,17.69618563,22.2842392,9.496942443,9.967957042,0.0,17.00689132,15.07448444,0.0,19.66469524,15.7651876,22.50167553,6.066367068,3.844370475,0.0,1.69984788,58.04,0.6514285714,0.4149305556,0.04227642276,71.23895027,23.84488667,-3.57313188,-1.82399534,-0.3260188385,0.3162115104,-0.346321809,1504.043571,3.21,0.00114,-5.75,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.874959471,3.341463415,2.80839895,3.054613936,148.1175792,151.9245659,158.2982398,158.696275,161.1531869,58.86419753,5.827160494,11.32441701,-3.121056241,47.983974,-0.1184005841,-0.05952935236,0.1569820465,0.955881863,0.9643030855,0.6810049159,0.4928064814,1.151037647,1.066814244,1.04828938,1.015392516,0.9283487331,0.688132401,1.158783241,1.122177974,0.5353549235,0.9824538378,1.013548257,0.9170307425,0.808654492,0.9098394126,1.045308634,0.9447017455,0.9154061091,1.186259354,1.227336624,0.9725137957,1.143224984,1.111315097,0.9664313761,0.9440686449,0.1360091594,0.08937926059,0.8291328182,0.08505527698,0.0,0.6904812668,-0.4665311897,5.391845875,11.46922204,0.0,0.0,0.0,0.0,1.986135868,0.4737373737,0.01515151515,0.02626262626,0.7531531532,0.05492765493,3.632603077,2.122284425,0.9624846009,32.00740331,16.0344346,0.0,18.19910121,34.65994183,4.794537184,24.9198926,5.733667477,22.64523548,30.82707233,6.544756406,6.9237372,5.687386275,50.88435568,0.0,2.382704181,0.0,1.598107469,122.47,0.6156462585,0.6198625283,0.0446875,32.24398834,28.93837283,-4.334610185,-1.809740532,-0.1644850658,0.3809179098,-0.3172304735,2131.473555,0.81,0.0228,-4.64,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.877336081,3.371900826,2.744929453,2.780939476,146.1247147,151.1860971,158.7179693,158.6785616,159.4257582,64.76680384,-53.96707819,11.32441701,-8.49382716,48.76662659,0.04574526033,-0.08135202692,-0.02560021309,1.15952663,0.9908573102,0.9957910982,0.4684334539,1.08262818,1.136644661,1.001028816,1.110977255,1.090981533,0.6424311093,1.120631709,1.158449171,0.5735563184,0.7354402211,1.106012103,0.6014069537,0.8329574266,0.9297753277,1.046671151,0.979257006,0.9256106712,1.193380188,1.21712373,0.9367748703,1.095910684,1.129738505,0.9470969825,0.9988111824,0.1593193784,0.0708162659,0.7323949012,0.06541342195,0.0,0.6855377302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.026312773,0.4787878788,0.01515151515,0.02121212121,0.7571428571,0.02770562771,3.631828189,2.123059313,0.9254475639,30.95983989,10.30076712,5.261891555,19.05647134,46.29261463,0.0,24.9198926,0.0,28.71445679,24.9198926,12.96557803,11.33111287,5.687386275,57.3051773,0.0,2.591937797,0.0,1.654040529,103.17,0.5731972789,0.6606788549,0.04393617021,26.0493072,31.66904098,-2.969454678,-1.710474999,-0.3975811033,0.4440482265,-0.2810697766,3358.107916,1.13,0.0038,-5.56,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.865265677,3.53271028,3.143637227,3.385135135,151.5397617,157.5474193,163.9182458,164.7179547,165.1169809,53.6384,-30.0544,8.5936,-11.4772,46.38335578,0.06624173245,-0.02694792288,-0.06311020323,1.175789659,1.004889248,0.9752887061,0.4694502873,1.080961164,1.054019491,0.8885699107,1.047397192,1.006720808,0.7566673934,1.139452075,1.10068275,0.5823498062,0.9626907703,0.914501734,0.6829368466,0.8474360554,0.9144217359,1.040100864,0.9266635793,0.9385948302,1.083167515,1.097325073,0.9860373438,1.017239667,1.073344015,0.9223260991,1.007875642,0.1391792811,0.07010002312,0.8053607425,0.08374028396,0.0,0.6894086529,0.806811067,0.0,0.0,0.0,0.0,0.0,0.0,1.752997727,0.46359447,0.04838709677,0.03640552995,0.812605042,0.04960693955,3.981147632,1.662708558,0.6081274391,29.32088182,10.30076712,0.0,18.20875424,29.31392667,8.780830095,25.38663948,4.992404733,11.38785599,32.46515906,6.544756406,18.55817888,14.46821637,5.57310453,18.19910121,1.992124129,0.0,1.493241297,81.23,0.7112018141,0.6163548753,0.04241975309,36.58182932,30.56534244,-3.910720297,-1.724644867,-0.1041850566,0.3323877145,-0.1540221275,2853.022347,2.78,0.0196,-4.25,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.848604167,3.369369369,2.820304818,2.793756146,145.6756489,152.3692317,156.7243031,158.5660927,159.4311695,59.6336,-1.5408,9.9336,-10.1108,48.00479604,-0.01323283817,-0.06183612388,0.001028379954,1.263143658,0.9479241672,0.89754036,0.4928543905,1.104689293,1.034176102,1.086820551,1.022812614,0.9796886227,0.6667444211,1.146201083,1.127544619,0.6367795801,0.7493841166,0.9985451631,0.6671579862,0.8579165357,0.8542836326,0.9749229542,0.8720432635,1.135496843,1.253901445,1.126765514,1.036446104,1.105811125,1.119860331,1.096381135,0.9783350062,0.1732788131,0.08816961431,0.7585393788,0.06274916425,0.0,0.6841461785,0.0,0.0,0.0,10.9890741,0.0,0.0,0.0,1.993581034,0.4731182796,0.01612903226,0.02688172043,0.7979166667,0.01606182796,3.665365926,1.978490264,0.959483369,31.26935238,14.79051451,5.261891555,6.066367068,29.55874348,9.473725908,14.53505669,0.0,34.77396375,21.327999,6.544756406,18.25485007,5.687386275,40.03047287,0.0,2.72396651,0.0,1.622721684,84.99,0.5723809524,0.5755385488,0.04273901809,148.1751399,28.28848451,-3.062389242,-1.966806931,-0.6798670227,0.7196377646,-0.3665019633,1801.206755,1.56,0.00449,-5.23,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
5.000147947,3.865979381,2.356688122,2.087254445,144.0134583,150.126197,156.8461685,153.5723163,156.7137158,67.91639792,-38.35570779,12.73336939,-20.64196863,51.04803271,-0.1398244797,-0.1165371515,-0.1514373106,1.314057055,1.162451852,0.7989429637,0.4318447912,1.122979597,1.142759713,1.240392507,1.226162045,1.006643446,0.5602350279,0.9656629185,1.277430991,0.802777227,1.07024599,1.104286557,1.264429857,0.8150876153,0.8248936248,0.9894774431,0.9625365914,1.045596152,1.098254068,1.20195393,0.9005178782,1.026477864,1.254770926,1.006670644,0.9886050964,0.1910926599,0.08464523789,0.8170731478,0.2038753515,0.0,0.679730678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125990226,0.4928571429,0.01923076923,0.007142857143,0.7879120879,0.0,3.544039244,1.882225511,0.7536365571,27.68479521,0.0,5.098681808,29.8000411,21.92719002,0.0,19.74844179,0.0,22.51475897,19.74844179,12.96557803,6.9237372,0.0,47.37110857,16.82083098,2.883960967,0.0,1.710001269,43.6,0.6131972789,0.4288548753,0.04044973545,9.627587987,20.78246748,-2.909144122,-1.147689069,-0.4462850492,0.3119019792,-0.02368572528,2177.837598,3.15,0.00255,-4.76,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.831551496,3.412371134,2.789948692,2.688571257,146.5993687,154.1669417,159.7211343,160.2334063,157.6714408,75.11964444,26.19964444,11.87,-5.64,51.66154758,-0.1033774514,-0.1345191316,0.08512529267,0.8909175888,1.07023076,0.8003754203,0.4779477044,1.034606877,1.101335129,1.173792156,1.065235378,0.8960468008,0.6650115856,0.9456140351,1.107795261,0.5603797909,0.915101555,1.376825005,1.392880882,0.8749425937,0.8701675144,0.827745925,1.15118977,0.8922866148,1.228012266,1.106504655,0.8681295929,1.058849269,1.006497601,1.038845107,1.050911894,0.1756174026,0.1589936585,0.8298151429,0.1110709264,0.0,0.6971368173,-0.4359976129,0.0,11.85223036,5.145563254,0.0,3.1530174,0.0,2.097914513,0.4942528736,0.0,0.005747126437,0.8053763441,0.03485354097,3.995408502,1.648447688,0.5652932501,29.79848615,15.03763008,0.0,19.41092589,34.57272627,9.531400138,25.25270269,0.0,21.95893118,32.63603612,11.28161936,6.9237372,4.794537184,50.71112305,0.0,4.691401677,0.0,1.431447135,92.79,0.6370068027,0.4930909864,0.03995833333,36.04326419,28.99992128,-5.985861375,-0.7117091594,-0.09575072774,0.2428381953,0.2028940593,2421.485615,1.34,0.00457,-6.95,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.84872166,3.341463415,2.748106061,2.791894353,150.1287662,155.577371,160.8336168,160.1387595,162.5521344,75.49586777,-2.421487603,11.33190083,-3.483636364,47.59726111,0.02791545152,-0.06188380767,-0.06019558339,0.9983987644,1.185920903,1.1312054,0.4701755915,1.182222662,0.9728418609,0.9583467224,1.052699229,0.9470689873,0.7054229688,1.141330729,1.109865471,0.5704406583,1.312861561,0.6390663656,0.7748292652,0.871503092,0.9051268693,1.094277983,0.9608184825,0.9262473304,1.310822657,1.247799371,0.9763069501,1.056870471,1.169295384,0.8864739701,1.061783366,0.1343410739,0.07858035979,0.8586399347,0.06365387513,0.0,0.6904812668,0.7953104794,0.0,11.33939598,0.0,0.0,0.0,0.0,1.980502618,0.4707070707,0.0303030303,0.02929292929,0.7768518519,0.04335016835,3.765946344,2.01541337,0.9098018185,29.638011,15.61755573,5.425791397,18.20875424,23.62654039,4.794537184,25.38663948,4.992404733,11.38785599,32.20656318,11.33929359,13.08951281,11.37477255,51.71376917,13.26227256,3.918105847,0.0,1.519969228,112.4,0.7356462585,0.5130385488,0.0399537037,33.44055909,31.04069865,-3.435346892,-1.670162037,-0.2684374989,0.3533697405,-0.2098917096,2410.562961,1.49,0.0997,-3.54,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
4.850608614,3.7,4.12394412,5.584929757,145.2099007,150.9997198,159.6007726,160.6028503,160.1861851,35.08,-28.30567901,5.32,-6.591111111,47.18135908,-0.05662620013,-0.1550138167,0.1450244576,0.9658537332,0.8583093994,0.7148405057,0.4082961782,0.8446876528,1.115985009,1.218909838,1.20279857,1.410596581,0.6997198007,1.020738204,1.355650685,0.5995147277,0.7924413668,0.9613873454,1.075988583,0.7736881998,0.9814459381,1.054480569,1.092971536,1.281192165,0.891441957,1.17065636,0.9941708864,0.9669628592,0.9082043996,1.068597897,0.9389262985,0.2122845906,0.1526629909,0.7417047715,0.1539444827,0.0,0.6844934983,0.0,0.0,11.36712758,0.0,0.0,1.523836425,0.0,1.621602104,0.4826190476,0.025,0.01738095238,0.8673809524,0.0,3.799581231,1.107309365,0.6,27.16226232,0.0,9.614079702,11.33678588,0.0,9.184952232,14.59805822,0.0,11.25737949,20.88421875,0.0,5.817220841,4.390415048,29.69887896,23.46952001,0.0,0.0,1.460883267,47.26,0.3673015873,0.3359552154,0.04452674897,208.8221789,19.17433041,-3.185761506,-0.8106417495,0.09260569599,0.02337361608,0.06641800929,539.8377532,2.25,0.0436,-4.23,2.597850078,4.101665835,1.26119403,-13.83767361,11.16728167,72.82102943,-0.3860697834,0.1572707599,-0.05661729883,0.8128885896,1.188467447,1.385646218,1.169289244,1.137579186,1.012467805,1.149255504,0.3863274904,0.991510793,6.002808208,0.1466088019,1.229032715,0.7194749337,0.423750376,6.542281956,0.0,0.1731802327,0.0,9.67224571,0.0,0.62,0.2419431816,0.889479317,4.398802147,44.2804485,9.665781456,0.0,0.0,11.1645023,5.917906046,12.13273414,10.08266033,14.61084548,0.0,10.00980201,2.833333333,1.278611111,0.3797004913,0.096875,0.0826873385,0.03118563686,0.03896814881,105.2326043,0.5408248503,-2.326330623,0.3945932708,0.0256806776,-0.4857751605,4.05,4.26,-4.83,0.005,8.28e-05
