,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),970.9483041056484,2.0,3466.2460935081635,0.0,0.07339837727160368,0.08784147177628515
C(strategy),1918.2961480577887,3.0,4565.493000523718,0.0,0.14501268893352878,0.159847841302974
C(upstream):C(strategy),256.75912742465704,6.0,305.5398928535344,0.0,0.01940958465342986,0.024833494710819453
Residual,10082.46740571376,71988.0,,,0.7621793491414377,
