,sum_sq,df,F,PR(>F),eta2,partial_eta2
C(upstream),36.971592306107674,2.0,315.59118777808334,4.241622291903511e-132,0.05853984147651173,0.08072229873155652
C(strategy),124.36643137904464,3.0,707.7316636995425,0.0,0.1969185183491822,0.22802604747600846
C(upstream):C(strategy),49.18681661934173,6.0,139.9536320697089,2.490389015842939e-168,0.07788110460027022,0.10460275207983977
Residual,421.0380640969809,7188.0,,,0.6666605355740359,
